,37008
2019-05-19,0.353
2019-05-20,0.37799999999999995
2019-05-21,0.34600000000000003
2019-05-22,0.32299999999999995
2019-05-23,0.306
2019-05-24,0.298
2019-05-25,0.289
2019-05-26,0.303
2019-05-27,0.307
2019-05-28,0.31
2019-05-29,0.309
2019-05-30,0.3
2019-05-31,0.29
2019-06-01,0.28
2019-06-02,0.271
2019-06-03,0.263
2019-06-04,0.29100000000000004
2019-06-05,0.305
2019-06-06,0.299
2019-06-07,0.35
2019-06-08,0.314
2019-06-09,0.35100000000000003
2019-06-10,0.584
2019-06-11,0.5
2019-06-12,0.74
2019-06-13,0.578
2019-06-14,0.555
2019-06-15,0.585
2019-06-16,0.506
2019-06-17,0.433
2019-06-18,0.4
2019-06-19,0.434
2019-06-20,0.426
2019-06-21,0.507
2019-06-22,0.433
2019-06-23,0.32799999999999996
2019-06-24,0.37799999999999995
2019-06-25,0.49
2019-06-26,0.442
2019-06-27,0.48200000000000004
2019-06-28,0.385
2019-06-29,0.304
2019-06-30,0.276
2019-07-01,0.26
2019-07-02,0.253
2019-07-03,0.242
2019-07-04,0.23199999999999998
2019-07-05,0.226
2019-07-06,0.226
2019-07-07,0.223
2019-07-08,0.223
2019-07-09,0.228
2019-07-10,0.228
2019-07-11,0.226
2019-07-12,0.226
2019-07-13,0.225
2019-07-14,0.23
2019-07-15,0.233
2019-07-16,0.23800000000000002
2019-07-17,0.23399999999999999
2019-07-18,0.24100000000000002
2019-07-19,0.349
2019-07-20,0.36200000000000004
2019-07-21,0.298
2019-07-22,0.363
2019-07-23,0.303
2019-07-24,0.251
2019-07-25,0.24100000000000002
2019-07-26,0.252
2019-07-27,0.293
2019-07-28,0.266
2019-07-29,0.292
2019-07-30,0.34600000000000003
2019-07-31,0.324
