,37008
2018-10-31,0.353
2018-11-01,0.5479999999999999
2018-11-02,0.5
2018-11-03,0.574
2018-11-04,0.429
2018-11-05,0.376
2018-11-06,0.375
2018-11-07,0.384
2018-11-08,0.37799999999999995
2018-11-09,0.423
2018-11-10,0.785
2018-11-11,0.772
2018-11-12,0.91
2018-11-13,0.745
2018-11-14,0.5710000000000001
2018-11-15,0.466
2018-11-16,0.424
2018-11-17,0.40700000000000003
2018-11-18,0.401
2018-11-19,0.41
2018-11-20,0.49
2018-11-21,0.441
2018-11-22,0.42200000000000004
2018-11-23,0.395
2018-11-24,0.379
2018-11-25,0.371
2018-11-26,0.365
2018-11-27,0.436
2018-11-28,0.47700000000000004
2018-11-29,0.5710000000000001
2018-11-30,0.5820000000000001
2018-12-01,0.589
2018-12-02,0.5429999999999999
2018-12-03,0.594
2018-12-04,0.5529999999999999
2018-12-05,0.563
2018-12-06,0.581
2018-12-07,0.737
2018-12-08,0.795
2018-12-09,0.831
2018-12-10,0.6709999999999999
2018-12-11,0.5529999999999999
2018-12-12,0.4970000000000001
2018-12-13,0.47
2018-12-14,0.493
2018-12-15,0.583
2018-12-16,0.617
2018-12-17,0.723
2018-12-18,0.728
2018-12-19,0.6940000000000001
2018-12-20,0.76
2018-12-21,0.845
2018-12-22,1.05
2018-12-23,1.3
2018-12-24,1.2
2018-12-25,1.08
2018-12-26,0.903
2018-12-27,0.757
2018-12-28,0.672
2018-12-29,0.616
2018-12-30,0.574
2018-12-31,0.546
2019-01-01,0.527
2019-01-02,0.4970000000000001
2019-01-03,0.488
2019-01-04,0.47600000000000003
2019-01-05,0.46299999999999997
2019-01-06,0.465
2019-01-07,0.462
2019-01-08,0.449
2019-01-09,0.445
2019-01-10,0.433
2019-01-11,0.4320000000000001
2019-01-12,0.43
2019-01-13,0.41
2019-01-14,0.42
2019-01-15,0.414
2019-01-16,0.469
2019-01-17,0.461
2019-01-18,0.439
2019-01-19,0.419
2019-01-20,0.41100000000000003
2019-01-21,0.423
2019-01-22,0.45899999999999996
2019-01-23,0.47600000000000003
2019-01-24,0.436
2019-01-25,0.4320000000000001
2019-01-26,0.5479999999999999
2019-01-27,0.526
2019-01-28,0.556
2019-01-29,0.669
2019-01-30,0.631
2019-01-31,0.618
2019-02-01,0.6829999999999999
2019-02-02,0.647
2019-02-03,0.6
2019-02-04,0.672
2019-02-05,0.847
2019-02-06,1.03
2019-02-07,1.05
2019-02-08,1.33
2019-02-09,1.13
2019-02-10,0.987
2019-02-11,0.907
2019-02-12,0.938
2019-02-13,0.768
2019-02-14,0.6759999999999999
2019-02-15,0.605
2019-02-16,0.586
2019-02-17,0.5670000000000001
2019-02-18,0.552
2019-02-19,0.534
2019-02-20,0.51
2019-02-21,0.499
2019-02-22,0.485
2019-02-23,0.475
2019-02-24,0.46799999999999997
2019-02-25,0.455
2019-02-26,0.451
2019-02-27,0.44799999999999995
2019-02-28,0.503
2019-03-01,0.498
2019-03-02,0.46399999999999997
2019-03-03,0.541
2019-03-04,0.58
2019-03-05,0.54
2019-03-06,0.5379999999999999
2019-03-07,0.565
2019-03-08,0.5770000000000001
2019-03-09,0.6659999999999999
2019-03-10,0.8740000000000001
2019-03-11,1.2
2019-03-12,1.09
2019-03-13,1.11
2019-03-14,1.28
2019-03-15,1.12
2019-03-16,1.19
2019-03-17,1.35
2019-03-18,1.16
2019-03-19,0.8959999999999999
2019-03-20,0.763
2019-03-21,0.701
2019-03-22,0.6659999999999999
2019-03-23,0.637
2019-03-24,0.598
2019-03-25,0.568
2019-03-26,0.547
2019-03-27,0.5379999999999999
2019-03-28,0.53
2019-03-29,0.519
2019-03-30,0.517
2019-03-31,0.502
2019-04-01,0.491
2019-04-02,0.504
2019-04-03,0.505
2019-04-04,0.491
2019-04-05,0.48100000000000004
2019-04-06,0.46799999999999997
2019-04-07,0.46299999999999997
2019-04-08,0.455
2019-04-09,0.5329999999999999
2019-04-10,0.439
2019-04-11,0.425
2019-04-12,0.424
2019-04-13,0.434
2019-04-14,0.42100000000000004
2019-04-15,0.42
2019-04-16,0.408
2019-04-17,0.395
2019-04-18,0.39899999999999997
2019-04-19,0.397
2019-04-20,0.382
2019-04-21,0.375
2019-04-22,0.354
2019-04-23,0.369
2019-04-24,0.366
2019-04-25,0.364
2019-04-26,0.355
2019-04-27,0.349
2019-04-28,0.345
2019-04-29,0.34700000000000003
2019-04-30,0.34
2019-05-01,0.337
2019-05-02,0.336
2019-05-03,0.341
2019-05-04,0.359
2019-05-05,0.344
2019-05-06,0.33399999999999996
2019-05-07,0.345
2019-05-08,0.478
2019-05-09,0.81
2019-05-10,0.557
2019-05-11,0.455
2019-05-12,0.42200000000000004
2019-05-13,0.379
2019-05-14,0.35
2019-05-15,0.342
2019-05-16,0.332
2019-05-17,0.342
2019-05-18,0.34299999999999997
