,35003
2018-11-12,0.066
2018-11-14,0.057
2018-11-17,0.054000000000000006
2018-11-18,0.052000000000000005
2018-11-19,0.054000000000000006
2018-11-20,0.055999999999999994
2018-11-21,0.063
2018-11-22,0.061
2018-11-25,0.059000000000000004
2018-11-27,0.069
2018-11-28,0.08199999999999999
2018-11-29,0.091
2018-11-30,0.079
2018-12-01,0.073
2018-12-02,0.071
2018-12-03,0.071
2018-12-04,0.066
2018-12-05,0.07200000000000001
2018-12-06,0.075
2018-12-07,0.095
2018-12-08,0.102
2018-12-09,0.094
2018-12-10,0.076
2018-12-11,0.07200000000000001
2018-12-12,0.067
2018-12-13,0.066
2018-12-14,0.064
2018-12-15,0.07400000000000001
2018-12-16,0.085
2018-12-17,0.1
2018-12-18,0.096
2018-12-19,0.08900000000000001
2018-12-20,0.086
2018-12-21,0.126
2018-12-22,0.223
2018-12-23,0.21100000000000002
2018-12-24,0.195
2018-12-25,0.179
2018-12-26,0.126
2018-12-27,0.1
2018-12-28,0.08900000000000001
2018-12-29,0.084
2018-12-30,0.079
2018-12-31,0.077
2019-01-01,0.07200000000000001
2019-01-02,0.07200000000000001
2019-01-03,0.069
2019-01-04,0.07
2019-01-05,0.068
2019-01-06,0.069
2019-01-07,0.068
2019-01-08,0.068
2019-01-09,0.067
2019-01-10,0.068
2019-01-11,0.067
2019-01-12,0.069
2019-01-13,0.067
2019-01-14,0.066
2019-01-15,0.065
2019-01-16,0.067
2019-01-17,0.065
2019-01-18,0.066
2019-01-19,0.064
2019-01-20,0.063
2019-01-21,0.063
2019-01-22,0.07
2019-01-23,0.069
2019-01-24,0.067
2019-01-25,0.067
2019-01-26,0.069
2019-01-27,0.07
2019-01-28,0.069
2019-01-29,0.07200000000000001
2019-01-30,0.085
2019-01-31,0.102
2019-02-01,0.107
2019-02-02,0.1
2019-02-03,0.09
2019-02-04,0.087
2019-02-05,0.11199999999999999
2019-02-06,0.195
2019-02-07,0.3670000000000001
2019-02-08,0.289
2019-02-09,0.204
2019-02-10,0.19699999999999998
2019-02-11,0.4970000000000001
2019-02-12,0.257
2019-02-13,0.179
2019-02-14,0.14300000000000002
2019-02-15,0.11900000000000001
2019-02-16,0.106
2019-02-17,0.10099999999999999
2019-02-18,0.09699999999999999
2019-02-19,0.09300000000000001
2019-02-20,0.086
2019-02-21,0.081
2019-02-22,0.078
2019-02-23,0.077
2019-02-24,0.075
2019-02-25,0.075
2019-02-26,0.07400000000000001
2019-02-27,0.075
2019-02-28,0.076
2019-03-01,0.076
2019-03-02,0.076
2019-03-03,0.081
2019-03-04,0.08
2019-03-05,0.081
2019-03-06,0.087
2019-03-07,0.099
2019-03-08,0.099
2019-03-09,0.098
2019-03-10,0.42200000000000004
2019-03-11,0.498
2019-03-12,0.32
2019-03-13,0.703
2019-03-14,0.35
2019-03-15,0.253
2019-03-16,0.228
2019-03-17,0.295
2019-03-18,0.225
2019-03-19,0.153
2019-03-20,0.122
2019-03-21,0.10400000000000001
2019-03-22,0.09699999999999999
2019-03-23,0.091
2019-03-24,0.085
2019-03-25,0.077
2019-03-26,0.07200000000000001
2019-03-27,0.07
2019-03-28,0.067
2019-03-29,0.067
2019-03-30,0.066
2019-03-31,0.064
2019-04-01,0.063
2019-04-02,0.065
2019-04-03,0.067
2019-04-04,0.068
2019-04-05,0.065
2019-04-06,0.065
2019-04-07,0.065
2019-04-08,0.066
2019-04-09,0.063
2019-04-10,0.06
2019-04-11,0.059000000000000004
2019-04-12,0.057
2019-04-13,0.057
2019-04-14,0.055999999999999994
2019-04-15,0.055999999999999994
2019-04-16,0.055999999999999994
2019-04-17,0.055
2019-04-18,0.054000000000000006
2019-04-19,0.053
2019-04-20,0.052000000000000005
2019-04-21,0.052000000000000005
2019-04-22,0.052000000000000005
2019-04-23,0.054000000000000006
2019-04-24,0.053
2019-04-25,0.052000000000000005
2019-04-26,0.051
2019-04-27,0.05
2019-04-28,0.048
2019-04-29,0.048
2019-04-30,0.05
2019-05-01,0.049
2019-05-02,0.051
2019-05-03,0.053
2019-05-04,0.054000000000000006
2019-05-05,0.053
2019-05-06,0.052000000000000005
2019-05-07,0.051
2019-05-08,0.085
2019-05-09,0.10300000000000001
2019-05-10,0.17300000000000001
2019-05-11,0.187
2019-05-12,0.09300000000000001
2019-05-13,0.07
2019-05-14,0.063
2019-05-15,0.06
2019-05-16,0.059000000000000004
2019-05-17,0.06
2019-05-18,0.059000000000000004
2019-05-19,0.057999999999999996
2019-05-20,0.057999999999999996
2019-05-21,0.055999999999999994
2019-05-22,0.051
2019-05-23,0.049
2019-05-24,0.048
2019-05-25,0.047
2019-05-26,0.047
2019-05-27,0.046
2019-05-28,0.048
2019-05-29,0.05
