,orig
2018-11-12,0.067
2018-11-14,0.058
2018-11-17,0.055
2018-11-18,0.053
2018-11-19,0.055
2018-11-20,0.057
2018-11-21,0.064
2018-11-22,0.062
2018-11-25,0.06
2018-11-27,0.07
2018-11-28,0.083
2018-11-29,0.092
2018-11-30,0.08
2018-12-01,0.074
2018-12-02,0.072
2018-12-03,0.072
2018-12-04,0.068
2018-12-05,0.073
2018-12-06,0.076
2018-12-07,0.096
2018-12-08,0.105
2018-12-09,0.096
2018-12-10,0.078
2018-12-11,0.073
2018-12-12,0.069
2018-12-13,0.068
2018-12-14,0.065
2018-12-15,0.075
2018-12-16,0.087
2018-12-17,0.102
2018-12-18,0.098
2018-12-19,0.091
2018-12-20,0.089
2018-12-21,0.133
2018-12-22,0.234
2018-12-23,0.221
2018-12-24,0.206
2018-12-25,0.19
2018-12-26,0.134
2018-12-27,0.104
2018-12-28,0.092
2018-12-29,0.087
2018-12-30,0.081
2018-12-31,0.08
2019-01-01,0.075
2019-01-02,0.074
2019-01-03,0.072
2019-01-04,0.073
2019-01-05,0.07
2019-01-06,0.072
2019-01-07,0.071
2019-01-08,0.071
2019-01-09,0.069
2019-01-10,0.071
2019-01-11,0.069
2019-01-12,0.072
2019-01-13,0.07
2019-01-14,0.069
2019-01-15,0.068
2019-01-16,0.07
2019-01-17,0.068
2019-01-18,0.069
2019-01-19,0.067
2019-01-20,0.067
2019-01-21,0.066
2019-01-22,0.074
2019-01-23,0.072
2019-01-24,0.071
2019-01-25,0.07
2019-01-26,0.073
2019-01-27,0.074
2019-01-28,0.073
2019-01-29,0.076
2019-01-30,0.089
2019-01-31,0.112
2019-02-01,0.12
2019-02-02,0.105
2019-02-03,0.094
2019-02-04,0.091
2019-02-05,0.123
2019-02-06,0.216
2019-02-07,0.397
2019-02-08,0.316
2019-02-09,0.226
2019-02-10,0.219
2019-02-11,0.534
2019-02-12,0.283
2019-02-13,0.2
2019-02-14,0.163
2019-02-15,0.137
2019-02-16,0.122
2019-02-17,0.109
2019-02-18,0.102
2019-02-19,0.098
2019-02-20,0.091
2019-02-21,0.086
2019-02-22,0.083
2019-02-23,0.082
2019-02-24,0.08
2019-02-25,0.08
2019-02-26,0.079
2019-02-27,0.081
2019-02-28,0.081
2019-03-01,0.081
2019-03-02,0.081
2019-03-03,0.086
2019-03-04,0.086
2019-03-05,0.086
2019-03-06,0.093
2019-03-07,0.106
2019-03-08,0.106
2019-03-09,0.106
2019-03-10,0.464
2019-03-11,0.546
2019-03-12,0.358
2019-03-13,0.761
2019-03-14,0.391
2019-03-15,0.288
2019-03-16,0.261
2019-03-17,0.333
2019-03-18,0.258
2019-03-19,0.181
2019-03-20,0.146
2019-03-21,0.12
2019-03-22,0.104
2019-03-23,0.098
2019-03-24,0.091
2019-03-25,0.083
2019-03-26,0.078
2019-03-27,0.076
2019-03-28,0.074
2019-03-29,0.074
2019-03-30,0.072
2019-03-31,0.07
2019-04-01,0.069
2019-04-02,0.071
2019-04-03,0.073
2019-04-04,0.075
2019-04-05,0.072
2019-04-06,0.071
2019-04-07,0.072
2019-04-08,0.073
2019-04-09,0.07
2019-04-10,0.067
2019-04-11,0.065
2019-04-12,0.063
2019-04-13,0.063
2019-04-14,0.063
2019-04-15,0.063
2019-04-16,0.063
2019-04-17,0.061
2019-04-18,0.061
2019-04-19,0.059
2019-04-20,0.059
2019-04-21,0.059
2019-04-22,0.059
2019-04-23,0.06
2019-04-24,0.06
2019-04-25,0.058
2019-04-26,0.058
2019-04-27,0.056
2019-04-28,0.055
2019-04-29,0.054
2019-04-30,0.057
2019-05-01,0.055
2019-05-02,0.058
2019-05-03,0.06
2019-05-04,0.062
2019-05-05,0.06
2019-05-06,0.059
2019-05-07,0.059
2019-05-08,0.091
2019-05-09,0.124
2019-05-10,0.182
2019-05-11,0.23
2019-05-12,0.111
2019-05-13,0.078
2019-05-14,0.072
2019-05-15,0.068
2019-05-16,0.067
2019-05-17,0.068
2019-05-18,0.067
2019-05-19,0.066
2019-05-20,0.066
2019-05-21,0.064
2019-05-22,0.052
2019-05-23,0.049
2019-05-24,0.048
2019-05-25,0.048
2019-05-26,0.047
2019-05-27,0.047
2019-05-28,0.049
2019-05-29,0.051
2019-05-30,0.049
2019-05-31,0.047
2019-06-01,0.045
2019-06-02,0.043
2019-06-03,0.041
2019-06-04,0.044
2019-06-05,0.047
2019-06-06,0.047
2019-06-07,0.048
2019-06-08,0.048
2019-06-09,0.048
2019-06-10,0.053
2019-06-11,0.053
2019-06-12,0.058
2019-06-13,0.063
2019-06-14,0.055
2019-06-15,0.052
2019-06-16,0.045
2019-06-17,0.044
2019-06-18,0.046
2019-06-19,0.059
2019-06-20,0.057
2019-06-21,0.058
2019-06-22,0.053
2019-06-23,0.048
2019-06-24,0.047
2019-06-25,0.053
2019-06-26,0.052
2019-06-27,0.048
2019-06-28,0.049
2019-07-03,0.037
2019-07-04,0.036
2019-07-05,0.037
2019-07-06,0.036
2019-07-07,0.04
2019-07-08,0.038
2019-07-09,0.04
2019-07-10,0.038
2019-07-11,0.04
2019-07-12,0.039
2019-07-13,0.038
2019-07-14,0.036
2019-07-15,0.038
2019-07-16,0.038
2019-07-17,0.035
2019-07-18,0.036
2019-07-19,0.039
2019-07-20,0.042
2019-07-21,0.039
2019-07-22,0.036
2019-07-23,0.034
2019-07-24,0.035
2019-07-25,0.031
2019-07-26,0.032
2019-07-27,0.043
2019-07-28,0.064
2019-07-29,0.06
2019-07-30,0.052000000000000005
2019-07-31,0.044000000000000004
