,0,1,2,3,4,5,6,7,8,9
2002-06-22,2.153685,2.5501442,2.250713,2.4798255,2.4991033,2.2639754,2.466002,2.2071183,2.454835,2.1924899
2002-06-23,2.0406778,2.022905,2.0582755,2.1080127,2.0365536,2.1214159,2.1271975,2.1474593,2.0814097,2.0408664
2002-06-24,1.920159,1.9332949,1.9827677,1.9866999,1.9338917,1.9757454,1.9973676,2.031816,1.9111149,1.8714582
2002-06-25,1.8033085,1.853486,1.7177557,1.7258893,1.704459,1.8490797,1.8386877,1.8718301,1.8075422,1.7646645
2002-06-26,1.6225766,1.7035959,1.6928089,1.7042454,1.7550731,1.6932572,1.767668,1.7464055,1.6943004,1.6555147
2002-06-27,1.6006799,1.6345303,1.6365813,1.6366712,1.632602,1.6467263,1.7059045,1.6996572,1.628626,1.5895582
2002-06-28,1.4937093,1.5377992,1.5407532,1.5210519,1.5370198,1.5538856,1.5940169,1.6040013,1.5292548,1.490646
2002-06-29,1.4902623,1.496893,1.5235777,1.4827157,1.4627075,1.5050956,1.542718,1.5549773,1.4951333,1.4360892
2002-06-30,1.5545661,1.4234059,1.485835,1.5049076,1.5036249,1.5448028,1.5252128,1.5585123,1.4129355,1.4428648
2002-07-01,1.6694489,1.6032017,1.6516382,1.5455978,1.6686275,1.7220858,1.6354921,1.4826156,1.7168937,1.4132377
2002-07-02,2.9563096,2.9720118,3.0920196,2.7865126,2.6574867,2.8592718,2.7268932,2.8913522,3.0956805,3.116234
2002-07-03,3.1151736,3.441206,2.9832928,2.9149842,3.2602043,2.834945,3.385134,3.7551403,3.1248658,3.359126
2002-07-04,2.011761,1.9671075,2.1881053,2.2584217,1.9782455,2.0272343,2.2214773,1.8832368,2.0767145,1.939444
2002-07-05,2.367121,2.3430178,2.357931,2.0838716,2.4281304,2.3524177,2.5100763,2.3919854,2.2671063,2.2206576
2002-07-06,1.852638,1.8221529,1.7870988,1.76538,1.6620499,1.8868444,1.9155824,1.7569411,1.7633625,1.7621301
2002-07-07,1.6815274,1.5886246,1.5198106,1.5823749,1.4387598,1.6382118,1.601503,1.334876,1.4871835,1.7305894
2002-07-08,1.9651413,2.237822,2.3190424,2.320741,2.3518093,1.9736385,2.2003062,2.3263338,2.4211948,2.6202104
2002-07-09,2.2682302,2.538297,1.8819009,2.194642,2.1201665,2.1513271,2.1988072,2.1975837,2.311128,2.0858963
