,orig
2019-07-06,37.4
2019-07-07,37.8
2019-07-08,36.3
2019-07-09,33.3
2019-07-10,31.0
2019-07-11,31.0
2019-07-12,32.0
2019-07-13,32.8
2019-07-14,30.3
2019-07-15,28.3
2019-07-16,28.6
2019-07-17,27.9
2019-07-18,27.5
2019-07-19,25.7
2019-07-20,31.8
2019-07-21,33.5
2019-07-22,30.8
2019-07-23,28.9
2019-07-24,30.7
2019-07-25,35.1
2019-07-26,30.7
2019-07-27,32.8
2019-07-28,31.6
2019-07-29,31.9
2019-07-30,32.9
2019-07-31,61.6
2019-08-01,58.2
2019-08-02,42.6
2019-08-03,36.8
2019-08-04,32.3
2019-08-05,27.2
2019-08-06,29.3
2019-08-07,27.2
2019-08-08,29.6
2019-08-09,56.3
2019-08-10,67.4
2019-08-11,74.5
2019-08-12,81.3
2019-08-13,77.0
2019-08-14,59.6
2019-08-15,68.5
2019-08-16,66.5
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,0.0
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,26.0
2019-09-06,27.9
2019-09-07,32.2
2019-09-08,25.9
2019-09-09,31.8
2019-09-10,30.0
2019-09-11,30.4
2019-09-12,37.0
2019-09-13,27.0
2019-09-14,34.5
2019-09-15,35.4
2019-09-16,30.0
2019-09-17,27.4
2019-09-18,27.2
2019-09-19,27.3
2019-09-20,25.3
2019-09-21,29.0
2019-09-22,33.8
2019-09-23,38.3
2019-09-24,41.7
2019-09-25,85.5
2019-09-26,112.0
2019-09-27,37.3
2019-09-28,99.6
2019-09-29,160.0
2019-09-30,294.0
2019-10-01,332.0
2019-10-02,359.0
2019-10-03,344.0
2019-10-04,331.0
2019-10-05,282.0
2019-10-06,255.0
2019-10-07,249.0
2019-10-08,233.0
2019-10-09,205.0
2019-10-10,153.0
2019-10-11,141.0
2019-10-12,172.0
2019-10-13,197.0
2019-10-14,250.0
2019-10-15,256.0
2019-10-16,269.0
2019-10-17,231.0
2019-10-18,207.0
2019-10-19,241.0
2019-10-20,223.0
2019-10-21,214.0
2019-10-22,203.0
2019-10-23,132.0
2019-10-24,120.0
2019-10-25,112.0
2019-10-26,142.0
2019-11-04,357.0
2019-11-05,334.0
2019-11-06,311.0
2019-11-07,265.0
2019-11-08,270.0
2019-11-09,319.0
2019-11-10,355.0
2019-11-11,432.0
2019-11-12,436.0
2019-11-13,446.0
2019-11-14,395.0
