,40017
2019-04-03,0.156
2019-04-04,0.161
2019-04-05,0.14
2019-04-06,0.135
2019-04-07,0.132
2019-04-08,0.13
2019-04-09,0.138
2019-04-10,0.122
2019-04-11,0.11599999999999999
2019-04-12,0.114
2019-04-13,0.113
2019-04-14,0.111
2019-04-15,0.111
2019-04-16,0.111
2019-04-17,0.106
2019-04-18,0.10400000000000001
2019-04-19,0.099
2019-04-20,0.09699999999999999
2019-04-21,0.09699999999999999
2019-04-22,0.098
2019-04-23,0.096
2019-04-24,0.095
2019-04-25,0.092
2019-04-26,0.091
2019-04-27,0.086
2019-04-28,0.084
2019-04-29,0.084
2019-04-30,0.085
2019-05-01,0.086
2019-05-02,0.085
2019-05-03,0.085
2019-05-04,0.08199999999999999
2019-05-05,0.08199999999999999
2019-05-06,0.08199999999999999
2019-05-07,0.087
2019-05-08,0.20600000000000002
2019-05-09,0.11199999999999999
2019-05-10,0.094
2019-05-11,0.083
2019-05-12,0.078
2019-05-13,0.075
2019-05-14,0.07400000000000001
2019-05-15,0.07400000000000001
2019-05-16,0.073
2019-05-17,0.075
2019-05-18,0.07400000000000001
2019-05-19,0.07400000000000001
2019-05-20,0.073
2019-05-21,0.07
2019-05-22,0.066
2019-05-23,0.066
2019-05-24,0.065
2019-05-25,0.065
2019-05-26,0.065
2019-05-27,0.065
2019-05-28,0.064
2019-05-29,0.066
2019-05-30,0.066
2019-05-31,0.064
2019-06-01,0.062
2019-06-02,0.061
2019-06-03,0.059000000000000004
2019-06-04,0.071
2019-06-05,0.066
2019-06-06,0.061
2019-06-07,0.07
2019-06-08,0.078
2019-06-09,0.07
2019-06-10,0.376
2019-06-11,0.106
2019-06-12,0.645
2019-06-13,0.155
2019-06-14,0.096
2019-06-15,0.086
2019-06-16,0.083
2019-06-17,0.073
2019-06-18,0.07400000000000001
2019-06-19,0.098
2019-06-20,0.075
2019-06-21,0.066
2019-06-22,0.063
2019-06-23,0.063
2019-06-24,0.08
2019-06-25,0.11
2019-06-26,0.067
2019-06-27,0.061
2019-06-28,0.06
2019-06-29,0.057999999999999996
2019-06-30,0.055999999999999994
2019-07-01,0.054000000000000006
2019-07-02,0.054000000000000006
2019-07-03,0.054000000000000006
2019-07-04,0.054000000000000006
2019-07-05,0.055
2019-07-06,0.057
2019-07-07,0.065
2019-07-08,0.063
2019-07-09,0.062
2019-07-10,0.065
2019-07-11,0.067
2019-07-12,0.06
2019-07-13,0.055999999999999994
2019-07-14,0.057
2019-07-15,0.055
2019-07-16,0.057
2019-07-17,0.057999999999999996
2019-07-18,0.064
2019-07-19,0.20600000000000002
2019-07-20,0.122
2019-07-21,0.06
2019-07-22,0.055999999999999994
2019-07-23,0.053
2019-07-24,0.051
2019-07-25,0.055
2019-07-26,0.077
2019-07-27,0.435
2019-07-28,0.08199999999999999
2019-07-29,0.062
2019-07-30,0.059000000000000004
2019-07-31,0.055999999999999994
2019-08-01,0.054000000000000006
2019-08-02,0.055999999999999994
2019-08-03,0.055999999999999994
2019-08-04,0.054000000000000006
2019-08-05,0.055999999999999994
2019-08-06,0.054000000000000006
2019-08-07,0.057999999999999996
2019-08-08,0.057
2019-08-09,0.07
2019-08-10,0.063
2019-08-11,0.055
2019-08-12,0.087
2019-08-13,0.064
2019-08-14,0.094
2019-08-15,0.078
2019-08-16,0.07400000000000001
2019-08-17,0.099
2019-08-18,0.071
2019-08-19,0.062
2019-08-20,0.06
2019-08-21,0.055
2019-08-22,0.053
2019-08-23,0.054000000000000006
2019-08-24,0.054000000000000006
2019-08-25,0.053
2019-08-26,0.053
2019-08-27,0.053
