,orig
2018-09-22,0.065
2018-09-23,0.112
2018-09-24,0.106
2018-09-25,0.081
2018-09-26,0.076
2018-09-27,0.068
2018-09-28,0.07
2018-09-29,0.084
2018-09-30,0.09
2018-10-01,0.084
2018-10-02,0.074
2018-10-03,0.072
2018-10-04,0.064
2018-10-05,0.069
2018-10-06,0.08
2018-10-07,0.083
2018-10-08,0.073
2018-10-09,0.067
2018-10-10,0.065
2018-10-11,0.069
2018-10-12,0.073
2018-10-13,0.067
2018-10-14,0.098
2018-10-15,0.195
2018-10-16,0.142
2018-10-17,0.11
2018-10-18,0.096
2018-10-19,0.086
2018-10-20,0.083
2018-10-21,0.081
2018-10-22,0.078
2018-10-23,0.075
2018-10-24,0.076
2018-10-25,0.077
2018-10-26,0.078
2018-10-27,0.092
2018-10-28,0.152
2018-10-29,0.136
2018-10-30,0.12
2018-10-31,0.11
2018-11-01,0.327
2018-11-02,0.352
2018-11-03,0.195
2018-11-04,0.145
2018-11-05,0.124
2018-11-06,0.111
2018-11-07,0.103
2018-11-08,0.102
2018-11-09,0.107
2018-11-10,0.232
2018-11-11,0.449
2018-11-12,0.298
2018-11-13,0.196
2018-11-14,0.151
2018-11-15,0.123
2018-11-16,0.119
2018-11-17,0.113
2018-11-18,0.107
2018-11-19,0.105
2018-11-20,0.118
2018-11-21,0.186
2018-11-22,0.171
2018-11-23,0.139
2018-11-24,0.118
2018-11-25,0.11
2018-11-26,0.106
2018-11-27,0.109
2018-11-28,0.183
2018-11-29,0.224
2018-11-30,0.175
2018-12-01,0.142
2018-12-02,0.12
2018-12-03,0.116
2018-12-04,0.118
2018-12-05,0.133
2018-12-06,0.164
2018-12-07,0.383
2018-12-08,0.471
2018-12-09,0.27
2018-12-10,0.168
2018-12-11,0.138
2018-12-12,0.117
2018-12-13,0.107
2018-12-14,0.098
2018-12-15,0.122
2018-12-16,0.217
2018-12-17,0.183
2018-12-18,0.149
2018-12-19,0.169
2018-12-20,0.157
2018-12-21,0.688
2018-12-22,1.17
2018-12-23,0.952
2018-12-24,0.953
2018-12-25,0.671
2018-12-26,0.484
2018-12-27,0.377
2018-12-28,0.298
2018-12-29,0.218
2018-12-30,0.172
2018-12-31,0.137
2019-01-01,0.118
2019-01-02,0.106
2019-01-03,0.094
2019-01-04,0.085
2019-01-05,0.074
2019-01-06,0.068
2019-01-07,0.066
2019-01-08,0.067
2019-01-09,0.069
2019-01-10,0.069
2019-01-11,0.066
2019-01-12,0.065
2019-01-13,0.067
2019-01-14,0.065
2019-01-15,0.061
2019-01-16,0.063
2019-01-17,0.065
2019-01-18,0.061
2019-01-19,0.057
2019-01-20,0.054
2019-01-21,0.057
2019-01-22,0.072
2019-01-23,0.073
2019-01-24,0.067
2019-01-25,0.065
2019-01-26,0.067
2019-01-27,0.084
2019-01-28,0.084
2019-01-29,0.087
2019-01-30,0.11
2019-01-31,0.124
2019-02-01,0.123
2019-02-02,0.108
2019-02-03,0.103
2019-02-04,0.174
2019-02-05,0.282
2019-02-06,0.468
2019-02-07,0.644
2019-02-08,0.532
2019-02-09,0.389
2019-02-10,0.599
2019-02-11,1.02
2019-02-12,0.541
2019-02-13,0.359
2019-02-14,0.249
2019-02-15,0.188
2019-02-16,0.16
2019-02-17,0.136
2019-02-18,0.117
2019-02-19,0.106
2019-02-20,0.096
2019-02-21,0.091
2019-02-22,0.085
2019-02-23,0.08
2019-02-24,0.077
2019-02-25,0.076
2019-02-26,0.07
2019-02-27,0.07
2019-02-28,0.072
2019-03-01,0.07
2019-03-02,0.069
2019-03-03,0.083
2019-03-04,0.079
2019-03-05,0.071
2019-03-06,0.089
2019-03-07,0.093
2019-03-08,0.088
2019-03-09,0.089
2019-03-10,0.352
2019-03-11,0.467
2019-03-12,0.413
2019-03-13,0.651
2019-03-14,0.471
2019-03-15,0.348
2019-03-16,0.37
2019-03-17,0.35
2019-03-18,0.223
2019-03-19,0.148
2019-03-20,0.121
2019-03-21,0.108
2019-03-22,0.101
2019-03-23,0.094
2019-03-24,0.084
2019-03-25,0.078
2019-03-26,0.066
2019-03-27,0.067
2019-03-28,0.063
2019-03-29,0.063
