,orig
2019-03-30,0.064
2019-03-31,0.061
2019-04-01,0.057
2019-04-02,0.06
2019-04-03,0.063
2019-04-04,0.066
2019-04-05,0.063
2019-04-06,0.059
2019-04-07,0.063
2019-04-08,0.06
2019-04-09,0.052
2019-04-10,0.054
2019-04-11,0.156
2019-04-12,0.194
2019-04-13,0.189
2019-04-14,0.187
2019-04-15,0.186
2019-04-16,0.184
2019-04-17,0.181
2019-04-18,0.19
2019-04-19,0.188
2019-04-20,0.181
2019-04-21,0.163
2019-04-22,0.154
2019-04-23,0.154
2019-04-24,0.151
2019-04-25,0.16
2019-04-26,0.152
2019-04-27,0.165
2019-04-28,0.169
2019-04-29,0.143
2019-04-30,0.135
2019-05-01,0.135
2019-05-02,0.139
2019-05-03,0.155
2019-05-04,0.143
2019-05-05,0.134
2019-05-06,0.134
2019-05-07,0.12
2019-05-08,0.255
2019-05-09,0.277
2019-05-10,0.204
2019-05-11,0.197
2019-05-12,0.178
2019-05-13,0.14
2019-05-14,0.126
2019-05-15,0.134
2019-05-16,0.132
2019-05-17,0.115
2019-05-18,0.106
2019-05-19,0.107
2019-05-20,0.134
2019-05-21,0.127
2019-05-22,0.117
2019-05-23,0.109
2019-05-24,0.104
2019-05-25,0.105
2019-05-26,0.103
2019-05-27,0.108
2019-05-28,0.118
2019-05-29,0.112
2019-05-30,0.108
2019-05-31,0.102
2019-06-01,0.096
2019-06-02,0.085
2019-06-03,0.075
2019-06-04,0.087
2019-06-05,0.107
2019-06-06,0.097
2019-06-07,0.088
2019-06-08,0.137
2019-06-09,0.127
2019-06-10,0.13
2019-06-11,0.221
2019-06-12,0.308
2019-06-13,0.613
2019-06-14,0.564
2019-06-15,0.378
2019-06-16,0.263
2019-06-17,0.208
2019-06-18,0.185
2019-06-19,0.208
2019-06-20,0.322
2019-06-21,0.306
2019-06-22,0.225
2019-06-23,0.176
2019-06-24,0.153
2019-06-25,0.172
2019-06-26,0.232
2019-06-27,0.199
2019-06-28,0.167
2019-06-29,0.143
2019-06-30,0.122
2019-07-01,0.109
2019-07-02,0.104
2019-07-03,0.1
2019-07-04,0.099
2019-07-05,0.091
2019-07-06,0.09
2019-07-07,0.09
2019-07-08,0.08
2019-07-09,0.08
2019-07-10,0.086
2019-07-11,0.082
2019-07-12,0.078
2019-07-13,0.074
2019-07-14,0.072
2019-07-15,0.071
2019-07-16,0.07
2019-07-17,0.07
2019-07-18,0.071
2019-07-19,0.074
2019-07-20,0.124
2019-07-21,0.115
2019-07-22,0.089
2019-07-23,0.075
2019-07-24,0.086
2019-07-25,0.072
2019-07-26,0.074
2019-07-27,0.102
2019-07-28,0.177
2019-07-29,0.167
2019-07-30,0.107
2019-07-31,0.09
2019-08-01,0.079
2019-08-02,0.069
2019-08-03,0.064
2019-08-04,0.062
2019-08-05,0.065
2019-08-06,0.06
2019-08-07,0.063
2019-08-08,0.066
2019-08-09,0.087
2019-08-10,0.095
2019-08-11,0.075
2019-08-12,0.076
2019-08-13,0.081
2019-08-14,0.087
2019-08-15,0.122
2019-08-16,0.105
2019-08-17,0.115
2019-08-18,0.09
2019-08-19,0.079
2019-08-20,0.077
2019-08-21,0.069
2019-08-22,0.064
2019-08-23,0.062
2019-08-24,0.06
2019-08-25,0.057999999999999996
2019-08-26,0.055
2019-08-27,0.063
2019-08-28,0.055
2019-08-29,0.054000000000000006
2019-08-30,0.053
2019-08-31,0.053
2019-09-01,0.052000000000000005
2019-09-02,0.052000000000000005
2019-09-03,0.062
2019-09-04,0.062
2019-09-05,0.057
2019-09-06,0.074
2019-09-07,0.09
2019-09-08,0.07
2019-09-09,0.069
2019-09-10,0.081
2019-09-11,0.07
2019-09-12,0.067
2019-09-13,0.075
2019-09-14,0.052000000000000005
2019-09-15,0.051
2019-09-16,0.053
2019-09-17,0.053
2019-09-18,0.051
2019-09-19,0.05
2019-09-20,0.048
2019-09-21,0.047
2019-09-22,0.048
2019-09-23,0.053
2019-09-24,0.082
2019-09-25,0.10099999999999999
2019-09-26,0.107
2019-09-27,0.092
2019-09-28,0.097
2019-09-29,0.14800000000000002
2019-09-30,0.168
2019-10-01,0.32299999999999995
2019-10-02,0.33
2019-10-03,0.21100000000000002
2019-10-04,0.19
2019-10-05,0.158
2019-10-06,1.24
2019-10-07,1.63
2019-10-08,0.828
2019-10-09,0.459
2019-10-10,0.316
2019-10-11,0.244
2019-10-12,0.242
2019-10-13,0.325
2019-10-14,0.42100000000000004
2019-10-15,0.561
2019-10-16,0.518
2019-10-17,0.382
2019-10-18,0.335
2019-10-19,0.307
2019-10-20,0.273
2019-10-21,0.241
2019-10-22,0.22
2019-10-23,0.206
2019-10-24,0.293
2019-10-25,0.498
2019-10-26,0.435
2019-10-27,0.37
2019-10-28,0.315
2019-10-29,0.275
2019-10-30,0.243
2019-10-31,0.22399999999999998
2019-11-01,0.229
2019-11-02,0.276
2019-11-03,0.319
2019-11-04,0.309
2019-11-05,0.29
2019-11-06,0.267
2019-11-07,0.368
2019-11-08,0.48
2019-11-09,0.41
2019-11-10,0.358
2019-11-11,0.419
2019-11-12,0.673
2019-11-13,0.794
2019-11-14,0.763
2019-11-15,1.66
2019-11-16,1.66
2019-11-17,1.25
