,34010
2018-09-22,0.064
2018-09-23,0.111
2018-09-24,0.105
2018-09-25,0.079
2018-09-26,0.075
2018-09-27,0.066
2018-09-28,0.067
2018-09-29,0.08199999999999999
2018-09-30,0.087
2018-10-01,0.081
2018-10-02,0.071
2018-10-03,0.068
2018-10-04,0.06
2018-10-05,0.065
2018-10-06,0.076
2018-10-07,0.078
2018-10-08,0.068
2018-10-09,0.062
2018-10-10,0.059000000000000004
2018-10-11,0.063
2018-10-12,0.067
2018-10-13,0.061
2018-10-14,0.09
2018-10-15,0.17800000000000002
2018-10-16,0.128
2018-10-17,0.10099999999999999
2018-10-18,0.087
2018-10-19,0.078
2018-10-20,0.075
2018-10-21,0.07200000000000001
2018-10-22,0.069
2018-10-23,0.066
2018-10-24,0.066
2018-10-25,0.067
2018-10-26,0.068
2018-10-27,0.081
2018-10-28,0.134
2018-10-29,0.122
2018-10-30,0.11199999999999999
2018-10-31,0.10400000000000001
2018-11-01,0.317
2018-11-02,0.345
2018-11-03,0.193
2018-11-04,0.146
2018-11-05,0.127
2018-11-06,0.115
2018-11-07,0.10800000000000001
2018-11-08,0.10800000000000001
2018-11-09,0.11599999999999999
2018-11-10,0.254
2018-11-11,0.48700000000000004
2018-11-12,0.33399999999999996
2018-11-13,0.22899999999999998
2018-11-14,0.184
2018-11-15,0.156
2018-11-16,0.155
2018-11-17,0.149
2018-11-18,0.141
2018-11-19,0.141
2018-11-20,0.16399999999999998
2018-11-21,0.252
2018-11-22,0.24
2018-11-23,0.205
2018-11-24,0.182
2018-11-25,0.17
2018-11-26,0.166
2018-11-27,0.175
2018-11-28,0.28
2018-11-29,0.336
2018-11-30,0.28
2018-12-01,0.242
2018-12-02,0.215
2018-12-03,0.213
2018-12-04,0.223
2018-12-05,0.247
2018-12-06,0.295
2018-12-07,0.5760000000000001
2018-12-08,0.693
2018-12-09,0.449
2018-12-10,0.319
2018-12-11,0.281
2018-12-12,0.253
2018-12-13,0.235
2018-12-14,0.221
2018-12-15,0.266
2018-12-16,0.42
2018-12-17,0.376
2018-12-18,0.332
2018-12-19,0.3670000000000001
2018-12-20,0.354
2018-12-21,1.13
2018-12-22,1.66
2018-12-23,1.58
2018-12-24,1.58
2018-12-25,1.14
2018-12-26,0.85
2018-12-27,0.713
2018-12-28,0.609
2018-12-29,0.498
2018-12-30,0.433
2018-12-31,0.382
2019-01-01,0.47200000000000003
2019-01-02,0.39399999999999996
2019-01-03,0.34600000000000003
2019-01-04,0.312
2019-01-05,0.268
