,39001
2019-04-15,28.7
2019-04-16,29.4
2019-04-17,30.6
2019-04-19,21.9
2019-04-20,19.0
2019-04-21,19.5
2019-04-22,20.0
2019-04-23,19.0
2019-04-24,17.0
2019-04-25,18.6
2019-04-27,18.8
2019-04-28,20.3
2019-04-30,16.8
2019-05-01,19.0
2019-05-02,15.2
2019-05-03,16.4
2019-05-04,12.6
2019-05-05,12.1
2019-05-06,12.8
2019-05-07,15.1
2019-05-08,19.6
2019-05-09,31.2
2019-05-10,31.6
2019-05-11,25.8
2019-05-12,20.6
2019-05-13,18.4
2019-05-14,18.4
2019-05-15,17.1
2019-05-16,12.5
2019-05-17,10.8
2019-05-18,13.3
2019-05-19,13.8
