date,0,1,2,3,4,5,6,7,8,9
1980-07-06,0.4644273,0.5332003,0.5149204,0.501124,0.59195125,0.51157206,0.5863203,0.4775988,0.4691103,0.5562725
1980-07-07,0.6324972,0.4934313,0.43001345,0.5451236,0.6013993,0.6145596,0.6234191,0.6199547,0.57272995,0.60756725
1980-07-08,0.21429834,0.35264266,0.46547297,0.36885673,0.39946824,0.4119321,0.4429332,0.43425187,0.39650065,0.37834027
1980-07-09,0.51026964,0.6798518,0.6234908,0.5207112,0.53607404,0.57082504,0.5984027,0.5064285,0.5587444,0.54882264
1980-07-10,2.6697567,2.2490268,1.2271017,1.2878785,2.2413878,1.8780634,1.9640791,2.1008234,1.4367609,1.7836787
1980-07-11,2.8690174,2.3683355,1.2027835,1.3038316,2.2693038,2.0158098,2.2101564,2.3090992,1.4296908,1.983913
1980-07-12,0.62283343,0.61188656,0.47348046,0.5153541,0.6397314,0.6157523,0.6073672,0.57775044,0.49770224,0.562058
1980-07-13,0.3505548,0.3389908,0.3620604,0.3708037,0.31160173,0.32781944,0.32710102,0.38032725,0.3673014,0.31665605
1980-07-14,0.37770483,0.40621397,0.45055747,0.4275341,0.3533118,0.41650957,0.3407373,0.45454308,0.3938244,0.3741043
1980-07-15,0.27489474,0.29399866,0.28839734,0.29149324,0.21746938,0.29224783,0.3439223,0.12994674,0.31710094,0.2879989
1980-07-16,0.26607403,0.28886244,0.19751862,0.28737402,0.30189937,0.25967345,0.30412102,0.2708628,0.2982815,0.27307808
1980-07-17,4.1557035,2.7445002,1.1347357,1.1663282,2.5568035,2.0338259,2.4885218,2.3302338,1.1778932,2.120505
1980-07-18,5.6730876,5.684255,5.660879,4.951169,6.223533,8.685808,9.275479,12.233475,5.704798,6.843792
1980-07-19,4.3805437,3.343719,2.905323,2.5089388,3.331529,3.8900533,3.930032,5.143198,2.9220777,3.4137151
1980-07-20,3.2697227,2.3317735,1.4060379,1.3452911,2.2554533,1.8629103,2.121363,2.381936,1.4213598,1.8861239
1980-07-21,1.4225818,2.3101513,1.3580757,0.8547873,1.5883819,1.3612862,1.6110748,1.9590428,1.1329837,1.5782394
1980-07-22,0.9795352,0.997236,0.71463513,0.7428509,0.88277936,0.7411043,0.7482975,0.62640727,0.97469455,0.89935654
1980-07-23,0.65825874,0.84747577,0.56669503,0.45388362,0.81271195,0.75801,1.1601893,0.67160547,0.6316932,0.58776534
1980-07-24,0.6925059,0.6483087,0.52118886,0.5156159,0.7028705,0.60438144,0.7051254,0.5240196,0.77920496,0.7169594
1980-07-25,0.6040371,0.5574566,0.49272585,0.44919872,0.5566058,0.50185144,0.5672939,0.49138585,0.618541,0.5991471
1980-07-26,0.5415035,0.5275602,0.46989095,0.43634275,0.5358026,0.5017234,0.5401653,0.47037885,0.5633533,0.58199996
1980-07-27,0.43221506,0.4538961,0.41123652,0.400653,0.46705914,0.43962112,0.4798378,0.42226732,0.48934692,0.5199857
1980-07-28,0.47037622,0.43619454,0.41913998,0.3992863,0.45188084,0.39891642,0.45607978,0.40034586,0.5102021,0.48646313
1980-07-29,0.45176324,0.46685234,0.42884982,0.40962636,0.4700295,0.38955864,0.44116247,0.40721002,0.5252825,0.47637114
1980-07-30,0.46162114,0.3948245,0.42699784,0.40925217,0.49974534,0.44992217,0.47069952,0.44376788,0.39736927,0.47319883
1980-07-31,0.27618036,0.28596976,0.27881673,0.32819653,0.28224713,0.27971658,0.28787068,0.27693847,0.29214698,0.33262092
1980-08-01,0.38400432,0.41373,0.3441563,0.32668602,0.3924069,0.35149983,0.41141537,0.36691377,0.44015336,0.42761812
1980-08-02,0.49992654,1.0320292,0.5231929,0.389448,0.6589272,0.43318683,0.71631324,0.4407671,0.68360114,1.0067241
1980-08-03,0.3786027,1.5868495,0.79066616,0.15623534,1.5108749,0.62041545,0.5436604,1.0717878,0.5805285,2.3035233
1980-08-04,0.45349178,0.2813581,0.27032638,0.2628771,0.39889127,0.27893588,0.5576754,0.34428027,0.3660436,0.43093953
1980-08-05,0.4150631,0.3817111,0.50055647,0.2611828,0.3885086,0.34573653,0.7804801,0.37756172,0.8814091,0.3307058
1980-08-06,1.7440599,0.95870197,0.5381441,0.51523405,0.55793536,0.468863,0.47985986,0.291352,2.0678403,0.4907647
1980-08-07,2.6254826,2.2464058,2.0372014,2.423957,2.5474203,1.9591111,2.4350305,1.9353106,2.518007,2.3109305
1980-08-08,1.6039269,1.4865708,1.6269413,1.572794,1.5741348,1.4325954,1.6065967,1.6513853,1.4459188,1.7711722
1980-08-09,0.6376663,0.23916343,0.7975228,0.38131028,0.588567,0.8151759,0.5505773,0.83421195,0.47761595,0.9430438
1980-08-10,0.53669477,0.40165785,0.31201464,0.26784474,0.13659264,0.4423839,0.52376705,0.5139811,0.4471228,0.52013093
1980-08-11,0.4890651,0.50221485,0.37959152,0.3262918,0.4893095,0.77361375,0.63701445,0.49633595,0.45947635,0.41842762
1980-08-12,0.17786214,0.37739027,0.41922247,0.06296939,0.62929094,0.53826463,0.409557,0.2612485,0.13436109,0.71354157
1980-08-13,-0.08542196,0.21406326,0.46393317,0.4380886,0.38020632,0.50021476,0.27208632,0.21142861,0.46001387,0.29330504
1980-08-14,3.2543557,2.9964418,3.145639,3.279661,4.6421905,3.8340864,3.2125528,2.2628677,3.4515362,3.571114
1980-08-15,16.829163,16.899012,9.933904,17.0025,15.280642,13.674077,15.633611,8.162531,17.051596,13.709583
1980-08-16,4.823706,5.2284746,5.228816,5.525282,5.384776,6.6346936,5.997447,5.7434344,5.114477,7.060751
1980-08-17,1.9157938,1.6417543,2.1830678,1.8024364,2.0517519,1.8387344,1.9130313,1.9142632,1.8424191,1.6995885
1980-08-18,1.1946747,1.2892535,1.1431193,1.4392695,0.8315675,1.4132851,1.4094489,1.4323485,2.2630618,1.2473404
1980-08-19,0.91786915,1.1441576,1.0859809,1.186393,1.2373937,1.0837897,1.1754738,1.2666501,1.328982,1.1785272
1980-08-20,0.7197911,0.88890266,0.93416226,0.89528304,0.9042808,0.8586697,0.98341227,0.9215034,0.9169221,1.0324303
1980-08-21,0.74123305,0.86967814,0.8679079,0.82869774,0.84620297,0.8012764,0.94571257,0.90044343,0.8054177,0.9368697
1980-08-22,0.6735223,0.7250298,0.66276485,0.7141623,0.68483937,0.67655987,0.7038584,0.7180487,0.6629571,0.694337
1980-08-23,0.6865903,0.6457094,0.62179834,0.6441306,0.645363,0.6329515,0.6273985,0.70236313,0.66791576,0.64121866
1980-08-24,0.6319033,0.599039,0.5738472,0.5665902,0.5831648,0.6194703,0.56560534,0.61799514,0.6679137,0.62615937
1980-08-25,0.58059317,0.52746964,0.5213223,0.5246246,0.5131352,0.5784233,0.5249616,0.5560603,0.63145226,0.5600791
1980-08-26,0.55795896,0.48899665,0.48808366,0.5160626,0.4920542,0.5468806,0.5145544,0.5342535,0.5908643,0.526406
1980-08-27,0.5692521,0.48765704,0.4644161,0.5281937,0.4240697,0.5097985,0.50615674,0.4811608,0.57386714,0.45415413
1980-08-28,0.50122476,0.42200956,0.4070981,0.4937532,0.40150627,0.43314493,0.45123324,0.4235383,0.47673458,0.41977984
1980-08-29,0.484886,0.5684746,0.5666856,0.5211421,0.57108974,0.68974054,0.46786752,0.54281884,0.5856761,0.5454652
