date,30002,nn_m,nn_std
1980-07-06,0.486,0.5205894795544772,0.043425023393969024
1980-07-07,0.425,0.5727324750844686,0.06381164176602443
1980-07-08,0.501,0.3850152721309374,0.0676258218558819
1980-07-09,1.965,0.5660693422592183,0.05309640868340336
1980-07-10,1.9040000000000001,1.8887429354053944,0.44627424999768023
1980-07-11,0.536,1.9998737723991562,0.5120308828407324
1980-07-12,0.36,0.5728208918169287,0.05562234803919148
1980-07-13,0.317,0.3453173177977552,0.022807662778619488
1980-07-14,0.349,0.3996262416427915,0.03659636150470875
1980-07-15,0.29100000000000004,0.2741517553047678,0.05550070039740297
1980-07-16,1.5530000000000002,0.27442372102945467,0.030015005644089682
1980-07-17,17.456,2.2044330360511166,0.8891834940549772
1980-07-18,5.942,7.034995446648034,2.139989033561067
1980-07-19,1.989,3.5684944076157596,0.7357958295592164
1980-07-20,1.2830000000000001,2.035725451616148,0.5649416073906698
1980-07-21,1.006,1.5180794616133537,0.38972102973322315
1980-07-22,0.8959999999999999,0.8320998412492229,0.1246726216272079
1980-07-23,0.7829999999999999,0.7142419743204086,0.18533374308112066
1980-07-24,0.6859999999999999,0.6398383707103878,0.08920313250566762
1980-07-25,0.622,0.5432660961000589,0.05402879835621052
1980-07-26,0.581,0.5161994351426497,0.0435196721034035
1980-07-27,0.561,0.450655747050287,0.03532537206371626
1980-07-28,0.517,0.4423767253379168,0.036493416994238706
1980-07-29,0.48100000000000004,0.44630802018801463,0.03759009151880078
1980-07-30,0.44799999999999995,0.44251608315187313,0.03340232208782319
1980-07-31,0.532,0.29185049086857723,0.019663544372772082
1980-08-01,0.623,0.38514124350368406,0.035843195031177555
1980-08-02,0.551,0.6370915875992378,0.21821992520426645
1980-08-03,0.46299999999999997,0.9466242540051623,0.6249058043801524
1980-08-04,0.42100000000000004,0.3631855702082454,0.09216481985658588
1980-08-05,0.401,0.462912314750909,0.18931967416779089
1980-08-06,0.377,0.8140071700232483,0.5692551646907134
1980-08-07,2.926,2.3062100880171426,0.23841058570706558
1980-08-08,1.4409999999999998,1.5762634351654892,0.09502014320852059
1980-08-09,0.508,0.6218576115774744,0.21190165685504314
1980-08-10,0.35,0.40772192168007754,0.12677745322942577
1980-08-11,0.32299999999999995,0.49610910143521436,0.12108318225104901
1980-08-12,0.344,0.37048119769184473,0.2028876360621076
1980-08-13,0.28600000000000003,0.312636161337431,0.17038070593590993
1980-08-14,3.0780000000000003,3.3680494130153065,0.5753498380983166
1980-08-15,16.9,14.46193438403996,2.951562094275691
1980-08-16,5.234,5.656077281170759,0.6639872138459775
1980-08-17,1.8519999999999999,1.8815069970573142,0.15127849777788452
1980-08-18,1.245,1.357982314687491,0.34108136348465545
1980-08-19,0.99,1.157166477493408,0.10904345308286255
1980-08-20,0.8859999999999999,0.9032518783444506,0.07837645324749076
1980-08-21,0.77,0.8530032926947082,0.060277758562101706
1980-08-22,0.6779999999999999,0.6916226927309697,0.0218513812583665
1980-08-23,0.616,0.6513323973544902,0.02460469619101644
1980-08-24,0.58,0.6045121706753752,0.03137946444886857
1980-08-25,0.557,0.551055872887758,0.034937855534129585
1980-08-26,0.511,0.5249225757364693,0.03142136082253341
1980-08-27,0.478,0.49996884149550175,0.04565827642371178
1980-08-28,0.445,0.4432436587953232,0.034533489375106814
1980-08-29,0.551,0.5540194529606082,0.05786173255048939
1980-08-30,0.619,0.5792270787623067,0.08788759761580957
1980-08-31,0.54,0.5432572888371691,0.045198815648147685
1980-09-01,0.45799999999999996,0.468653997209027,0.03206076346734852
1980-09-02,0.418,0.41799547335575205,0.02929910584972565
1980-09-03,0.39799999999999996,0.4213067823131361,0.20256377842370796
1980-09-04,0.361,0.28836370766401714,0.1988640175516188
1980-09-05,0.373,0.4242809801723735,0.166724753763715
1980-09-06,0.34,0.45574089872356904,0.1173604935529568
1980-09-07,0.307,0.33135115302177864,0.0736175074047182
1980-09-08,0.292,0.31233454222774343,0.06780287772807844
1980-09-09,0.273,0.28423271841886666,0.06426797623009911
1980-09-10,0.27899999999999997,0.30115781649664053,0.059240487511444735
1980-09-11,0.276,0.3068730929295363,0.05676510085248483
1980-09-12,0.267,0.2542169704358834,0.04549508834693705
1980-09-13,0.251,0.22610486057138318,0.04490265083152765
1980-09-14,0.22699999999999998,0.2335760690775378,0.05194257969578539
1980-09-15,0.22,0.22765422054406284,0.035548583829285704
1980-09-16,0.23,0.27107654220946115,0.021739894745897145
1980-09-17,0.225,0.27091782082390226,0.03498986097827811
1980-09-18,0.214,0.20292322749147124,0.04318095584560731
1980-09-19,0.203,0.19165052776518665,0.039215641488267776
1980-09-20,0.207,0.18358787118904452,0.04287134555997703
1980-09-21,0.19699999999999998,0.21527504565303274,0.03234570599331847
1980-09-22,0.23199999999999998,0.24340339103625455,0.028682739181656664
1980-09-23,0.23,0.2570160755551902,0.03669750244504552
1980-09-24,0.21100000000000002,0.20914654728072501,0.03607255656902646
1980-09-25,0.18600000000000005,0.17580740486700563,0.04055436726661322
1980-09-26,0.177,0.1769252670451528,0.03701759362976875
1980-09-27,0.18600000000000005,0.21028379926496168,0.036419249409048844
1980-09-28,0.225,0.25912098762038677,0.04766542635267205
1980-09-29,0.21,0.21564163786354715,0.03570739845654085
1980-09-30,0.183,0.17460472146051925,0.0333066832651506
1980-10-01,0.174,0.14322761231719158,0.04125491053716156
1980-10-02,0.157,0.13248392607051163,0.04089680368466203
1980-10-03,0.159,0.15124636795058563,0.034642763602135
1980-10-04,0.195,0.23599740940056202,0.03971071941148304
1980-10-05,0.183,0.1837227758910845,0.042970710322207374
1980-10-06,0.225,0.3051169059674846,0.045118977062539985
1980-10-07,0.335,0.2611816556427555,0.050291385909152386
1980-10-08,0.258,0.24898386977581,0.032967708493281095
1980-10-09,0.207,0.1655828065764242,0.04377972876264529
1980-10-10,0.185,0.19530526163847772,0.034363436684354154
1980-10-11,0.193,0.39504394644093044,0.0849625794085661
1980-10-12,0.31,0.2911800981016429,0.09743454618509388
1980-10-13,0.23800000000000002,0.22513011232226623,0.0920191946921126
1980-10-14,0.217,0.13939448520928308,0.11560869663983625
1980-10-15,0.204,0.15995712332308948,0.0928988756603762
1980-10-16,8.972000000000003,7.186074855235626,1.763685799536855
1980-10-17,9.911,10.41299178864744,0.7586660771228032
1980-10-18,4.937,4.951809203936849,0.2142826059798511
1980-10-19,2.1590000000000003,2.227954961742167,0.2484456792357154
1980-10-20,1.643,1.4545937957600592,0.1728709866233802
1980-10-21,1.535,1.5216541258103078,0.08653009917067223
1980-10-22,1.632,1.6946383745684248,0.06647315358429633
1980-10-23,3.557,3.3209737345002575,0.11907455628574748
1980-10-24,2.718,2.8296438466725795,0.1094966464613169
1980-10-25,2.441,2.2664434565311287,0.12279187485314486
1980-10-26,5.287000000000001,6.4946574739123895,0.15185635252038163
1980-10-27,10.710999999999999,9.625607713538045,0.20474840085434248
1980-10-28,15.612,14.914162001340639,0.4035889293142587
1980-10-29,6.011,6.30846190212159,0.3300345823515106
1980-10-30,2.985,2.98873390279384,0.14522111107979374
1980-10-31,2.261,2.034787111149687,0.20349392852545323
1980-11-01,1.87,1.8345521241455847,0.0691866673546717
1980-11-02,1.5530000000000002,1.5479737079165248,0.055714027429109796
1980-11-03,1.402,1.3380056616410045,0.05171886527832587
1980-11-04,1.2919999999999998,1.2946037325753645,0.03658981277533747
1980-11-05,1.2790000000000001,1.3137721175566042,0.04025726865753732
1980-11-06,1.274,1.3056101324329497,0.04242940336704812
1980-11-07,8.695,8.755029380636174,0.3133213493395751
1980-11-08,9.073,8.542211487908384,0.19954810379678364
1980-11-09,5.135,5.3456620723218515,0.2340001833783885
1980-11-10,3.6210000000000004,3.6570642076179856,0.186260641163703
1980-11-11,2.66,2.744514854028576,0.12415505015400417
1980-11-12,2.079,1.9175104077749032,0.09083552366637657
1980-11-13,1.8130000000000002,1.7009188250685356,0.0661574092526372
1980-11-14,7.6320000000000014,8.734558854328823,0.27200553636728936
1980-11-15,13.345,12.072873198661478,0.3764766682076622
1980-11-16,8.295,8.440122619463722,0.2736045804539346
1980-11-17,4.694,4.435248628028032,0.18154207493171826
1980-11-18,2.594,2.7298907012932543,0.19768999508509083
1980-11-19,3.26,2.896391227495911,0.10931576921150604
1980-11-20,3.154,3.153867629070054,0.06550922111667941
1980-11-21,2.4130000000000003,2.440237169997117,0.05776018904001631
1980-11-22,2.241,2.307536937261636,0.05243943509438526
1980-11-23,2.176,2.4350455000837763,0.0491439163376004
1980-11-24,6.507999999999999,5.921537136820708,0.15863719053831293
1980-11-25,3.696,3.918920556690983,0.15903370386574692
1980-11-26,2.434,2.7116510261791276,0.09944118548340303
