,34012
2018-11-07,0.156
2018-11-10,0.174
2018-11-14,0.151
2018-11-16,0.149
2018-11-17,0.15
2018-11-18,0.15
2018-11-19,0.15
2018-11-20,0.15
2018-11-21,0.149
2018-11-23,0.149
2018-11-24,0.14800000000000002
2018-11-25,0.14800000000000002
2018-11-26,0.14800000000000002
2018-11-27,0.155
2018-11-28,0.159
2018-11-29,0.154
2018-11-30,0.15
2018-12-01,0.152
2018-12-02,0.151
2018-12-03,0.17300000000000001
2018-12-04,0.155
2018-12-05,0.162
2018-12-06,0.161
2018-12-07,0.188
2018-12-08,0.185
2018-12-09,0.17600000000000002
2018-12-10,0.16899999999999998
2018-12-11,0.168
2018-12-12,0.16699999999999998
2018-12-13,0.165
2018-12-14,0.16399999999999998
2018-12-15,0.191
2018-12-16,0.191
2018-12-17,0.17800000000000002
2018-12-18,0.188
2018-12-19,0.183
2018-12-20,0.18
2018-12-21,0.2
2018-12-22,0.188
2018-12-23,0.20600000000000002
2018-12-24,0.19399999999999998
2018-12-25,0.19
2018-12-26,0.18899999999999997
2018-12-27,0.187
2018-12-28,0.184
2018-12-29,0.184
2018-12-30,0.184
2018-12-31,0.184
2019-01-01,0.183
2019-01-02,0.183
2019-01-03,0.182
2019-01-04,0.18100000000000002
2019-01-05,0.182
2019-01-06,0.182
2019-01-07,0.182
2019-01-08,0.183
2019-01-09,0.185
2019-01-10,0.184
2019-01-11,0.183
2019-01-12,0.184
2019-01-13,0.184
2019-01-14,0.182
2019-01-15,0.184
2019-01-16,0.193
2019-01-17,0.18600000000000005
2019-01-18,0.18600000000000005
2019-01-19,0.18600000000000005
2019-01-20,0.185
2019-01-21,0.19399999999999998
2019-01-22,0.198
2019-01-23,0.19399999999999998
2019-01-24,0.193
2019-01-25,0.19
2019-01-26,0.19899999999999998
2019-01-27,0.201
2019-01-28,0.196
2019-01-29,0.201
2019-01-30,0.19899999999999998
2019-01-31,0.19699999999999998
2019-02-01,0.198
2019-02-02,0.2
2019-02-03,0.20199999999999999
2019-02-04,0.222
2019-02-05,0.209
2019-02-06,0.217
2019-02-07,0.226
2019-02-08,0.223
2019-02-09,0.221
2019-02-10,0.265
2019-02-11,0.23600000000000002
2019-02-12,0.23199999999999998
2019-02-13,0.231
2019-02-14,0.23199999999999998
2019-02-15,0.235
2019-02-16,0.23600000000000002
2019-02-17,0.23600000000000002
2019-02-18,0.235
2019-02-19,0.235
2019-02-20,0.23800000000000002
2019-02-21,0.24
2019-02-22,0.24
2019-02-23,0.24100000000000002
2019-02-24,0.239
2019-02-25,0.239
2019-02-26,0.24
2019-02-27,0.242
2019-02-28,0.243
2019-03-01,0.24600000000000002
2019-03-02,0.249
2019-03-03,0.249
