,34012
2019-03-04,0.23600000000000002
2019-03-05,0.247
2019-03-06,0.26
2019-03-07,0.256
2019-03-08,0.255
2019-03-09,0.25
2019-03-10,0.29
2019-03-11,0.261
2019-03-12,0.28
2019-03-13,0.265
2019-03-14,0.262
2019-03-15,0.267
2019-03-16,0.27
2019-03-17,0.261
2019-03-18,0.256
2019-03-19,0.255
2019-03-20,0.254
2019-03-21,0.255
2019-03-22,0.255
2019-03-23,0.255
2019-03-24,0.254
2019-03-25,0.253
2019-03-26,0.251
2019-03-27,0.253
2019-03-28,0.253
2019-03-29,0.252
2019-03-30,0.253
2019-03-31,0.249
2019-04-01,0.251
2019-04-02,0.267
2019-04-03,0.257
2019-04-04,0.252
2019-04-05,0.249
2019-04-06,0.251
2019-04-07,0.253
2019-04-08,0.251
2019-04-09,0.249
2019-04-10,0.24600000000000002
2019-04-11,0.244
2019-04-12,0.24600000000000002
2019-04-13,0.248
2019-04-14,0.248
2019-04-15,0.249
2019-04-16,0.249
2019-04-17,0.248
2019-04-18,0.24600000000000002
2019-04-19,0.247
2019-04-20,0.249
2019-04-21,0.249
2019-04-22,0.249
2019-04-23,0.24600000000000002
2019-04-24,0.242
2019-04-25,0.23800000000000002
2019-04-26,0.23600000000000002
2019-04-27,0.23399999999999999
2019-04-28,0.237
2019-04-29,0.226
2019-04-30,0.226
2019-05-01,0.226
2019-05-02,0.22399999999999998
2019-05-03,0.228
2019-05-04,0.226
2019-05-05,0.223
2019-05-06,0.221
2019-05-07,0.221
2019-05-08,0.239
2019-05-09,0.223
2019-05-10,0.22
2019-05-11,0.223
2019-05-12,0.21600000000000005
2019-05-13,0.21100000000000002
2019-05-14,0.21100000000000002
2019-05-15,0.21100000000000002
2019-05-16,0.21
2019-05-17,0.212
2019-05-18,0.209
2019-05-19,0.209
2019-05-20,0.21
2019-05-21,0.205
2019-05-22,0.20199999999999999
2019-05-23,0.19899999999999998
2019-05-24,0.19699999999999998
2019-05-25,0.198
2019-05-26,0.2
2019-05-27,0.20600000000000002
2019-05-28,0.198
2019-05-29,0.192
2019-05-30,0.188
2019-05-31,0.183
2019-06-01,0.182
2019-06-02,0.17800000000000002
2019-06-03,0.17800000000000002
2019-06-04,0.18
2019-06-05,0.17800000000000002
2019-06-06,0.17600000000000002
2019-06-07,0.179
2019-06-08,0.182
2019-06-09,0.18
2019-06-10,0.304
2019-06-11,0.3670000000000001
2019-06-12,0.304
2019-06-13,0.295
2019-06-14,0.273
2019-06-15,0.259
2019-06-16,0.255
2019-06-17,0.251
2019-06-18,0.262
2019-06-19,0.259
2019-06-20,0.255
2019-06-21,0.252
2019-06-22,0.252
2019-06-23,0.253
2019-06-24,0.259
2019-06-25,0.303
2019-06-26,0.273
2019-06-27,0.268
2019-06-28,0.265
2019-06-29,0.265
2019-06-30,0.261
2019-07-01,0.252
2019-07-02,0.228
2019-07-03,0.225
2019-07-04,0.22399999999999998
2019-07-05,0.22399999999999998
2019-07-06,0.228
2019-07-07,0.225
2019-07-08,0.223
2019-07-09,0.225
2019-07-10,0.22399999999999998
2019-07-11,0.22
2019-07-12,0.21899999999999997
2019-07-13,0.218
2019-07-14,0.218
2019-07-15,0.217
2019-07-16,0.214
2019-07-17,0.213
2019-07-18,0.212
2019-07-19,0.221
2019-07-20,0.215
2019-07-21,0.20600000000000002
2019-07-22,0.198
2019-07-23,0.196
2019-07-24,0.193
2019-07-25,0.188
2019-07-26,0.19
2019-07-27,0.2
2019-07-28,0.2
2019-07-29,0.196
2019-07-30,0.192
2019-07-31,0.195
