,orig
2018-11-07,0.157
2018-11-10,0.175
2018-11-14,0.152
2018-11-16,0.15
2018-11-17,0.151
2018-11-18,0.151
2018-11-19,0.151
2018-11-20,0.151
2018-11-21,0.15
2018-11-23,0.15
2018-11-24,0.149
2018-11-25,0.149
2018-11-26,0.149
2018-11-27,0.157
2018-11-28,0.161
2018-11-29,0.155
2018-11-30,0.152
2018-12-01,0.154
2018-12-02,0.153
2018-12-03,0.175
2018-12-04,0.158
2018-12-05,0.164
2018-12-06,0.164
2018-12-07,0.191
2018-12-08,0.188
2018-12-09,0.18
2018-12-10,0.172
2018-12-11,0.171
2018-12-12,0.17
2018-12-13,0.169
2018-12-14,0.167
2018-12-15,0.195
2018-12-16,0.195
2018-12-17,0.182
2018-12-18,0.192
2018-12-19,0.187
2018-12-20,0.184
2018-12-21,0.204
2018-12-22,0.192
2018-12-23,0.21
2018-12-24,0.198
2018-12-25,0.194
2018-12-26,0.194
2018-12-27,0.191
2018-12-28,0.189
2018-12-29,0.189
2018-12-30,0.189
2018-12-31,0.189
2019-01-01,0.189
2019-01-02,0.188
2019-01-03,0.187
2019-01-04,0.187
2019-01-05,0.187
2019-01-06,0.188
2019-01-07,0.188
2019-01-08,0.189
2019-01-09,0.191
2019-01-10,0.19
2019-01-11,0.189
2019-01-12,0.19
2019-01-13,0.191
2019-01-14,0.189
2019-01-15,0.19
2019-01-16,0.2
2019-01-17,0.193
2019-01-18,0.192
2019-01-19,0.193
2019-01-20,0.192
2019-01-21,0.201
2019-01-22,0.206
2019-01-23,0.202
2019-01-24,0.2
2019-01-25,0.198
2019-01-26,0.207
2019-01-27,0.209
2019-01-28,0.204
2019-01-29,0.209
2019-01-30,0.207
2019-01-31,0.206
2019-02-01,0.207
2019-02-02,0.208
2019-02-03,0.21
2019-02-04,0.232
2019-02-05,0.219
2019-02-06,0.227
2019-02-07,0.235
2019-02-08,0.232
2019-02-09,0.231
2019-02-10,0.276
2019-02-11,0.246
2019-02-12,0.243
2019-02-13,0.242
2019-02-14,0.243
2019-02-15,0.245
2019-02-16,0.247
2019-02-17,0.247
2019-02-18,0.246
2019-02-19,0.246
2019-02-20,0.249
2019-02-21,0.251
2019-02-22,0.251
2019-02-23,0.253
2019-02-24,0.251
2019-02-25,0.251
2019-02-26,0.251
2019-02-27,0.254
2019-02-28,0.256
2019-03-01,0.259
2019-03-02,0.261
2019-03-03,0.262
2019-03-04,0.249
2019-03-05,0.26
2019-03-06,0.273
2019-03-07,0.269
2019-03-08,0.268
2019-03-09,0.263
2019-03-10,0.304
2019-03-11,0.275
2019-03-12,0.295
2019-03-13,0.279
2019-03-14,0.277
2019-03-15,0.281
2019-03-16,0.285
2019-03-17,0.275
2019-03-18,0.271
2019-03-19,0.269
2019-03-20,0.269
2019-03-21,0.269
2019-03-22,0.27
2019-03-23,0.27
2019-03-24,0.269
2019-03-25,0.269
2019-03-26,0.267
2019-03-27,0.269
2019-03-28,0.269
2019-03-29,0.268
2019-03-30,0.27
2019-03-31,0.266
2019-04-01,0.268
2019-04-02,0.285
2019-04-03,0.274
2019-04-04,0.27
2019-04-05,0.267
2019-04-06,0.269
2019-04-07,0.271
2019-04-08,0.269
2019-04-09,0.267
2019-04-10,0.265
2019-04-11,0.263
2019-04-12,0.265
2019-04-13,0.267
2019-04-14,0.268
2019-04-15,0.269
2019-04-16,0.269
2019-04-17,0.268
2019-04-18,0.266
2019-04-19,0.268
2019-04-20,0.271
2019-04-21,0.27
2019-04-22,0.271
2019-04-23,0.268
2019-04-24,0.263
2019-04-25,0.26
2019-04-26,0.258
2019-04-27,0.257
2019-04-28,0.259
2019-04-29,0.23
2019-04-30,0.231
2019-05-01,0.231
2019-05-02,0.23
2019-05-03,0.234
2019-05-04,0.234
2019-05-05,0.23
2019-05-06,0.229
2019-05-07,0.229
2019-05-08,0.248
2019-05-09,0.232
2019-05-10,0.231
2019-05-11,0.239
2019-05-12,0.228
2019-05-13,0.223
2019-05-14,0.223
2019-05-15,0.224
2019-05-16,0.223
2019-05-17,0.227
2019-05-18,0.225
2019-05-19,0.225
2019-05-20,0.226
2019-05-21,0.222
2019-05-22,0.219
2019-05-23,0.217
2019-05-24,0.215
2019-05-25,0.218
2019-05-26,0.221
2019-05-27,0.226
2019-05-28,0.219
2019-05-29,0.213
2019-05-30,0.209
2019-05-31,0.204
2019-06-01,0.204
2019-06-02,0.201
2019-06-03,0.184
2019-06-04,0.187
2019-06-05,0.184
2019-06-06,0.183
2019-06-07,0.185
2019-06-08,0.188
2019-06-09,0.187
2019-06-10,0.301
2019-06-11,0.386
2019-06-12,0.313
2019-06-13,0.306
2019-06-14,0.281
2019-06-15,0.268
2019-06-16,0.263
2019-06-17,0.26
2019-06-18,0.27
2019-06-19,0.269
2019-06-20,0.265
2019-06-21,0.26
2019-06-22,0.262
2019-06-23,0.262
2019-06-24,0.268
2019-06-25,0.317
2019-06-26,0.283
2019-06-27,0.279
2019-06-28,0.275
2019-06-29,0.275
2019-06-30,0.271
2019-07-01,0.256
2019-07-02,0.229
2019-07-03,0.228
2019-07-04,0.227
2019-07-05,0.228
2019-07-06,0.234
2019-07-07,0.231
2019-07-08,0.231
2019-07-09,0.233
2019-07-10,0.234
2019-07-11,0.231
2019-07-12,0.231
2019-07-13,0.231
2019-07-14,0.231
2019-07-15,0.231
2019-07-16,0.23
2019-07-17,0.229
2019-07-18,0.23
2019-07-19,0.239
2019-07-20,0.236
2019-07-21,0.227
2019-07-22,0.204
2019-07-23,0.196
2019-07-24,0.195
2019-07-25,0.189
2019-07-26,0.19
2019-07-27,0.2
2019-07-28,0.2
2019-07-29,0.198
2019-07-30,0.192
2019-07-31,0.196
