,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1990-07-01,5.0507193,4.998444,5.6334205,5.0450115,5.237765,4.638515,5.8385615,5.3964725,5.1218276,5.046998,5.2305174,4.8505216,5.0121083,5.3712387,4.9766107,5.333637,4.849245,5.400457,4.7725596,5.231884
1990-07-02,1.8670647,2.142093,2.082189,1.8712051,1.9569715,1.7461171,2.1464074,2.016633,1.938728,1.8687695,1.9174621,1.7932492,1.640242,2.058062,1.9492816,2.1169178,1.908308,2.2415185,1.8079184,1.9740925
1990-07-03,1.7981749,1.4804211,1.6274023,1.4166973,1.6288568,1.5840048,1.845752,1.5534192,1.3299823,1.3250316,1.5281785,1.4046274,1.3928006,1.685061,1.7521683,1.2866185,1.44197,1.5210966,1.5197874,1.5463774
1990-07-04,6.468495,6.336533,6.8810287,5.9885225,6.0618095,5.847503,6.3228283,6.3260536,6.1980076,6.01271,6.6380816,6.241646,6.405751,6.2457376,5.8565087,5.8124986,6.395429,5.4955754,6.3147793,6.4735737
1990-07-05,4.0891385,4.3250866,4.7821064,4.3585243,4.2526517,4.6784673,4.498421,4.630809,4.6976595,4.717711,4.1772256,4.5776634,4.18459,4.725226,4.0749288,4.499929,4.324564,3.9405105,4.4230256,4.733944
1990-07-06,3.3533595,3.7770002,3.723392,3.3795161,3.7322457,3.6066065,3.667668,3.6803818,3.0837374,3.9404025,3.5274887,4.019265,4.1398196,3.9233963,3.9761395,3.986635,3.8638263,3.901661,3.6653502,4.3563085
1990-07-07,13.75873,13.767724,14.452151,12.650703,14.022628,13.235357,13.215958,14.191795,13.730602,13.852652,14.087818,13.923946,13.458324,13.366439,13.878937,13.545653,14.090393,13.969767,14.1970415,14.348297
1990-07-08,7.573406,7.242438,7.62534,7.615702,7.6618237,7.1474447,7.5925756,7.97449,6.907096,7.214225,7.5546856,7.289317,7.256401,7.18743,7.0844507,7.4777822,7.709408,7.306891,7.290722,7.5263505
1990-07-09,3.7025123,3.6467016,3.7102668,4.126969,4.0010586,3.4306617,3.7389607,4.101587,3.7988524,4.1164227,3.8756852,3.7281122,4.0393577,3.9271793,3.626886,4.0608964,4.124973,4.106799,3.7630496,4.0176244
1990-07-10,2.5522897,2.5949075,2.3809342,2.7232685,2.835557,2.4127195,2.597485,2.6984305,2.4277034,2.69193,2.5548337,2.4327354,2.8100688,2.7055855,2.4513826,2.5314007,2.5550938,3.1199071,2.5163984,2.603524
1990-07-11,2.38347,2.1222038,2.0589275,2.1346977,2.3044908,1.977574,2.266002,2.2601385,1.9894068,2.4576142,2.0857923,2.0410373,2.4688957,2.188732,2.1670668,2.0231388,2.1639242,2.744659,2.2349312,2.248976
1990-07-12,1.8684468,1.7674665,1.8008621,1.7168081,1.8662007,1.5302347,1.7756426,1.8474635,1.6398045,2.039288,1.8646979,1.6864008,2.010741,1.7756858,1.8687313,1.7324584,1.8294364,2.0930698,1.8154775,1.8054144
1990-07-13,1.7004902,1.4467952,1.6814976,1.514741,1.7238705,1.2770158,1.6038439,1.6076156,1.5446185,1.7303675,1.7075089,1.4266189,1.6859444,1.600934,1.6527973,1.516505,1.6231462,1.79296,1.4583756,1.5459595
1990-07-14,1.4473779,1.2004846,1.4456451,1.2994657,1.5023117,1.0239817,1.3756404,1.3100203,1.331065,1.4233114,1.4626064,1.2019938,1.3968332,1.4012041,1.419951,1.295856,1.3743725,1.516432,1.1923327,1.2883983
1990-07-15,1.2915362,1.0245457,1.2625504,1.131145,1.3493396,0.9039459,1.2280498,1.110253,1.1468298,1.2333475,1.2832637,1.0710875,1.2253829,1.2600654,1.2682774,1.1529949,1.2183436,1.3631631,1.0430908,1.128225
1990-07-16,1.2830558,0.98011845,1.1883605,1.0788963,1.283885,0.9026625,1.1856807,1.0590345,1.0982885,1.17457,1.2364454,1.0304285,1.1876321,1.214386,1.2541261,1.1125178,1.1595682,1.3210377,1.0061612,1.0904692
1990-07-17,1.1922307,0.8761462,1.0794973,0.97146815,1.1677425,0.81636536,1.0830376,0.9188689,0.9523184,1.0578569,1.1254114,0.92497003,1.0671141,1.1180384,1.1417493,0.99353975,1.0417674,1.1894814,0.90375996,0.97693944
1990-07-18,0.86005616,0.8186031,0.92372364,0.8137146,1.0368893,0.5694069,0.9386438,0.81482685,0.8278041,0.8870814,0.99632955,0.8117534,0.94983494,0.9724518,0.8968477,0.8731895,1.0329502,1.0299073,0.7254585,0.8910479
1990-07-19,0.76183546,0.792295,0.7863692,0.67075753,0.9218478,0.449481,0.818731,0.7134522,0.66858006,0.7629783,0.8731196,0.7206081,0.8293765,0.8377124,0.7213632,0.7778634,0.92198277,0.869309,0.63471735,0.80715466
1990-09-23,1.3023274,1.1406585,1.3546703,1.0257483,1.1801203,1.0570174,1.2885406,1.2129756,1.2117015,1.1621857,1.1319058,1.1923698,1.3322935,1.2054985,1.2377921,1.1474936,1.0934136,1.175815,1.2384661,1.2008009
1990-09-24,1.1150823,0.92029727,1.1777594,0.8424601,0.9910274,0.8734711,1.073097,1.0620986,1.0090652,0.9219731,0.94452125,0.9827739,1.1723068,0.9888431,1.0472349,0.9651744,0.9427765,0.9793574,1.0404453,1.0186805
1990-09-25,0.7979948,0.6010841,0.7699667,0.63276535,0.6912378,0.61953753,0.69158995,0.6407951,0.7401535,0.59473336,0.6901253,0.6792232,0.8001662,0.7490753,0.711499,0.6713383,0.65679073,0.69489884,0.68432665,0.7206965
1990-09-26,0.59914356,0.41488916,0.55333483,0.52231807,0.6012151,0.42844856,0.52493143,0.46212256,0.5135936,0.5037739,0.5250239,0.4916385,0.6453192,0.6036089,0.5370395,0.4928954,0.52162147,0.5425125,0.5227833,0.5882266
1990-09-27,0.5113068,0.37424785,0.4635061,0.46535835,0.5301112,0.37663734,0.44010204,0.3689047,0.45042154,0.46467522,0.47823054,0.41999087,0.5904882,0.5582198,0.46845904,0.3968718,0.4688413,0.48643774,0.44123834,0.507562
1990-09-28,0.46651208,0.33908272,0.43967682,0.42188007,0.47444606,0.2934339,0.4060557,0.33387673,0.4179616,0.41538367,0.4294284,0.3565863,0.54855865,0.51144314,0.42447737,0.37378144,0.4377616,0.41651058,0.40579915,0.4553151
1990-09-29,0.7981279,0.9028147,0.96341795,0.95312595,0.96148336,0.7902155,1.000233,0.87360585,0.8895646,0.9060006,0.9344934,0.9513031,0.95706916,0.9975004,0.92733943,0.792789,0.96516097,0.89324224,0.81591994,0.9430346
1990-09-30,4.1109133,3.844504,4.1423516,3.9115703,3.9265313,4.0473795,4.5679097,3.884832,3.7645717,4.2167625,3.9779098,4.268429,3.994149,4.406055,4.3928204,4.366551,3.7701144,3.6613748,4.266481,4.1227937
1990-10-01,2.7353659,2.4308867,2.4405787,1.9910362,2.159304,2.1592436,1.9776239,2.3387532,1.8979212,2.2760062,2.5943017,1.9886347,2.490839,2.3493302,2.1706882,2.485106,2.3934097,2.0104656,2.3881938,1.9859233
1990-10-02,1.9396646,1.8503575,1.9857395,2.3020535,2.0591552,2.5477376,2.034278,1.5607835,1.50024,1.253189,2.3477633,1.4661845,2.1007025,1.9420964,1.8926779,2.0162637,1.4213706,1.8299004,1.7346703,1.6170889
1990-10-03,5.5794163,5.845388,5.8839283,5.496734,5.8376894,5.942942,5.867631,5.5334935,5.706374,5.609476,5.8775563,5.935631,5.947947,5.7688794,6.000053,6.0529623,4.9682736,5.4198356,5.774316,5.684126
1990-10-04,2.9998221,2.637128,3.0994575,3.1231153,2.839352,2.9630177,3.413896,3.0021143,2.5587535,3.0548925,2.9741793,3.1695879,2.9409711,3.0667717,3.0489378,3.1860673,3.0529337,2.8114674,3.0927455,3.1425314
1990-10-05,3.4628472,3.1180248,3.3453434,3.4179742,3.5071108,3.415987,3.5628638,3.444687,3.219945,3.679861,3.1975765,3.641201,3.4801176,3.8349366,3.6228395,3.4822528,3.532536,3.2259157,3.5224724,3.5251734
