,75017,nn_m,nn_std,orig
2011-02-20,2.58,2.652804408688812,0.17745776382103556,2.58
2011-02-21,2.33,2.4510946602662727,0.1042349027367656,2.33
2011-02-22,2.17,2.3386043596946173,0.13612133236993446,2.17
2011-02-23,2.47,2.375539741312576,0.1374070782814525,2.47
2011-02-24,2.22,2.4723497908894028,0.07049784577256206,2.22
2011-02-25,2.36,2.4180272840455808,0.10977807756204223,2.36
2011-02-26,2.81,2.6296216003995965,0.12487957225198375,2.81
2011-02-27,2.26,2.370997233229776,0.10831475914641203,2.26
2011-02-28,1.98,1.981987791731176,0.06685842801159636,1.98
2011-05-04,0.609,0.6040261739113773,0.0225867830255616,0.609
2011-05-05,0.627,0.7196320191388583,0.14536495925433646,0.627
2011-05-06,0.955,0.4072113646784127,0.2985330201163173,0.955
2011-05-07,0.7959999999999999,1.05966984592174,0.3588049960143229,0.7959999999999999
2011-05-08,0.8240000000000001,0.9725792350467868,0.3795386095339832,0.8240000000000001
2011-05-09,0.721,0.7687888586490782,0.2159821946076509,0.721
2011-05-10,0.6940000000000001,0.6359613378654183,0.0984799186378722,0.6940000000000001
2011-05-11,0.6759999999999999,0.6051377353451123,0.10436011474929646,0.6759999999999999
2011-05-12,0.67,0.7052493377170449,0.08678369536835727,0.67
2011-05-13,0.6890000000000001,0.6552619759294614,0.1492399914701791,0.6890000000000001
2011-05-14,0.626,0.6124498430574552,0.1043237545156333,0.626
2011-05-15,0.623,0.6006574522807304,0.09722365222616863,0.623
2011-05-16,0.944,0.9800138407354779,0.2377927041769677,0.944
2011-05-17,1.03,1.0507612724755502,0.17563840935699482,1.03
2011-05-18,1.06,0.8968929793559617,0.1429005296753407,1.06
2011-05-19,0.789,0.8934781632632879,0.1328316573948561,0.789
2011-05-20,0.78,0.6184201178040685,0.12460374943761313,0.78
2011-05-21,1.11,2.8246371234994245,0.7608112082743292,1.11
2011-05-22,1.87,4.674905673310521,2.297090719403701,1.87
2011-05-23,7.22,9.037098751017984,2.263582426399175,7.22
2011-05-24,2.48,3.1467399207066316,0.376098975356281,2.48
2011-05-25,1.85,2.5802003545969825,0.6799516139997703,1.85
2011-05-26,2.64,2.707631206670312,0.2957115603662934,2.64
2011-05-27,2.18,2.7616938938601656,0.3415746276145811,2.18
2011-05-28,2.92,3.0418763456812616,0.4704106090355111,2.92
2011-05-29,3.41,2.8546332757874944,0.317873439439798,3.41
2011-05-30,2.26,2.806668375260913,0.18333062164106587,2.26
2011-05-31,1.72,2.063598995017216,0.11566182122656585,1.72
2011-06-01,1.46,1.5441319861920153,0.04635386020873716,1.46
2011-06-02,1.27,1.3221255719032297,0.05645775651539455,1.27
2011-06-03,1.13,1.172738854451356,0.04847951213835717,1.13
2011-06-04,1.04,1.052488927223598,0.0404254585531773,1.04
2011-06-05,0.998,0.9706077108868942,0.0332599438482554,0.998
2011-06-06,0.92,0.918668744529798,0.02908718130793932,0.92
2011-06-07,0.935,1.0074588945175729,0.15917538837295012,0.935
2011-06-08,1.16,1.3211997513870255,0.22288430375042506,1.16
2011-06-09,0.967,1.0598440067258852,0.18648405932046971,0.967
2011-06-10,0.883,0.8017289367100716,0.12059628277161907,0.883
2011-06-11,0.905,0.8492447697875204,0.1986022684202405,0.905
2011-06-12,0.954,1.5642257348135278,0.506118847196966,0.954
2011-06-13,1.01,1.028569834826245,0.18625682190083004,1.01
2011-06-14,0.848,0.8203524617263495,0.09738638838526617,0.848
2011-06-15,0.826,0.7571579293833317,0.0909793013567067,0.826
2011-06-16,0.78,0.7229884233795935,0.06122476176267744,0.78
2011-06-17,0.775,0.7453416595431355,0.13800368080681036,0.775
2011-06-18,0.875,0.739984424107452,0.17287644704307475,0.875
2011-06-19,0.8759999999999999,0.7569745000536839,0.0918425685387171,0.8759999999999999
2011-06-20,0.7929999999999999,0.8167170031904304,0.12315040703901713,0.7929999999999999
2011-06-21,1.04,1.6360848796063117,0.5172713469520052,1.04
2011-06-22,1.75,1.1085930198956253,0.4351301995749061,1.75
2011-06-23,1.5,1.5982486904247957,0.2021449496425971,1.5
2011-06-24,1.03,1.247190220304927,0.21099287462760372,1.03
2011-06-25,1.19,0.8853440823011179,0.1938972627798697,1.19
2011-06-26,1.02,1.0747251178693822,0.08835376406096572,1.02
2011-06-27,0.882,0.9113894096966726,0.056599607909528164,0.882
2011-06-28,0.769,0.7903599376160755,0.04084967262697091,0.769
2011-06-29,0.7,0.6989289397976195,0.02068766183807107,0.7
2011-06-30,0.674,0.5950624832012739,0.06867301659680766,0.674
2011-07-01,0.637,0.6356191645456718,0.07392823117834091,0.637
2011-07-02,0.61,0.5992963413974239,0.020884576732525084,0.61
2011-07-03,0.5760000000000001,0.5876036316287251,0.059948780746375635,0.5760000000000001
2011-07-04,0.5579999999999999,0.5420935371535912,0.025675248004080067,0.5579999999999999
2011-07-05,0.565,0.5866306086775498,0.12746875620898654,0.565
2011-07-06,0.664,0.7898662621919059,0.2455382125673573,0.664
2011-07-07,0.67,0.8337718695909155,0.19098514332062952,0.67
2011-07-08,0.596,0.5498639679797048,0.19247363210022464,0.596
2011-07-09,0.585,0.8095846035615455,0.16203535885422918,0.585
2011-07-10,0.526,0.5512525004617354,0.12828410334480286,0.526
2011-07-11,0.499,0.490506496062202,0.05550321356025209,0.499
2011-07-12,0.48,0.4731372035805041,0.03498353963901623,0.48
2011-07-13,0.472,0.4587741703925658,0.02424877837992886,0.472
2011-07-14,0.456,0.4637553740431806,0.0229364476373488,0.456
2011-07-15,0.51,0.8787959182344071,0.3042527432355245,0.51
2011-07-16,1.5,2.0889433515799936,0.9015600946854768,1.5
2011-07-17,4.05,3.944992296072361,0.7183648891431541,4.05
2011-07-18,3.76,3.759103934987273,0.9336983963043258,3.76
2011-07-19,2.07,2.3507007122623675,0.18728264044511211,2.07
2011-07-20,1.59,1.6029948132097438,0.1902197525228972,1.59
2011-07-21,1.31,1.2963580984404959,0.14591733016867345,1.31
2011-07-22,1.12,1.1093132858243089,0.11461241856545835,1.12
2011-07-23,0.991,0.9800304587964459,0.09524596224936926,0.991
2011-07-24,0.885,0.8406638380713651,0.06540349913038389,0.885
2011-07-25,0.8059999999999999,0.8208618645031568,0.024023094708335784,0.8059999999999999
2011-07-26,0.736,0.7696649056347705,0.02303660398476496,0.736
2011-07-27,0.691,0.746287450202541,0.045756253187909685,0.691
2011-07-28,0.703,0.7627989092898941,0.1106210151111664,0.703
2011-07-29,0.65,0.7394455352135547,0.07722001236572916,0.65
2011-07-30,0.629,0.6421954299539568,0.05879229757019491,0.629
2011-07-31,0.637,0.6251400779145198,0.03718426209083454,0.637
2011-08-01,0.762,0.8423832626526678,0.3649830312350721,0.762
2011-08-02,0.889,1.3965175675694008,0.42764205568499497,0.889
2011-08-03,0.7120000000000001,0.7826968116530513,0.2095612240335405,0.7120000000000001
2011-08-04,0.8590000000000001,1.0710958337906304,0.24581388384487715,0.8590000000000001
2011-08-05,0.721,0.7536726742932416,0.06656167356825288,0.721
2011-08-06,0.813,0.9641142849773728,0.2003862201826348,0.813
2011-08-07,1.53,1.249456229970425,0.30523914121782697,1.53
2011-08-08,0.907,1.0342660309434957,0.4464846231898917,0.907
2011-08-09,0.782,1.1835356589117945,0.4339796849507028,0.782
2011-08-10,5.84,5.674588958194541,1.1636990891956918,5.84
2011-08-11,7.37,7.483130906344688,0.9431254275667516,7.37
2011-08-12,4.66,5.314098694445832,0.5064711105563711,4.66
2011-08-13,3.28,3.4024492980045378,0.2625885783505597,3.28
2011-08-14,3.24,2.6364316027793557,0.21974669747438447,3.24
2011-08-15,2.28,2.556608420165734,0.3479545260753555,2.28
2011-08-16,2.72,2.389663876857022,0.4037055567076544,2.72
2011-08-17,2.0,2.2153814387857986,0.16801260624460534,2.0
2011-08-18,1.64,1.6793494872292676,0.10293548002108943,1.64
2011-08-19,1.44,1.511449102353969,0.07374934268204535,1.44
2011-08-20,1.53,1.7518850464016442,0.12308425869712905,1.53
2011-08-21,1.61,1.7342529075476465,0.14286991966601426,1.61
2011-08-22,1.31,1.2753136641500826,0.12416158601490615,1.31
2011-08-23,1.21,1.1171175093301444,0.12208843804784054,1.21
2011-08-24,1.15,0.9972697154290852,0.12932551299789932,1.15
2011-08-25,1.06,0.9997007070280242,0.10334743812055827,1.06
2011-08-26,1.0,0.9522257086179109,0.05516379992414725,1.0
2011-08-27,1.04,1.2235026421239672,0.22126140661955834,1.04
2011-08-28,0.985,1.2693932880642191,0.3830287779851112,0.985
2011-08-29,0.919,0.9578819164559635,0.0494101837801887,0.919
2011-08-30,0.924,0.9076829608479109,0.08003473741746739,0.924
2011-08-31,0.89,0.9365179426524184,0.06980874436586884,0.89
2011-09-01,0.856,0.873573110622964,0.06800569502578051,0.856
2011-09-02,0.8690000000000001,0.8845932697652639,0.09605655245311738,0.8690000000000001
2011-09-03,2.58,2.1396172442790764,0.483481935002763,2.58
2011-09-04,1.77,1.3743105911598985,0.3217961720638872,1.77
2011-09-05,4.1,2.9711203366564427,0.4847380212243013,4.1
2011-09-06,8.93,9.836797128067888,0.8407567118256942,8.93
2011-09-07,5.62,6.353730281994499,0.7926358021147415,5.62
2011-09-08,5.47,5.617592346136272,0.17957350256995291,5.47
2011-09-09,3.81,3.952268449312712,0.17782369021356956,3.81
2011-09-10,3.06,3.3506048088367373,0.1600412583847071,3.06
2011-09-11,3.13,3.9250461053420937,0.3642299032473497,3.13
2011-09-12,2.93,3.933730137664573,0.35248592869339124,2.93
2011-09-13,2.44,2.823664453495042,0.3637359833879131,2.44
2011-09-14,2.23,2.578465326683105,0.27722626468864964,2.23
2011-09-15,1.92,1.9370791732284711,0.11501478670934087,1.92
2011-09-16,2.3,3.6827348091002814,0.4729323412176936,2.3
2011-09-17,4.91,7.648135821581597,1.826236197409976,4.91
2011-09-18,3.19,4.356689023178042,0.5429456168897099,3.19
2011-09-19,3.93,4.041908191144219,0.2736923734559507,3.93
2011-09-20,3.69,3.5647246664726113,0.5518795890289194,3.69
2011-09-21,3.84,3.6730496574327582,0.16479296103627147,3.84
2011-09-22,2.93,3.429428979595444,0.14554305480668545,2.93
2011-09-23,2.41,2.6156378281340458,0.2398424358121079,2.41
2011-09-24,2.44,2.8216765522256617,0.2412518946442324,2.44
2011-09-25,2.09,2.255272655695425,0.1908012439498309,2.09
2011-09-26,1.87,2.108790077981831,0.19811296366077116,1.87
2011-09-27,1.67,1.6611301016119444,0.11119163090532333,1.67
2011-09-28,1.53,1.5682877198173233,0.037063368557059835,1.53
2011-09-29,1.41,1.4012590531608555,0.03665032313193165,1.41
2011-09-30,1.31,1.3188467864158144,0.0357638506583272,1.31
2011-10-01,1.27,1.2886319357238964,0.05551819684816366,1.27
2011-10-02,1.44,1.251595476234852,0.18770633406687767,1.44
2011-10-03,1.45,1.422846781601396,0.1491013391197362,1.45
2011-10-04,1.28,1.2176943343740594,0.11803655600236335,1.28
2011-10-05,1.49,1.515886251967633,0.2514262688937452,1.49
2011-10-06,2.21,2.4396506222719587,0.21068199680343147,2.21
2011-10-07,1.64,2.195669237000337,0.1953577415445382,1.64
2011-10-08,2.31,2.4880608917958087,0.3821520225393029,2.31
2011-10-09,5.7,6.460708919364888,0.3606300582515222,5.7
2011-10-10,7.91,9.642363220583915,0.7155936439712924,7.91
2011-10-11,9.4,10.668762383955547,1.2734328152071492,9.4
2011-10-12,13.8,12.675207742272812,0.4554041084735009,13.8
2011-10-13,5.2,5.881625338633751,0.399284559785161,5.2
2011-10-14,3.6,4.3183151705553815,0.2748996201154707,3.6
2011-10-15,2.75,3.1095189187116588,0.1504104860986144,2.75
2011-10-16,2.46,2.765687832982874,0.16603762944635728,2.46
2011-10-17,2.74,3.1461328882103214,0.15429174667521878,2.74
2011-10-18,2.54,3.8225870194721816,0.16864667393064725,2.54
2011-10-19,2.03,2.3691224819610657,0.18048371233851607,2.03
2011-10-20,2.12,3.1291424903417013,0.29147032203331297,2.12
2011-10-21,3.49,3.5798096754305297,0.3461195275342425,3.49
2011-10-22,2.4,2.554509478139565,0.13776897080444825,2.4
2011-10-23,2.01,2.1977062986808207,0.09411315215370107,2.01
2011-10-24,1.72,1.781772461904766,0.14089809028949565,1.72
2011-10-25,1.55,1.7550442452912318,0.08407664864189664,1.55
2011-10-26,1.9,2.089416355399417,0.17859780226583782,1.9
2011-10-27,1.82,2.024835669134568,0.10105456980480214,1.82
2011-10-28,1.66,1.7443367615043484,0.11988880520136985,1.66
2011-10-29,1.55,1.5593848470824647,0.06357672971666857,1.55
2011-10-30,1.46,1.574481730073832,0.12252906268959912,1.46
2011-10-31,1.56,1.940437242344505,0.26059894435396425,1.56
2011-11-01,1.92,1.8386664798281052,0.24272430069729276,1.92
2011-11-02,1.57,1.6682504157710305,0.11373556281359705,1.57
2011-11-03,1.54,1.5362049443103312,0.07763250938153607,1.54
2011-11-04,1.44,1.528958156721168,0.13990187880330188,1.44
2011-11-05,1.33,1.3423319193560932,0.0876628090237268,1.33
2011-11-06,1.24,1.2686489444568767,0.09363783442550433,1.24
2011-11-07,1.19,1.210361212662251,0.041343636754429085,1.19
2011-11-08,1.16,1.1541859708486315,0.07664983719464998,1.16
