,orig
2019-03-11,1.32
2019-03-12,1.16
2019-03-13,1.12
2019-03-14,0.914
2019-03-15,0.841
2019-03-16,0.87
2019-03-17,0.817
2019-03-18,0.701
2019-04-03,0.605
2019-04-04,0.558
2019-04-05,0.515
2019-04-06,0.512
2019-04-07,0.548
2019-04-08,0.547
2019-04-09,0.519
2019-04-10,0.496
2019-04-11,0.484
2019-04-12,0.484
2019-04-13,0.491
2019-04-14,0.493
2019-04-15,0.5
2019-04-16,0.505
2019-04-17,0.499
2019-04-18,0.492
2019-04-19,0.481
2019-04-20,0.485
2019-04-21,0.489
2019-04-22,0.489
2019-04-23,0.487
2019-04-24,0.498
2019-04-25,0.493
2019-04-26,0.487
2019-04-27,0.486
2019-04-28,0.505
2019-04-29,0.506
2019-04-30,0.505
2019-05-01,0.508
2019-05-02,0.53
2019-05-03,0.549
2019-05-04,0.55
2019-05-05,0.528
2019-05-06,0.505
2019-05-07,0.515
2019-05-08,0.723
2019-05-09,0.783
2019-05-10,0.616
2019-05-11,0.594
2019-05-12,0.513
2019-05-13,0.478
2019-05-14,0.463
2019-05-15,0.448
2019-05-16,0.438
2019-05-17,0.445
2019-05-18,0.478
2019-05-19,0.46
2019-05-20,0.449
2019-05-21,0.431
2019-05-22,0.393
2019-05-23,0.348
2019-05-24,0.342
2019-05-25,0.335
2019-05-26,0.34
2019-05-27,0.391
2019-05-28,0.581
2019-05-29,0.496
2019-05-30,0.414
2019-05-31,0.368
2019-06-01,0.345
2019-06-02,0.313
2019-06-03,0.284
2019-06-04,0.3
2019-06-05,0.333
2019-06-06,0.305
2019-06-07,0.301
2019-06-08,0.374
2019-06-09,0.367
2019-06-10,1.0
2019-06-11,4.17
2019-06-12,5.05
2019-06-13,4.26
2019-06-14,3.09
2019-06-15,2.02
2019-06-16,1.42
2019-06-17,1.04
2019-06-18,0.992
2019-06-19,1.38
2019-06-20,1.5
2019-06-21,1.17
2019-06-22,0.999
2019-06-23,0.936
2019-06-24,0.311
2019-06-25,1.22
2019-06-26,1.43
2019-06-27,1.24
2019-06-28,0.316
2019-06-29,0.3
2019-06-30,0.273
2019-07-01,0.259
2019-07-02,0.269
2019-07-03,0.261
2019-07-04,0.23800000000000002
2019-07-05,0.243
2019-07-06,0.245
2019-07-07,0.247
2019-07-08,0.233
2019-07-09,0.228
2019-07-10,0.233
2019-07-11,0.222
2019-07-12,0.219
2019-07-13,0.214
2019-07-14,0.20600000000000002
2019-07-15,0.195
2019-07-16,0.18899999999999997
2019-07-17,0.182
2019-07-18,0.172
2019-07-19,0.177
2019-07-20,0.188
2019-07-21,0.19699999999999998
2019-07-22,0.184
2019-07-23,0.171
2019-07-24,0.187
2019-07-25,0.175
2019-07-26,0.17300000000000001
2019-07-27,0.18
2019-07-28,0.196
2019-07-29,0.208
2019-07-30,0.19399999999999998
2019-07-31,0.195
2019-08-01,0.213
2019-08-02,0.211
2019-08-03,0.195
2019-08-04,0.19399999999999998
2019-08-05,0.195
2019-08-06,0.19399999999999998
2019-08-07,0.192
2019-08-08,0.19399999999999998
2019-08-09,0.2
2019-08-10,0.19399999999999998
2019-08-11,0.19899999999999998
2019-08-12,0.196
2019-08-13,0.193
2019-08-14,0.235
2019-08-15,0.238
2019-08-16,0.243
2019-08-17,0.236
2019-08-18,0.22899999999999998
2019-08-19,0.254
2019-08-20,0.28800000000000003
2019-08-21,0.267
2019-08-22,0.226
2019-08-23,0.223
2019-08-24,0.21100000000000002
2019-08-25,0.207
2019-08-26,0.193
2019-08-27,0.18600000000000005
2019-08-28,0.176
2019-08-29,0.178
2019-08-30,0.177
2019-08-31,0.089
2019-09-01,0.09
2019-09-02,-0.23
2019-09-03,-0.35
2019-09-04,-0.05
2019-09-05,-0.11
2019-09-06,0.102
2019-09-07,0.188
2019-09-08,0.187
2019-09-09,0.195
2019-09-10,0.187
2019-09-11,0.187
2019-09-12,0.179
2019-09-13,0.19
2019-09-14,0.182
2019-09-15,0.188
2019-09-16,0.209
2019-09-17,0.205
2019-09-18,0.196
2019-09-19,0.195
2019-09-20,0.19699999999999998
2019-09-21,0.195
2019-09-22,0.19399999999999998
2019-09-23,0.183
2019-09-24,0.211
2019-09-25,0.223
2019-09-26,0.247
2019-09-27,0.234
2019-09-28,0.247
2019-09-29,0.322
2019-09-30,0.382
2019-10-01,0.44
2019-10-02,0.446
2019-10-03,0.38
2019-10-04,0.349
2019-10-05,0.382
2019-10-06,0.308
2019-10-07,0.893
2019-10-08,1.01
2019-10-09,1.02
2019-10-10,1.02
2019-10-11,1.02
2019-10-12,1.02
2019-10-13,1.02
2019-10-14,1.02
2019-10-15,1.02
2019-10-16,1.02
2019-10-17,1.02
2019-10-18,1.02
2019-10-19,1.02
2019-10-20,1.02
2019-10-21,1.02
2019-10-22,1.02
2019-10-23,1.02
2019-10-24,1.02
2019-10-25,1.02
2019-10-26,1.02
2019-10-27,1.02
2019-10-28,1.02
2019-10-29,0.796
2019-10-30,0.523
2019-10-31,0.497
2019-11-01,0.5
2019-11-02,0.568
2019-11-03,0.6
2019-11-04,0.539
2019-11-05,0.496
2019-11-06,0.47100000000000003
2019-11-07,0.493
2019-11-08,0.535
2019-11-09,0.559
2019-11-10,0.5329999999999999
2019-11-11,0.595
2019-11-12,0.666
2019-11-13,0.628
2019-11-14,0.617
2019-11-15,0.839
2019-11-16,0.723
2019-11-17,0.654
