,34018
2019-03-11,0.7929999999999999
2019-03-12,0.743
2019-03-13,0.731
2019-03-14,0.669
2019-03-15,0.637
2019-03-16,0.638
2019-03-17,0.617
2019-03-18,0.568
2019-04-03,0.451
2019-04-04,0.433
2019-04-05,0.415
2019-04-06,0.413
2019-04-07,0.42100000000000004
2019-04-08,0.42100000000000004
2019-04-09,0.408
2019-04-10,0.39899999999999997
2019-04-11,0.389
2019-04-12,0.39
2019-04-13,0.391
2019-04-14,0.386
2019-04-15,0.381
2019-04-16,0.379
2019-04-17,0.361
2019-04-18,0.361
2019-04-19,0.36
2019-04-20,0.363
2019-04-21,0.3670000000000001
2019-04-22,0.36200000000000004
2019-04-23,0.359
2019-04-24,0.354
2019-04-25,0.355
2019-04-26,0.34700000000000003
2019-04-27,0.349
2019-04-28,0.349
2019-04-29,0.28800000000000003
2019-04-30,0.278
2019-05-01,0.278
2019-05-02,0.281
2019-05-03,0.293
2019-05-04,0.281
2019-05-05,0.259
2019-05-06,0.268
2019-05-07,0.272
2019-05-08,0.32899999999999996
2019-05-09,0.331
2019-05-10,0.29100000000000004
2019-05-11,0.28
2019-05-12,0.26899999999999996
2019-05-13,0.262
2019-05-14,0.248
2019-05-15,0.24100000000000002
2019-05-16,0.233
2019-05-17,0.244
2019-05-18,0.245
2019-05-19,0.24100000000000002
2019-05-20,0.243
2019-05-21,0.23199999999999998
2019-05-22,0.22399999999999998
2019-05-23,0.21899999999999997
2019-05-24,0.212
2019-05-25,0.203
2019-05-26,0.21
2019-05-27,0.221
2019-05-28,0.26
2019-05-29,0.235
2019-05-30,0.213
2019-05-31,0.20199999999999999
2019-06-01,0.196
2019-06-02,0.183
2019-06-03,0.172
2019-06-04,0.18100000000000002
2019-06-05,0.183
2019-06-06,0.179
2019-06-07,0.18
2019-06-08,0.195
2019-06-09,0.19399999999999998
2019-06-10,0.341
2019-06-11,0.873
2019-06-12,0.9840000000000001
2019-06-13,0.863
2019-06-14,0.688
2019-06-15,0.508
2019-06-16,0.415
2019-06-17,0.345
2019-06-18,0.348
2019-06-19,0.413
2019-06-20,0.41600000000000004
2019-06-21,0.363
2019-06-22,0.332
2019-06-23,0.32299999999999995
2019-06-24,0.311
2019-06-25,0.366
2019-06-26,0.38299999999999995
2019-06-27,0.35
2019-06-28,0.316
2019-06-29,0.298
2019-06-30,0.273
2019-07-01,0.258
2019-07-02,0.266
2019-07-03,0.259
2019-07-04,0.23800000000000002
2019-07-05,0.243
2019-07-06,0.247
2019-07-07,0.247
2019-07-08,0.233
2019-07-09,0.22699999999999998
2019-07-10,0.23199999999999998
2019-07-11,0.221
2019-07-12,0.218
2019-07-13,0.21600000000000005
2019-07-14,0.20600000000000002
2019-07-15,0.195
2019-07-16,0.18899999999999997
2019-07-17,0.18
2019-07-18,0.17300000000000001
2019-07-19,0.17300000000000001
2019-07-20,0.188
2019-07-21,0.19699999999999998
2019-07-22,0.183
2019-07-23,0.17300000000000001
2019-07-24,0.18600000000000005
2019-07-25,0.174
2019-07-26,0.17300000000000001
2019-07-27,0.18
2019-07-28,0.196
2019-07-29,0.207
2019-07-30,0.19399999999999998
2019-07-31,0.19399999999999998
2019-08-01,0.214
2019-08-02,0.209
2019-08-03,0.19399999999999998
2019-08-04,0.19399999999999998
2019-08-05,0.193
2019-08-06,0.19399999999999998
2019-08-07,0.192
2019-08-08,0.19399999999999998
2019-08-09,0.2
2019-08-10,0.19399999999999998
2019-08-11,0.19899999999999998
2019-08-12,0.196
2019-08-13,0.195
2019-08-14,0.239
2019-08-15,0.239
2019-08-16,0.24100000000000002
2019-08-17,0.237
2019-08-18,0.22899999999999998
2019-08-19,0.254
2019-08-20,0.28800000000000003
2019-08-21,0.267
2019-08-22,0.226
2019-08-23,0.223
2019-08-24,0.21100000000000002
2019-08-25,0.204
2019-08-26,0.193
2019-08-27,0.18600000000000005
2019-08-28,0.177
2019-08-29,0.179
2019-08-30,0.177
2019-08-31,0.102
2019-09-01,0.09
2019-09-02,-0.254
2019-09-03,-0.401
2019-09-04,-0.063
2019-09-05,-0.091
2019-09-06,0.11599999999999999
2019-09-07,0.188
2019-09-08,0.187
2019-09-09,0.19399999999999998
2019-09-10,0.188
2019-09-11,0.18600000000000005
2019-09-12,0.18100000000000002
2019-09-13,0.18899999999999997
2019-09-14,0.183
2019-09-15,0.188
2019-09-16,0.209
2019-09-17,0.205
2019-09-18,0.196
2019-09-19,0.195
2019-09-20,0.19699999999999998
2019-09-21,0.196
2019-09-22,0.19399999999999998
2019-09-23,0.185
2019-09-24,0.213
2019-09-25,0.228
2019-09-26,0.244
2019-09-27,0.23600000000000002
2019-09-28,0.26
2019-09-29,0.322
2019-09-30,0.382
2019-10-01,0.44
2019-10-02,0.446
2019-10-03,0.38
2019-10-04,0.349
2019-10-05,0.382
2019-10-06,0.645
2019-10-07,0.9079999999999999
2019-10-08,1.01
2019-10-09,1.02
2019-10-10,1.02
2019-10-11,1.02
2019-10-12,1.02
2019-10-13,1.02
2019-10-14,1.02
2019-10-15,1.02
2019-10-16,1.02
2019-10-17,1.02
2019-10-18,1.02
2019-10-19,1.02
2019-10-20,1.02
2019-10-21,1.02
2019-10-22,1.02
2019-10-23,1.02
2019-10-24,1.02
2019-10-25,1.02
2019-10-26,1.02
2019-10-27,1.02
2019-10-28,1.02
2019-10-29,0.752
2019-10-30,0.521
2019-10-31,0.499
2019-11-01,0.504
2019-11-02,0.5720000000000001
2019-11-03,0.6
2019-11-04,0.536
2019-11-05,0.4920000000000001
2019-11-06,0.47100000000000003
2019-11-07,0.496
2019-11-08,0.539
2019-11-09,0.5579999999999999
2019-11-10,0.5329999999999999
2019-11-11,0.604
2019-11-12,0.665
2019-11-13,0.628
2019-11-14,0.7070000000000001
2019-11-15,0.8290000000000001
2019-11-16,0.7170000000000001
2019-11-17,0.654
