,orig
2019-06-14,7.59
2019-06-15,7.05
2019-06-16,3.99
2019-06-17,2.97
2019-06-18,2.57
2019-06-19,3.46
2019-06-20,2.59
2019-06-21,2.26
2019-06-22,1.8
2019-06-23,1.64
2019-06-24,1.6
2019-06-25,1.45
2019-06-26,1.32
2019-06-27,1.19
2019-06-28,1.05
2019-06-29,1.03
2019-06-30,1.04
2019-07-01,0.963
2019-07-02,0.9
2019-07-03,0.844
2019-07-04,0.795
2019-07-05,0.752
2019-07-06,0.749
2019-07-07,0.7290000000000001
2019-07-08,0.691
2019-07-09,0.664
2019-07-10,0.639
2019-07-11,0.638
2019-07-12,0.645
2019-07-13,0.637
2019-07-14,0.604
2019-07-15,0.5870000000000001
2019-07-16,0.58
2019-07-17,0.574
2019-07-18,0.626
2019-07-19,1.33
2019-07-20,1.59
2019-07-21,0.8440000000000001
2019-07-22,0.703
2019-07-23,0.649
2019-07-24,0.6
2019-07-25,0.562
2019-07-26,0.541
2019-07-27,0.513
2019-07-28,0.496
2019-07-29,0.536
2019-07-30,1.23
2019-07-31,1.68
2019-08-01,0.855
2019-08-02,0.68
2019-08-03,0.619
2019-08-04,0.611
2019-08-05,0.625
2019-08-06,0.59
2019-08-07,0.616
2019-08-08,0.867
2019-08-09,2.21
2019-08-10,2.15
2019-08-11,1.31
2019-08-12,1.24
2019-08-13,1.77
2019-08-14,1.43
2019-08-15,1.45
2019-08-16,1.3
2019-08-17,5.28
2019-08-18,2.39
2019-08-19,2.29
2019-08-20,1.67
2019-08-21,1.42
2019-08-22,1.27
2019-08-23,1.11
2019-08-24,0.987
2019-08-25,0.902
2019-08-26,0.884
2019-08-27,0.858
2019-08-28,1.25
2019-08-29,1.45
2019-08-30,0.949
2019-08-31,0.854
2019-09-01,0.836
2019-09-02,0.773
2019-09-03,0.781
2019-09-04,0.922
2019-09-05,0.884
2019-09-06,0.758
2019-09-07,0.903
2019-09-08,0.757
2019-09-09,0.983
2019-09-10,1.69
2019-09-11,1.08
2019-09-12,2.08
2019-09-13,1.87
2019-09-14,1.31
2019-09-15,1.08
2019-09-16,1.04
2019-09-17,1.03
2019-09-18,0.858
2019-09-19,0.7879999999999999
2019-09-20,0.723
2019-09-21,0.727
2019-09-22,1.06
2019-09-23,1.8
2019-09-24,13.3
2019-09-25,34.2
2019-09-26,25.2
2019-09-27,18.3
2019-09-28,30.3
2019-09-29,39.0
2019-09-30,22.3
2019-10-01,27.5
2019-10-02,14.4
2019-10-03,11.1
2019-10-04,9.07
2019-10-05,7.5
2019-10-06,9.59
2019-10-07,15.2
2019-10-08,10.5
2019-10-09,23.5
2019-10-10,19.2
2019-10-11,54.5
2019-10-12,37.9
2019-10-13,28.4
2019-10-14,18.6
2019-10-15,15.9
2019-10-16,14.2
2019-10-17,14.9
2019-10-18,43.5
2019-10-19,34.5
2019-10-20,18.6
2019-10-21,13.4
2019-10-22,10.9
2019-10-23,9.47
2019-10-24,8.07
2019-10-25,37.2
2019-10-26,112.0
2019-10-27,35.6
2019-10-28,19.1
2019-10-29,15.0
2019-10-30,20.6
2019-10-31,21.2
2019-11-01,28.4
2019-11-02,108.0
2019-11-03,76.2
2019-11-04,41.5
2019-11-05,29.3
2019-11-06,25.5
2019-11-07,36.3
2019-11-08,23.1
2019-11-09,37.3
2019-11-10,41.9
2019-11-11,27.1
2019-11-12,19.6
2019-11-13,35.3
2019-11-14,49.1
2019-11-15,33.6
2019-11-16,18.3
