,47019
2018-06-18,0.816
2018-06-19,0.847
2018-06-20,0.841
2018-06-21,0.755
2018-06-22,0.688
2018-06-23,0.647
2018-06-24,0.631
2018-06-25,0.604
2018-06-26,0.575
2018-06-27,0.547
2018-06-28,0.521
2018-06-29,0.514
2018-06-30,0.509
2018-07-01,1.12
2018-07-02,0.992
2018-07-03,0.645
2018-07-04,0.584
2018-07-05,0.583
2018-07-06,0.5589999999999999
2018-07-07,0.525
2018-07-08,0.4970000000000001
2018-07-09,0.47100000000000003
2018-07-10,0.446
2018-07-11,0.451
2018-07-12,0.46
2018-07-13,0.44
2018-07-14,0.41600000000000004
2018-07-15,0.397
2018-07-16,0.4
2018-07-17,0.41100000000000003
2018-07-18,0.40700000000000003
2018-07-19,0.374
2018-07-20,0.355
2018-07-21,0.637
2018-07-22,0.485
2018-07-23,0.391
2018-07-24,0.402
2018-07-25,0.368
2018-07-26,0.33799999999999997
2018-07-27,0.37799999999999995
2018-07-28,0.648
2018-08-01,0.52
2018-08-02,0.45399999999999996
2019-01-18,8.46
2019-01-19,13.4
2019-01-20,9.77
2019-01-21,9.28
2019-01-22,17.0
2019-01-25,11.4
2019-01-27,20.0
2019-01-28,12.5
2019-01-29,19.1
2019-01-30,19.2
2019-01-31,22.1
2019-02-01,18.5
2019-02-02,14.8
2019-02-03,14.2
2019-02-04,25.0
2019-02-05,27.3
2019-02-06,28.4
2019-02-07,27.2
2019-02-08,45.5
2019-02-09,32.3
2019-02-10,58.2
2019-02-11,24.6
2019-02-12,18.3
2019-02-13,14.7
2019-02-14,12.2
2019-02-15,10.8
2019-02-16,9.46
2019-02-17,8.34
2019-02-18,7.21
2019-02-19,6.38
2019-02-20,5.76
2019-02-21,5.13
2019-02-22,4.67
2019-02-23,4.37
2019-02-24,4.05
2019-02-25,3.83
2019-02-26,3.69
2019-02-27,3.56
2019-02-28,4.32
2019-03-01,4.28
2019-03-02,6.53
2019-03-03,15.4
2019-03-04,13.0
2019-03-05,50.8
2019-03-06,58.4
2019-03-07,28.2
2019-03-08,18.2
2019-03-09,17.5
2019-03-10,19.5
2019-03-11,14.1
2019-03-12,52.4
2019-03-13,24.5
2019-03-14,39.5
2019-03-15,23.7
2019-03-16,31.9
2019-03-17,24.2
2019-03-18,18.2
2019-03-19,14.9
2019-04-14,3.78
2019-04-15,3.78
2019-04-16,3.8
2019-04-17,3.3
2019-04-18,2.99
2019-04-19,2.72
2019-04-20,2.54
2019-04-21,2.45
2019-04-22,2.33
2019-04-23,2.02
2019-04-24,2.14
2019-04-25,2.46
2019-04-27,2.46
2019-04-28,2.04
2019-04-29,1.93
2019-04-30,1.81
2019-05-01,1.77
2019-05-02,1.7
2019-05-03,1.65
2019-05-04,1.58
2019-05-05,1.47
2019-05-06,1.41
2019-05-07,1.5
2019-05-08,4.8
2019-05-09,2.79
2019-05-10,2.23
2019-05-11,1.79
2019-05-12,1.5
2019-05-13,1.35
2019-05-14,1.27
2019-05-15,1.23
2019-05-16,1.19
2019-05-17,1.2
2019-05-18,1.21
2019-05-19,1.13
2019-05-20,1.05
2019-05-21,0.9840000000000001
2019-05-22,0.946
2019-05-23,0.937
2019-05-24,0.938
2019-05-25,0.9279999999999999
2019-05-26,0.9079999999999999
2019-05-27,0.9590000000000001
2019-05-28,0.914
2019-05-29,0.97
2019-05-30,1.14
2019-05-31,0.893
2019-06-01,0.823
2019-06-02,0.7929999999999999
2019-06-03,0.847
2019-06-04,1.17
2019-06-05,1.14
2019-06-06,0.8859999999999999
2019-06-07,2.18
2019-06-08,3.3
2019-06-09,1.86
2019-06-10,2.78
2019-06-11,5.13
2019-06-12,2.79
2019-06-13,5.27
2019-06-14,7.35
2019-06-15,6.75
2019-06-16,3.99
2019-06-17,2.9
2019-06-18,2.57
2019-06-19,3.38
2019-06-20,2.59
2019-06-21,2.2
2019-06-22,1.77
2019-06-23,1.64
2019-06-24,1.58
2019-06-25,1.43
2019-06-26,1.32
2019-06-27,1.17
2019-06-28,1.04
2019-06-29,1.03
2019-06-30,1.04
2019-07-01,0.9540000000000001
2019-07-02,0.8909999999999999
2019-07-03,0.84
2019-07-04,0.7909999999999999
2019-07-05,0.7509999999999999
2019-07-06,0.748
2019-07-07,0.7290000000000001
2019-07-08,0.691
2019-07-09,0.6609999999999999
2019-07-10,0.638
2019-07-11,0.64
2019-07-12,0.644
2019-07-13,0.631
2019-07-14,0.604
2019-07-15,0.5870000000000001
2019-07-16,0.5770000000000001
2019-07-17,0.5760000000000001
2019-07-18,0.639
2019-07-19,1.5
2019-07-20,1.49
2019-07-21,0.8440000000000001
2019-07-22,0.695
2019-07-23,0.64
2019-07-24,0.596
2019-07-25,0.56
2019-07-26,0.536
2019-07-27,0.511
2019-07-28,0.496
2019-07-29,0.541
2019-07-30,1.23
2019-07-31,1.68
2019-08-01,0.828
2019-08-02,0.669
2019-08-03,0.612
2019-08-04,0.611
2019-08-05,0.622
2019-08-06,0.59
2019-08-07,0.616
2019-08-08,0.867
2019-08-09,2.21
2019-08-10,2.04
2019-08-11,1.31
2019-08-12,1.31
2019-08-13,1.76
2019-08-14,1.44
2019-08-15,1.45
2019-08-16,5.41
2019-08-17,5.28
2019-08-18,2.39
2019-08-19,2.29
2019-08-20,1.67
2019-08-21,1.42
2019-08-22,1.27
2019-08-23,1.11
2019-08-24,0.973
2019-08-25,0.902
2019-08-26,0.877
2019-08-27,0.855
2019-08-28,1.4
2019-08-29,1.37
2019-08-30,0.9309999999999999
2019-08-31,0.857
2019-09-01,0.836
2019-09-02,0.773
2019-09-03,0.78
2019-09-04,0.9620000000000001
2019-09-05,0.86
2019-09-06,0.7559999999999999
2019-09-07,0.883
2019-09-08,0.755
2019-09-09,1.12
2019-09-10,1.6
2019-09-11,1.32
2019-09-12,2.02
2019-09-13,1.82
2019-09-14,1.28
2019-09-15,1.08
2019-09-16,1.04
2019-09-17,1.01
2019-09-18,0.858
2019-09-19,0.7879999999999999
2019-09-20,0.723
2019-09-21,0.754
2019-09-22,1.06
2019-09-23,1.8
2019-09-24,17.1
2019-09-25,32.4
2019-09-26,23.6
2019-09-27,17.7
2019-09-28,31.2
2019-09-29,39.0
2019-09-30,22.3
2019-10-01,27.5
2019-10-02,14.4
2019-10-03,11.1
2019-10-04,9.07
2019-10-05,7.5
2019-10-06,8.78
2019-10-07,14.5
