,45001,nn_m,nn_std,orig
1999-01-21,61.0,61.742704719887435,0.6449928841378102,61.0
1999-01-22,44.4,43.625983443908574,0.5764959415496438,44.4
1999-01-23,37.9,35.72419927099517,0.450696059408954,37.9
1999-01-24,31.6,29.999322230776798,0.3233932323666035,31.6
1999-01-25,32.9,30.562825450088962,0.17875620086667146,32.9
1999-01-26,36.9,34.63151767156055,0.1624672536598331,36.9
1999-01-27,31.5,29.69420879118585,0.19531521172372213,31.5
1999-01-28,30.1,27.443095900838628,0.1092095236260372,30.1
1999-01-29,26.5,24.39569645944512,0.16523657233100347,26.5
1999-01-30,23.2,21.978624873131064,0.13945299959178528,23.2
1999-01-31,20.2,19.163184394065766,0.12326059907929468,20.2
1999-02-01,17.8,16.927635257340913,0.1450314833736892,17.8
1999-02-02,15.9,15.097268610987287,0.11327176254305245,15.9
1999-02-03,14.5,13.663281657756544,0.08090809726724006,14.5
1999-02-04,13.3,12.511938551932962,0.06541660219552381,13.3
1999-02-05,11.9,11.26884441698714,0.05217276805327655,11.9
1999-02-06,11.0,10.459035156003567,0.14754635159741822,11.0
1999-02-07,10.7,9.954807354903824,0.14280175724720034,10.7
1999-02-08,12.9,12.483480183835216,0.3427084488278093,12.9
1999-02-09,10.8,10.622096725071312,0.3105722801204125,10.8
1999-02-10,9.54,8.914193631846548,0.2686663383660471,9.54
1999-02-11,9.07,8.759007140080469,0.1952297424729946,9.07
1999-02-12,8.72,8.11574967198512,0.1520703981975307,8.72
1999-02-13,10.0,9.291478370310667,0.08869269836135991,10.0
1999-02-14,10.2,9.388325670606662,0.0848232693570596,10.2
1999-02-15,10.9,9.738204613945435,0.08251246673935922,10.9
1999-02-16,9.45,8.943494242686189,0.10733076945582266,9.45
1999-02-17,9.24,8.67519335768484,0.08598511820353485,9.24
1999-02-18,9.4,8.946222900815783,0.1896527431045728,9.4
1999-02-19,24.3,21.45852225930857,0.26409943033297584,24.3
1999-02-20,17.2,17.21384315019938,0.27950393449125155,17.2
1999-02-21,19.1,18.149288059920266,0.3577573752213703,19.1
1999-02-22,16.6,15.49139930205762,0.17992371764395476,16.6
1999-02-23,17.1,16.151655576676244,0.28850275680548243,17.1
1999-02-24,20.8,18.707503836312405,0.2188283167284256,20.8
1999-02-25,17.0,15.57545893788099,0.19311859374876106,17.0
1999-02-26,26.0,22.940798128782806,0.21716505919733764,26.0
1999-02-27,21.8,20.375977450227694,0.2157914414719015,21.8
1999-02-28,33.1,34.716866584421105,0.4556229273960298,33.1
1999-03-01,62.3,61.902359842876386,0.7722218913195541,62.3
1999-03-02,102.0,98.60040280929323,0.7992370787494335,102.0
1999-03-03,92.5,89.2514681561821,1.2098076900663188,92.5
1999-03-04,79.4,76.87525499182509,0.7463193358486347,79.4
1999-03-05,55.1,53.90790015444275,0.4426647231565881,55.1
1999-03-06,42.6,41.68902109917685,0.2570999530814199,42.6
1999-03-07,34.2,33.16326942259111,0.1469964169020238,34.2
1999-03-08,28.0,26.69452753651177,0.2392719054428919,28.0
1999-03-09,22.7,22.047917402847343,0.14280744238956974,22.7
1999-03-10,19.0,18.524581432096802,0.11028409682353148,19.0
1999-03-11,16.6,16.172055061090784,0.08631040615953889,16.6
1999-03-12,19.2,18.058425219767724,0.5382169059372046,19.2
1999-03-13,15.7,16.364408961005154,0.36643711603526063,15.7
1999-03-14,13.1,12.569463754245186,0.35125011498452197,13.1
1999-03-15,11.8,11.104366512094323,0.18901701638278498,11.8
1999-03-16,10.8,10.335146155337783,0.16183685840162645,10.8
1999-03-17,10.1,9.521280066826757,0.08071874889405685,10.1
1999-03-18,9.28,8.845057322571629,0.08467863493126816,9.28
