,orig
2019-03-22,0.274
2019-03-23,0.268
2019-03-24,0.262
2019-03-25,0.266
2019-03-26,0.265
2019-03-27,0.304
2019-03-28,0.262
2019-03-29,0.264
2019-03-30,0.262
2019-03-31,0.259
2019-04-01,0.26
2019-04-02,0.269
2019-04-03,0.267
2019-04-04,0.267
2019-04-05,0.262
2019-04-06,0.261
2019-04-07,0.262
2019-04-08,0.258
2019-04-09,0.252
2019-04-10,0.249
2019-04-11,0.247
2019-04-12,0.25
2019-04-13,0.247
2019-04-14,0.246
2019-04-15,0.239
2019-04-16,0.249
2019-04-17,0.246
2019-04-18,0.242
2019-04-19,0.235
2019-04-20,0.229
2019-04-21,0.229
2019-04-22,0.226
2019-04-23,0.229
2019-04-24,0.235
2019-04-25,0.264
2019-04-26,0.232
2019-04-27,0.25
2019-04-28,0.236
2019-04-29,0.23
2019-04-30,0.232
2019-05-01,0.225
2019-05-02,0.23
2019-05-03,0.238
2019-05-04,0.224
2019-05-05,0.222
2019-05-06,0.24
2019-05-07,0.272
2019-05-08,0.246
2019-05-09,0.236
2019-05-10,0.247
2019-05-11,0.236
2019-05-12,0.239
2019-05-13,0.228
2019-05-14,0.22
2019-05-15,0.223
2019-05-16,0.216
2019-05-17,0.216
2019-05-18,0.208
2019-05-19,0.2
2019-05-20,0.202
2019-05-21,0.203
2019-05-22,0.199
2019-05-23,0.2
2019-05-24,0.198
2019-05-25,0.197
2019-05-26,0.203
2019-05-27,0.173
2019-05-28,0.176
2019-05-29,0.174
2019-05-30,0.203
2019-05-31,0.163
2019-06-01,0.165
2019-06-02,0.173
2019-06-03,0.164
2019-06-04,0.171
2019-06-05,0.178
2019-06-06,0.17
2019-06-07,0.188
2019-06-08,0.173
2019-06-09,0.193
2019-06-10,0.262
2019-06-11,0.395
2019-06-12,0.35
2019-06-13,0.425
2019-06-14,0.275
2019-06-15,0.24
2019-06-16,0.246
2019-06-17,0.236
2019-06-18,0.197
2019-06-19,0.201
2019-06-20,0.184
2019-06-21,0.18
2019-06-22,0.182
2019-06-23,0.18
2019-06-24,0.18100000000000002
2019-06-25,0.183
2019-06-26,0.222
2019-06-27,0.194
2019-06-28,0.197
2019-06-29,0.183
2019-06-30,0.182
2019-07-01,0.165
2019-07-02,0.161
2019-07-03,0.163
2019-07-04,0.163
2019-07-05,0.16899999999999998
2019-07-06,0.174
2019-07-07,0.176
2019-07-08,0.17
2019-07-09,0.159
2019-07-10,0.159
2019-07-11,0.159
2019-07-12,0.16
2019-07-13,0.162
2019-07-14,0.165
2019-07-15,0.165
2019-07-16,0.157
2019-07-17,0.153
2019-07-18,0.156
2019-07-19,0.157
2019-07-20,0.158
2019-07-21,0.153
2019-07-22,0.139
2019-07-23,0.138
2019-07-24,0.148
2019-07-25,0.16
2019-07-26,0.162
2019-07-27,0.204
2019-07-28,0.268
2019-07-29,0.195
2019-07-30,0.19
2019-07-31,0.20800000000000002
2019-08-01,0.197
2019-08-02,0.166
2019-08-03,0.177
2019-08-04,0.183
2019-08-05,0.17800000000000002
2019-08-06,0.187
2019-08-07,0.183
2019-08-08,0.193
2019-08-09,0.23399999999999999
2019-08-10,0.207
2019-08-11,0.187
2019-08-12,0.184
2019-08-13,0.187
2019-08-14,0.189
2019-08-15,0.19
2019-08-16,0.191
2019-08-17,0.221
2019-08-18,0.189
2019-08-19,0.183
2019-08-20,0.177
2019-08-21,0.179
2019-08-22,0.177
2019-08-23,0.178
2019-08-24,0.179
2019-08-25,0.181
2019-08-26,0.179
2019-08-27,0.18
2019-08-28,0.179
2019-08-29,0.161
2019-08-30,0.164
2019-08-31,0.167
2019-09-01,0.161
2019-09-02,0.166
2019-09-03,0.167
2019-09-04,0.166
2019-09-05,0.157
2019-09-06,0.166
2019-09-07,0.164
2019-09-08,0.17
2019-09-09,0.178
2019-09-10,0.174
2019-09-11,0.164
2019-09-12,0.162
2019-09-13,0.157
2019-09-14,0.158
2019-09-15,0.16
2019-09-16,0.178
2019-09-17,0.161
2019-09-18,0.158
2019-09-19,0.158
2019-09-20,0.158
2019-09-21,0.157
2019-09-22,0.164
2019-09-23,0.17800000000000002
2019-09-24,0.196
2019-09-25,0.269
2019-09-26,0.205
2019-09-27,0.18
2019-09-28,0.185
2019-09-29,0.41700000000000004
2019-09-30,0.3670000000000001
2019-10-01,0.429
2019-10-02,0.294
2019-10-03,0.25
2019-10-04,0.244
2019-10-05,0.257
2019-10-06,0.29600000000000004
2019-10-07,0.278
2019-10-08,0.259
2019-10-09,0.233
2019-10-10,0.22899999999999998
2019-10-11,0.243
2019-10-12,0.23800000000000002
2019-10-13,0.265
2019-10-14,0.295
2019-10-15,0.349
2019-10-16,0.295
2019-10-17,0.281
2019-10-18,0.27399999999999997
2019-10-19,0.265
2019-10-20,0.258
2019-10-21,0.261
2019-10-22,0.249
2019-10-23,0.249
2019-10-24,0.271
2019-10-25,0.38
2019-10-26,0.626
2019-10-27,0.53
2019-10-28,0.455
2019-10-29,0.431
2019-10-30,0.392
2019-10-31,0.408
2019-11-01,0.522
2019-11-02,0.5760000000000001
2019-11-03,0.58
2019-11-04,0.531
2019-11-05,0.513
2019-11-06,0.508
2019-11-07,0.738
2019-11-08,2.04
2019-11-09,1.04
2019-11-10,0.875
2019-11-11,0.895
2019-11-12,0.884
2019-11-13,0.847
2019-11-14,0.797
2019-11-15,1.63
2019-11-16,1.18
2019-11-17,1.15
