,48001,orig,nn_m,nn_std
1964-04-05,1.254,1.254,1.2220386607544211,0.022019496960099354
1964-04-06,1.215,1.215,1.1630771516679768,0.022948024736536943
1964-04-07,1.169,1.169,1.0950716905643596,0.019766297106723653
1964-04-08,1.113,1.113,1.0421763501790493,0.014484525832083484
1964-04-09,1.093,1.093,1.005468958326358,0.014604335199512639
1964-04-10,1.053,1.053,0.9557383310316111,0.016224996494987553
1964-04-11,1.008,1.008,0.9367902570324071,0.01338146524621796
1964-04-12,1.113,1.113,1.0065066205390159,0.011494195690614774
1964-04-13,1.079,1.079,0.9680556941608757,0.012946368750848723
1964-04-14,1.053,1.053,0.945507584688314,0.01528829258649051
1964-04-15,1.815,1.815,1.9367882697557717,0.05373803924898392
1964-04-16,1.617,1.617,1.5410740092938044,0.06548858211738584
1964-04-17,1.659,1.659,1.414721585575232,0.06411666601649119
1964-04-18,1.237,1.237,1.007541003041716,0.05647620072580366
1964-04-19,1.113,1.113,0.9300160110416517,0.06958269128621762
1964-04-20,1.09,1.09,1.166842353771922,0.07109541198202518
1964-04-21,1.526,1.526,1.8789653752870799,0.06865936486053852
1964-04-22,2.0869999999999997,2.0869999999999997,2.3599974964799597,0.0973640356638765
1964-04-23,1.6280000000000001,1.6280000000000001,1.6355586266463051,0.07314947625162858
1964-04-24,1.237,1.237,1.2990509588057955,0.07214857928651637
1964-04-25,1.212,1.212,1.1647573150514794,0.07782958634967234
1964-04-26,1.1840000000000002,1.1840000000000002,1.1383051626073877,0.06524955832981945
1964-04-27,1.175,1.175,1.2486757906870982,0.06325709791025677
1964-04-28,1.6059999999999999,1.6059999999999999,1.8258708743365473,0.041391278605369404
1964-04-29,1.286,1.286,1.2972548910226,0.05240520975174332
1964-04-30,1.1640000000000001,1.1640000000000001,1.1566110105254275,0.07546678905759413
1964-06-06,1.5319999999999998,1.5319999999999998,1.7417118459866479,0.05946952451756374
1964-06-07,1.869,1.869,1.9011425067109722,0.099972390640844
1964-06-08,1.079,1.079,1.120945699243717,0.08059625068644972
1964-06-09,0.9059999999999999,0.9059999999999999,0.9614509787473668,0.08003777941253301
1964-06-10,0.852,0.852,0.8398076718157413,0.06396541143261986
1964-06-11,0.841,0.841,0.7905446058503668,0.05942230196277572
1964-06-12,0.852,0.852,0.8895568718870223,0.05006117432524742
1964-06-13,0.867,0.867,0.9891048277972047,0.019484094244064297
1964-06-14,0.985,0.985,1.0486925953341928,0.01649369101567074
1964-06-15,1.212,1.212,1.053926251153855,0.018750027475668094
1964-06-16,0.883,0.883,0.8327502269629202,0.017398968514539218
1964-06-17,0.748,0.748,0.7891604442310528,0.020786061808416186
1964-06-18,0.674,0.674,0.7549347353138229,0.01788497803120388
1964-06-19,0.674,0.674,0.7088043907429697,0.025573308848038753
1964-06-20,0.648,0.648,0.6731576603258194,0.01990237591934819
1964-06-21,0.643,0.643,0.6446767067833049,0.015043978620263701
1964-06-22,0.643,0.643,0.65340014803576,0.013537706968796293
1964-06-23,0.6459999999999999,0.6459999999999999,0.6603884666998395,0.015095007352623858
1964-06-24,0.612,0.612,0.6310747885811827,0.01586836274204556
1964-06-25,0.595,0.595,0.607709284641442,0.01498439467895596
1964-06-26,0.552,0.552,0.5931972101302786,0.01441884365178433
1964-06-27,0.547,0.547,0.5887994731567046,0.012858253270151295
1964-06-28,0.552,0.552,0.5809812460438548,0.012619480661687098
1964-06-29,0.535,0.535,0.5536004705999715,0.013614110299662764
1964-06-30,0.498,0.498,0.5208163418733158,0.01635574803300227
1964-07-01,0.467,0.467,0.46896487186876346,0.016644154434203088
1964-07-02,0.45,0.45,0.45672228092463385,0.01703373728515044
1964-07-03,0.46399999999999997,0.46399999999999997,0.4555978266037135,0.01757579386657977
1964-07-04,0.46399999999999997,0.46399999999999997,0.4597785050524768,0.01648766004697815
1964-07-05,0.467,0.467,0.44725218663778715,0.016445299679460894
1964-07-06,0.447,0.447,0.49991132369627933,0.014917040741752825
1964-07-07,0.45,0.45,0.5237481151779848,0.018557504083607398
1964-07-08,0.637,0.637,0.6958017468880002,0.02480516434438483
1964-07-09,0.515,0.515,0.5771936673376435,0.021151763079921695
1964-07-10,0.532,0.532,0.5608675121522797,0.018793642227368266
1964-07-11,0.612,0.612,0.603390293339254,0.026422931662019426
1964-07-12,0.9259999999999999,0.9259999999999999,0.865912407850752,0.04487117805329691
1964-07-13,0.6629999999999999,0.6629999999999999,0.6800329458977046,0.040592315821966846
1964-07-14,3.055,3.055,2.7282611665663294,0.10969947805173842
1964-07-15,3.633,3.633,2.365569149875509,0.24774393808286932
1964-07-16,0.92,0.92,0.5412513896044248,0.15411264266575234
1964-07-17,0.725,0.725,0.6026161902762729,0.11911311984388892
1964-07-18,0.637,0.637,0.6298652202456028,0.15808222312446255
1964-07-19,0.637,0.637,0.5430414630358835,0.1376986732333712
1964-07-20,0.614,0.614,0.650796159286123,0.11557568704722762
1964-07-21,0.578,0.578,0.5207652368844278,0.019899528556003347
1964-07-22,0.564,0.564,0.5031914145945167,0.015975153511550707
1964-07-23,0.5579999999999999,0.5579999999999999,0.49714025439445414,0.015823134480199976
1964-07-24,0.547,0.547,0.4964243186173602,0.015878868450788328
1964-07-25,0.535,0.535,0.47625566379043155,0.015153173682790046
1964-07-26,0.535,0.535,0.4870664334026032,0.015267380960871059
1964-07-27,0.527,0.527,0.4676626485943341,0.015718186991351992
1964-07-28,0.49,0.49,0.44761397833027655,0.01760144009166114
1964-07-29,0.49,0.49,0.4391019819539232,0.01733802860353021
1964-07-30,0.49,0.49,0.4424991400489159,0.0169807575865578
1964-07-31,0.49,0.49,0.44770595914483957,0.016562914163349533
1964-08-01,0.49,0.49,0.44563504126135833,0.015605049293521368
1964-08-02,0.49,0.49,0.4530964216317145,0.01577233451239803
1964-08-03,0.49,0.49,0.4471664190586151,0.01588882699104345
1964-08-04,0.467,0.467,0.42113388429413484,0.016079541873100706
1964-08-05,0.45899999999999996,0.45899999999999996,0.40065480389279273,0.01694520156000584
1964-08-06,0.49,0.49,0.42668518082443635,0.015952340025047827
1964-08-07,0.575,0.575,0.47477835458907547,0.016954045703249647
1964-08-08,0.745,0.745,0.5670572014470749,0.02342867869064702
1964-08-09,0.575,0.575,0.5038527805978503,0.021083738095115344
1964-08-10,0.552,0.552,0.46775512102007005,0.01734348159056095
1964-08-11,0.496,0.496,0.43683922800458486,0.01921658233141832
1964-08-12,0.46399999999999997,0.46399999999999997,0.4133476235463699,0.025674620399780277
1964-08-13,0.428,0.428,0.3821348065464116,0.02325137615924983
1964-08-14,0.425,0.425,0.3689577655929608,0.019327070703714797
1964-08-15,0.425,0.425,0.39044093083526615,0.021500673023829717
1964-08-16,0.433,0.433,0.41334904103128584,0.018089814371448094
1964-08-17,0.614,0.614,0.6229482973820275,0.02764439849939187
1964-08-18,0.8640000000000001,0.8640000000000001,0.8246143801440746,0.03457310560747702
1964-08-19,0.883,0.883,0.7714550546045459,0.03647396944404328
1964-08-20,0.589,0.589,0.5576387777028857,0.03125400898628421
1964-08-21,0.51,0.51,0.46447224037824913,0.030527881088000218
1964-08-22,0.473,0.473,0.4145553389652392,0.03370887192078792
