,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1964-04-05,1.2458518,1.2495809,1.2090981,1.2051189,1.2435828,1.250428,1.1850184,1.2389897,1.2752843,1.2417212,1.1905626,1.2603356,1.2788658,1.2275279,1.2239347,1.2741585,1.2259012,1.1796647,1.1992354,1.2442073
1964-04-06,1.1723932,1.2046574,1.1412058,1.2323362,1.2178949,1.1938065,1.2238238,1.2340238,1.2346375,1.2146643,1.1923581,1.1645217,1.1629667,1.2235498,1.1720309,1.235477,1.1766167,1.2190853,1.2019311,1.1581918
1964-04-07,1.1542605,1.126373,1.1380109,1.1428524,1.135565,1.1347017,1.1650069,1.1496035,1.1371799,1.1513392,1.1030403,1.1192272,1.1849983,1.1212962,1.096882,1.1353964,1.117183,1.1246165,1.1133795,1.1384825
1964-04-08,1.1303947,1.1029913,1.1058695,1.1119328,1.10082,1.1113515,1.1223648,1.1147097,1.1424713,1.1068813,1.1063128,1.1100464,1.1271005,1.1169415,1.0853548,1.110744,1.0974452,1.1126776,1.1034555,1.0927446
1964-04-09,1.1063278,1.0616974,1.070495,1.054906,1.0508671,1.0881687,1.071901,1.0867295,1.1023595,1.0860584,1.0507281,1.0824537,1.0995986,1.0810044,1.0565732,1.0514576,1.0681056,1.0637056,1.0727997,1.0505017
1964-04-10,1.050424,1.0153443,1.0347351,1.0431514,1.0211018,1.081232,1.0307497,1.0509871,1.0775688,1.0226364,1.0482761,1.0265073,1.0228423,1.0503416,1.0065504,1.0105077,1.0355331,1.041766,1.0454383,1.0070496
1964-04-11,1.0653086,0.9927129,1.0202925,1.0028133,1.0577854,1.0048887,0.94391286,1.0563855,1.0757787,1.037092,1.0057389,1.0795125,1.0987976,1.028338,0.98358315,1.0710864,0.9907101,1.0325488,1.0204207,0.98387355
1964-04-12,1.0940683,1.0618032,1.0676033,1.0984584,1.070688,1.0610448,1.0664748,1.057069,1.0739543,1.1633121,1.1075972,1.049457,1.0844122,1.0716419,1.0840883,1.1218804,1.1348557,1.0458388,1.0890536,1.061133
1964-04-13,1.140252,1.0742537,1.0754462,1.0645732,1.0866389,1.0567455,1.0684237,1.0900013,1.0157809,1.0716621,0.9973421,1.1705813,1.058406,1.0621524,1.0132133,1.155468,1.0449566,1.0541936,1.019376,1.0527683
1964-04-14,1.0405613,1.077816,1.0822086,1.0876848,1.0788475,1.0340823,1.0775883,1.0088247,1.0913877,1.0428126,1.0654048,0.9978326,1.1083488,1.0430319,1.1147575,0.97636044,1.0562869,1.0659004,1.0679681,1.0081999
1964-04-15,1.7733938,1.9146378,2.0954218,1.8780301,1.9326746,1.7806972,1.7252269,1.8927234,2.0000613,1.9579339,2.0533729,2.045663,1.985567,1.9180398,1.9920133,1.9406109,1.9173783,2.0136232,2.1237576,1.850251
1964-04-16,1.5789135,1.357255,1.4055144,1.3286372,1.55083,1.4602636,1.449652,1.5488718,1.4263575,1.4689499,1.3098042,1.4838554,1.4143277,1.3727024,1.4010682,1.4968977,1.4157453,1.4109762,1.4203383,1.375661
1964-04-17,1.5531379,1.4451554,1.4517598,1.5051318,1.563536,1.5689365,1.4431052,1.6148087,1.5247693,1.4497489,1.5679133,1.5608072,1.6134839,1.5660851,1.4738456,1.6596994,1.6828539,1.654295,1.5918128,1.4793744
1964-04-18,1.2266425,1.1593566,1.1563653,1.1676975,1.1640286,1.1406398,1.0922604,1.1233653,1.1585076,1.14156,1.2136985,1.1666839,1.1337043,1.1420238,1.1560197,1.1672509,1.2216703,1.1716954,1.2315565,1.1763307
1964-04-19,1.1335168,1.050696,1.0936775,1.0275377,1.1462476,1.159366,1.0301013,1.0705453,1.0645615,1.2130635,1.0672795,1.1475815,1.0890677,1.0945098,1.1377172,1.0907272,1.2175314,1.1376445,1.1996785,0.99381423
1964-04-20,1.2332702,1.2719796,1.3135889,1.3052199,1.3178227,1.2284384,1.2149601,1.2478173,1.2307291,1.2697562,1.2347469,1.3832997,1.2487404,1.217504,1.2455217,1.1928265,1.2542337,1.1956298,1.3518597,1.3021816
1964-04-21,1.8124423,1.8564197,1.746868,1.8263462,1.734719,1.9573461,1.8969308,1.7902807,1.6998487,1.7914954,1.837331,1.7547642,1.9355133,1.7951798,1.7299411,1.8362244,1.8137424,1.8401461,1.8383672,1.6944042
1964-04-22,1.9033387,2.0877178,1.9986717,2.070422,2.0539765,1.9413065,2.054801,1.9364389,1.9498866,2.0126812,1.9957695,1.9339134,2.0495234,1.9540839,1.9143744,1.9206264,2.0541086,2.0965269,2.0593894,1.8459495
1964-04-23,1.4381809,1.3953928,1.5028751,1.4826329,1.4916981,1.5216025,1.4242115,1.3990432,1.4069262,1.4646028,1.4462262,1.539838,1.4688685,1.2812796,1.4324372,1.5731248,1.4617054,1.5623217,1.4316568,1.5193919
