,orig
2018-11-22,0.171
2018-11-23,0.161
2018-11-24,0.163
2018-11-25,0.169
2018-11-26,0.161
2018-11-27,0.246
2018-11-28,0.345
2018-11-29,0.448
2018-11-30,0.442
2018-12-01,0.455
2018-12-02,0.476
2018-12-03,0.545
2018-12-04,0.482
2018-12-05,0.606
2018-12-06,0.862
2018-12-07,0.998
2018-12-08,1.19
2018-12-09,0.706
2018-12-10,0.559
2018-12-11,0.428
2018-12-12,0.362
2018-12-13,0.325
2018-12-14,0.307
2018-12-15,0.363
2018-12-16,0.567
2018-12-17,0.929
2018-12-18,1.03
2018-12-19,1.93
2018-12-20,1.68
2018-12-21,1.63
2018-12-22,2.32
2018-12-23,2.12
2018-12-24,2.38
2018-12-25,1.5
2018-12-26,1.08
2018-12-27,0.892
2018-12-28,0.718
2018-12-29,0.625
2018-12-30,0.567
2018-12-31,0.515
2019-01-01,0.489
2019-01-02,0.458
2019-01-03,0.413
2019-01-04,0.41
2019-01-05,0.4
2019-01-06,0.381
2019-01-07,0.372
2019-01-08,0.367
2019-01-09,0.345
2019-01-10,0.363
2019-01-11,0.362
2019-01-12,0.334
2019-01-13,0.351
2019-01-14,0.365
2019-01-15,0.319
2019-01-16,0.327
2019-01-17,0.344
2019-01-18,0.322
2019-01-19,0.33
2019-01-20,0.316
2019-01-21,0.328
2019-01-22,0.401
2019-01-23,0.425
2019-01-24,0.415
2019-01-25,0.418
2019-01-26,0.447
2019-01-27,0.647
2019-01-28,0.843
2019-01-29,0.674
2019-01-30,0.907
2019-01-31,0.859
2019-03-04,0.496
2019-03-05,0.563
2019-03-06,1.37
2019-03-07,1.44
2019-03-08,1.22
2019-03-09,1.1
2019-03-10,1.58
2019-03-11,1.57
2019-03-12,2.2
2019-03-13,3.2
2019-03-14,2.78
2019-03-15,2.25
2019-03-16,1.98
2019-03-17,2.11
2019-03-18,1.47
2019-03-19,1.17
2019-03-20,1.02
2019-03-21,0.894
2019-03-22,0.883
2019-03-23,0.824
2019-03-24,0.786
2019-03-25,0.748
2019-03-26,0.671
2019-03-27,0.631
2019-03-28,0.563
2019-03-29,0.515
2019-03-30,0.439
2019-03-31,0.489
2019-04-01,0.465
2019-04-02,0.556
2019-04-03,0.557
2019-04-04,0.59
2019-04-05,0.575
2019-04-06,0.542
2019-04-07,0.439
2019-04-08,0.504
2019-04-09,0.613
2019-04-10,0.475
2019-04-11,0.439
2019-04-12,0.393
2019-04-13,0.382
2019-04-14,0.386
2019-04-15,0.354
2019-04-16,0.338
2019-04-17,0.352
2019-04-18,0.355
2019-04-19,0.363
2019-04-20,0.339
2019-04-21,0.313
2019-04-22,0.304
2019-04-23,0.284
2019-04-24,0.288
2019-04-25,0.297
2019-04-26,0.313
2019-04-27,0.274
2019-04-28,0.262
2019-04-29,0.234
2019-04-30,0.226
2019-05-01,0.23
2019-05-02,0.247
2019-05-03,0.283
2019-05-04,0.259
2019-05-05,0.233
2019-05-06,0.221
2019-05-07,0.236
2019-05-08,0.377
2019-05-09,0.485
2019-05-10,0.375
2019-05-11,0.338
2019-05-12,0.306
2019-05-13,0.254
2019-05-14,0.228
2019-05-15,0.206
2019-05-16,0.189
2019-05-17,0.199
2019-05-18,0.212
2019-05-19,0.268
2019-05-20,0.212
2019-05-21,0.206
2019-05-22,0.193
2019-05-23,0.188
2019-05-24,0.185
2019-05-25,0.18
2019-05-26,0.176
2019-05-27,0.211
2019-05-28,0.141
2019-05-29,0.16
2019-05-30,0.155
2019-05-31,0.147
2019-06-01,0.16
2019-06-02,0.138
2019-06-03,0.143
2019-06-04,0.177
2019-06-05,0.126
2019-06-06,0.133
2019-06-07,0.335
2019-06-08,0.422
2019-06-09,0.336
2019-06-10,0.475
2019-06-11,0.744
2019-06-12,0.903
2019-06-13,3.07
2019-06-14,4.76
2019-06-15,2.38
2019-06-16,2.02
2019-06-17,1.28
2019-06-18,0.82
2019-06-19,0.633
2019-06-20,0.507
2019-06-21,0.405
2019-06-22,0.349
2019-06-23,0.317
2019-06-24,0.253
2019-06-25,0.539
2019-06-26,0.465
2019-06-27,0.338
2019-06-28,0.315
2019-06-29,0.24
2019-06-30,0.228
2019-07-01,0.225
2019-07-02,0.176
2019-07-03,0.181
2019-07-04,0.179
2019-07-05,0.155
2019-07-06,0.152
2019-07-07,0.155
2019-07-08,0.139
2019-07-09,0.137
2019-07-10,0.115
2019-07-11,0.135
2019-07-12,0.127
2019-07-13,0.131
2019-07-14,0.13
2019-07-15,0.106
2019-07-16,0.134
2019-07-17,0.155
2019-07-18,0.115
2019-07-19,0.235
2019-07-20,0.248
2019-07-21,0.217
2019-07-22,0.158
2019-07-23,0.246
2019-07-24,0.319
2019-07-25,0.311
2019-07-26,0.305
2019-07-27,0.342
2019-07-28,0.2
2019-07-29,0.191
2019-07-30,0.174
2019-07-31,0.281
