,39026
2018-08-20,0.127
2018-08-21,0.17600000000000002
2018-08-22,0.166
2018-08-23,0.187
2018-08-24,0.195
2018-08-25,0.155
2018-08-26,0.33399999999999996
2018-08-27,0.272
2018-08-28,0.20800000000000002
2018-08-29,0.158
2018-08-30,0.135
2018-08-31,0.14300000000000002
2018-09-01,0.12
2018-09-02,0.115
2018-09-03,0.12300000000000001
2018-09-04,0.115
2018-09-05,0.171
2018-09-06,0.063
2018-09-07,0.12
2018-09-08,0.146
2018-09-09,0.135
2018-09-10,0.161
2018-09-11,0.11199999999999999
2018-09-12,0.131
2018-09-13,0.156
2018-09-14,0.13699999999999998
2018-09-15,0.11699999999999999
2018-09-16,0.111
2018-09-17,0.111
2018-09-18,0.113
2018-09-19,0.14400000000000002
2018-09-20,0.184
2018-09-21,0.19
2018-09-22,0.193
2018-09-23,0.17800000000000002
2018-09-24,0.214
2018-09-25,0.17300000000000001
2018-09-26,0.14800000000000002
2018-09-27,0.133
2018-09-28,0.122
2018-09-29,0.11900000000000001
2018-09-30,0.11800000000000001
2018-10-01,0.11800000000000001
2018-10-02,0.11599999999999999
2018-10-03,0.11900000000000001
2018-10-04,0.134
2018-10-05,0.092
2018-10-06,0.233
2018-10-07,0.168
2018-10-08,0.16699999999999998
2018-10-09,0.145
2018-10-10,0.134
2018-10-11,0.12
2018-10-12,0.16
2018-10-13,0.191
2018-10-14,0.47100000000000003
2018-10-15,0.389
2018-10-16,0.312
2018-10-17,0.248
2018-10-18,0.198
2018-10-19,0.17300000000000001
2018-10-20,0.155
2018-10-21,0.149
2018-10-22,0.14300000000000002
2018-10-23,0.129
2018-10-24,0.13
2018-10-25,0.139
2018-10-26,0.138
2018-10-27,0.155
2018-10-28,0.14400000000000002
2018-10-29,0.14400000000000002
2018-10-30,0.15
2018-10-31,0.135
2018-11-01,0.139
2018-11-02,0.136
2018-11-03,0.142
2018-11-04,0.138
2018-11-05,0.141
2018-11-06,0.185
2018-11-07,0.204
2018-11-08,0.187
2018-11-09,0.336
2018-11-10,0.3720000000000001
2018-11-11,0.37
2018-11-12,0.32299999999999995
2018-11-13,0.257
2018-11-14,0.226
2018-11-15,0.193
2018-11-16,0.201
2018-11-17,0.19
2018-11-18,0.183
2018-11-19,0.175
2018-11-20,0.172
2018-11-21,0.171
2018-11-22,0.17800000000000002
2018-11-23,0.16699999999999998
2018-11-24,0.17
2018-11-25,0.17600000000000002
2018-11-26,0.168
2018-11-27,0.253
2018-11-28,0.353
2018-11-29,0.45799999999999996
2018-11-30,0.452
2018-12-01,0.465
2018-12-02,0.486
2018-12-03,0.556
2018-12-04,0.4920000000000001
2018-12-05,0.617
2018-12-06,0.885
2018-12-07,1.02
2018-12-08,1.22
2018-12-09,0.723
2018-12-10,0.57
2018-12-11,0.43799999999999994
2018-12-12,0.371
2018-12-13,0.33399999999999996
2018-12-14,0.316
2018-12-15,0.373
2018-12-16,0.58
2018-12-17,0.955
2018-12-18,1.06
2018-12-19,1.97
2018-12-20,1.72
2018-12-21,1.67
2018-12-22,2.36
2018-12-23,2.16
2018-12-24,2.43
2018-12-25,1.54
2018-12-26,1.11
2018-12-27,0.919
2018-12-28,0.738
2018-12-29,0.638
2018-12-30,0.578
2018-12-31,0.526
2019-01-01,0.5
2019-01-02,0.469
2019-01-03,0.424
2019-01-04,0.42
2019-01-05,0.41
2019-01-06,0.392
2019-01-07,0.382
2019-01-08,0.377
2019-01-09,0.35600000000000004
2019-01-10,0.374
2019-01-11,0.373
2019-01-12,0.344
2019-01-13,0.361
2019-01-14,0.375
2019-01-15,0.32899999999999996
2019-01-16,0.33799999999999997
2019-01-17,0.354
2019-01-18,0.332
2019-01-19,0.34
2019-01-20,0.327
2019-01-21,0.33899999999999997
2019-01-22,0.413
2019-01-23,0.4370000000000001
2019-01-24,0.4270000000000001
2019-01-25,0.43
2019-01-26,0.46
2019-01-27,0.664
2019-01-28,0.871
2019-01-29,0.6920000000000001
2019-01-30,0.938
2019-01-31,0.888
2019-03-04,0.511
2019-03-05,0.5820000000000001
2019-03-06,1.41
2019-03-07,1.49
2019-03-08,1.27
2019-03-09,1.14
2019-03-10,1.63
2019-03-11,1.62
2019-03-12,2.26
2019-03-13,3.26
2019-03-14,2.85
2019-03-15,2.31
2019-03-16,2.03
2019-03-17,2.17
2019-03-18,1.52
2019-03-19,1.22
2019-03-20,1.05
2019-03-21,0.93
2019-03-22,0.919
2019-03-23,0.858
2019-03-24,0.8190000000000001
2019-03-25,0.778
2019-03-26,0.6859999999999999
2019-03-27,0.652
2019-03-28,0.579
2019-03-29,0.531
2019-03-30,0.45399999999999996
2019-03-31,0.504
2019-04-01,0.48
2019-04-02,0.5720000000000001
2019-04-03,0.573
2019-04-04,0.608
2019-04-05,0.591
2019-04-06,0.5579999999999999
2019-04-07,0.45399999999999996
2019-04-08,0.52
2019-04-09,0.632
2019-04-10,0.49
2019-04-11,0.45399999999999996
2019-04-12,0.40700000000000003
2019-04-13,0.396
2019-04-14,0.397
2019-04-15,0.368
2019-04-16,0.35200000000000004
2019-04-17,0.366
2019-04-18,0.37
2019-04-19,0.377
2019-04-20,0.35100000000000003
2019-04-21,0.322
2019-04-22,0.318
2019-04-23,0.298
2019-04-24,0.301
2019-04-25,0.311
2019-04-26,0.327
2019-04-27,0.28600000000000003
2019-04-28,0.275
2019-04-29,0.24600000000000002
2019-04-30,0.237
2019-05-01,0.239
2019-05-02,0.263
2019-05-03,0.297
2019-05-04,0.26899999999999996
2019-05-05,0.24600000000000002
2019-05-06,0.23600000000000002
2019-05-07,0.27399999999999997
2019-05-08,0.4
2019-05-09,0.491
2019-05-10,0.391
2019-05-11,0.353
2019-05-12,0.318
2019-05-13,0.267
2019-05-14,0.23600000000000002
2019-05-15,0.21899999999999997
2019-05-16,0.20199999999999999
2019-05-17,0.212
2019-05-18,0.225
2019-05-19,0.281
2019-05-20,0.225
2019-05-21,0.21899999999999997
2019-05-22,0.205
2019-05-23,0.201
2019-05-24,0.198
2019-05-25,0.191
2019-05-26,0.18899999999999997
2019-05-27,0.218
2019-05-28,0.152
2019-05-29,0.16899999999999998
2019-05-30,0.16699999999999998
2019-05-31,0.159
2019-06-01,0.16899999999999998
2019-06-02,0.149
2019-06-03,0.152
2019-06-04,0.185
2019-06-05,0.135
2019-06-06,0.147
2019-06-07,0.35100000000000003
2019-06-08,0.44
2019-06-09,0.34700000000000003
2019-06-10,0.496
2019-06-11,0.805
2019-06-12,1.02
2019-06-13,3.65
2019-06-14,5.1
2019-06-15,2.46
