,49006
2018-06-18,0.155
2018-06-19,0.158
2018-06-20,0.141
2018-06-21,0.127
2018-06-22,0.136
2018-06-23,0.131
2018-06-24,0.131
2018-06-25,0.128
2018-06-26,0.129
2018-06-27,0.125
2018-06-28,0.125
2018-06-29,0.11900000000000001
2018-06-30,0.11699999999999999
2018-07-01,0.155
2018-07-02,0.11800000000000001
2018-07-03,0.109
2018-07-04,0.114
2018-07-05,0.10400000000000001
2018-07-06,0.102
2018-07-07,0.09300000000000001
2018-07-08,0.08199999999999999
2018-07-09,0.076
2018-07-10,0.076
2018-07-11,0.07400000000000001
2018-07-12,0.065
2018-07-13,0.057999999999999996
2018-07-14,0.052000000000000005
2018-07-15,0.048
2018-07-16,0.07400000000000001
2018-07-17,0.055
2018-07-18,0.043
2018-07-19,0.034
2018-07-20,0.035
2018-07-21,0.036000000000000004
2018-07-22,0.027000000000000003
2018-07-23,0.026000000000000002
2018-07-24,0.018000000000000002
2018-07-25,0.006999999999999999
2018-07-26,0.006
2018-07-27,0.024
2018-07-28,0.113
2018-07-29,0.185
2018-07-30,0.095
2018-07-31,0.08
2018-08-01,0.084
2018-08-02,0.084
2018-08-03,0.078
2018-08-04,0.073
2018-08-05,0.055999999999999994
2018-08-06,0.053
2018-08-07,0.057999999999999996
2018-08-08,0.044000000000000004
2018-08-09,0.042
2018-08-10,0.06
2018-08-11,0.20199999999999999
2018-08-12,0.198
2018-08-13,0.127
2018-08-14,0.11199999999999999
2018-08-15,0.13699999999999998
2018-08-16,0.145
2018-08-17,0.10099999999999999
2018-08-18,0.1
2018-08-19,0.114
2018-08-20,0.11900000000000001
2018-08-21,0.11199999999999999
2018-08-22,0.12
2018-08-23,0.122
2018-08-24,0.113
2018-08-25,0.1
2018-08-26,0.16699999999999998
2018-08-27,0.11599999999999999
2018-08-28,0.10400000000000001
2018-08-29,0.115
2018-08-30,0.096
2018-08-31,0.091
2018-09-01,0.09699999999999999
2018-09-02,0.025
2018-09-03,0.027999999999999997
2018-09-04,0.024
2018-09-05,0.021
2018-09-06,0.024
2018-09-07,0.017
2018-09-08,0.018000000000000002
2018-09-09,0.018000000000000002
2018-09-10,0.018000000000000002
2018-09-11,0.031
2018-09-12,0.024
2018-09-13,0.021
2018-09-14,0.023
2018-09-15,0.021
2018-09-16,0.03
2018-09-17,0.033
2018-09-18,0.035
2018-09-19,0.037000000000000005
2018-09-20,0.14
2018-09-21,0.061
2018-09-22,0.14
2018-09-23,0.129
2018-09-24,0.061
2018-09-25,0.052000000000000005
2018-09-26,0.040999999999999995
2018-09-27,0.04
2018-09-28,0.04
2018-09-29,0.039
2018-09-30,0.04
2018-10-01,0.043
2018-10-02,0.055
2018-10-03,0.055
2018-10-04,0.057
2018-10-05,0.06
2018-10-06,0.069
2018-10-07,0.055999999999999994
2018-10-08,0.057999999999999996
2018-10-09,0.057999999999999996
2018-10-10,0.065
2018-10-11,0.109
2018-10-12,0.33899999999999997
2018-10-13,0.366
2018-10-14,0.609
2018-10-15,0.434
2018-10-16,0.395
2018-10-17,0.348
2018-10-18,0.3
2018-10-19,0.268
2018-10-20,0.242
2018-10-21,0.223
2018-10-22,0.20199999999999999
2018-10-23,0.192
2018-10-24,0.182
2018-10-25,0.17
2018-10-26,0.171
2018-10-27,0.154
2018-10-28,0.13699999999999998
2018-10-29,0.128
2018-10-30,0.11599999999999999
2018-10-31,0.5870000000000001
2018-11-01,0.28800000000000003
2018-11-02,0.24100000000000002
2018-11-03,0.265
2018-11-04,0.308
2018-11-05,0.272
2018-11-06,0.517
2018-11-07,1.01
2018-11-08,1.06
2018-11-09,1.54
2018-11-10,1.37
2018-11-11,1.03
2018-11-12,0.828
2018-11-13,0.68
2018-11-14,0.5770000000000001
2018-11-15,0.494
2018-11-16,0.424
2018-11-17,0.36
2018-11-18,0.307
2018-11-19,0.26899999999999996
2018-11-20,0.23800000000000002
2018-11-21,0.215
2018-11-22,0.209
2018-11-23,0.35600000000000004
2018-11-24,0.293
2018-11-25,0.23800000000000002
2018-11-26,0.231
2018-11-27,0.639
2018-11-28,0.8009999999999999
2018-11-29,1.08
2018-11-30,1.15
2018-12-01,1.68
2018-12-02,1.46
2018-12-03,1.12
2018-12-04,0.894
2018-12-05,1.35
2018-12-06,2.37
2018-12-07,2.45
2018-12-08,2.27
2018-12-09,1.4
2018-12-10,1.06
2018-12-11,0.917
2018-12-12,0.983
2018-12-13,0.7490000000000001
2018-12-14,0.708
2018-12-15,1.02
2018-12-16,0.846
2018-12-17,0.754
2018-12-18,1.27
2018-12-19,1.07
2018-12-20,1.42
2018-12-21,1.24
2018-12-22,1.2
2018-12-23,1.88
2018-12-24,1.51
2018-12-25,1.2
2018-12-26,0.9540000000000001
2018-12-27,0.768
2018-12-28,0.65
2018-12-29,0.598
2018-12-30,0.519
2018-12-31,0.44
2019-01-01,0.386
2019-01-02,0.337
2019-01-03,0.299
2019-01-04,0.271
2019-01-05,0.251
2019-01-06,0.23
2019-01-07,0.249
2019-01-08,0.21600000000000005
2019-01-09,0.188
2019-01-10,0.175
2019-01-11,0.171
2019-01-12,0.172
2019-01-13,0.161
2019-01-14,0.147
2019-01-15,0.149
2019-01-16,0.196
2019-01-17,0.168
2019-01-18,0.192
2019-01-19,0.304
2019-01-20,0.28300000000000003
2019-01-21,0.35600000000000004
2019-01-22,0.38799999999999996
2019-01-23,0.374
2019-01-24,0.39299999999999996
2019-01-25,0.376
2019-01-26,0.43
2019-01-27,0.3720000000000001
2019-01-28,0.35200000000000004
2019-01-29,0.46399999999999997
2019-01-30,0.39
2019-01-31,0.43
2019-02-01,0.396
2019-02-02,0.408
2019-02-03,0.7
2019-02-04,0.8170000000000001
2019-02-05,1.28
2019-02-06,1.02
2019-02-07,0.905
2019-02-08,1.03
2019-02-09,1.44
2019-02-10,1.36
2019-02-11,0.9940000000000001
2019-02-12,0.8270000000000001
2019-02-13,0.6920000000000001
2019-02-14,0.589
2019-02-15,0.515
2019-02-16,0.45299999999999996
2019-02-17,0.39899999999999997
2019-02-18,0.35200000000000004
2019-02-19,0.312
2019-02-20,0.282
2019-02-21,0.251
2019-02-22,0.228
2019-02-23,0.21100000000000002
2019-02-24,0.19399999999999998
2019-02-25,0.179
2019-02-26,0.172
2019-02-27,0.171
2019-02-28,0.18899999999999997
2019-03-01,0.19
2019-03-02,0.20800000000000002
2019-03-03,0.264
2019-03-04,0.191
2019-03-05,0.6940000000000001
2019-03-06,0.898
2019-03-07,0.636
2019-03-08,0.623
2019-03-09,0.638
2019-03-10,0.55
2019-03-11,0.535
2019-03-12,1.43
