,orig
2018-06-18,0.031
2018-06-19,0.03
2018-06-20,0.029
2018-06-21,0.029
2018-06-22,0.038
2018-06-23,0.036
2018-06-24,0.036
2018-06-25,0.036
2018-06-26,0.036
2018-06-27,0.036
2018-06-28,0.036
2018-06-29,0.035
2018-06-30,0.035
2018-07-01,0.037
2018-07-02,0.035
2018-07-03,0.035
2018-07-04,0.035
2018-07-05,0.035
2018-07-06,0.034
2018-07-07,0.034
2018-07-08,0.033
2018-07-09,0.033
2018-07-10,0.033
2018-07-11,0.033
2018-07-12,0.032
2018-07-13,0.032
2018-07-14,0.031
2018-07-15,0.031
2018-07-16,0.033
2018-07-17,0.031
2018-07-18,0.031
2018-07-19,0.03
2018-07-20,0.03
2018-07-21,0.03
2018-07-22,0.029
2018-07-23,0.029
2018-07-24,0.028
2018-07-25,0.027
2018-07-26,0.027
2018-07-27,0.029
2018-07-28,0.035
2018-07-29,0.038
2018-07-30,0.034
2018-07-31,0.033
2018-08-01,0.033
2018-08-02,0.033
2018-08-03,0.033
2018-08-04,0.033
2018-08-05,0.031
2018-08-06,0.031
2018-08-07,0.031
2018-08-08,0.03
2018-08-09,0.03
2018-08-10,0.032
2018-08-11,0.038
2018-08-12,0.039
2018-08-13,0.035
2018-08-14,0.035
2018-08-15,0.036
2018-08-16,0.036
2018-08-17,0.034
2018-08-18,0.034
2018-08-19,0.035
2018-08-20,0.035
2018-08-21,0.035
2018-08-22,0.035
2018-08-23,0.035
2018-08-24,0.035
2018-08-25,0.034
2018-08-26,0.037
2018-08-27,0.035
2018-08-28,0.034
2018-08-29,0.035
2018-08-30,0.034
2018-08-31,0.033
2018-09-01,0.034
2018-09-02,0.033
2018-09-03,0.034
2018-09-04,0.033
2018-09-05,0.033
2018-09-06,0.046
2018-09-07,0.045
2018-09-08,0.045
2018-09-09,0.045
2018-09-10,0.045
2018-09-11,0.047
2018-09-12,0.046
2018-09-13,0.046
2018-09-14,0.046
2018-09-15,0.046
2018-09-16,0.047
2018-09-17,0.047
2018-09-18,0.047
2018-09-19,0.048
2018-09-20,0.142
2018-09-21,0.066
2018-09-22,0.14
2018-09-23,0.129
2018-09-24,0.061
2018-09-25,0.054
2018-09-26,0.048
2018-09-27,0.13
2018-09-28,0.129
2018-09-29,0.126
2018-09-30,0.13
2018-10-01,0.138
2018-10-02,0.164
2018-10-03,0.165
2018-10-04,0.169
2018-10-05,0.175
2018-10-06,0.194
2018-10-07,0.167
2018-10-08,0.172
2018-10-09,0.172
2018-10-10,0.186
2018-10-11,0.274
2018-10-12,0.645
2018-10-13,0.684
2018-10-14,1.01
2018-10-15,0.79
2018-10-16,0.735
2018-10-17,0.667
2018-10-18,0.596
2018-10-19,0.547
2018-10-20,0.506
2018-10-21,0.476
2018-10-22,0.44
2018-10-23,0.425
2018-10-24,0.407
2018-10-25,0.386
2018-10-26,0.389
2018-10-27,0.359
2018-10-28,0.328
2018-10-29,0.312
2018-10-30,0.289
2018-10-31,0.912
2018-11-01,0.576
2018-11-02,0.505
2018-11-03,0.542
2018-11-04,0.607
2018-11-05,0.553
2018-11-06,0.887
2018-11-07,1.49
2018-11-08,1.57
2018-11-09,2.06
2018-11-10,1.9
2018-11-11,1.54
2018-11-12,1.3
2018-11-13,1.11
2018-11-14,0.983
2018-11-15,0.872
2018-11-16,0.776
2018-11-17,0.685
2018-11-18,0.606
2018-11-19,0.549
2018-11-20,0.499
2018-11-21,0.461
2018-11-22,0.452
2018-11-23,0.667
2018-11-24,0.584
2018-11-25,0.5
2018-11-26,0.488
2018-11-27,1.05
2018-11-28,1.24
2018-11-29,1.59
2018-11-30,1.64
2018-12-01,2.22
2018-12-02,2.0
2018-12-03,1.63
2018-12-04,1.37
2018-12-05,1.87
2018-12-06,2.82
2018-12-07,2.96
2018-12-08,2.8
2018-12-09,1.93
2018-12-10,1.57
2018-12-11,1.4
2018-12-12,1.48
2018-12-13,1.2
2018-12-14,1.15
2018-12-15,1.51
2018-12-16,1.32
2018-12-17,1.21
2018-12-18,1.79
2018-12-19,1.57
2018-12-20,1.94
2018-12-21,1.76
2018-12-22,1.72
2018-12-23,2.42
2018-12-24,2.05
2018-12-25,1.72
2018-12-26,1.44
2018-12-27,1.22
2018-12-28,1.08
2018-12-29,1.01
2018-12-30,0.906
2018-12-31,0.799
2019-01-01,0.722
2019-01-02,0.651
2019-01-03,0.595
2019-01-04,0.551
2019-01-05,0.519
2019-01-06,0.487
2019-01-07,0.516
2019-01-08,0.464
2019-01-09,0.417
2019-01-10,0.396
2019-01-11,0.388
2019-01-12,0.39
2019-01-13,0.37
2019-01-14,0.347
2019-01-15,0.35
2019-01-16,0.43
2019-01-17,0.384
2019-01-18,0.423
2019-01-19,0.602
2019-01-20,0.569
2019-01-21,0.678
2019-01-22,0.725
2019-01-23,0.705
2019-01-24,0.732
2019-01-25,0.709
2019-01-26,0.785
2019-01-27,0.702
2019-01-28,0.674
2019-01-29,0.829
2019-01-30,0.729
2019-01-31,0.785
2019-02-01,0.736
2019-02-02,0.754
2019-02-03,1.1
2019-02-04,1.28
2019-02-05,1.77
2019-02-06,1.52
2019-02-07,1.39
2019-02-08,1.53
2019-02-09,1.92
2019-02-10,1.89
2019-02-11,1.49
2019-02-12,1.29
2019-02-13,1.13
2019-02-14,0.998
2019-02-15,0.9
2019-02-16,0.816
2019-02-17,0.74
2019-02-18,0.673
2019-02-19,0.613
2019-02-20,0.569
2019-02-21,0.52
2019-02-22,0.483
2019-02-23,0.456
2019-02-24,0.427
2019-02-25,0.403
2019-02-26,0.39
2019-02-27,0.388
2019-02-28,0.419
2019-03-01,0.42
2019-03-02,0.449
2019-03-03,0.538
2019-03-04,0.422
2019-03-05,1.08
2019-03-06,1.36
2019-03-07,1.06
2019-03-08,1.04
2019-03-09,1.06
2019-03-10,0.948
2019-03-11,0.927
2019-03-12,1.92
