,0,1,2,3,4,5,6,7,8,9
1982-01-04,2.2503924,2.5072813,2.2362788,1.9369687,2.3708022,2.409559,2.447105,2.416277,2.3492305,2.3805764
1982-01-09,1.6665808,1.624897,1.8429632,1.6577215,1.7127013,1.5276372,1.7925204,1.6969965,1.7014625,1.6408358
1982-01-10,1.62863,1.2733442,1.6055912,1.4755006,1.4660794,1.3746344,1.5061725,1.4278754,1.6323433,1.4214326
1982-01-11,1.3517832,1.2283115,1.2409438,1.3228158,1.4685789,1.340177,1.2559177,1.2387398,1.2653528,1.266632
1982-01-12,0.93452084,0.9356573,0.9270269,0.9499758,0.96223277,0.99122036,0.9589432,0.9369815,0.93773085,0.8526643
1982-01-13,0.9220443,0.917598,0.9325842,0.95133203,0.95834225,0.9014932,0.9078859,0.9303081,0.8980579,0.8491058
1982-01-14,0.9119011,0.83734626,0.9134758,0.90480834,0.9676873,0.8842253,0.8970418,0.9004039,0.87507194,0.80997694
1982-01-15,0.9448389,0.87405133,0.881769,0.8879463,0.9560512,0.91622293,0.90612245,0.9065247,0.8953027,0.87100255
1982-01-16,0.90317714,0.81861466,0.8335389,0.8553787,0.92327505,0.88375854,0.86547977,0.8365429,0.8920329,0.7992276
1982-01-17,1.5595803,1.3729006,1.6278181,1.5502648,1.6317421,1.5818217,1.471117,1.4812568,1.5019443,1.2021908
1982-01-18,3.657143,3.0452995,3.5380127,3.4281995,3.5784142,3.607233,3.6403751,3.5488598,3.2929537,3.415417
1982-01-19,2.5203516,2.7106378,2.6086946,2.9052346,2.5302007,2.7228804,2.8157527,2.5627382,2.3065374,2.6710835
1982-01-20,3.170843,3.1279857,3.1330554,3.0842628,3.1080496,3.2058728,3.3245664,3.3601143,3.1485643,3.2307396
1982-01-21,2.157722,2.3623543,2.4057333,2.488656,2.450096,2.340222,2.4540138,2.4612854,2.3417878,2.3302922
1982-01-22,2.086194,2.2373888,2.2342677,2.230864,2.177177,2.1205888,2.254209,2.2782967,2.194922,2.1353981
1982-01-23,1.7200124,1.793418,1.9086878,1.8542519,1.8778783,1.7505896,1.8146571,1.8513141,1.8137438,1.7333472
1982-01-24,1.5096244,1.5580271,1.6311336,1.530905,1.5618507,1.5813769,1.5569681,1.5834845,1.5751371,1.538607
1982-01-25,1.5646604,1.6177486,1.6705843,1.6194535,1.6489758,1.5179689,1.4995154,1.5534295,1.5996867,1.5039936
1982-01-26,1.9104997,1.8716329,1.9106085,1.8890643,1.9307481,1.6172993,1.8799757,1.9994915,1.7905681,1.7657442
1982-01-27,1.5641996,1.5637275,1.598339,1.3741442,1.5401117,1.4647946,1.5318438,1.6319729,1.5103047,1.3712432
1982-01-28,1.3447683,1.40055,1.356127,1.2794745,1.2680687,1.2417324,1.2261044,1.2873832,1.3317003,1.2190763
1982-01-29,1.2033733,1.2696017,1.306231,1.2591724,1.2330072,1.1983647,1.1845262,1.1529689,1.2478864,1.1930287
1982-01-30,1.0974284,1.1455288,1.156162,1.080374,1.0689001,1.0931232,1.0712906,1.0915816,1.0782839,1.0748022
1982-01-31,1.0543799,1.0874077,1.0931921,1.0381973,1.0234956,1.0194483,1.0104456,1.0498651,1.0054033,1.0570126
1982-02-01,1.0319103,1.0114697,1.0378878,0.99337107,0.9927936,0.98620224,0.9852122,0.9992982,0.96911365,1.0309876
1982-02-02,0.99980557,0.9661571,0.9816325,0.9392696,0.97522193,0.96000206,0.9598981,0.959916,0.93725556,0.9812416
1982-02-03,0.9518461,0.9217127,0.9232647,0.9014135,0.93296695,0.91715264,0.9052516,0.91312367,0.9018677,0.9292331
1982-02-04,0.91892475,0.8861154,0.89181644,0.88613826,0.908035,0.88551265,0.86312103,0.87631273,0.8661447,0.88867944
1982-02-05,1.3244416,1.2692399,1.2754008,1.3131846,1.3407673,1.3259208,1.280151,1.3124596,1.2828699,1.3302613
1982-02-06,1.113259,0.9985267,1.0920978,1.1789691,1.130262,0.96203446,1.1231431,1.0921923,1.0405622,1.0454481
1982-02-07,1.1247376,1.0322074,1.0364997,0.99111015,1.0178988,1.0238566,1.033428,0.947185,1.0623753,0.93676054
1982-02-08,1.0704387,1.0267487,1.0117041,1.1123261,1.0757556,0.9840775,0.9445591,0.94777524,0.9779875,0.9517385
1982-02-09,1.0007461,1.0255053,1.0267967,0.94437146,0.9722192,0.9465846,0.94597167,0.9873302,0.9611785,0.9665414
1982-02-10,0.88938236,0.9188519,0.8823543,0.89016116,0.8773175,0.8807126,0.83183455,0.87108785,0.8386275,0.86738956
1982-02-11,1.1539551,1.1369138,1.1635094,1.0877988,1.0875036,1.121665,1.1753986,1.0637485,1.139416,1.0679088
