,orig
2019-03-29,3.2
2019-03-30,3.0
2019-03-31,2.79
2019-04-01,2.63
2019-04-02,2.77
2019-04-03,3.82
2019-04-04,7.45
2019-04-05,5.34
2019-04-06,4.34
2019-04-07,3.67
2019-04-08,3.37
2019-04-10,2.89
2019-04-11,2.66
2019-04-12,2.49
2019-04-13,2.31
2019-04-14,2.2
2019-04-15,2.21
2019-04-16,2.19
2019-04-17,1.89
2019-04-18,1.76
2019-04-19,1.65
2019-04-20,1.59
2019-04-21,1.55
2019-04-22,1.52
2019-04-23,1.41
2019-04-24,1.47
2019-04-25,1.49
2019-04-26,1.49
2019-04-27,1.35
2019-04-28,1.31
2019-04-29,1.27
2019-04-30,1.24
2019-05-01,1.2
2019-05-02,1.17
2019-05-03,1.15
2019-05-04,1.09
2019-05-05,1.05
2019-05-06,1.02
2019-05-07,1.05
2019-05-08,4.91
2019-05-09,2.18
2019-05-10,2.7
2019-05-11,1.96
2019-05-12,1.48
2019-05-13,1.33
2019-05-14,1.25
2019-05-15,1.18
2019-05-16,1.13
2019-05-17,1.14
2019-05-18,1.12
2019-05-19,1.06
2019-05-20,1.0
2019-05-21,0.957
2019-05-22,1.11
2019-05-23,1.13
2019-05-24,1.34
2019-05-25,1.34
2019-05-26,1.35
2019-05-27,1.33
2019-05-28,1.3
2019-05-29,1.35
2019-05-30,1.3
2019-05-31,1.25
2019-06-01,1.28
2019-06-02,1.26
2019-06-03,1.3
2019-06-04,1.4
2019-06-05,1.36
2019-06-06,1.35
2019-06-07,2.13
2019-06-08,3.0
2019-06-09,1.7
2019-06-10,2.64
2019-06-11,5.59
2019-06-12,2.85
2019-06-13,5.29
2019-06-14,6.11
2019-06-15,4.81
2019-06-16,3.8
2019-06-17,3.2
2019-06-18,2.9
2019-06-19,3.08
2019-06-20,2.51
2019-06-21,2.1
2019-06-22,1.8
2019-06-23,1.75
2019-06-24,1.67
2019-06-25,1.57
2019-06-26,1.49
2019-06-27,1.63
2019-06-28,1.63
2019-06-29,1.67
2019-06-30,1.6
2019-07-01,1.61
2019-07-02,1.55
2019-07-03,1.72
2019-07-04,1.74
2019-07-05,1.77
2019-07-06,1.75
2019-07-07,1.73
2019-07-08,1.72
2019-07-09,1.63
2019-07-10,1.56
2019-07-11,1.58
2019-07-12,1.58
2019-07-13,1.71
2019-07-14,1.72
2019-07-15,1.65
2019-07-16,1.6
2019-07-17,1.6
2019-07-18,1.61
2019-07-19,2.01
2019-07-20,1.81
2019-07-21,1.63
2019-07-22,1.58
2019-07-23,1.51
2019-07-24,1.56
2019-07-25,1.51
2019-07-26,1.51
2019-07-27,1.49
2019-07-28,1.46
2019-07-29,1.5
2019-07-30,2.07
2019-07-31,1.8
