,40017,orig
1977-12-12,0.533,0.533
1977-12-13,0.365,0.365
1977-12-14,0.316,0.316
1977-12-15,0.275,0.275
1977-12-16,0.252,0.252
1977-12-17,0.232,0.232
1977-12-18,0.309,0.309
1977-12-19,0.272,0.272
1977-12-20,0.241,0.241
1977-12-21,0.338,0.338
1977-12-22,0.502,0.502
1977-12-23,1.535,1.535
1977-12-24,0.642,0.642
1977-12-25,0.51,0.51
1977-12-26,1.251,1.251
1977-12-27,0.995,0.995
1977-12-28,0.528,0.528
1977-12-29,0.405,0.405
1977-12-30,0.346,0.346
1977-12-31,0.308,0.308
1978-01-01,0.285,0.285
1978-01-02,0.263,0.263
1978-01-03,0.252,0.252
1978-01-04,0.234,0.234
1978-01-05,0.221,0.221
1978-01-06,0.22,0.22
1978-01-07,0.215,0.215
1978-01-08,0.202,0.202
1978-01-09,0.258,0.258
1978-01-10,0.432,0.432
1978-01-11,1.434,1.434
1978-01-12,0.622,0.622
1978-01-13,0.39,0.39
1978-01-14,0.341,0.341
1978-01-15,0.329,0.329
1978-01-16,0.313,0.313
1978-01-17,0.383,0.383
1978-01-18,0.301,0.301
1978-01-19,0.475,0.475
1978-01-20,0.37,0.37
1978-01-21,0.715,0.715
1978-01-22,1.586,1.586
1978-01-23,2.425,2.425
1978-01-24,0.928,0.928
1978-01-25,0.552,0.552
1978-01-26,0.966,0.966
1978-01-27,0.959,0.959
1978-01-28,2.661,2.661
1978-01-29,1.042,1.042
1978-01-30,0.733,0.733
1978-01-31,0.834,0.834
1978-02-01,0.955,0.955
1978-02-02,1.408,1.408
1978-02-03,0.82,0.82
1978-02-04,1.472,1.472
1978-02-05,1.297,1.297
1978-02-06,0.901,0.901
1978-02-07,0.642,0.642
1978-02-08,0.552,0.552
1978-02-09,0.473,0.473
1978-02-10,0.426,0.426
1978-02-11,0.375,0.375
1978-02-12,0.345,0.345
1978-02-13,0.327,0.327
1978-02-14,0.304,0.304
1978-02-15,0.293,0.293
1978-02-16,0.304,0.304
1978-02-17,0.292,0.292
1978-02-18,0.27,0.27
1978-02-19,0.259,0.259
1978-02-20,0.246,0.246
1978-02-21,0.407,0.407
1978-02-22,0.444,0.444
1978-02-23,0.45,0.45
1978-02-24,0.468,0.468
1978-02-25,0.894,0.894
1978-02-26,1.347,1.347
1978-02-27,0.899,0.899
1978-02-28,0.564,0.564
1978-03-01,0.591,0.591
1978-03-02,0.824,0.824
1978-03-03,0.64,0.64
1978-03-04,0.461,0.461
1978-03-05,0.372,0.372
1978-03-06,0.347,0.347
1978-03-07,0.31,0.31
1978-03-08,0.295,0.295
1978-03-09,0.283,0.283
1978-03-10,0.273,0.273
1978-03-11,0.266,0.266
1978-03-12,0.259,0.259
1978-03-13,0.365,0.365
1978-03-14,0.521,0.521
1978-03-15,0.51,0.51
1978-03-16,0.882,0.882
1978-03-17,0.46,0.46
1978-03-18,0.361,0.361
1978-03-19,0.508,0.508
1978-03-20,0.733,0.733
1978-03-21,0.486,0.486
1978-03-22,0.497,0.497
1978-03-23,0.425,0.425
1978-03-24,0.343,0.343
1978-03-25,0.325,0.325
1978-03-26,0.302,0.302
1978-03-27,0.302,0.302
1978-03-28,0.691,0.691
1978-03-29,0.524,0.524
1978-03-30,0.38,0.38
1978-03-31,0.454,0.454
1978-04-01,0.536,0.536
1978-04-02,0.441,0.441
1978-04-03,0.373,0.373
1978-04-04,0.331,0.331
1978-04-05,0.3,0.3
1978-04-06,0.273,0.273
1978-04-07,0.254,0.254
1978-04-08,0.256,0.256
1978-04-09,0.261,0.261
1978-04-10,0.231,0.231
1978-04-11,0.252,0.252
1978-04-12,0.446,0.446
1978-04-13,0.634,0.634
1978-04-14,0.515,0.515
1978-04-15,0.357,0.357
1978-04-16,0.285,0.285
1978-04-17,0.239,0.239
1978-04-18,0.246,0.246
1978-04-19,0.268,0.268
1978-04-20,0.305,0.305
1978-04-21,0.306,0.306
1978-04-22,0.306,0.306
1978-04-23,0.295,0.295
1978-04-24,0.281,0.281
1978-04-25,0.286,0.286
1978-04-26,0.448,0.448
1978-04-27,0.271,0.271
1978-04-28,0.354,0.354
1978-04-29,0.625,0.625
1978-04-30,0.576,0.576
1978-05-01,0.869,0.869
1978-05-02,1.849,1.849
1978-05-03,0.611,0.611
1978-05-04,0.462,0.462
1978-05-05,0.629,0.629
1978-05-06,1.182,1.182
1978-05-07,0.613,0.613
1978-05-08,0.476,0.476
1978-05-09,0.39,0.39
1978-05-10,0.328,0.328
1978-05-11,0.296,0.296
1978-05-12,0.303,0.303
1978-05-13,0.28,0.28
1978-05-14,0.262,0.262
1978-05-15,0.278,0.278
1978-05-16,0.255,0.255
1978-05-17,0.234,0.234
1978-05-18,0.217,0.217
1978-05-19,0.205,0.205
1978-05-20,0.2,0.2
1978-05-21,0.207,0.207
1978-05-22,0.193,0.193
1978-05-23,0.171,0.171
1978-05-24,0.172,0.172
1978-05-25,0.163,0.163
1978-05-26,0.151,0.151
1978-05-27,0.156,0.156
1978-05-28,0.153,0.153
1978-05-29,0.145,0.145
1978-05-30,0.143,0.143
1978-05-31,0.143,0.143
1978-06-01,0.137,0.137
1978-06-02,0.129,0.129
1978-06-03,0.116,0.116
1978-06-04,0.121,0.121
1978-06-05,0.123,0.123
1978-06-06,0.118,0.118
1978-06-07,0.116,0.116
1978-06-08,0.117,0.117
1978-06-09,0.116,0.116
1978-06-10,0.108,0.108
1978-06-11,0.106,0.106
1978-06-12,0.106,0.106
1978-06-13,0.113,0.113
1978-06-14,0.106,0.106
1978-06-15,0.117,0.117
1978-06-16,0.104,0.104
1978-06-17,0.096,0.096
1978-06-18,0.096,0.096
1978-06-19,0.096,0.096
1978-06-20,0.096,0.096
1978-06-21,0.094,0.094
1978-06-22,0.128,0.128
1978-06-23,0.197,0.197
1978-06-24,0.129,0.129
1978-06-25,0.097,0.097
1978-06-26,0.096,0.096
1978-06-27,0.072,0.072
1978-06-28,0.108,0.108
1978-06-29,0.099,0.099
1978-06-30,0.096,0.096
1978-07-01,0.089,0.089
1978-07-02,0.092,0.092
1978-07-03,0.108,0.108
1978-07-04,0.097,0.097
1978-07-05,0.088,0.088
1978-07-06,0.086,0.086
1978-07-07,0.086,0.086
1978-07-08,0.093,0.093
1978-07-09,0.093,0.093
1978-07-10,0.086,0.086
1978-07-11,0.086,0.086
1978-07-12,0.08,0.08
1978-07-13,0.076,0.076
1978-07-14,0.076,0.076
1978-07-15,0.078,0.078
1978-07-16,0.073,0.073
1978-07-17,0.067,0.067
1978-07-18,0.075,0.075
1978-07-19,0.067,0.067
1978-07-20,0.067,0.067
1978-07-21,0.067,0.067
1978-07-22,0.078,0.078
1978-07-23,0.076,0.076
1978-07-24,0.076,0.076
1978-07-25,0.076,0.076
1978-07-26,0.076,0.076
1978-07-27,0.071,0.071
1978-07-28,0.062,0.062
1978-07-29,0.062,0.062
1978-07-30,0.151,0.151
1978-07-31,0.386,0.386
1978-08-01,0.123,0.123
1978-08-02,0.116,0.116
1978-08-03,0.089,0.089
1978-08-04,0.069,0.069
1978-08-05,0.057,0.057
1978-08-06,0.057,0.057
1978-08-07,0.114,0.114
1978-08-08,0.098,0.098
1978-08-09,0.086,0.086
1978-08-10,0.086,0.086
1978-08-11,0.086,0.086
1978-08-12,0.085,0.085
1978-08-13,0.068,0.068
1978-08-14,0.066,0.066
1978-08-15,0.067,0.067
1978-08-16,0.075,0.075
1978-08-17,0.067,0.067
1978-08-18,0.073,0.073
1978-08-19,0.057,0.057
1978-08-20,0.057,0.057
1978-08-21,0.057,0.057
1978-08-22,0.057,0.057
1978-08-23,0.057,0.057
1978-08-24,0.057,0.057
1978-08-25,0.057,0.057
1978-08-26,0.065,0.065
1978-08-27,0.057,0.057
1978-08-28,0.057,0.057
1978-08-29,0.057,0.057
1978-08-30,0.057,0.057
1978-08-31,0.061,0.061
1978-09-01,0.066,0.066
1978-09-02,0.057,0.057
1978-09-03,0.057,0.057
1978-09-04,0.057,0.057
1978-09-05,0.057,0.057
1978-09-06,0.057,0.057
1978-10-01,0.044,0.044
1978-10-02,0.046,0.046
1978-10-03,0.047,0.047
1978-10-04,0.047,0.047
1978-11-01,0.092,0.092
1978-11-02,0.087,0.087
1978-11-03,0.077,0.077
1978-11-04,0.077,0.077
1978-11-05,0.077,0.077
1978-11-06,0.077,0.077
1978-11-07,0.077,0.077
1978-11-08,0.077,0.077
1978-11-09,0.077,0.077
1978-11-10,0.069,0.069
1978-11-11,0.069,0.069
1978-11-12,0.072,0.072
1978-11-13,0.074,0.074
1978-11-14,0.074,0.074
1978-11-15,0.078,0.078
1978-11-16,0.071,0.071
1978-11-17,0.071,0.071
1978-11-18,0.086,0.086
1978-11-19,0.076,0.076
1978-11-20,0.079,0.079
1978-11-21,0.075,0.075
1978-11-22,0.074,0.074
1978-11-23,0.072,0.072
1978-11-24,0.069,0.069
1978-11-25,0.069,0.069
1978-11-26,0.069,0.069
1978-11-27,0.069,0.069
1978-11-28,0.078,0.078
1978-11-29,0.083,0.083
1978-11-30,0.075,0.075
1978-12-01,0.074,0.074
1978-12-02,0.074,0.074
1978-12-03,0.082,0.082
1978-12-04,0.081,0.081
1978-12-05,0.065,0.065
1978-12-06,0.063,0.063
1978-12-07,0.075,0.075
1978-12-08,0.301,0.301
1978-12-09,0.105,0.105
1978-12-10,0.153,0.153
1978-12-11,0.106,0.106
1978-12-12,0.273,0.273
1978-12-13,0.296,0.296
1978-12-14,0.179,0.179
1978-12-15,0.15,0.15
1978-12-16,0.106,0.106
1978-12-17,0.087,0.087
1978-12-18,0.078,0.078
1978-12-19,0.077,0.077
1978-12-20,0.077,0.077
1978-12-21,0.073,0.073
1978-12-22,0.074,0.074
1978-12-23,0.182,0.182
1978-12-24,1.038,1.038
1978-12-25,0.67,0.67
1978-12-26,0.339,0.339
1978-12-27,0.33,0.33
1978-12-28,1.516,1.516
1978-12-29,1.048,1.048
1978-12-30,0.486,0.486
1978-12-31,0.303,0.303
1979-01-01,0.206,0.206
1979-01-02,0.186,0.186
1979-01-03,0.186,0.186
1979-01-04,0.17,0.17
1979-01-05,0.133,0.133
1979-01-06,0.137,0.137
1979-01-07,0.391,0.391
1979-01-08,1.105,1.105
1979-01-09,0.567,0.567
1979-01-10,1.51,1.51
1979-01-11,0.563,0.563
1979-01-12,0.335,0.335
1979-01-13,0.237,0.237
1979-01-14,0.222,0.222
1979-01-15,0.22,0.22
1979-01-16,0.22,0.22
1979-01-17,0.291,0.291
1979-01-18,0.241,0.241
1979-01-19,0.302,0.302
1979-01-20,0.945,0.945
1979-01-21,0.421,0.421
1979-01-22,0.353,0.353
1979-01-23,0.391,0.391
1979-01-24,0.315,0.315
1979-01-25,0.937,0.937
1979-01-26,0.667,0.667
1979-01-27,0.429,0.429
1979-01-28,0.582,0.582
1979-01-29,1.304,1.304
1979-01-30,0.774,0.774
1979-01-31,0.53,0.53
1979-02-01,2.507,2.507
1979-02-02,0.989,0.989
1979-02-03,0.527,0.527
1979-02-04,0.443,0.443
1979-02-05,0.352,0.352
1979-02-06,0.459,0.459
1979-02-07,1.395,1.395
1979-02-08,0.636,0.636
1979-02-09,0.471,0.471
1979-02-10,0.425,0.425
1979-02-11,0.467,0.467
1979-02-12,0.866,0.866
1979-02-13,2.649,2.649
1979-02-14,1.108,1.108
1979-02-15,0.625,0.625
1979-02-16,0.489,0.489
1979-02-17,0.429,0.429
1979-02-18,0.38,0.38
1979-02-19,0.369,0.369
1979-02-20,0.371,0.371
1979-02-21,0.345,0.345
1979-02-22,0.325,0.325
1979-02-23,0.314,0.314
1979-02-24,0.277,0.277
1979-02-25,0.262,0.262
1979-02-26,0.25,0.25
1979-02-27,0.251,0.251
1979-02-28,0.298,0.298
1979-03-01,0.245,0.245
1979-03-02,0.272,0.272
1979-03-03,0.389,0.389
1979-03-04,0.653,0.653
1979-03-05,0.375,0.375
1979-03-06,0.378,0.378
1979-03-07,0.412,0.412
1979-03-08,0.427,0.427
1979-03-09,0.957,0.957
1979-03-10,0.743,0.743
1979-03-11,0.58,0.58
1979-03-12,0.431,0.431
1979-03-13,0.764,0.764
1979-03-14,1.548,1.548
1979-03-15,1.163,1.163
1979-03-16,0.837,0.837
1979-03-17,0.593,0.593
1979-03-18,0.488,0.488
1979-03-19,0.589,0.589
1979-03-20,0.492,0.492
1979-03-21,0.511,0.511
1979-03-22,0.569,0.569
1979-03-23,0.428,0.428
1979-03-24,1.602,1.602
1979-03-25,1.678,1.678
1979-03-26,0.785,0.785
1979-03-27,0.724,0.724
1979-03-28,0.621,0.621
1979-03-29,0.578,0.578
1979-03-30,0.46,0.46
1979-03-31,0.428,0.428
1979-04-01,0.38,0.38
1979-04-02,0.365,0.365
1979-04-03,0.335,0.335
1979-04-04,0.308,0.308
1979-04-05,0.278,0.278
1979-04-06,0.263,0.263
1979-04-07,0.266,0.266
1979-04-08,0.299,0.299
1979-04-09,0.279,0.279
1979-04-10,0.319,0.319
1979-04-11,0.586,0.586
1979-04-12,0.363,0.363
1979-04-13,0.296,0.296
1979-04-14,0.271,0.271
1979-04-15,0.238,0.238
1979-04-16,0.221,0.221
1979-04-17,0.213,0.213
1979-04-18,0.205,0.205
1979-04-19,0.202,0.202
1979-04-20,0.206,0.206
1979-04-21,0.201,0.201
1979-04-22,0.227,0.227
1979-04-23,0.232,0.232
1979-04-24,0.306,0.306
1979-04-25,0.264,0.264
1979-04-26,0.235,0.235
1979-04-27,0.199,0.199
1979-04-28,0.3,0.3
1979-04-29,0.25,0.25
1979-04-30,0.214,0.214
1979-05-01,0.956,0.956
1979-05-02,0.561,0.561
1979-05-03,0.361,0.361
1979-05-04,0.279,0.279
1979-05-05,0.269,0.269
1979-05-06,0.239,0.239
1979-05-07,0.222,0.222
1979-05-08,0.217,0.217
1979-05-09,0.199,0.199
1979-05-10,0.404,0.404
1979-05-11,0.505,0.505
1979-05-12,0.305,0.305
1979-05-13,0.245,0.245
1979-05-14,0.223,0.223
1979-05-15,0.203,0.203
1979-05-16,0.197,0.197
1979-05-17,0.191,0.191
1979-05-18,0.172,0.172
1979-05-19,0.171,0.171
1979-05-20,0.271,0.271
1979-05-21,0.345,0.345
1979-05-22,0.272,0.272
1979-05-23,0.206,0.206
1979-05-24,0.186,0.186
1979-05-25,0.176,0.176
1979-05-26,0.333,0.333
1979-05-27,0.247,0.247
1979-05-28,0.209,0.209
1979-05-29,0.201,0.201
1979-05-30,0.197,0.197
1979-05-31,0.185,0.185
1979-08-01,0.091,0.091
1979-08-02,0.052,0.052
1979-08-03,0.05,0.05
1979-08-04,0.057,0.057
1979-08-05,0.041,0.041
1979-08-06,0.044,0.044
1979-08-07,0.05,0.05
1979-08-08,0.063,0.063
1979-08-09,0.177,0.177
1979-08-10,0.056,0.056
1979-08-11,0.059,0.059
1979-08-12,0.05,0.05
1979-08-13,0.05,0.05
1979-08-14,0.043,0.043
1979-08-15,0.041,0.041
1979-08-16,0.063,0.063
1979-08-17,0.138,0.138
1979-08-18,0.071,0.071
1979-08-19,0.05,0.05
1979-08-20,0.05,0.05
1979-08-21,0.052,0.052
1979-08-22,0.05,0.05
1979-08-23,0.103,0.103
1979-08-24,0.074,0.074
1979-08-25,0.054,0.054
1979-08-26,0.051,0.051
1979-08-27,0.051,0.051
1979-08-28,0.05,0.05
1979-08-29,0.046,0.046
1979-08-30,0.043,0.043
1979-08-31,0.043,0.043
1979-09-01,0.052,0.052
1979-09-02,0.072,0.072
1979-09-03,0.05,0.05
1979-09-04,0.045,0.045
1979-09-05,0.043,0.043
1979-09-06,0.043,0.043
1979-09-07,0.042,0.042
1979-09-08,0.049,0.049
1979-09-09,0.036,0.036
1979-09-10,0.035,0.035
1979-09-11,0.038,0.038
1979-09-12,0.039,0.039
1979-09-13,0.039,0.039
1979-09-14,0.034,0.034
1979-09-15,0.043,0.043
1979-09-16,0.033,0.033
1979-09-17,0.037,0.037
1979-09-18,0.043,0.043
1979-09-19,0.051,0.051
1979-09-20,0.042,0.042
1979-09-21,0.037,0.037
1979-09-22,0.043,0.043
1979-09-23,0.033,0.033
1979-09-24,0.034,0.034
1979-09-25,0.035,0.035
1979-09-26,0.039,0.039
1979-09-27,0.04,0.04
1979-09-28,0.034,0.034
1979-09-29,0.043,0.043
1979-09-30,0.034,0.034
1979-10-01,0.034,0.034
1979-10-02,0.044,0.044
1979-10-04,0.038,0.038
1979-10-05,0.043,0.043
1979-10-06,0.044,0.044
1979-10-07,0.04,0.04
1979-10-08,0.041,0.041
1979-10-09,0.061,0.061
1979-10-10,0.082,0.082
1979-10-11,0.052,0.052
1979-10-12,0.047,0.047
1979-10-13,0.062,0.062
1979-10-14,0.046,0.046
1979-10-15,0.04,0.04
1979-10-16,0.04,0.04
1979-10-17,0.042,0.042
1979-10-18,0.051,0.051
1979-10-19,0.034,0.034
1979-10-20,0.034,0.034
1979-10-21,0.035,0.035
1979-10-22,0.033,0.033
1979-10-24,0.055,0.055
1979-10-25,0.142,0.142
1979-10-26,0.165,0.165
1979-10-27,0.1,0.1
1979-10-28,0.062,0.062
1979-10-29,0.05,0.05
1979-10-30,0.116,0.116
1979-10-31,0.232,0.232
1979-11-01,0.097,0.097
1979-11-02,0.062,0.062
1979-11-03,0.082,0.082
1979-11-04,0.179,0.179
1979-11-05,0.13,0.13
1979-11-06,1.296,1.296
1979-11-07,0.653,0.653
1979-11-08,0.604,0.604
1979-11-09,0.329,0.329
1979-11-10,0.198,0.198
1979-11-11,0.438,0.438
1979-11-12,0.357,0.357
1979-11-13,0.224,0.224
1979-11-14,0.523,0.523
1979-11-15,0.281,0.281
1979-11-16,0.194,0.194
1979-11-17,0.165,0.165
1979-11-18,0.164,0.164
1979-11-19,0.143,0.143
1979-11-20,0.121,0.121
1979-11-21,0.11,0.11
1979-11-22,0.116,0.116
1979-11-23,0.13,0.13
1979-11-24,0.117,0.117
1979-11-25,0.108,0.108
1979-11-26,0.163,0.163
1979-11-27,0.22,0.22
1979-11-28,0.157,0.157
1979-11-29,0.143,0.143
1979-11-30,0.134,0.134
1979-12-01,0.118,0.118
1979-12-02,0.111,0.111
1979-12-03,0.108,0.108
1979-12-04,0.108,0.108
1979-12-05,0.131,0.131
1979-12-06,0.174,0.174
1979-12-07,0.211,0.211
1979-12-08,0.248,0.248
1979-12-09,3.656,3.656
1979-12-10,1.449,1.449
1979-12-11,0.776,0.776
1979-12-12,0.928,0.928
1979-12-13,2.107,2.107
1979-12-14,1.897,1.897
1979-12-15,1.167,1.167
1979-12-16,0.536,0.536
1979-12-17,0.382,0.382
1979-12-18,0.319,0.319
1979-12-19,0.271,0.271
1979-12-20,0.241,0.241
1979-12-21,0.222,0.222
1979-12-22,0.256,0.256
1979-12-23,0.28,0.28
1979-12-24,0.227,0.227
1979-12-25,0.199,0.199
1979-12-26,0.198,0.198
1979-12-27,18.26,18.26
1979-12-28,4.999,4.999
1979-12-29,0.968,0.968
1979-12-30,0.585,0.585
1979-12-31,0.435,0.435
1980-01-01,0.351,0.351
1980-01-02,0.294,0.294
1980-01-03,1.296,1.296
1980-01-04,1.346,1.346
1980-01-05,0.579,0.579
1980-01-06,0.449,0.449
1980-01-07,0.362,0.362
1980-01-08,0.32,0.32
1980-01-09,0.299,0.299
1980-01-10,0.262,0.262
1980-01-11,0.235,0.235
1980-01-12,0.223,0.223
1980-01-13,0.219,0.219
1980-01-14,0.209,0.209
1980-01-15,0.203,0.203
1980-01-16,0.195,0.195
1980-01-17,0.188,0.188
1980-01-18,0.185,0.185
1980-01-19,0.186,0.186
1980-01-20,0.372,0.372
1980-01-21,1.67,1.67
1980-01-22,0.685,0.685
1980-01-23,0.916,0.916
1980-01-24,0.47,0.47
1980-01-25,0.34,0.34
1980-01-26,0.293,0.293
1980-01-27,0.263,0.263
1980-01-28,0.263,0.263
1980-01-29,0.263,0.263
1980-01-30,0.654,0.654
1980-01-31,2.51,2.51
1980-02-01,0.639,0.639
1980-02-02,6.971,6.971
1980-02-03,3.505,3.505
1980-02-04,2.047,2.047
1980-02-05,1.266,1.266
1980-02-06,3.103,3.103
1980-02-07,0.985,0.985
1980-02-08,0.697,0.697
1980-02-09,0.776,0.776
1980-02-10,0.598,0.598
1980-02-11,0.488,0.488
1980-02-12,0.425,0.425
1980-02-13,0.363,0.363
1980-02-14,0.342,0.342
1980-02-15,0.326,0.326
1980-02-16,0.328,0.328
1980-02-17,0.305,0.305
1980-02-18,0.288,0.288
1980-02-19,0.265,0.265
1980-02-20,0.255,0.255
1980-02-21,0.238,0.238
1980-02-22,0.506,0.506
1980-02-23,0.399,0.399
1980-02-24,0.585,0.585
1980-02-25,0.478,0.478
1980-02-26,0.347,0.347
1980-02-27,0.295,0.295
1980-02-28,0.267,0.267
1980-02-29,0.241,0.241
1980-03-01,0.221,0.221
1980-03-02,0.239,0.239
1980-03-03,0.222,0.222
1980-03-04,0.208,0.208
1980-03-05,0.257,0.257
1980-03-06,0.813,0.813
1980-03-07,0.613,0.613
1980-03-08,0.366,0.366
1980-03-09,0.296,0.296
1980-03-10,0.436,0.436
1980-03-11,0.324,0.324
1980-03-12,0.927,0.927
1980-03-13,0.505,0.505
1980-03-14,0.362,0.362
1980-03-15,0.319,0.319
1980-03-16,0.283,0.283
1980-03-17,0.673,0.673
1980-03-18,1.041,1.041
1980-03-19,0.483,0.483
1980-03-20,0.377,0.377
1980-03-21,0.332,0.332
1980-03-22,0.311,0.311
1980-03-23,0.254,0.254
1980-03-24,0.252,0.252
1980-03-25,0.246,0.246
1980-03-26,0.509,0.509
1980-03-27,0.987,0.987
1980-03-28,1.346,1.346
1980-03-29,0.534,0.534
1980-03-30,0.393,0.393
1980-03-31,1.616,1.616
1980-04-01,2.003,2.003
1980-04-02,0.746,0.746
1980-04-03,0.527,0.527
1980-04-04,0.42,0.42
1980-04-05,0.358,0.358
1980-04-06,0.334,0.334
1980-04-07,0.307,0.307
1980-04-08,0.296,0.296
1980-04-09,0.288,0.288
1980-04-10,0.241,0.241
1980-04-11,0.233,0.233
1980-04-12,0.229,0.229
1980-04-13,0.22,0.22
1980-04-14,0.22,0.22
1980-04-15,0.22,0.22
1980-04-16,0.221,0.221
1980-04-17,0.22,0.22
1980-04-18,0.195,0.195
1980-04-19,0.185,0.185
1980-04-20,0.172,0.172
1980-04-21,0.166,0.166
1980-04-22,0.166,0.166
1980-04-23,0.187,0.187
1980-04-24,0.183,0.183
1980-04-25,0.179,0.179
1980-04-26,0.169,0.169
1980-04-27,0.163,0.163
1980-04-28,0.155,0.155
1980-04-29,0.155,0.155
1980-04-30,0.165,0.165
1980-05-01,0.158,0.158
1980-05-02,0.148,0.148
1980-05-03,0.161,0.161
1980-05-04,0.144,0.144
1980-05-05,0.143,0.143
1980-05-06,0.139,0.139
1980-05-07,0.143,0.143
1980-05-08,0.143,0.143
1980-05-09,0.12,0.12
1980-05-10,0.129,0.129
1980-05-11,0.121,0.121
1980-05-12,0.116,0.116
1980-05-13,0.107,0.107
1980-05-14,0.106,0.106
1980-05-15,0.106,0.106
1980-05-16,0.106,0.106
1980-05-17,0.106,0.106
1980-05-18,0.096,0.096
1980-05-19,0.096,0.096
1980-05-20,0.096,0.096
1980-05-21,0.096,0.096
1980-05-22,0.094,0.094
1980-05-23,0.09,0.09
1980-05-24,0.101,0.101
1980-05-25,0.096,0.096
1980-05-26,0.096,0.096
1980-05-27,0.088,0.088
1980-05-28,0.083,0.083
1980-05-29,0.076,0.076
1980-05-30,0.085,0.085
1980-05-31,0.126,0.126
1980-06-01,0.092,0.092
1980-06-02,0.088,0.088
1980-06-03,0.096,0.096
1980-06-04,0.088,0.088
1980-06-06,0.067,0.067
1980-06-07,0.08,0.08
1980-06-08,0.084,0.084
1980-06-09,0.094,0.094
1980-06-10,0.14,0.14
1980-06-11,0.082,0.082
1980-06-12,0.113,0.113
1980-06-13,0.13,0.13
1980-06-14,0.101,0.101
1980-06-15,0.076,0.076
1980-06-16,0.101,0.101
1980-06-17,0.147,0.147
1980-06-18,0.1,0.1
1980-06-19,0.077,0.077
1980-06-20,0.073,0.073
1980-06-21,0.083,0.083
1980-06-22,0.098,0.098
1980-06-23,0.368,0.368
1980-06-24,0.849,0.849
1980-06-25,0.185,0.185
1980-06-26,0.167,0.167
1980-06-27,0.203,0.203
1980-06-28,0.574,0.574
1980-06-29,0.183,0.183
1980-06-30,0.462,0.462
1980-07-01,0.383,0.383
1980-07-02,0.202,0.202
1980-07-03,0.164,0.164
1980-07-04,0.252,0.252
1980-07-05,0.156,0.156
1980-07-06,0.692,0.692
1980-07-07,8.95,8.95
1980-07-08,1.283,1.283
1980-07-09,0.623,0.623
1980-07-10,0.376,0.376
1980-07-11,0.253,0.253
1980-07-12,0.232,0.232
1980-07-13,1.105,1.105
1980-07-14,0.968,0.968
1980-07-15,0.42,0.42
1980-07-16,0.277,0.277
1980-07-17,0.232,0.232
1980-07-18,0.228,0.228
1980-07-19,0.315,0.315
1980-07-20,0.262,0.262
1980-07-21,0.193,0.193
1980-07-22,0.172,0.172
1980-07-23,0.166,0.166
1980-07-24,0.146,0.146
1980-07-25,0.138,0.138
1980-07-26,0.52,0.52
1980-07-27,0.205,0.205
1980-07-28,0.159,0.159
1980-07-29,0.138,0.138
1980-07-30,0.123,0.123
1980-07-31,0.123,0.123
1980-08-01,0.134,0.134
1980-08-02,0.129,0.129
1980-08-03,0.119,0.119
1980-08-04,0.116,0.116
1980-08-05,0.118,0.118
1980-08-06,0.116,0.116
1980-08-07,0.11,0.11
1980-08-08,0.108,0.108
1980-08-09,0.113,0.113
1980-08-10,0.106,0.106
1980-08-11,0.113,0.113
1980-08-12,0.126,0.126
1980-08-13,0.132,0.132
1980-08-14,4.168,4.168
1980-08-15,0.807,0.807
1980-08-16,0.27,0.27
1980-08-17,0.243,0.243
1980-08-18,0.187,0.187
1980-08-19,0.148,0.148
1980-08-20,0.132,0.132
1980-08-21,0.137,0.137
1980-08-22,0.119,0.119
1980-08-23,0.125,0.125
1980-08-24,0.116,0.116
1980-08-25,0.116,0.116
1980-08-26,0.119,0.119
1980-08-27,0.123,0.123
1980-08-28,0.125,0.125
1980-08-29,0.154,0.154
1980-08-30,0.175,0.175
1980-08-31,0.103,0.103
1980-09-01,0.096,0.096
1980-09-02,0.1,0.1
1980-09-03,0.106,0.106
1980-09-04,0.113,0.113
1980-09-05,0.136,0.136
1980-09-06,0.108,0.108
1980-09-07,0.098,0.098
1980-09-08,0.106,0.106
1980-09-09,0.121,0.121
1980-09-10,0.105,0.105
1980-09-11,0.092,0.092
1980-09-12,0.089,0.089
1980-09-13,0.086,0.086
1980-09-14,0.088,0.088
1980-09-15,0.096,0.096
1980-09-16,0.141,0.141
1980-09-17,0.1,0.1
1980-09-18,0.098,0.098
1980-09-19,0.149,0.149
1980-09-20,0.116,0.116
1980-09-21,0.318,0.318
1980-09-22,0.148,0.148
1980-09-23,0.138,0.138
1980-09-24,0.11,0.11
1980-09-25,0.103,0.103
1980-09-26,0.104,0.104
1980-09-27,0.096,0.096
1980-09-28,0.088,0.088
1980-09-29,0.083,0.083
1980-09-30,0.076,0.076
1980-10-01,0.076,0.076
1980-10-02,0.076,0.076
1980-10-03,0.084,0.084
1980-10-04,0.086,0.086
1980-10-05,0.094,0.094
1980-10-06,0.388,0.388
1980-10-07,0.133,0.133
1980-10-08,0.107,0.107
1980-10-09,0.135,0.135
1980-10-10,1.235,1.235
1980-10-11,0.295,0.295
1980-10-12,0.199,0.199
1980-10-13,0.183,0.183
1980-10-14,0.171,0.171
1980-10-15,3.982,3.982
1980-10-16,1.242,1.242
1980-10-17,0.488,0.488
1980-10-18,0.286,0.286
1980-10-19,0.229,0.229
1980-10-20,0.229,0.229
1980-10-21,0.311,0.311
1980-10-22,0.604,0.604
1980-10-23,0.331,0.331
