,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1978-11-06,0.05241326,0.052186374,0.04710222,0.05573979,0.046727665,0.051327173,0.050307356,0.04955158,0.051252384,0.04520771,0.05606393,0.051349092,0.048472423,0.06178649,0.051055625,0.050278597,0.044278778,0.048819076,0.044186663,0.052651998
1978-12-11,0.087791875,0.07054137,0.10356751,0.109221786,0.09728317,0.08482839,0.07944831,0.0892997,0.066650234,0.090806566,0.107106045,0.11826445,0.08369814,0.11857353,0.09990068,0.05971367,0.114160225,0.0900854,0.07552712,0.09578431
1978-12-12,0.23727703,0.27207062,0.22806567,0.28095317,0.3110187,0.28267464,0.18586855,0.2691436,0.273925,0.26014066,0.23478423,0.20771931,0.24849288,0.2844029,0.29172522,0.2666962,0.24773596,0.27475196,0.26567727,0.26087672
1978-12-13,0.24402428,0.091592774,0.20312965,0.20361382,0.25962594,0.20233569,0.17805572,0.11676581,0.2758253,0.21941829,0.2806742,0.1475898,0.18286428,0.30699623,0.20527904,0.28875852,0.22428714,0.18583204,0.28272083,0.18765035
1978-12-14,0.1742943,0.11383456,0.16102922,0.1752686,0.17118289,0.07454249,0.09772302,0.09215973,0.12007934,0.18458368,0.18305552,0.09781081,0.21189044,0.14929807,0.18628745,0.1490942,0.12033267,0.11269158,0.15657796,0.15273742
1978-12-15,0.096943945,0.11159822,0.03910429,0.08797691,0.08911936,0.09498954,0.16466682,0.11645279,0.0934024,0.1678376,0.10359849,0.08488725,0.08558526,0.13831773,0.064724594,0.07499392,0.08809779,0.10950036,0.08565059,0.085910365
1978-12-16,0.04252927,0.11010823,0.094855666,0.14406867,0.04808093,0.08979127,0.07522457,0.10943138,0.09048097,0.12472977,0.14598577,0.12816876,0.058570065,0.057972196,0.12597194,0.05809895,0.114800304,0.11210798,0.08141518,0.06036038
1978-12-17,0.16887718,0.08354156,0.035712633,0.075771466,0.04437142,0.088786304,0.06292124,0.0431702,0.022476668,0.07807572,0.10834852,0.08580874,0.08442188,0.033631437,0.0802588,0.041342776,0.07620315,0.06275253,0.06331858,0.039688796
1978-12-18,0.12502421,0.028372448,0.0674234,0.06196934,0.036927808,0.014791772,0.05151763,0.03949683,0.012112763,0.0669468,0.042901766,0.037105132,0.12848884,0.032210164,0.043916002,0.10480237,0.10838489,0.06986672,0.058644693,0.0884801
1978-12-19,0.06204742,0.07293404,0.060132176,0.032029793,0.06146258,0.074059784,0.051098432,0.09564679,0.056986175,0.06531186,0.05009455,0.043274485,0.06248266,0.051624287,0.062253933,0.09450479,0.09215483,0.08173402,0.044559035,0.060053423
1978-12-20,0.07494508,0.06781079,0.044989638,0.029351547,0.08418852,0.06166669,0.055953793,0.06893818,0.06474902,0.06335933,0.040314373,0.05812409,0.060707316,0.055614945,0.059642546,0.08434626,0.06819736,0.07049337,0.04745401,0.06435144
1978-12-21,0.077997044,0.06937304,0.058211394,0.056535423,0.07448407,0.080872074,0.069221936,0.07035363,0.07075237,0.07982144,0.06322183,0.06798127,0.07504941,0.08366706,0.07336745,0.08353889,0.060096286,0.07697119,0.057114433,0.07593161
1978-12-22,0.08031261,0.06723551,0.053728357,0.057869464,0.060142282,0.06881958,0.068629146,0.07150323,0.060511954,0.07340189,0.06488477,0.06266491,0.077383496,0.08465201,0.07039814,0.09191486,0.05617114,0.07952124,0.051508777,0.08402877
1978-12-23,0.17485338,0.19733186,0.1590008,0.20330924,0.22313568,0.2048991,0.1498032,0.19608513,0.13750234,0.13629064,0.1431097,0.15056337,0.19650885,0.21754664,0.19650726,0.24230404,0.18743588,0.15187415,0.16645084,0.15709542
1978-12-24,0.74744934,0.77999187,0.84195364,0.8363816,1.1308799,0.8472211,0.75720453,0.84862137,0.77231973,0.8952373,0.85825557,0.6904872,0.90623426,0.94527406,0.82455003,0.802689,0.6702419,0.92627954,0.8899427,0.9252235
1978-12-25,0.61154306,0.6405123,0.3578796,0.6146094,0.3970551,0.45010048,0.6852606,0.37668213,0.7441077,0.6411895,0.48979858,0.57726663,0.51062703,0.78335035,0.60842496,0.52917475,0.47047362,0.52006394,0.58615524,0.52129346
1978-12-26,0.4276963,0.21718441,0.24902478,0.39783427,0.280151,0.3584292,0.34916213,0.33047363,0.3008138,0.30822986,0.23484153,0.3609117,0.30972,0.38426557,0.48512837,0.28858253,0.3116545,0.35972357,0.34817863,0.3172439
1978-12-27,0.32265568,0.25148436,0.32977742,0.32158086,0.20533943,0.248258,0.23011,0.2709739,0.24351981,0.33080143,0.3131175,0.35756654,0.16675803,0.32538867,0.1978038,0.32349038,0.3177372,0.28570035,0.38820323,0.26330763
1978-12-28,1.2414385,1.070786,1.3392451,1.3323116,1.3096766,1.1617901,1.0818857,0.7792433,1.0784504,1.1844835,1.2357863,1.1415414,0.9003711,1.1354607,0.99295473,0.993752,1.1115761,1.1117252,1.0190415,1.089332
1978-12-29,1.0979216,0.98062277,0.99342406,1.0362921,1.1383948,1.1329472,1.1432143,0.9937166,1.0934615,0.83833027,1.0356576,0.6680486,1.0182159,0.8852905,1.0562546,0.92411035,0.83387876,1.060842,0.9272855,1.0941588
1978-12-30,0.44097906,0.5007113,0.5024273,0.42277348,0.5464846,0.52220935,0.60436636,0.53685737,0.51425374,0.61684304,0.50886405,0.32793403,0.53230876,0.6121366,0.5296084,0.5667873,0.27502173,0.3660398,0.4441866,0.3516644
1979-01-10,1.517112,1.3593011,1.5564437,1.4576926,1.3318877,1.5707946,1.145153,1.35739,1.4746605,1.4039878,1.4554769,1.4362764,1.3097179,1.5435809,1.2964505,1.3823739,1.1933345,1.5874823,1.4531347,1.3013221
1979-01-11,0.47960907,0.5986026,0.61962086,0.37445557,0.35021383,0.48234922,0.3635821,0.51145375,0.5069333,0.5355188,0.537099,0.39930874,0.43182275,0.40599626,0.47059172,0.3770784,0.60065776,0.47795045,0.50291604,0.30192748
1979-01-12,0.26787445,0.2616021,0.21194181,0.19784874,0.31471178,0.10377368,0.3249354,0.25472176,0.37697297,0.26528502,0.2485645,0.23176572,0.43184525,0.08399731,0.21993746,0.22699888,0.31062013,0.21864088,0.16822237,0.25099334
1979-01-13,0.16865325,0.21437,0.14298055,0.24409428,0.22672799,0.3335487,0.2698214,0.30081815,0.28190845,0.22553109,0.32311788,0.36148632,0.23861495,0.2459125,0.06351099,0.038025066,0.1945524,0.2101165,0.2711182,0.12597962
1979-01-14,0.1262762,0.1341212,0.21222267,0.1631259,0.230037,0.16769253,0.09844882,0.19312456,0.1128494,0.113982856,0.10597798,0.2534163,0.1538601,0.15655631,0.09795016,0.09395651,0.062303454,0.13330375,0.19961712,0.13763538
1979-01-15,0.1972503,0.15126556,0.176613,0.10326721,0.20282671,0.07438482,0.15829785,0.15923262,0.17672792,0.13686684,0.29753062,0.1849176,0.21006797,0.1772384,0.2461038,0.18100041,0.09062213,0.14921148,0.15091757,0.26220933
1979-01-16,0.16055429,0.18712525,0.14488536,0.16007008,0.19514632,0.117596105,0.1511622,0.21194816,0.19644395,0.17472021,0.17273672,0.08424199,0.22115102,0.15423761,0.20392835,0.13473333,0.16653122,0.15846291,0.16661224,0.21899228
1979-01-17,0.31289792,0.31505197,0.22447807,0.34107882,0.34650254,0.22432989,0.20386024,0.2976636,0.21030273,0.17063071,0.26001555,0.3664835,0.2738701,0.29368967,0.23998044,0.22091778,0.26290902,0.2038375,0.32199332,0.25610515
1979-01-18,0.28725904,0.19041555,0.27586794,0.26256704,0.18938722,0.1748246,0.18896024,0.18620753,0.13853808,0.14805141,0.23750518,0.25673217,0.19711687,0.22585045,0.18754739,0.16617629,0.18941835,0.18289414,0.23259047,0.16870809
1979-01-19,0.34447742,0.2976342,0.30419576,0.3462795,0.32025838,0.27281618,0.25714454,0.29963624,0.22033785,0.21583752,0.2830059,0.32427853,0.2883465,0.33347774,0.3042881,0.3126182,0.35314986,0.29246703,0.3408062,0.26268083
1979-01-20,0.7025053,0.667887,0.78353405,0.72627705,1.0898099,0.7576495,0.759678,0.7496704,0.8886495,0.824189,0.8551712,0.6322613,0.6389434,0.85323346,0.8211668,0.6165092,0.77684087,0.6756222,0.7709882,0.93199724
1979-01-21,0.37880072,0.3229841,0.370682,0.3587952,0.46658525,0.40673622,0.34862614,0.4141516,0.31424275,0.36184108,0.5326686,0.30224878,0.36060017,0.3753363,0.43545273,0.372051,0.35120407,0.3465936,0.39314228,0.36981556
1979-01-22,0.3377497,0.23308542,0.34038606,0.29848674,0.37933394,0.29304782,0.37409484,0.29332852,0.31078273,0.30269688,0.31833267,0.3180412,0.26611033,0.26925284,0.33121556,0.37189567,0.34568936,0.29921228,0.28822145,0.27327657
1979-01-23,0.390452,0.28842646,0.41265,0.35916418,0.40183002,0.3486385,0.3542569,0.37727505,0.42801106,0.31825823,0.44498134,0.38015977,0.32146615,0.37672654,0.28348804,0.31234092,0.43789783,0.34734273,0.37982705,0.33728966
1979-01-24,0.30913183,0.2856504,0.1889342,0.19789103,0.2027159,0.33425486,0.38041925,0.26780063,0.29878747,0.27372694,0.30998793,0.23631443,0.3168967,0.29398584,0.24132882,0.32795316,0.10641441,0.1900848,0.2208423,0.23967715
