,orig
2018-07-31,0.512
2018-08-01,1.58
2018-08-02,1.58
2018-08-03,1.58
2018-08-04,1.58
2018-08-05,1.58
2018-08-06,1.58
2018-08-07,7.88
2018-08-08,8.99
2018-08-09,1.54
2018-08-10,1.58
2018-08-11,1.78
2018-08-12,2.09
2018-08-13,1.8
2018-08-14,1.69
2018-08-15,1.67
2018-08-16,1.74
2018-08-17,1.65
2018-08-18,1.62
2018-08-19,1.61
2018-08-20,1.61
2018-08-21,1.6
2018-08-22,1.59
2018-08-23,1.58
2018-08-24,0.797
2018-08-25,0.777
2018-08-26,0.89
2018-08-27,0.823
2018-08-28,0.767
2018-08-29,0.74
2018-08-30,0.724
2018-08-31,0.721
2018-09-01,0.701
2018-09-02,0.692
2018-09-03,0.687
2018-09-04,0.657
2018-09-05,0.314
2018-09-11,0.325
