,0,1,2,3,4,5,6,7,8,9
2000-08-06,1.0131565,0.8423141,0.8792752,0.85614854,0.9244747,0.96748036,0.9005026,0.85627174,0.9877519,0.93929285
2000-08-07,0.9202349,0.8161448,0.8508346,0.85292614,0.85375726,0.850504,0.8271177,0.8606174,0.79104775,0.7978287
2000-08-08,0.8686116,0.6934258,0.7766043,0.89018834,0.53020144,0.6350325,0.5073865,0.82058597,0.69619924,0.90845686
2000-08-09,0.7888628,0.6449193,0.7532468,0.48718548,0.9123535,1.0426724,0.94620335,1.011863,0.8195904,0.67984587
2000-08-10,0.78885055,0.6303116,0.6107805,0.5206854,0.76003015,0.6973224,0.65523857,0.7069597,0.52843016,0.9706926
2000-08-11,0.89443946,0.65052485,0.71318746,0.73154265,0.77731174,0.76807255,0.7086692,0.7978811,0.73186094,0.8164744
2000-08-12,1.0531492,0.6876503,0.5820797,0.81705475,0.5770333,0.70660347,0.3490307,0.5775293,0.6498663,0.86751693
2000-08-13,0.75330764,0.83940446,0.49883747,0.78117484,0.6190855,1.0475415,0.47851557,0.568462,0.7297291,0.77177596
2000-08-14,0.6849346,0.8639282,0.6526675,0.8481675,0.82492936,1.0570178,0.44238636,0.99632215,0.57005596,0.8420786
2000-08-15,1.878363,1.792389,2.6348717,1.7765461,1.7793984,1.8745964,1.9119363,2.2347035,1.7949756,2.175263
2000-08-16,2.0682647,1.7651601,2.0131125,1.9269047,1.9760993,2.050662,2.0641663,1.8880148,1.5896666,1.7514548
2000-08-17,2.133936,2.6218917,2.8490427,2.893286,2.4544516,2.332351,2.7121453,2.66979,2.6638577,2.506706
2000-08-18,6.953052,6.1521106,6.6750207,6.4284716,6.0817127,6.495642,6.943484,6.0720963,5.4851785,6.439139
2000-08-19,2.786913,2.9504924,3.605599,2.5403266,3.2378197,3.601153,3.2534778,3.4615812,3.279729,3.4349759
2000-08-20,1.7596142,1.353536,1.6755028,0.70870125,1.6631484,1.8353672,1.1217173,1.3784343,1.4937555,0.8664363
2000-08-21,2.1972575,3.073138,2.3837464,1.8467674,2.6070778,2.5503561,3.8865325,2.307809,1.6206071,2.409254
2000-08-22,1.8364183,1.7851524,1.9062889,1.8666654,2.0817316,1.9469012,1.7493653,1.6068201,1.8779844,1.7685343
2000-08-23,1.4925082,1.260818,1.4210898,1.3614228,1.4188659,1.3506875,1.3073945,1.3638843,1.3324822,1.3785896
2000-08-24,1.2018855,1.0967596,1.1792805,1.0955741,1.2114878,1.1307898,1.0800871,1.179246,1.1201341,1.1443683
2000-08-25,1.0162662,0.77456987,1.1524931,0.8847357,0.7764322,0.97214097,0.81412977,0.7082844,1.2451917,0.9822419
2000-08-26,1.1213531,1.0006214,1.8671097,1.3038415,0.9742648,0.9181541,1.2444618,0.66563976,1.699396,1.420082
2000-08-27,1.2181975,1.4084015,1.4061183,1.3599222,1.1579027,1.3725679,1.268133,1.1366614,1.3688082,1.2517008
2000-08-28,1.4148487,0.76330626,1.0329655,1.3853071,1.1830435,0.44353223,1.1846046,1.0287571,1.0048937,1.3099921
2000-08-29,1.4923316,1.3779547,1.2613693,0.86496454,1.4070783,0.97364265,1.4302397,1.0579348,1.4650654,1.2232175
2000-08-30,1.1063445,0.8321899,0.89983165,0.92061335,0.97601706,0.96420085,0.9012865,0.94995487,0.93506116,0.95985985
2000-08-31,3.8125386,3.330291,3.7908409,4.024227,3.555678,3.8408725,3.5934536,3.64841,3.2838452,3.6292748
2000-09-01,7.940573,7.3393793,6.3923903,8.733505,8.311038,7.8852024,6.5527115,8.608524,7.076593,6.3661227
2000-09-02,4.892702,5.474065,5.791256,5.065801,5.767934,5.0401154,5.3136663,4.4715986,5.0630317,5.533945
2000-09-03,2.2266345,2.371127,2.2078295,2.3356912,2.5055523,2.3269951,2.2188482,1.9809002,2.363102,2.3984115
2000-09-04,1.4024707,1.9205225,1.3093357,1.7067248,1.6692259,1.3603525,1.2741623,1.6029391,1.3296293,1.8361877
2000-09-05,1.2085752,1.9585676,2.5109274,2.736748,1.5135863,2.2198365,1.6241357,1.9470214,1.9335774,1.7893387
2000-09-06,8.986363,8.209168,7.0937624,7.7325764,7.5434833,8.265772,8.049793,8.044659,8.006632,8.539484
2000-09-07,5.836508,6.8534074,5.7915955,6.769348,6.615246,6.799673,6.695919,6.550553,5.906793,5.714568
2000-09-08,3.0973275,3.2264109,3.2212706,3.1575093,3.296155,3.5241435,3.1378255,2.9570987,3.4936569,3.289345
2000-09-09,2.2482939,2.4689407,2.3606107,1.9969347,2.4881444,2.3398645,2.411466,2.5040772,2.0792022,2.0620458
2000-09-10,4.8974032,4.309604,4.59263,4.93844,4.329957,4.44846,4.22536,4.2251735,4.7352157,4.731953
2000-09-11,3.236941,3.0726182,2.7827823,3.0521767,3.0380373,2.6367912,3.2047997,2.612471,3.2109654,3.0187774
2000-09-12,2.462843,3.1641667,2.7743344,2.1997511,2.6908655,3.3878925,2.8814764,2.9886482,3.061704,2.3257396
2000-09-13,2.4872527,2.136161,2.2174246,2.1709545,2.4750228,2.3954756,2.605042,2.3035972,2.3683226,2.3498743
2000-09-14,2.2067158,1.8947773,1.9225645,2.0092106,1.9750366,2.0276814,1.9666382,1.9599819,2.0376241,2.1156642
2000-09-15,2.4272566,1.8359101,2.3984764,2.988772,2.1562572,1.8595765,1.8632843,2.2983882,1.8224388,2.3579576
2000-09-16,2.8999457,2.4760468,2.3985767,2.45413,2.6985536,2.451482,2.6532946,2.511796,2.5501208,2.6066759
2000-09-17,30.859291,30.309265,29.51908,30.547995,30.716103,30.079857,31.043612,31.38809,31.122072,31.870937
2000-09-18,18.389305,19.45972,19.548973,19.972282,19.386507,19.999336,19.591372,18.83874,18.531933,18.873652
2000-09-19,50.72137,50.311573,51.481117,51.942245,52.295315,50.988308,50.544853,51.875523,53.283825,50.43616
2000-09-20,29.821764,33.745914,36.025227,34.171276,36.159367,33.530624,36.009438,37.01495,35.39123,32.980007
2000-09-21,12.172882,12.921703,12.808722,12.85228,12.684039,12.31933,12.494313,12.2385845,12.054327,13.313862
2000-09-22,12.06374,12.198634,10.421076,12.853704,12.272976,12.846088,12.207938,12.178851,12.527072,11.982882
2000-09-23,6.1120625,6.457412,6.4310374,5.6018944,5.9389024,6.2563944,6.3286347,6.2605634,6.0764503,6.016363
2000-09-24,19.919115,18.228355,18.760628,18.095625,18.322865,18.00818,18.982065,18.799078,18.347,19.564724
2000-09-25,15.519037,16.829285,15.507272,15.498353,15.702328,15.947539,16.355875,15.967045,15.865818,15.953505
2000-09-26,26.046587,26.37162,25.913422,26.56081,25.470406,26.169596,26.209433,26.286917,26.865107,26.066055
2000-09-27,37.407207,36.297768,36.640167,35.666218,34.97146,35.848835,36.22828,36.33965,35.947956,34.377583
2000-09-28,14.223999,16.103659,14.243715,13.860264,14.388578,14.516989,14.921368,14.354414,14.521813,15.322843
2000-09-29,8.234367,8.367672,8.722391,8.260648,8.630463,8.16185,9.238275,8.732441,9.118753,9.576688
2000-09-30,6.1476803,6.3997307,5.988595,6.2342005,7.0427117,6.262952,7.446003,6.7096725,6.4409256,6.351986
2000-10-01,5.035817,4.5728884,4.8230605,4.925869,4.697232,4.89647,4.8822618,4.8555427,4.460833,4.9512777
2000-10-02,4.175629,4.489283,4.4672194,4.2634697,4.1837497,4.1787415,3.961845,4.0243826,4.203035,4.4061494
2000-10-03,4.3992376,4.5171843,4.25863,4.3936377,4.473731,4.6087723,4.5017304,4.267195,4.3133626,4.5677233
2000-10-04,9.142621,10.118193,10.635793,9.771857,10.080952,9.617047,9.154248,10.150599,10.217406,9.84573
2000-10-05,12.339357,13.026284,12.432115,13.418713,12.801271,12.465334,12.658363,12.625597,12.97581,12.579744
2000-10-06,7.513582,6.262922,5.828134,6.632845,5.61256,5.71461,7.446239,6.5186343,6.6454644,5.851859
2000-10-07,27.099936,26.915672,25.407885,26.567291,26.848,26.682089,26.234186,27.3947,26.911125,26.883308
2000-10-08,10.066648,10.109544,10.2547035,10.3331375,9.608274,9.984419,10.576228,10.382284,10.576582,10.223675
2000-10-09,32.208168,31.206055,31.778439,31.297102,31.91794,31.112337,31.045473,31.008423,31.304747,30.966576
2000-10-10,21.568766,21.880768,21.669508,20.17121,20.670341,21.415426,22.229513,20.641066,21.216621,21.020287
2000-10-11,14.35337,15.463078,16.33641,14.995226,14.981633,14.177322,15.163167,15.978274,14.423696,15.940161
2000-10-12,11.217632,12.831063,12.77431,12.629213,12.478933,12.322635,12.166979,11.905929,12.808058,12.507288
2000-10-13,8.228113,8.343916,8.135474,7.903402,8.416558,8.578789,8.299947,8.689557,8.8209095,8.616463
2000-10-14,9.854559,9.808522,9.595534,9.499525,9.650501,9.57942,9.114322,9.690884,9.705809,9.379738
2000-10-15,7.2502465,7.0081344,6.826052,6.548707,6.8178453,6.8020587,6.6502457,6.8621016,6.951828,6.6774893
2000-10-16,4.857846,4.8447056,4.7955055,4.8555183,4.7481084,4.930186,4.6263323,4.824819,4.8366156,4.526161
2000-10-17,9.895309,9.860851,9.948992,9.509228,10.419865,9.539506,9.664631,9.773474,10.008822,9.857805
2000-10-18,10.677429,10.1300955,10.2644005,10.279246,10.724906,10.356003,9.919825,11.462051,11.0418825,10.858501
2000-10-19,8.41063,8.3552885,8.736946,8.362509,8.396776,8.7876835,8.506294,8.018341,8.763508,8.689495
2000-10-20,7.0943637,6.521525,6.802128,6.963849,6.432966,7.2310314,7.0205684,6.829514,6.8752127,6.835987
2000-10-21,4.960848,5.167857,4.85279,4.810487,5.0064707,5.0284014,4.9491405,4.7972507,4.886531,5.0570965
2000-10-22,4.146478,3.904762,4.227063,4.0511374,4.665226,4.2324195,4.5573263,4.828846,4.011738,3.7540796
2000-10-23,16.977285,17.100582,17.603464,16.702023,16.38434,17.607111,16.244549,17.2055,17.153645,18.023048
2000-10-24,33.10084,34.08537,34.10965,34.15528,33.46008,34.610867,33.796257,35.5958,34.726604,33.796886
2000-10-25,24.928852,26.345814,25.303087,25.006165,25.030516,24.817024,24.909822,24.929985,24.55775,25.58783
2000-10-26,10.597967,10.832463,10.227995,10.80279,10.123332,9.741938,10.501669,10.034028,10.960982,10.169647
2000-10-27,15.070205,14.544569,14.553045,15.691955,15.586053,15.125496,14.1875,15.332014,14.8201685,15.740292
2000-10-28,40.015476,38.92274,37.260166,39.15804,38.587055,39.169556,38.330055,38.150608,39.865482,38.745403
2000-10-29,44.633327,45.736267,42.916862,44.113102,44.593315,43.83915,48.177505,49.054195,44.923298,43.715702
2000-10-30,43.909695,43.786415,45.813416,44.88681,43.708977,42.667572,43.559814,42.268093,43.381187,44.990574
2000-10-31,31.023325,32.841892,30.20747,30.470825,30.965462,31.644148,31.148493,32.093117,32.028454,32.602123
2000-12-04,28.455175,29.451601,29.58927,29.018677,29.396038,29.11091,29.362825,29.860495,29.379929,30.058998
2000-12-05,22.398802,23.586205,22.904224,22.544563,22.703888,22.680628,23.340109,24.018648,23.466835,23.441498
2000-12-06,12.890602,13.331285,13.306591,14.2037945,13.083807,13.7854,12.597776,12.629679,12.829957,13.63516
2000-12-07,12.424837,14.359749,13.625076,13.738195,12.555047,13.23167,12.884188,13.40115,12.170143,13.426902
2000-12-08,51.942036,51.23299,51.471134,51.96245,51.648182,52.73002,50.88324,52.741524,51.70883,50.23408
2000-12-09,37.185173,38.039604,37.42257,37.589275,37.347694,37.607246,38.08007,38.74206,37.68761,37.227463
2000-12-10,32.260098,32.198383,32.928467,32.02073,33.036343,33.35791,32.951275,32.724037,32.316547,32.26414
2000-12-11,21.814035,22.359154,22.264053,20.199223,21.793262,20.539175,21.774496,21.330185,21.503351,21.273674
