,35003,nn_m,nn_std
1968-03-04,0.133,0.15741446069103196,0.0074403473263621395
1968-03-05,0.133,0.1418377989097141,0.011607660577495436
1968-03-06,0.142,0.1551194359485382,0.01939982015009923
1968-03-07,0.127,0.15347837182457,0.022548222916430872
1968-03-08,0.10800000000000001,0.13738138933438662,0.013738215457602551
1968-03-09,0.105,0.11058625629076592,0.00942310570535553
1968-03-10,0.105,0.11177047424750403,0.007569843223051333
1968-03-11,0.102,0.10968860213823084,0.011016236884667966
1968-03-12,0.096,0.10924788144516658,0.010567419033906924
1968-03-13,0.096,0.09108629716252525,0.012631214163630921
1968-03-14,0.102,0.10390339383740482,0.010879771962111002
1968-03-15,0.133,0.15312466779492354,0.02068351777269522
1968-03-16,0.122,0.17883424640149106,0.019969648846413827
1968-03-17,0.11900000000000001,0.12550227296878208,0.01778794598739525
1968-03-18,0.113,0.1119340894367121,0.017828906674162686
1968-03-19,0.105,0.11120137409088343,0.010501669169541046
1968-03-20,0.10800000000000001,0.09256305422425291,0.021533125417121178
1968-03-21,0.17,0.18064193582094623,0.019010352509315924
1968-03-22,0.204,0.2397646095440522,0.033051226753277624
1968-03-23,0.159,0.19462520165031388,0.015947141375935125
1968-03-24,0.136,0.13508945010860288,0.02914582424774614
1968-03-25,0.136,0.13950388515046971,0.033191054773210014
1968-03-26,0.10800000000000001,0.12218585625679737,0.017169747992617113
1968-03-27,0.099,0.10819687935453576,0.013104673435507107
1968-03-28,0.102,0.09440084010240384,0.006434366485345062
1968-03-29,0.10800000000000001,0.11783862697550924,0.008346284177651283
1968-03-30,0.105,0.11197888952546171,0.006810246186982402
1968-03-31,0.102,0.11064942253331471,0.009151462263829237
1968-04-01,0.098,0.09289699954393395,0.006046478232804774
1968-04-02,0.113,0.13571343246506107,0.021402821630781155
1968-04-03,0.121,0.11823468419620273,0.016471138328472777
1968-04-04,0.11199999999999999,0.12738336899371513,0.021304483263590485
1968-04-05,0.106,0.10747617151987136,0.012559212847821312
1968-04-06,0.105,0.10360523597052584,0.006242190780738434
1968-04-07,0.098,0.10422395859503054,0.005800533595870232
1968-04-08,0.095,0.09812598618148675,0.0037501272361683516
1968-04-09,0.09,0.09572192149987642,0.00318707916877572
1968-04-10,0.08800000000000001,0.09632135840238562,0.0021338357115041192
1968-04-11,0.086,0.08980173224665279,0.0034518390594737553
1968-04-12,0.08199999999999999,0.08896365561689665,0.0033282064356292542
1968-04-13,0.083,0.08416103298202952,0.002938515120705962
1968-04-14,0.086,0.08748393687593846,0.0025960423614322875
1968-04-15,0.08800000000000001,0.08983100114571083,0.0026736517056656322
1968-04-16,0.09,0.08958778619282279,0.007658316306769883
1968-04-17,0.09300000000000001,0.09300653093633762,0.00814843544031284
1968-04-18,0.09,0.11275426132397166,0.03083181172395563
1968-04-19,0.095,0.10385113083168758,0.021540683517931668
1968-04-20,0.08800000000000001,0.10796428162421344,0.031606473035254705
1968-04-21,0.085,0.11210862574844069,0.025468307729627566
1968-04-22,0.08900000000000001,0.09407079683694787,0.029699366292971548
1968-04-23,0.08800000000000001,0.09616829724873516,0.032790944152589964
1968-04-24,0.09300000000000001,0.10241700103185529,0.013072749291022522
1968-04-25,0.105,0.09401065942677836,0.01229699034314315
1968-04-26,0.085,0.09353744006967303,0.006346370559242578
1968-04-27,0.083,0.08792726230865354,0.006142358760680466
1968-04-28,0.085,0.08649007177529516,0.009730107848240932
1968-04-29,0.086,0.08837130943152884,0.012763001725044564
1968-04-30,0.086,0.09540052051434275,0.021064926615301596
1968-05-01,0.091,0.08636739995154324,0.01845209528541809
1968-05-02,0.085,0.0935548606865612,0.013021856640183
1968-05-03,0.085,0.08496737911318054,0.026643792860479253
1968-05-04,0.091,0.11748461219900033,0.05040652332965468
1968-05-05,0.142,0.1793561494407835,0.033110568437579965
1968-05-06,0.096,0.119071066192468,0.028349580926822788
1968-05-07,0.21,0.20105137420775085,0.04646672337355179
1968-05-08,0.125,0.20846722387686487,0.05559508503676812
1968-05-09,0.102,0.11573465587130832,0.03249327086534573
1968-05-10,0.096,0.10957625336330244,0.022790482275824385
1968-05-11,0.091,0.08572195689291148,0.018820025198181423
1968-05-12,0.085,0.07547670638588522,0.012652732392843428
1968-05-13,0.08199999999999999,0.0841948568261815,0.008588082366002957
1968-05-14,0.08199999999999999,0.08182804843353592,0.01396102394163875
1968-05-15,0.08800000000000001,0.09413762589877271,0.011999756045493158
1968-05-16,0.096,0.1102296027657597,0.00804765958800167
1968-05-17,0.08800000000000001,0.08761360703875665,0.01254450548433917
1968-05-18,0.085,0.08697634618549424,0.006176023322050761
1968-05-19,0.08199999999999999,0.08397965392594932,0.009716928803472833
1968-05-20,0.08199999999999999,0.06853022341900379,0.009897709663247831
1968-05-21,0.079,0.07521696424659943,0.006678036215620935
