,0,1,2,3,4,5,6,7,8,9
1968-03-04,0.14876449,0.16635266,0.15463004,0.16102335,0.1449919,0.16657256,0.15726835,0.16295528,0.14914708,0.16341186
1968-03-05,0.15032241,0.13643172,0.13984174,0.12761682,0.14471017,0.14601468,0.13958389,0.12135815,0.16662465,0.14575925
1968-03-06,0.12339031,0.14999822,0.19516855,0.16252804,0.16516833,0.13884814,0.1613839,0.16933411,0.14943425,0.13866612
1968-03-07,0.13069662,0.14213333,0.15738434,0.19891694,0.14066157,0.1488711,0.13461882,0.14365852,0.19490825,0.14721736
1968-03-08,0.12918,0.16595334,0.12237012,0.12766403,0.15168384,0.12029147,0.13827349,0.13124828,0.14624351,0.14062318
1968-03-09,0.120698914,0.09238086,0.100945584,0.11106117,0.112191916,0.11861102,0.1205441,0.110061266,0.101017796,0.11933601
1968-03-10,0.1212941,0.12284713,0.102460265,0.11031894,0.114748254,0.09976722,0.109442,0.10892445,0.11937086,0.10617138
1968-03-11,0.10479305,0.10749615,0.10307234,0.08725973,0.12341395,0.12346655,0.10665748,0.104585916,0.124794334,0.11361456
1968-03-12,0.12598509,0.10159419,0.107652284,0.11311782,0.100887835,0.114255145,0.09067591,0.10133329,0.12487719,0.11009526
1968-03-13,0.08848772,0.09921981,0.09249092,0.08470581,0.08815177,0.06501544,0.10517507,0.09602945,0.11284221,0.078750096
1968-03-14,0.09740385,0.0960438,0.09855516,0.11789649,0.110590294,0.100369185,0.087096535,0.11282335,0.12405761,0.096152365
1968-03-15,0.14806423,0.12605637,0.17796285,0.16858402,0.17802563,0.14829394,0.122504435,0.17511195,0.1288152,0.15884942
1968-03-16,0.16782548,0.20056173,0.19298919,0.18132925,0.16833028,0.15884213,0.1529187,0.16430534,0.22221045,0.17824411
1968-03-17,0.09647297,0.13405779,0.119680025,0.12575698,0.14740261,0.105248824,0.16067849,0.12501174,0.12542124,0.11982232
1968-03-18,0.10344026,0.086726494,0.13758522,0.11123295,0.1003969,0.10769561,0.12197783,0.08996666,0.14382903,0.11998952
1968-03-19,0.10819757,0.1141218,0.10865184,0.1079224,0.09692001,0.101955086,0.098824315,0.12581848,0.13015193,0.121031575
