,0,1,2,3,4,5
33007,0.0,0.008707257,0.041527282,0.04509636,0.0,0.0
33029,0.008187894,0.0,0.012263221000000001,0.0,0.040203236,0.026149303
33032,0.010661391999999999,0.0,0.01287712,0.0,0.0,0.0
33054,0.012871491,0.025910622,0.011148696000000001,0.014953463,0.02199435,0.019408768
34003,0.100840725,0.022066316000000002,0.0,0.0,0.0,0.009658599
34004,0.015924103999999998,0.0,0.011371476,0.0,0.0,0.0
34008,0.009000666,0.0,0.009033933000000001,0.009306772,0.027417745,0.0
34012,0.014227458,0.025275812999999998,0.0,0.0,0.0,0.0
34014,0.13894579,0.0,0.0,0.0,0.0,0.0
34019,0.06101384,0.013232466000000002,0.02606895,0.0,0.030794713999999997,0.018420178
