,orig
2018-08-20,23.3
2018-08-21,22.4
2018-08-22,22.2
2018-08-23,27.3
2018-08-24,28.6
2018-08-25,28.7
2018-08-26,34.7
2018-08-27,40.5
2018-08-28,41.3
2018-08-29,39.5
2018-08-30,31.4
2018-08-31,24.4
2018-09-01,21.6
2018-09-02,20.3
2018-09-03,20.7
2018-09-04,21.7
2018-09-05,22.5
2018-09-06,23.0
2018-09-07,23.6
2018-09-08,30.3
2018-09-09,42.1
2018-09-10,49.5
2018-09-11,54.4
2018-09-12,52.0
2018-09-13,51.3
2018-09-14,38.9
2018-09-15,26.9
2018-09-16,27.6
2018-09-17,30.2
2018-09-18,28.9
2018-09-19,30.0
2018-09-20,45.7
2018-09-21,88.3
2018-09-22,125.0
2018-09-23,146.0
2018-09-24,101.0
2018-09-25,72.4
2018-09-26,59.8
2018-09-27,53.3
2018-09-28,42.4
2018-09-29,35.6
2018-09-30,29.7
2018-10-01,27.5
2018-10-02,26.6
2018-10-03,26.0
2018-10-04,25.2
2018-10-05,24.9
2018-10-06,27.5
2018-10-07,35.8
2018-10-08,46.7
2018-10-09,52.3
2018-10-10,51.8
2018-10-11,49.6
2018-10-12,48.7
2018-10-13,49.1
2018-10-17,128.0
2018-10-18,86.6
2018-10-19,66.8
2018-10-20,55.1
2018-10-21,47.7
2018-10-22,41.9
2018-10-23,40.4
2018-10-24,45.0
2018-10-25,48.8
2018-10-26,48.6
2018-10-27,42.7
2018-10-28,35.7
2018-10-29,32.6
2018-10-30,30.7
2018-10-31,30.0
2018-11-01,29.3
2018-11-02,27.8
2018-11-03,29.4
2018-11-04,28.6
2018-11-05,31.0
2018-11-06,45.0
2018-11-07,63.3
2018-11-08,66.6
2018-11-09,79.4
2018-11-10,96.1
2018-11-11,98.7
2018-11-12,87.9
2018-11-13,76.2
2018-11-14,91.1
2018-11-15,95.7
2018-11-16,77.1
2018-11-17,62.3
2018-11-18,52.7
2018-11-19,47.3
2018-11-20,45.1
2018-11-21,45.3
2018-11-22,50.4
2018-11-23,57.4
2018-11-24,58.9
2018-11-25,55.2
2018-11-26,50.3
2018-11-27,44.9
2018-11-28,48.9
2018-11-29,66.0
2018-12-02,145.0
2018-12-03,141.0
2018-12-04,164.0
2018-12-05,175.0
2018-12-06,184.0
2018-12-07,206.0
2018-12-08,225.0
2018-12-09,226.0
2018-12-10,231.0
2018-12-11,229.0
2018-12-12,223.0
2018-12-13,194.0
2018-12-14,152.0
2018-12-15,125.0
2018-12-16,123.0
2018-12-17,140.0
2018-12-18,152.0
2018-12-19,209.0
2018-12-20,231.0
2018-12-21,259.0
2018-12-22,311.0
2018-12-23,349.0
2018-12-24,353.0
2018-12-25,330.0
2018-12-26,281.0
2018-12-27,212.0
2018-12-28,164.0
2018-12-29,133.0
2018-12-31,99.5
2019-01-01,90.1
2019-01-02,81.7
2019-01-03,75.0
2019-01-04,68.3
2019-01-05,61.7
2019-01-06,59.0
2019-01-07,58.9
2019-01-08,56.2
2019-01-09,52.6
2019-01-10,51.6
2019-01-11,49.1
2019-01-12,47.8
2019-01-13,46.2
2019-01-14,46.0
2019-01-15,45.0
2019-01-16,44.7
2019-01-17,45.8
2019-01-18,47.1
2019-01-19,51.8
2019-01-20,60.2
2019-01-21,80.7
2019-01-22,89.1
2019-01-23,98.4
2019-04-15,59.4
2019-04-17,57.7
2019-04-19,50.2
2019-04-21,67.3
2019-04-22,61.0
2019-04-23,50.4
2019-04-24,41.7
2019-04-25,42.8
2019-04-26,44.2
2019-04-28,51.8
2019-04-29,124.0
2019-04-30,108.0
2019-05-01,73.5
2019-05-02,62.4
2019-05-03,63.1
2019-05-05,53.7
2019-05-06,49.5
2019-05-07,46.2
2019-05-08,45.8
2019-05-09,61.8
2019-05-10,74.9
2019-05-11,97.3
2019-05-12,99.8
2019-05-13,77.8
2019-05-14,60.4
2019-05-15,51.3
2019-05-16,47.0
2019-05-17,52.2
2019-05-18,58.4
2019-05-19,58.5
2019-05-20,41.6
2019-05-21,47.8
2019-05-22,39.3
2019-05-23,36.1
2019-05-24,31.9
2019-05-25,30.9
2019-05-26,28.8
2019-05-27,28.6
2019-05-28,29.1
