,orig
2019-05-29,27.7
2019-05-30,28.8
2019-05-31,28.7
2019-06-01,28.3
2019-06-02,30.9
2019-06-03,31.3
2019-06-04,30.2
2019-06-05,45.6
2019-06-06,35.9
2019-06-07,37.6
2019-06-08,50.7
2019-06-09,60.5
2019-06-10,72.3
2019-06-11,75.3
2019-06-12,108.0
2019-06-13,275.0
2019-06-14,401.0
2019-06-15,425.0
2019-06-16,427.0
2019-06-17,419.0
2019-06-18,380.0
2019-06-19,286.0
2019-06-20,226.0
2019-06-21,163.0
2019-06-22,140.0
2019-06-23,102.0
2019-06-24,79.8
2019-06-25,71.6
2019-06-26,123.0
2019-06-27,149.0
2019-06-28,116.0
2019-06-29,75.9
2019-06-30,67.1
2019-07-01,54.3
2019-07-02,51.4
2019-07-03,47.5
2019-07-04,47.1
2019-07-05,45.6
2019-07-06,52.3
2019-07-07,42.9
2019-07-08,36.5
2019-07-09,35.0
2019-07-10,33.0
2019-07-11,32.0
2019-07-12,31.7
2019-07-13,31.8
2019-07-14,30.3
2019-07-15,29.0
2019-07-16,28.8
2019-07-17,28.3
2019-07-18,29.2
2019-07-19,29.2
2019-07-20,35.4
2019-07-21,34.2
2019-07-22,30.8
2019-07-23,30.0
2019-07-24,31.3
2019-07-25,33.6
2019-07-26,32.1
2019-07-27,29.1
2019-07-28,31.2
2019-07-29,30.2
2019-07-30,30.5
2019-07-31,64.2
2019-08-01,54.8
2019-08-02,46.8
2019-08-03,42.9
2019-08-04,43.7
2019-08-05,52.1
2019-08-06,44.3
2019-08-07,38.5
2019-08-08,28.0
2019-08-09,49.1
2019-08-10,64.0
2019-08-11,70.3
2019-08-12,78.1
2019-08-13,75.5
2019-08-14,59.7
2019-08-15,67.6
2019-08-16,65.9
2019-08-17,77.2
2019-08-18,111.0
2019-08-19,111.0
2019-08-20,81.9
2019-08-21,71.6
2019-08-22,61.6
2019-08-23,54.2
2019-08-24,50.8
2019-08-25,49.4
2019-08-26,38.9
2019-08-27,36.3
2019-08-28,33.4
2019-08-29,44.6
2019-08-30,58.8
2019-08-31,68.9
2019-09-01,45.5
2019-09-02,66.5
2019-09-03,45.6
2019-09-04,45.0
2019-09-05,32.5
2019-09-06,26.8
2019-09-07,30.7
2019-09-08,27.4
2019-09-09,30.5
2019-09-10,30.9
2019-09-11,30.0
2019-09-12,34.8
2019-09-13,31.5
2019-09-14,37.7
2019-09-15,38.3
2019-09-16,41.9
2019-09-17,33.4
2019-09-18,31.5
2019-09-19,27.3
2019-09-20,25.3
2019-09-21,26.5
2019-09-22,28.0
2019-09-23,34.6
2019-09-24,35.4
2019-09-25,77.2
2019-09-26,108.0
2019-09-27,111.0
2019-09-28,105.0
2019-09-29,151.0
2019-09-30,334.0
2019-10-01,366.0
2019-10-02,382.0
2019-10-03,361.0
2019-10-04,335.0
2019-10-05,288.0
2019-10-06,256.0
2019-10-07,243.0
2019-10-08,223.0
2019-10-09,201.0
2019-10-10,167.0
2019-10-11,145.0
2019-10-12,150.0
2019-10-13,194.0
2019-10-14,262.0
2019-10-15,245.0
2019-10-16,266.0
2019-10-17,219.0
2019-10-18,207.0
2019-10-19,224.0
2019-10-20,231.0
2019-10-21,213.0
2019-10-22,205.0
2019-10-23,152.0
2019-10-24,137.0
2019-10-25,120.0
2019-10-26,193.0
2019-11-04,391.0
2019-11-05,380.0
2019-11-06,347.0
2019-11-07,300.0
2019-11-08,296.0
2019-11-09,315.0
2019-11-10,363.0
2019-11-11,439.0
2019-11-12,447.0
2019-11-13,448.0
2019-11-14,429.0
