,54057
2018-08-20,22.0
2018-08-21,21.2
2018-08-22,21.7
2018-08-23,28.2
2018-08-24,28.5
2018-08-25,28.4
2018-08-26,35.2
2018-08-27,39.8
2018-08-28,40.6
2018-08-29,38.2
2018-08-30,30.2
2018-08-31,24.0
2018-09-01,23.6
2018-09-02,22.8
2018-09-03,22.4
2018-09-04,22.3
2018-09-05,23.1
2018-09-06,23.8
2018-09-07,24.9
2018-09-08,30.0
2018-09-09,39.9
2018-09-10,46.4
2018-09-11,50.3
2018-09-12,48.2
2018-09-13,49.2
2018-09-14,36.4
2018-09-15,25.0
2018-09-16,28.2
2018-09-17,29.9
2018-09-18,29.7
2018-09-19,30.5
2018-09-20,48.3
2018-09-21,88.8
2018-09-22,126.0
2018-09-23,145.0
2018-09-24,99.6
2018-09-25,71.2
2018-09-26,59.0
2018-09-27,52.5
2018-09-28,41.3
2018-09-29,34.9
2018-09-30,28.9
2018-10-01,27.3
2018-10-02,25.9
2018-10-03,25.8
2018-10-04,24.9
2018-10-05,24.6
2018-10-06,27.2
2018-10-07,35.5
2018-10-08,46.4
2018-10-09,52.0
2018-10-10,51.5
2018-10-11,49.2
2018-10-12,48.4
2018-10-13,48.8
2018-10-17,127.0
2018-10-18,86.2
2018-10-19,66.3
2018-10-20,54.7
2018-10-21,47.3
2018-10-22,41.5
2018-10-23,40.1
2018-10-24,44.6
2018-10-25,48.4
2018-10-26,48.2
2018-10-27,42.3
2018-10-28,35.3
2018-10-29,32.2
2018-10-30,30.4
2018-10-31,29.6
2018-11-01,28.9
2018-11-02,27.4
2018-11-03,29.0
2018-11-04,28.2
2018-11-05,30.6
2018-11-06,44.6
2018-11-07,62.8
2018-11-08,66.1
2018-11-09,78.9
2018-11-10,95.5
2018-11-11,98.2
2018-11-12,87.3
2018-11-13,75.6
2018-11-14,90.6
2018-11-15,95.1
2018-11-16,76.6
2018-11-17,61.8
2018-11-18,52.2
2018-11-19,46.8
2018-11-20,44.6
2018-11-21,44.8
2018-11-22,49.9
2018-11-23,56.8
2018-11-24,58.3
2018-11-25,54.6
2018-11-26,49.7
2018-11-27,44.3
2018-11-28,48.4
2018-11-29,65.4
2018-12-02,144.0
2018-12-03,140.0
2018-12-04,163.0
2018-12-05,174.0
2018-12-06,183.0
2018-12-07,205.0
2018-12-08,224.0
2018-12-09,225.0
2018-12-10,230.0
2018-12-11,228.0
2018-12-12,222.0
2018-12-13,193.0
2018-12-14,151.0
2018-12-15,124.0
2018-12-16,122.0
2018-12-17,139.0
2018-12-18,151.0
2018-12-19,208.0
2018-12-20,230.0
2018-12-21,258.0
2018-12-22,310.0
2018-12-23,348.0
2018-12-24,352.0
2018-12-25,329.0
2018-12-26,280.0
2018-12-27,211.0
2018-12-28,163.0
2018-12-29,132.0
2018-12-31,98.6
2019-01-01,89.3
2019-01-02,80.9
2019-01-03,74.2
2019-01-04,67.5
2019-01-05,60.9
2019-01-06,58.2
2019-01-07,58.2
2019-01-08,55.4
2019-01-09,51.8
2019-01-10,50.8
2019-01-11,48.4
2019-01-12,47.0
2019-01-13,45.4
2019-01-14,45.2
2019-01-15,44.3
2019-01-16,44.0
2019-01-17,45.0
2019-01-18,46.3
2019-01-19,51.0
2019-01-20,59.4
2019-01-21,79.8
2019-01-22,88.2
2019-01-23,97.5
2019-04-15,57.4
2019-04-17,57.7
2019-04-19,71.2
2019-04-21,67.3
2019-04-22,61.0
2019-04-23,50.4
2019-04-24,41.7
2019-04-25,42.8
2019-04-26,44.2
2019-04-28,51.8
2019-04-29,124.0
2019-04-30,108.0
2019-05-01,73.5
2019-05-02,62.4
2019-05-03,62.3
2019-05-05,60.2
2019-05-06,57.7
2019-05-07,53.8
2019-05-08,63.1
2019-05-09,69.7
2019-05-10,86.0
2019-05-11,99.5
2019-05-12,89.8
2019-05-13,68.4
2019-05-14,55.3
2019-05-15,48.8
2019-05-16,47.0
2019-05-17,52.2
2019-05-18,58.4
2019-05-19,58.5
2019-05-20,54.4
2019-05-21,47.8
2019-05-22,39.3
2019-05-23,34.1
2019-05-24,31.9
2019-05-25,29.7
2019-05-26,28.8
2019-05-27,28.4
2019-05-28,28.0
2019-05-29,28.2
2019-05-30,28.9
2019-05-31,28.7
2019-06-01,28.7
2019-06-02,35.0
2019-06-03,36.1
2019-06-04,41.1
2019-06-05,45.6
2019-06-06,42.0
2019-06-07,45.6
2019-06-08,53.9
2019-06-09,60.4
2019-06-10,74.4
2019-06-11,84.6
2019-06-12,175.0
2019-06-13,357.0
2019-06-14,413.0
2019-06-15,427.0
2019-06-16,426.0
2019-06-17,408.0
2019-06-18,337.0
2019-06-19,258.0
2019-06-20,208.0
2019-06-21,162.0
2019-06-22,120.0
2019-06-23,89.9
2019-06-24,74.0
2019-06-25,98.1
2019-06-26,145.0
2019-06-27,134.0
2019-06-28,99.0
2019-06-29,75.7
2019-06-30,61.6
2019-07-01,54.0
2019-07-02,51.1
2019-07-03,54.7
2019-07-04,58.2
2019-07-05,57.2
2019-07-06,52.0
2019-07-07,44.2
2019-07-08,36.2
2019-07-09,33.3
2019-07-10,32.0
2019-07-11,31.4
2019-07-12,31.4
2019-07-13,30.3
2019-07-14,29.3
2019-07-15,28.1
2019-07-16,28.4
2019-07-17,30.0
2019-07-18,30.2
2019-07-19,34.6
2019-07-20,34.7
2019-07-21,31.9
2019-07-22,30.4
2019-07-23,28.6
2019-07-24,32.5
2019-07-25,32.8
2019-07-26,30.0
2019-07-27,29.9
2019-07-28,30.8
2019-07-29,29.8
2019-07-30,36.0
2019-07-31,63.7
2019-08-01,65.4
2019-08-02,62.4
2019-08-03,60.8
2019-08-04,60.7
2019-08-05,51.6
2019-08-06,40.5
2019-08-07,29.7
2019-08-08,27.5
2019-08-09,48.5
2019-08-10,63.4
2019-08-11,73.0
2019-08-12,77.5
2019-08-13,67.6
2019-08-14,59.3
2019-08-15,67.0
2019-08-16,79.4
2019-08-17,86.9
2019-08-18,111.0
