,46005,orig,nn_m,nn_std
1965-01-16,8.22,8.22,8.625458410475868,0.32805585543475985
1965-01-17,2.17,2.17,2.220406792224246,0.24787120590347506
1965-01-18,1.44,1.44,1.9825178266840624,0.2929622158174993
1965-01-19,1.51,1.51,2.7387034169676987,0.27602892979765875
1965-01-20,2.23,2.23,3.043276262336024,0.32008558920794195
1965-01-21,1.49,1.49,1.9020296319579069,0.19904445949981264
1965-01-22,3.1,3.1,2.877853309084107,0.21260318262022385
1965-01-23,3.68,3.68,2.660331435852466,0.31116477474020127
1965-01-24,6.78,6.78,6.54793965139568,0.3010744740926254
1965-01-25,2.11,2.11,1.8793475081450004,0.3549752455468965
1965-01-26,1.37,1.37,1.6002810399987852,0.2142794139075802
1965-01-27,1.14,1.14,1.3089568287953703,0.15569377325907996
1965-01-28,0.975,0.975,1.117456683303602,0.16036670081398643
1965-01-29,0.873,0.873,1.123281105092318,0.10660407052323115
1965-01-30,0.8059999999999999,0.8059999999999999,1.0710615678058588,0.08333879596614113
1965-01-31,0.782,0.782,1.054878792873501,0.061379934299292026
1965-02-01,0.728,0.728,0.9645259524715578,0.04790263434720783
1965-02-02,0.6629999999999999,0.6629999999999999,0.8796106011363108,0.05120510888181299
1965-02-03,0.579,0.579,0.8987854013046386,0.052961230051353815
1965-02-04,0.508,0.508,0.8402923597781992,0.0506323691688873
1965-02-05,0.602,0.602,0.9113718551597665,0.04071746470491543
1965-02-06,0.662,0.662,0.913832908026484,0.0440283666873371
1965-02-07,0.615,0.615,0.8219934014793929,0.050203918846886804
1965-02-08,0.573,0.573,0.7266789857920927,0.053230154914231984
1965-02-09,0.532,0.532,0.6952522039429505,0.04653271799875775
1965-02-10,0.498,0.498,0.675614189426058,0.04162010976125198
1965-02-11,0.489,0.489,0.6725270406616791,0.040654320189555886
1965-02-12,0.486,0.486,0.6673258060789178,0.04242663103605966
1965-02-13,0.5479999999999999,0.5479999999999999,0.6983258190362205,0.03773654083215727
1965-02-14,0.45899999999999996,0.45899999999999996,0.6421437775954006,0.03175809762927157
1965-02-15,0.42100000000000004,0.42100000000000004,0.542386264076508,0.026677882379288892
1965-02-16,0.4,0.4,0.5929959510808878,0.028107677370486268
1965-02-17,0.37799999999999995,0.37799999999999995,0.5231545215836106,0.024256887224059026
1965-02-18,0.353,0.353,0.5404256916240237,0.024613679662224493
1965-02-19,0.371,0.371,0.5909919026781448,0.023289608936506122
1965-02-20,0.35700000000000004,0.35700000000000004,0.5355777859722026,0.023581724375065862
1965-02-21,0.34299999999999997,0.34299999999999997,0.5208128574446971,0.023090339368208156
1965-02-22,0.32799999999999996,0.32799999999999996,0.4780622005470243,0.023292766269152082
1965-02-23,0.314,0.314,0.503099546817675,0.02216780771207426
1965-02-24,0.302,0.302,0.46228046539904527,0.02105841356248959
1965-02-25,0.299,0.299,0.47710565082322093,0.0201156489982624
1965-02-26,0.302,0.302,0.43761597377419326,0.02077495060900242
1965-02-27,0.304,0.304,0.4756091201561965,0.020213759056515533
1965-02-28,0.314,0.314,0.48908314410044545,0.018468522836525433
1965-03-01,0.313,0.313,0.4347717425703066,0.017315636135465818
1965-03-02,0.29100000000000004,0.29100000000000004,0.37767259426646976,0.019118855598721098
1965-03-03,0.32899999999999996,0.32899999999999996,0.5364696793268292,0.023365377255181608
1965-03-04,0.613,0.613,0.4308057978853106,0.05520959997787829
1965-03-05,0.519,0.519,0.45994305525851636,0.03764505090138681
1965-03-06,0.331,0.331,0.45094691334169085,0.05103319066418561
1965-03-07,0.32299999999999995,0.32299999999999995,0.50875062169807,0.03491216283029689
1965-03-08,0.313,0.313,0.5679617369923783,0.02576317509045802
1965-03-09,0.405,0.405,0.5775143445101862,0.024188487217640768
1965-03-10,0.594,0.594,0.8162671296459876,0.026012433426206093
1965-03-11,0.664,0.664,0.721537414356429,0.02728157482598842
1965-03-12,1.2,1.2,1.2253475283068638,0.042536810179376695
1965-03-13,1.79,1.79,1.6482982138741722,0.08217808083765533
1965-03-14,1.3,1.3,1.4605790502889877,0.08682036618855236
1965-03-15,3.35,3.35,3.5485136281800918,0.1452493297163477
1965-03-16,1.75,1.75,1.3513242418955596,0.11524968975374102
1965-03-17,3.07,3.07,2.9015786409241273,0.12954593800811035
1965-03-18,1.19,1.19,1.1325436385684298,0.11203156415894494
1965-03-19,0.831,0.831,0.7953875005080205,0.1773346351995738
1965-03-20,1.57,1.57,1.37250057213573,0.14707515186746756
1965-03-21,0.884,0.884,0.8962605829657734,0.1186633537690316
1965-03-22,1.91,1.91,1.66909387210514,0.15750729880090733
1965-03-23,2.11,2.11,2.7175925046005527,0.1401597635338161
1965-03-24,0.852,0.852,1.0314378585040493,0.1436252646566321
1965-03-25,3.62,3.62,3.3574082569667327,0.2070206496428831
1965-03-26,1.74,1.74,1.8582937108648006,0.12089900189235696
1965-03-27,0.9129999999999999,0.9129999999999999,1.1407554124668005,0.09624930655367658
1965-03-28,0.674,0.674,0.9853344836144025,0.06423873207484729
1965-03-29,0.611,0.611,0.851865971149808,0.046012625435630866
1965-03-30,0.5329999999999999,0.5329999999999999,0.7487184740167887,0.04227803893172619
1965-03-31,0.49200000000000005,0.49200000000000005,0.696313097989653,0.04522292710459077
1965-04-01,0.495,0.495,0.7105788708293157,0.028563723728604752
1965-04-02,0.47,0.47,0.6006663626077553,0.02663258907632739
1965-04-03,0.469,0.469,0.5512417868454557,0.027900571022590952
1965-04-04,0.485,0.485,0.5865572121552666,0.028682931602833507
1965-04-05,0.484,0.484,0.5799998350781416,0.0263197392128868
1965-04-06,0.44,0.44,0.5262012521008663,0.026028478325672028
1965-04-07,0.42100000000000004,0.42100000000000004,0.5571549474660336,0.021513919848092148
1965-04-08,0.41700000000000004,0.41700000000000004,0.5404569138195205,0.021067188964119393
1965-04-09,0.5379999999999999,0.5379999999999999,0.6255165565273793,0.02290966169153184
1965-04-10,0.816,0.816,1.2279439349972516,0.0499400970158087
1965-04-11,0.7709999999999999,0.7709999999999999,0.7404122153416381,0.0369942413028426
1965-04-12,1.89,1.89,2.6147316202716144,0.05378155796939129
1965-04-13,0.597,0.597,0.8118039727872374,0.06471891860272794
1965-04-14,0.519,0.519,0.664775124405253,0.05240914546399585
1965-04-15,0.737,0.737,0.892129497236424,0.05159753602974069
1965-04-16,0.536,0.536,0.713254212515392,0.034838637159143385
1965-04-17,1.07,1.07,0.8653459585068324,0.05821069883908492
1965-04-18,0.5760000000000001,0.5760000000000001,0.7836688531166307,0.04145078706905841
1965-04-19,0.452,0.452,0.6023717394168825,0.025021096467629487
1965-04-20,0.41,0.41,0.4921979380681101,0.02561806197945365
1965-04-21,0.374,0.374,0.5133895123805886,0.02154805376573301
1965-04-22,0.349,0.349,0.5319634299791098,0.022357917302006022
1965-04-23,0.348,0.348,0.5284192415060434,0.01877236729436152
1965-04-24,0.371,0.371,0.5419487943107728,0.018901301119729964
1965-04-25,0.5579999999999999,0.5579999999999999,0.6549603739271178,0.019070425808214084
1965-04-26,0.635,0.635,0.6675697292149928,0.02102117125506199
1965-04-27,1.27,1.27,0.9534521468549407,0.03002909177069648
1965-04-28,0.852,0.852,1.0190367668329028,0.03715948814654029
1965-04-29,0.484,0.484,0.5449929213172643,0.026324231752487718
1965-04-30,0.377,0.377,0.39424020114095776,0.023694651116650062
1965-05-01,0.39299999999999996,0.39299999999999996,0.4151499497032891,0.022624138015914494
1965-05-02,0.893,0.893,0.8922792301009999,0.026183825429582353
1965-05-03,1.35,1.35,1.725779211857903,0.05319697619115056
1965-05-04,3.66,3.66,3.651691003241688,0.0640913889378937
1965-05-05,0.9620000000000001,0.9620000000000001,1.3680478781233976,0.08664640996027767
1965-05-06,0.6709999999999999,0.6709999999999999,0.6232524655723358,0.0930797449633718
1965-05-07,1.02,1.02,0.9368257919463225,0.07864215776456779
1965-05-08,0.708,0.708,0.7736473040906704,0.05061539079463423
1965-05-09,0.762,0.762,0.6767238824288401,0.037686793527233226
1965-05-10,0.565,0.565,0.5576837720252474,0.032853161460020534
1965-05-11,0.483,0.483,0.5292604031191898,0.029879922868225557
1965-05-12,0.42,0.42,0.48759177199311765,0.02671813022185026
1965-05-13,0.389,0.389,0.461763802837207,0.026116003334882176
1965-05-14,0.389,0.389,0.40522658820798585,0.029855346504301328
1965-05-15,0.41200000000000003,0.41200000000000003,0.5179106266112422,0.023057940318890316
1965-05-16,1.13,1.13,0.898066789537063,0.03126816216974998
1965-05-17,0.938,0.938,1.2183481245563896,0.046715428152348686
1965-05-18,0.55,0.55,0.6622867785113555,0.05304758733732038
1965-05-19,0.433,0.433,0.41389185676550916,0.04915717147042695
1965-05-20,0.377,0.377,0.3788453479629955,0.033627646723373865
1965-05-21,0.377,0.377,0.3632110943792583,0.03969181732936188
1965-05-22,0.442,0.442,0.5195009222275518,0.03249279623734001
1965-05-23,0.7,0.7,0.6942903103705722,0.030048074159731642
1965-05-24,1.56,1.56,1.7621317831666656,0.04678990199615856
1965-05-25,0.8540000000000001,0.8540000000000001,1.141240170564584,0.03361843247670947
1965-05-26,0.583,0.583,0.6443388919740382,0.03775278822344003
1965-05-27,0.45,0.45,0.4307491821646178,0.029426452689482862
1965-05-28,0.409,0.409,0.352921695763875,0.028990036541733735
1965-05-29,0.382,0.382,0.3272769273749597,0.027782102911515474
1965-05-30,0.38799999999999996,0.38799999999999996,0.369465401734818,0.01875823277326275
1965-05-31,0.376,0.376,0.3946251660777048,0.020313138349016706
1965-06-01,0.37200000000000005,0.37200000000000005,0.4365356864548567,0.019760637061380173
1965-06-02,0.34299999999999997,0.34299999999999997,0.47754977397266535,0.021012492202042456
1965-06-03,0.319,0.319,0.4659834577434145,0.02088795683456621
1965-06-04,0.312,0.312,0.40595761877416414,0.019277787642825263
1965-06-05,0.31,0.31,0.377157501446852,0.017515792267891784
1965-06-06,0.326,0.326,0.3664604963266939,0.018312115646834364
1965-06-07,0.315,0.315,0.38960729980036163,0.02073805805388533
1965-06-08,0.303,0.303,0.33413928708766694,0.01664576466148574
1965-06-09,0.306,0.306,0.37108709828640174,0.017814246663130875
1965-06-10,0.278,0.278,0.348095728889733,0.018542542355870554
1965-06-11,0.256,0.256,0.37055190246965775,0.019159255790702753
