date,54110,nn_m,nn_std
1995-12-04,57.8,57.772345793910944,0.3564124509579246
1995-12-05,54.8,54.67737595665357,0.2363382081059669
1995-12-06,50.1,50.198958198996905,0.2490869549552666
1995-12-07,45.7,46.02989006688293,0.29309951744633106
1995-12-08,41.7,42.85773012039855,0.3085192830135281
1995-12-09,37.9,37.98941625991432,0.27478550989457406
1995-12-10,34.4,34.60660012535714,0.2500049409071211
1995-12-11,32.7,33.08927158811392,0.2830521185256243
1995-12-12,31.0,31.650416745115646,0.28425640870758806
1995-12-13,29.5,29.518715983657618,0.2527218811099758
1995-12-14,28.9,28.905312200330098,0.26304102424013925
1995-12-15,29.0,28.78115681763981,0.26930858368596233
1995-12-16,27.6,28.15684147669449,0.2785692580489708
1995-12-17,28.8,27.792621844260548,0.2619920034335864
1995-12-18,31.8,31.4428054843274,0.6520022185923812
1995-12-19,42.8,46.469920198257725,2.3636177835454686
1995-12-20,131.0,134.3664741337987,2.668128079296248
1995-12-21,136.0,139.94742169528226,4.299121286759662
1995-12-22,253.0,253.33975686465834,4.409238411835297
1995-12-23,364.0,369.11437096888056,3.7631227171880095
1995-12-24,405.0,397.6834075152819,5.638779943167843
1995-12-25,374.0,380.671346103255,2.9431046977697504
1995-12-26,292.0,288.1902678379539,2.2517975610683494
1995-12-27,179.0,180.91410484764393,2.090397860753874
1995-12-28,116.0,120.02340280926776,2.092032892531556
1995-12-29,86.0,88.78184627248247,1.8836032504621028
1995-12-30,73.7,73.05672434148595,1.5451785137674232
1995-12-31,69.1,69.16991675243798,0.7336304650644178
1996-01-01,74.8,75.33169140373677,0.51770147334047
1996-01-02,77.1,77.69374462814355,0.6922366549188469
1996-01-03,82.3,81.87937965104521,0.6549087831741657
1996-01-04,96.1,96.49738756014062,0.6286386466911302
1996-01-05,115.0,110.87165531919032,0.6576588994340982
1996-01-06,133.0,136.0367218239861,1.5539018208625985
1996-01-07,176.0,174.61385457252823,2.3326499545706687
1996-01-08,200.0,207.33191893654578,1.3924586668343912
1996-01-09,309.0,307.4179622910032,3.379278442906327
1996-01-10,318.0,318.68102507346276,2.8801021864801224
1996-01-11,245.0,257.1231189336804,3.385301798796748
1996-01-12,210.0,209.63957316840387,1.8670148485774425
1996-01-13,212.0,211.42382409775487,2.1146790979463126
1996-01-14,215.0,212.10343134517692,1.9712097389313528
1996-01-15,182.0,185.54103294672882,0.8799049207421089
1996-01-16,146.0,146.44202569409637,1.1673615574970961
