,orig
2019-02-02,1.73
2019-02-03,1.72
2019-02-04,1.72
2019-02-05,1.75
2019-02-06,1.73
2019-02-07,1.79
2019-02-09,2.46
2019-02-10,2.23
2019-02-11,2.1
2019-02-12,1.86
2019-02-13,1.73
2019-02-14,1.63
2019-02-15,1.61
2019-02-16,1.62
2019-02-17,1.58
2019-02-18,1.54
2019-02-19,1.51
2019-02-20,1.54
2019-02-21,1.49
2019-02-22,1.37
2019-02-23,1.37
2019-02-24,1.33
2019-02-25,1.32
2019-02-26,1.34
2019-02-27,1.33
2019-02-28,1.36
2019-03-01,1.39
2019-03-02,1.39
2019-03-03,1.54
2019-03-04,1.85
2019-03-05,1.71
2019-03-06,2.68
2019-03-07,3.94
2019-03-08,3.39
2019-03-09,2.91
2019-03-10,3.01
2019-03-11,2.77
2019-03-12,3.59
2019-03-13,3.59
2019-03-14,3.13
2019-03-15,2.83
2019-03-16,3.57
2019-03-17,3.67
2019-03-18,3.23
2019-03-19,2.79
2019-03-20,2.58
2019-03-21,2.37
2019-03-22,2.25
2019-03-23,2.1
2019-03-24,2.04
2019-03-25,1.93
2019-03-26,1.85
2019-03-27,1.81
2019-03-28,1.68
2019-03-29,1.69
2019-03-30,1.67
2019-03-31,1.64
2019-04-01,1.59
2019-04-02,1.77
2019-04-03,1.81
2019-04-04,1.73
2019-04-05,1.74
2019-04-06,1.66
2019-04-07,1.67
2019-04-08,1.62
2019-04-09,1.55
2019-04-10,1.5
2019-04-11,1.43
2019-04-12,1.4
2019-04-13,1.38
2019-04-14,1.38
2019-04-15,1.38
2019-04-16,1.42
2019-04-17,1.42
2019-04-18,1.27
2019-04-19,1.28
2019-04-20,1.24
2019-04-21,1.24
2019-04-22,1.23
2019-04-23,1.34
2019-04-24,1.29
2019-04-25,1.42
2019-04-26,1.77
2019-04-27,1.66
2019-04-28,1.54
2019-04-29,1.46
2019-04-30,1.43
2019-05-01,1.32
2019-05-02,1.27
2019-05-03,1.45
2019-05-04,1.44
2019-05-05,1.26
2019-05-06,1.16
2019-05-07,1.11
2019-05-08,1.35
2019-05-09,1.91
2019-05-10,1.78
2019-05-11,1.84
2019-05-12,1.52
2019-05-13,1.23
2019-05-14,1.02
2019-05-15,0.931
2019-05-16,0.864
2019-05-17,0.914
2019-05-18,0.943
2019-05-19,0.973
2019-05-20,0.999
2019-05-21,0.859
2019-05-22,0.743
2019-05-23,0.716
2019-05-24,0.684
2019-05-25,0.69
2019-05-26,0.717
2019-05-27,0.723
2019-05-28,0.717
2019-05-29,0.817
2019-05-30,0.788
2019-05-31,0.733
2019-06-01,0.647
2019-06-02,0.677
2019-06-03,0.6
2019-06-04,0.596
2019-06-05,0.637
2019-06-06,0.76
2019-06-07,0.69
2019-06-08,0.871
2019-06-09,0.949
2019-06-10,0.82
2019-06-11,1.93
2019-06-12,4.06
2019-06-13,4.62
2019-06-14,3.87
2019-06-15,2.1
2019-06-16,1.18
2019-06-17,0.964
2019-06-18,0.872
2019-06-19,0.603
2019-06-20,0.802
2019-06-21,1.44
2019-06-22,1.2
2019-06-23,1.07
2019-06-24,0.99
2019-06-25,1.31
2019-06-26,1.77
2019-06-27,1.73
2019-06-28,1.32
2019-06-29,1.16
2019-06-30,1.05
2019-07-01,0.928
2019-07-02,0.869
2019-07-03,0.733
2019-07-04,0.727
2019-07-05,0.63
2019-07-06,0.553
2019-07-07,0.548
2019-07-08,0.598
2019-07-09,0.56
2019-07-10,0.55
2019-07-11,0.468
2019-07-12,0.452
2019-07-13,0.509
2019-07-14,0.509
2019-07-15,0.465
2019-07-16,0.467
2019-07-17,0.432
2019-07-18,0.585
2019-07-19,0.54
2019-07-20,0.493
2019-07-21,0.487
2019-07-22,0.679
2019-07-23,0.565
2019-07-24,0.587
2019-07-25,0.689
2019-07-26,0.792
2019-07-27,0.875
2019-07-28,1.48
2019-07-29,2.12
2019-07-30,1.94
2019-07-31,0.048
2019-08-01,-0.77
2019-08-02,0.0
2019-08-03,-0.62
2019-08-04,1.82
2019-08-05,-0.5
2019-08-06,1.01
2019-08-07,1.43
2019-08-08,1.38
2019-08-09,1.64
2019-08-10,1.94
2019-08-11,2.1
2019-08-12,2.15
2019-08-13,1.79
2019-08-14,1.66
2019-08-15,1.66
2019-08-16,1.84
2019-08-17,2.07
2019-08-18,2.41
2019-08-19,2.2
2019-08-20,1.82
2019-08-21,1.6
2019-08-22,1.49
2019-08-23,1.38
2019-08-24,1.33
2019-08-25,1.22
2019-08-26,1.11
2019-08-27,1.19
2019-08-28,1.2
2019-08-29,1.3
2019-08-30,1.31
2019-08-31,1.21
2019-09-01,1.09
2019-09-02,1.07
2019-09-03,1.1
2019-09-04,1.0
2019-09-05,0.946
2019-09-06,0.891
2019-09-07,0.892
2019-09-08,0.8640000000000001
2019-09-09,0.864
2019-09-10,0.978
2019-09-11,1.11
2019-09-12,1.04
2019-09-13,0.679
2019-09-14,0.674
2019-09-15,0.6609999999999999
2019-09-16,0.849
2019-09-17,1.15
2019-09-18,1.29
2019-09-19,1.2
2019-09-20,1.11
2019-09-21,0.855
2019-09-22,0.65
2019-09-23,0.676
2019-09-24,0.7
2019-09-25,1.01
2019-09-26,1.27
2019-09-27,1.79
2019-09-28,2.44
2019-09-29,3.47
2019-09-30,4.37
2019-10-01,5.23
2019-10-02,5.44
2019-10-03,3.92
2019-10-04,-0.62
2019-10-05,-0.52
2019-10-06,4.12
2019-10-07,5.11
2019-10-08,2.63
2019-10-09,2.81
2019-10-10,0.422
2019-10-11,1.97
2019-10-12,1.69
2019-10-13,2.85
2019-10-14,4.09
2019-10-15,-0.36
2019-10-16,-12.0
2019-10-17,-0.55
2019-10-18,-0.46
2019-10-19,-0.38
2019-10-20,1.22
2019-10-21,1.68
2019-10-22,1.52
2019-10-23,2.63
2019-10-24,2.52
2019-10-25,3.19
2019-10-26,7.29
2019-10-27,7.3
2019-10-28,7.66
2019-10-29,6.63
2019-10-30,5.37
2019-10-31,4.79
2019-11-01,4.71
2019-11-02,5.37
2019-11-03,5.53
2019-11-04,5.71
2019-11-05,5.39
2019-11-06,5.05
2019-11-07,7.58
2019-11-08,9.86
2019-11-09,10.8
2019-11-10,11.2
2019-11-11,11.4
2019-11-12,11.2
2019-11-13,6.43
2019-11-14,9.16
2019-11-15,11.6
2019-11-16,11.8
