,orig
2019-01-09,0.977
2019-01-10,0.941
2019-01-11,0.916
2019-01-12,0.909
2019-01-13,0.9
2019-01-14,0.86
2019-01-15,0.835
2019-01-16,0.876
2019-01-17,0.833
2019-01-18,0.816
2019-01-19,1.44
2019-01-20,1.38
2019-01-21,1.27
2019-01-22,2.45
2019-01-23,1.97
2019-01-24,1.57
2019-01-25,1.41
2019-01-26,1.47
2019-01-27,2.05
2019-01-28,1.58
2019-01-29,1.82
2019-01-30,1.97
2019-01-31,1.66
2019-02-01,1.71
2019-02-02,1.7
2019-02-03,1.94
2019-02-05,7.23
2019-02-06,8.6
2019-02-07,5.5
2019-02-08,5.32
2019-02-09,6.06
2019-02-10,7.26
2019-02-11,4.24
2019-02-12,2.97
2019-02-13,2.49
2019-02-14,2.12
2019-02-15,1.9
2019-02-16,1.75
2019-02-17,1.64
2019-02-18,1.79
2019-02-19,1.73
2019-02-20,1.56
2019-02-21,1.43
2019-02-22,1.32
2019-02-23,1.28
2019-02-24,1.2
2019-02-25,1.15
2019-02-26,1.12
2019-02-27,1.09
2019-02-28,1.15
2019-03-01,1.15
2019-03-02,1.39
2019-03-03,1.88
2019-03-04,1.9
2019-03-05,4.06
2019-03-06,8.86
2019-03-07,5.14
2019-03-08,3.2
2019-03-09,2.76
2019-03-10,3.53
2019-03-11,3.41
2019-03-12,8.11
2019-03-13,4.8
2019-03-14,7.13
2019-03-15,5.55
2019-03-16,4.52
2019-03-17,4.74
2019-03-18,3.04
2019-03-19,2.45
2019-03-20,2.12
2019-03-21,1.94
2019-03-22,1.79
2019-03-23,1.63
2019-03-24,1.51
2019-03-25,1.42
2019-03-26,1.35
2019-03-27,1.27
2019-03-28,1.22
2019-03-29,1.2
2019-03-30,1.16
2019-03-31,1.11
2019-04-01,1.08
2019-04-02,1.1
2019-04-03,1.08
2019-04-04,2.74
2019-04-05,5.37
2019-04-06,2.45
2019-04-07,1.7
2019-04-08,1.44
2019-04-09,1.33
2019-04-10,1.21
2019-04-11,1.11
2019-04-12,1.05
2019-04-13,1.0
2019-04-14,0.965
2019-04-15,0.815
2019-04-16,0.965
2019-04-17,0.911
2019-04-18,0.845
2019-04-19,0.725
2019-04-20,0.793
2019-04-21,0.79
2019-04-22,0.777
2019-04-23,0.759
2019-04-24,1.02
2019-04-25,0.744
2019-04-26,0.687
2019-04-27,0.612
2019-04-28,0.572
2019-04-29,0.576
2019-04-30,0.559
2019-05-01,0.559
2019-05-02,0.547
2019-05-03,0.547
2019-05-04,0.518
2019-05-05,0.506
2019-05-06,0.501
2019-05-07,0.502
2019-05-08,1.41
2019-05-09,1.11
2019-05-10,0.747
2019-05-11,0.596
2019-05-12,0.55
2019-05-13,0.52
2019-05-14,0.52
2019-05-15,0.462
2019-05-16,0.479
2019-05-17,0.488
2019-05-18,0.466
2019-05-19,0.599
2019-05-20,0.577
2019-05-21,0.486
2019-05-22,0.46
2019-05-23,0.445
2019-05-24,0.438
2019-05-25,0.404
2019-05-26,0.388
2019-05-27,0.405
2019-05-28,0.686
2019-05-29,0.447
2019-05-30,0.429
2019-05-31,0.398
2019-06-01,0.383
2019-06-02,0.412
2019-06-03,0.381
2019-06-04,0.381
2019-06-05,0.365
2019-06-06,0.361
2019-06-07,0.554
2019-06-08,0.891
2019-06-09,0.517
2019-06-10,1.32
2019-06-11,3.54
2019-06-12,0.922
2019-06-13,1.95
2019-06-14,1.48
2019-06-15,0.936
2019-06-16,0.745
2019-06-17,0.635
2019-06-18,0.616
2019-06-19,0.589
2019-06-20,0.571
2019-06-21,0.505
2019-06-22,0.463
2019-06-23,0.464
2019-06-24,0.416
2019-06-25,0.496
2019-06-26,0.433
2019-06-27,0.395
2019-06-28,0.372
2019-06-29,0.357
2019-06-30,0.355
2019-07-01,0.353
2019-07-02,0.351
2019-07-03,0.348
2019-07-04,0.351
2019-07-05,0.37
2019-07-06,0.375
2019-07-07,0.37
2019-07-08,0.367
2019-07-09,0.368
2019-07-10,0.312
2019-07-11,0.316
2019-07-12,0.321
2019-07-13,0.306
2019-07-14,0.299
2019-07-15,0.292
2019-07-16,0.282
2019-07-17,0.288
2019-07-18,0.297
2019-07-19,0.342
2019-07-20,0.363
2019-07-21,0.31
2019-07-22,0.289
2019-07-23,0.271
2019-07-24,0.286
2019-07-25,0.269
2019-07-26,0.261
2019-07-27,0.257
2019-07-28,0.245
2019-07-29,0.246
2019-07-30,0.293
2019-07-31,0.308
