,52010
2019-01-09,0.972
2019-01-10,0.935
2019-01-11,0.9079999999999999
2019-01-12,0.9
2019-01-13,0.89
2019-01-14,0.8490000000000001
2019-01-15,0.823
2019-01-16,0.863
2019-01-17,0.8190000000000001
2019-01-18,0.8009999999999999
2019-01-19,1.42
2019-01-20,1.36
2019-01-21,1.25
2019-01-22,2.43
2019-01-23,1.94
2019-01-24,1.55
2019-01-25,1.38
2019-01-26,1.44
2019-01-27,2.01
2019-01-28,1.55
2019-01-29,1.78
2019-01-30,1.93
2019-01-31,1.62
2019-02-01,1.67
2019-02-02,1.66
2019-02-03,1.9
2019-02-05,7.18
2019-02-06,8.56
2019-02-07,5.45
2019-02-08,5.26
2019-02-09,6.01
2019-02-10,7.22
2019-02-11,4.16
2019-02-12,2.91
2019-02-13,2.42
2019-02-14,2.05
2019-02-15,1.84
2019-02-16,1.69
2019-02-17,1.58
2019-02-18,1.73
2019-02-19,1.67
2019-02-20,1.5
2019-02-21,1.37
2019-02-22,1.26
2019-02-23,1.22
2019-02-24,1.14
2019-02-25,1.09
2019-02-26,1.05
2019-02-27,1.02
2019-02-28,1.08
2019-03-01,1.08
2019-03-02,1.31
2019-03-03,1.79
2019-03-04,1.81
2019-03-05,3.96
2019-03-06,8.78
2019-03-07,5.04
2019-03-08,3.09
2019-03-09,2.66
2019-03-10,3.41
2019-03-11,3.3
2019-03-12,8.01
2019-03-13,4.68
2019-03-14,7.04
2019-03-15,5.43
2019-03-16,4.38
2019-03-17,4.61
2019-03-18,2.91
2019-03-19,2.33
2019-03-20,2.0
2019-03-21,1.83
2019-03-22,1.68
2019-03-23,1.52
2019-03-24,1.41
2019-03-25,1.31
2019-03-26,1.24
2019-03-27,1.17
2019-03-28,1.11
2019-03-29,1.1
2019-03-30,1.06
2019-03-31,1.0
2019-04-01,0.977
2019-04-02,0.996
2019-04-03,0.972
2019-04-04,2.6
2019-04-05,5.23
2019-04-06,2.3
2019-04-07,1.57
2019-04-08,1.32
2019-04-09,1.21
2019-04-10,1.09
2019-04-11,0.997
2019-04-12,0.937
2019-04-13,0.888
2019-04-14,0.8490000000000001
2019-04-15,0.815
2019-04-16,0.843
2019-04-17,0.792
2019-04-18,0.731
2019-04-19,0.725
2019-04-20,0.68
2019-04-21,0.6759999999999999
2019-04-22,0.6629999999999999
2019-04-23,0.645
2019-04-24,0.866
2019-04-25,0.684
2019-04-26,0.634
2019-04-27,0.561
2019-04-28,0.525
2019-04-29,0.527
2019-04-30,0.509
2019-05-01,0.509
2019-05-02,0.498
2019-05-03,0.495
2019-05-04,0.47
2019-05-05,0.457
2019-05-06,0.45399999999999996
2019-05-07,0.47700000000000004
2019-05-08,1.47
2019-05-09,0.992
2019-05-10,0.6809999999999999
2019-05-11,0.545
2019-05-12,0.498
2019-05-13,0.46799999999999997
2019-05-14,0.473
2019-05-15,0.41600000000000004
2019-05-16,0.4320000000000001
2019-05-17,0.441
2019-05-18,0.419
2019-05-19,0.555
2019-05-20,0.527
2019-05-21,0.439
2019-05-22,0.413
2019-05-23,0.39899999999999997
2019-05-24,0.392
2019-05-25,0.387
2019-05-26,0.38799999999999996
2019-05-27,0.402
2019-05-28,0.6459999999999999
2019-05-29,0.429
2019-05-30,0.418
2019-05-31,0.389
2019-06-01,0.374
2019-06-02,0.386
2019-06-03,0.3720000000000001
2019-06-04,0.368
2019-06-05,0.353
2019-06-06,0.348
2019-06-07,0.535
2019-06-08,0.815
2019-06-09,0.486
2019-06-10,1.43
2019-06-11,3.04
2019-06-12,0.867
2019-06-13,2.03
2019-06-14,1.44
2019-06-15,0.9009999999999999
2019-06-16,0.7090000000000001
2019-06-17,0.608
2019-06-18,0.568
2019-06-19,0.5489999999999999
2019-06-20,0.545
2019-06-21,0.46799999999999997
2019-06-22,0.42100000000000004
2019-06-23,0.418
2019-06-24,0.382
2019-06-25,0.447
2019-06-26,0.38799999999999996
2019-06-27,0.354
2019-06-28,0.331
2019-06-29,0.313
2019-06-30,0.312
2019-07-01,0.309
2019-07-02,0.307
2019-07-03,0.303
2019-07-04,0.303
2019-07-05,0.314
2019-07-06,0.324
2019-07-07,0.318
2019-07-08,0.315
2019-07-09,0.316
2019-07-10,0.312
2019-07-11,0.315
2019-07-12,0.309
2019-07-13,0.304
2019-07-14,0.29600000000000004
2019-07-15,0.28800000000000003
2019-07-16,0.278
2019-07-17,0.28600000000000003
2019-07-18,0.292
2019-07-19,0.345
2019-07-20,0.35
2019-07-21,0.303
2019-07-22,0.282
2019-07-23,0.263
2019-07-24,0.278
2019-07-25,0.258
2019-07-26,0.252
2019-07-27,0.24600000000000002
2019-07-28,0.23399999999999999
2019-07-29,0.237
2019-07-30,0.28
2019-07-31,0.29
