date,76017,nn_m,nn_std
1999-03-20,20.1,20.439208012655236,1.5182433424752277
1999-03-21,38.3,50.49068427723318,2.7603913800139135
1999-03-22,29.7,34.921689115392184,1.6533283973689001
1999-03-23,29.8,35.17891793584382,3.095700137219256
1999-03-24,26.2,26.74437941918641,1.6056297140297882
1999-03-25,28.1,22.169274893860113,0.7886363753645457
1999-03-26,25.0,23.911729668400117,1.1857718835396938
1999-03-27,23.1,23.67457494342784,0.4174152972906724
1999-03-28,21.5,28.406036024063894,1.483218295881397
1999-03-29,64.2,49.44418912189121,2.834107398858382
1999-03-30,42.6,45.407363428230205,2.5558387936019344
1999-03-31,34.7,28.96883654917928,1.7227885293589977
1999-04-01,30.4,29.590037673564307,0.6780541699412215
1999-04-02,27.2,27.639064803059174,0.24699192932830766
1999-04-03,24.9,25.357788888978344,0.23958972192721661
1999-04-04,22.8,23.546950559717818,0.23469602397260264
1999-04-05,22.4,25.923404563169854,0.6696510047879277
1999-04-06,38.3,35.413642696980254,0.7947764046988034
1999-04-07,35.3,30.98788288864877,0.4284313658521252
1999-04-08,28.5,26.876941038791934,0.6060824231585201
1999-04-09,26.0,24.71916196934857,0.6373034945742219
1999-04-10,26.3,31.74239840206196,0.8348284032498832
1999-04-11,31.9,50.17870324743786,2.364182686385353
1999-04-12,69.6,51.85482358824371,2.1903445036191993
1999-04-13,52.1,60.716537796824326,2.2488031794106553
1999-04-14,41.1,43.73114085266296,1.1320371977484636
1999-04-15,36.4,40.29114481799114,2.1196697177417545
1999-04-16,35.1,43.27117172163596,1.409576944490477
1999-04-17,30.3,31.53212285286658,1.3778681781583968
1999-04-18,26.9,26.357518107160086,0.7067405138455126
1999-04-19,24.8,26.079124290424005,0.6632758816670304
1999-04-20,47.5,46.269563330566655,2.5139363421490177
1999-04-21,74.6,75.6390688570169,4.132897826315685
1999-04-22,91.1,74.57703575040706,2.5386046315097257
1999-04-23,60.9,65.1772577085883,2.3326694279470357
1999-04-24,46.8,46.49945293999668,0.831665705932208
1999-04-25,39.0,38.40090240846552,0.8414573417227846
1999-04-26,33.2,34.49603151448258,0.7324434979812879
1999-04-27,29.1,30.212523700988363,0.38987543510143385
1999-04-28,25.9,26.993021960272973,0.3442799199227648
1999-04-29,23.5,24.440982437116276,0.29394177048019177
1999-04-30,21.5,22.43907074113687,0.2715657165930841
1999-05-01,19.7,20.585134546801516,0.2685256476071628
1999-05-02,18.2,18.974917602746668,0.2504286343975685
1999-05-03,17.1,17.704935445560746,0.22697291055485164
1999-05-04,16.0,16.604613646872107,0.21636984098009895
1999-05-05,15.1,15.60875239431601,0.22187310144951894
1999-05-06,14.7,15.091970400807845,0.23525198821290658
1999-05-07,14.7,17.83095534921256,0.878435804459034
1999-05-08,26.8,24.301751210315217,1.555136510585898
1999-05-09,34.6,34.12580238569234,0.9444968134107122
1999-05-10,39.5,33.4149143520408,0.7356256102139709
1999-05-11,50.7,45.13146214313927,2.9271267487594033
1999-05-12,77.9,60.68035744596985,2.7778853883455517
1999-05-13,61.6,78.24224275620168,1.8048174560388477
1999-05-14,48.3,47.834766557521974,2.313036790969922
1999-05-15,36.7,31.494711793641827,1.6497109998035444
1999-05-16,31.1,28.057353233833428,0.792643508780869
1999-05-17,27.0,26.859378200855755,0.4137714356126969
1999-05-18,23.8,24.244219904069563,0.24470237786844862
1999-05-19,21.5,21.978442717519023,0.2761865128332807
1999-05-20,19.7,19.970668406068633,0.23577440543785502
1999-05-21,18.9,19.0433283195211,0.2988612557475889
1999-05-22,18.1,18.111816708400386,0.30725487605728374
1999-05-23,17.1,18.805664676162177,0.510129235283754
1999-05-24,19.6,28.40511796326713,2.0938600414605024
1999-05-25,19.0,18.73200797227074,0.8564424328707954
1999-05-26,18.5,16.22198740460562,0.8804658921836636
1999-05-27,17.6,16.552209950778167,0.5130175281836289
1999-05-28,31.4,26.943188993209066,1.0302843425579982
1999-05-29,35.0,32.40272862087711,0.6488368391085912
1999-05-30,21.9,24.26433320793461,1.1544478499880384
1999-05-31,18.7,18.67575152258534,0.5445041094941127
