date,0,1,2,3,4,5,6,7,8,9
1999-03-20,21.938095,23.17388,18.939405,21.013851,20.34112,17.683168,20.89041,21.251211,19.350294,19.500517
1999-03-21,55.040066,51.55909,50.145454,54.691498,46.912075,49.113758,50.410927,51.441494,48.38373,46.573517
1999-03-22,32.41538,33.476646,37.696262,33.314426,33.81863,36.308342,34.39812,35.842503,35.54314,36.77277
1999-03-23,29.735224,30.340742,36.63368,36.418118,33.85811,36.67068,39.131573,36.280148,34.44401,39.189255
1999-03-24,29.006987,28.56435,27.722727,25.705997,28.278715,23.642,25.935135,26.13362,26.674234,25.277857
1999-03-25,20.810371,22.272627,23.434835,22.104404,21.305494,21.89215,23.045622,22.405163,21.564423,22.959076
1999-03-26,24.919838,25.442,24.249792,25.879177,23.955044,22.335342,23.282976,22.688076,22.445679,23.509865
1999-03-27,23.558601,23.986992,23.364471,24.141493,24.119228,23.149145,23.847132,23.26062,23.057796,24.2118
1999-03-28,30.770607,29.254074,28.984596,30.152664,29.407099,26.72286,27.64409,26.44466,26.65077,27.462246
1999-03-29,51.85345,51.871765,50.227165,53.396694,52.510136,46.90751,47.712635,48.055855,45.42336,45.4505
1999-03-30,41.317158,43.69415,45.437065,42.297707,43.294533,46.977413,46.891285,48.148884,48.633617,48.348476
1999-03-31,25.330563,28.518332,28.66019,27.705524,29.965868,28.87597,29.284178,29.518393,29.915928,32.418842
1999-04-01,28.82634,29.93487,29.175205,29.106676,29.789526,29.697691,29.597025,30.43438,30.901684,28.541153
1999-04-02,27.398933,27.67891,27.274466,27.688513,27.930944,27.665125,27.669659,27.623608,27.352188,28.139122
1999-04-03,25.362635,25.479021,25.124996,25.050056,25.817884,25.32654,25.469282,25.39073,24.986525,25.568787
1999-04-04,23.83722,23.493067,23.25986,23.328735,24.006271,23.462557,23.463442,23.726074,23.2921,23.582047
1999-04-05,25.323288,25.462706,26.010502,24.72169,26.858347,25.783249,26.96841,26.102589,25.632242,26.493868
1999-04-06,36.285873,35.766228,35.700443,34.603634,36.916164,34.163696,35.604256,34.7823,34.789364,35.337578
1999-04-07,30.925608,31.422194,30.663761,31.490221,30.710314,30.857693,30.20324,30.781897,31.73193,31.073944
1999-04-08,27.428514,26.06178,27.406487,27.34438,27.588663,26.171562,25.968668,26.644585,26.6659,27.389256
1999-04-09,24.721354,25.756742,24.531391,25.971231,24.69001,24.506096,23.946741,24.559608,23.978697,24.365356
1999-04-10,31.24754,30.809343,31.935978,30.32801,32.34331,31.508558,33.456394,31.870806,31.688929,32.417343
1999-04-11,56.04177,50.938667,48.8412,52.159107,48.745888,49.788895,49.073147,48.415165,49.426056,47.70192
1999-04-12,57.57165,52.39766,51.79497,50.316345,51.9042,51.756104,51.17988,50.341156,49.00645,51.709652
1999-04-13,65.1867,57.002144,61.085957,61.59619,63.070755,59.138664,60.84862,59.592937,58.521454,60.726627
1999-04-14,42.947765,44.41104,45.842625,43.79867,42.889843,41.895573,42.784378,43.404278,44.098255,45.168095
1999-04-15,40.54021,41.90944,40.355133,45.034107,41.390568,39.350914,38.985493,39.27532,36.762123,38.718052
1999-04-16,43.726376,44.031452,45.68686,44.181145,43.701065,40.990715,41.528645,43.779293,43.400288,41.293343
1999-04-17,30.131187,31.258797,32.857944,28.87341,30.267832,31.690752,32.354214,32.66035,32.000187,33.576885
1999-04-18,25.556557,26.206808,25.612488,26.802097,25.943108,25.46022,26.95043,27.26043,26.369688,27.583298
1999-04-19,24.825987,26.216217,25.57299,25.297245,26.331692,25.811445,26.784426,26.60481,26.811918,26.743498
1999-04-20,41.473095,43.337883,46.228947,50.20995,47.67652,47.666275,48.26969,48.076435,44.79549,45.3618
1999-04-21,74.132065,82.725945,80.819466,79.12203,77.501854,72.57537,70.38931,70.630585,75.16922,72.07652
1999-04-22,76.66901,75.007515,72.71676,76.153435,79.63996,70.315254,73.52692,73.91724,75.48545,71.797
1999-04-23,64.600494,66.562645,61.695747,66.394325,65.02199,62.102493,62.94546,69.69011,67.28328,65.6621
1999-04-24,45.66177,47.539192,45.62429,47.596012,46.643475,45.1529,46.178223,47.22833,46.141773,47.225216
1999-04-25,38.180676,37.638794,39.134007,40.183086,36.943798,38.86425,38.004185,38.556213,38.20661,38.29981
1999-04-26,33.625633,35.32415,34.41925,33.284706,34.907223,34.000275,34.134514,35.28095,35.614895,34.460876
1999-04-27,29.72021,30.539028,29.95166,29.606127,30.45928,30.217077,29.996801,30.400452,30.343197,30.967834
1999-04-28,26.83477,27.28491,26.523323,26.643719,27.56547,26.994608,26.947256,27.000769,26.639677,27.513046
1999-04-29,24.43022,24.48247,24.101292,24.011623,24.994509,24.451193,24.556883,24.572613,24.083822,24.743923
1999-04-30,22.66219,22.329123,22.088755,22.076138,22.934835,22.488237,22.375547,22.766455,22.21462,22.46103
1999-05-01,20.79528,20.397785,20.404251,20.079662,20.969854,20.849283,20.421867,20.883678,20.588037,20.478447
1999-05-02,19.279861,18.735165,18.938942,18.555014,19.336855,19.202427,18.73092,19.058453,19.09159,18.815159
1999-05-03,17.92213,17.457043,17.836824,17.36816,18.030643,17.941662,17.449757,17.639648,17.83393,17.557985
1999-05-04,16.78513,16.337166,16.823397,16.395138,16.9081,16.854534,16.343523,16.416775,16.648508,16.513466
1999-05-05,15.7468605,15.336276,15.869396,15.4037,15.909118,15.888113,15.396843,15.34414,15.615529,15.558419
1999-05-06,15.262974,14.883588,15.361231,14.948825,15.420603,15.346921,14.814356,14.725326,15.094621,15.025994
1999-05-07,19.154858,18.19373,18.6795,18.58877,18.513056,17.299677,16.99069,16.548088,17.145924,16.849354
1999-05-08,26.59964,24.643469,25.952868,25.371128,25.88413,22.60959,23.340471,22.808456,22.054468,23.161154
1999-05-09,34.709267,34.243256,34.932587,33.19974,35.671738,32.857735,34.269253,33.18429,32.965874,35.057297
1999-05-10,33.338215,33.719395,32.534733,32.88373,34.08461,33.004124,33.04467,32.480415,34.301254,34.814667
1999-05-11,49.378548,49.02324,46.42101,47.7988,46.19407,42.249474,42.73792,42.28999,42.61762,41.42778
1999-05-12,66.04689,63.668324,59.541195,62.914734,62.039326,57.57071,58.918076,59.04916,58.49737,57.552628
1999-05-13,80.37793,79.59717,74.79802,80.265236,79.89291,76.42822,77.80334,76.522575,78.60233,77.81685
1999-05-14,46.510876,45.983658,47.393154,42.78466,47.06755,49.137257,49.820286,50.18618,49.647568,50.574165
1999-05-15,32.748135,31.782282,32.698788,32.38108,27.365963,32.32011,32.31984,31.263203,29.583055,32.428246
1999-05-16,28.004562,29.826986,27.759382,27.76907,27.029713,27.872938,28.391468,28.681667,28.25287,26.93929
1999-05-17,27.132923,27.565123,26.151192,27.308437,26.803751,26.700714,26.9429,26.933456,26.278114,26.711948
1999-05-18,24.528006,24.456017,23.810337,24.234226,24.271841,24.515146,24.111944,24.496067,23.93962,24.059826
