,46014,nn_m,nn_std
2004-11-22,5.71,5.292951512544512,0.2761406745877933
2004-11-23,4.29,4.636716642641078,0.1348790469925622
2004-11-24,3.92,3.8619165012393752,0.07067828576100904
2004-11-25,3.8,3.6386332286198373,0.06802373887211195
2004-11-26,3.86,3.697234170197785,0.1111263182771105
2004-11-27,3.57,3.3877099838131888,0.13966437949923668
2004-11-28,4.52,3.847849166181683,0.15472598534621432
2004-11-29,3.58,3.497650309440306,0.1098316588073538
2004-11-30,3.37,3.327187488996176,0.06869697685143075
2005-01-04,6.23,5.896166180765006,0.1318646469165455
2005-01-05,5.87,5.71990987805421,0.14708231878801606
2005-01-06,5.45,5.331972329964359,0.1000591509443271
2005-01-07,5.9,5.420144077456713,0.24041967007329143
2005-01-08,8.76,8.413425305864768,0.13639104383514014
2005-01-09,8.46,8.601694938395566,0.4929446768390352
2005-01-10,15.8,16.74682348210088,0.3183086985910072
2005-01-11,13.8,11.299897389625432,0.6035088759448152
2005-01-12,9.74,9.651703932156387,0.19955627736181217
2005-01-13,8.5,7.781134670014571,0.2523138793228241
2005-01-14,8.96,7.839067792878089,0.24996147817200423
2005-01-15,10.1,9.367866934894625,0.24026495234150202
2005-01-16,8.52,7.7032531169688845,0.1699305824228016
2005-01-17,11.3,10.41575176627101,0.287351787346137
2005-01-18,13.5,13.165439266555284,0.3127664084336722
2005-01-19,10.3,9.906794836389599,0.15647669757587024
2005-01-20,9.18,8.771948262170604,0.1775570687851421
2005-01-21,9.97,9.647196618046626,0.2866435659846625
2005-01-22,27.8,26.425078784462777,0.5441535017893551
2005-01-23,17.4,16.4614433052539,0.2665770489990307
2005-01-24,12.9,11.665045287106889,0.29325144376391216
2005-01-25,11.0,10.340759674718564,0.2658220128384545
2005-01-26,9.55,9.071224334870852,0.16496331554594215
2005-01-27,8.53,8.089731612783543,0.11389921277770695
2005-01-28,7.66,7.262259061475556,0.1324446707293177
2005-01-29,6.81,6.538283599726535,0.1580464071191546
2005-01-30,6.22,5.830007115519881,0.13394681645971368
2005-01-31,5.72,5.400907774691857,0.0982561514897644
2005-02-01,5.28,5.034754645713302,0.07432300971844072
2005-02-02,4.89,4.694278016275076,0.05576378629766046
2005-02-03,4.63,4.41463825179038,0.04723446739080143
2005-02-04,4.42,4.408729892200802,0.13683579020852318
2005-02-05,4.87,4.844230790131537,0.14772073189296173
2005-02-06,4.15,4.102880851756415,0.04889376938449984
2005-02-07,3.89,3.840474296278463,0.04162034138647343
2005-02-08,3.64,3.5779147116420305,0.06721062765868513
2005-02-09,3.7,3.5044495572929346,0.09468844446630278
2005-02-10,3.95,4.119996069107628,0.16569252773604534
2005-02-11,7.27,6.863393834362012,0.20970793456890327
2005-02-12,10.1,8.918560714200753,0.35478492196579353
2005-02-13,5.04,5.899679308008096,0.21439996975273404
2005-02-14,4.42,4.718479981671653,0.29418824489273543
2005-02-15,4.01,4.110310014079506,0.12117209180865861
2005-02-16,3.68,3.6725972725806497,0.06516074987548351
2005-02-17,3.61,3.680493070676249,0.09317144882321256
2005-02-18,3.53,3.602185940738566,0.07117426201340964
2005-02-19,3.54,3.5631897659804967,0.06428223469694315
2005-02-20,3.25,3.2109186753840686,0.05516515873951532
2005-02-21,3.07,3.0773205877980057,0.054688571628714114
2005-02-22,2.93,2.91375972550078,0.040155283830097525
2005-02-23,2.83,2.800885832590287,0.03032487382702037
2005-02-24,2.8,2.741496866946582,0.029674909260904374
2005-02-25,2.7,2.7035368486720928,0.07734614948086717
2005-02-26,2.62,2.5544942019141557,0.06619148541020066
2005-02-27,2.51,2.4667585682679083,0.031612161189499166
2005-02-28,2.48,2.4234789854663945,0.08649037729278243
2005-04-04,2.88,2.749498025103844,0.0797318335590593
2005-04-05,2.76,2.5042732174990774,0.06978758035827952
2005-04-06,4.22,3.172170250566161,0.1246370537870306
2005-04-07,4.1,3.815548480352481,0.21410967502859576
2005-04-08,3.56,3.337939230216215,0.122377837958336
2005-04-09,2.81,2.643793403647982,0.07176530345019519
2005-04-10,2.62,2.436075604792023,0.06887224872859722
2005-04-11,2.51,2.333980720875176,0.06302086513328253
2005-04-12,2.52,2.2610707523991787,0.10701856723854049
2005-04-13,2.68,2.346514358387769,0.09103630835216935
2005-04-14,2.84,2.364999648217413,0.19049353880831804
2005-04-15,3.46,2.5629440698704458,0.30626873633952234
2005-04-16,3.3,2.6815703485784153,0.17747788185049046
2005-04-17,5.55,4.524445063894098,0.28746924965943943
2005-04-18,7.85,5.692746211014904,0.2971537459037877
2005-04-19,6.99,7.023539855456533,0.38819620471595445
2005-04-20,4.54,3.9555000030656315,0.21484154166009445
2005-04-21,3.94,3.4258454419983737,0.1342060206944121
2005-04-22,6.37,6.237300399312686,0.39537661076016795
2005-04-23,8.13,7.835361221072045,0.4666751708936508
2005-04-24,18.7,12.506497073475831,1.2227163975257342
2005-04-25,14.7,13.54841416282641,0.34309176171054073
2005-04-26,10.5,8.971873594768844,0.4240006592641248
2005-04-27,8.93,7.622319042129747,0.25737140569962336
2005-04-28,7.74,7.231333129187362,0.18919660927086865
2005-04-29,6.43,5.744554619092254,0.2080343677022587
2005-04-30,5.85,5.3132581305243125,0.17748677097599866
2005-05-01,5.38,4.926209933964271,0.16241730237411442
2005-05-02,5.17,4.668701830921045,0.1966952858551629
2005-05-03,5.24,4.627761830386039,0.1730835686630063
2005-05-04,4.26,4.348686639083562,0.11036470415663817
2005-05-05,3.88,3.6215836660165985,0.08080930677623596
2005-05-06,3.66,3.4279705644611442,0.10680390484024889
2005-05-07,3.39,3.1793640223659927,0.07360930162186562
2005-05-08,3.11,2.973929460198453,0.0699559673225088
2005-05-09,2.91,2.7535038041698363,0.055690872195869885
2005-05-10,2.75,2.601697737655269,0.048540269876682
2005-05-11,2.62,2.474002935461572,0.04479586640973005
2005-05-12,2.53,2.3614461331701593,0.0366743218324756
2005-05-13,2.48,2.318621271659471,0.13153645830821972
2005-05-14,3.24,3.0616928644101415,0.3181085423410845
2005-05-15,2.75,2.6264262044736713,0.06936319861412325
2005-05-16,2.39,2.322102460550046,0.09844482695199608
2005-05-17,2.32,2.195916587308563,0.06057380831073092
2005-05-18,2.21,2.036769014596093,0.08672000280811595
2005-05-19,2.5,2.821192667434938,0.22260258923689172
2005-05-20,3.8,3.4898081807828585,0.20269412764343117
2005-05-21,4.3,3.927384612115614,0.20643230586539238
2005-05-22,4.9,4.858460120493267,0.2332975144654033
2005-05-23,3.49,3.2913428277641703,0.3206797112402568
2005-05-24,4.22,4.093914815367077,0.14810138286413735
2005-05-25,2.8,2.578895753915745,0.17067710660648439
2005-05-26,2.47,2.391825355914112,0.05637537099477252
2005-05-27,2.29,2.166036235060416,0.05989732251123882
2005-05-28,2.22,2.0426708175862776,0.046126809680891404
2005-05-29,2.01,1.9530507803238732,0.03876572354607946
2005-05-30,1.88,1.7986023672218663,0.02395257928192453
2005-05-31,1.87,1.7238267623896693,0.01679316819973707
2005-06-01,1.89,1.7455246114025607,0.048379436169146015
2005-06-02,1.86,1.7462834893858872,0.027826511147250526
2005-06-03,1.94,1.8332240996836953,0.13177907197298638
2005-06-04,1.87,1.9123212449230917,0.08412158830107475
2005-06-05,2.05,2.155818382055578,0.2816021876049509
2005-06-06,2.74,2.4344411167559956,0.2162256757188211
2005-06-07,1.97,2.009588920147136,0.06702775488744404
2005-06-08,1.65,1.574030836294033,0.03466394566374114
2005-06-09,1.52,1.444245910893651,0.024320814135622513
2005-06-10,1.47,1.3976473386795643,0.01401865472121023
