,0,1,2,3,4,5,6,7,8,9
2004-11-22,5.623188,5.6269383,5.2735786,5.4221206,5.5389276,5.3719463,4.9019036,4.908135,5.3308477,4.897468
2004-11-23,4.6496015,4.528732,4.440627,4.8520503,4.579547,4.6678343,4.644364,4.820051,4.4450617,4.742158
2004-11-24,3.8974013,3.7217898,3.8218129,3.930443,3.8942866,3.8524714,3.9268773,3.8428109,3.7741747,3.9586408
2004-11-25,3.6599233,3.5963438,3.5518034,3.7181284,3.559657,3.738748,3.6028202,3.712303,3.5648985,3.6823764
2004-11-26,3.694852,3.6695828,3.6057255,3.6561763,3.4696412,3.8029296,3.7691267,3.7497323,3.6603239,3.9010541
2004-11-27,3.422715,3.2405086,3.3738332,3.5721588,3.2230108,3.5503936,3.2696264,3.6176922,3.2584083,3.3471758
2004-11-28,4.0029817,3.7212965,4.0935674,3.6455085,3.893704,3.9419918,3.7355301,3.601516,3.9563859,3.8791103
2004-11-29,3.4602554,3.5342174,3.400388,3.511513,3.3487737,3.441079,3.4475644,3.779082,3.5341814,3.5245383
2004-11-30,3.2779593,3.2952561,3.3455145,3.3940003,3.434851,3.2120914,3.288113,3.408738,3.2563014,3.360449
2005-01-04,5.6820717,6.000865,5.934178,5.911566,5.891155,5.9000263,5.801831,6.2037034,5.8231554,5.8196683
2005-01-05,5.655596,5.8603215,5.6618648,6.0191884,5.728567,5.774408,5.585152,5.451099,5.674271,5.7846665
2005-01-06,5.178114,5.4775944,5.347667,5.409307,5.3583035,5.339129,5.1571927,5.334329,5.272956,5.4485526
2005-01-07,5.144807,5.6788144,5.8892016,5.2150493,5.2129374,5.2046194,5.4184747,5.6806793,5.319292,5.4408703
2005-01-08,8.4991255,8.549018,8.568916,8.443789,8.441368,8.264282,8.358715,8.112056,8.535993,8.349432
2005-01-09,8.276639,9.3738165,9.149359,8.503023,9.194909,7.657961,8.4261265,8.713048,8.384065,8.319753
2005-01-10,16.12838,17.135784,16.70301,16.642487,16.75353,16.86663,17.374174,16.588875,16.62147,16.677816
2005-01-11,10.6506815,10.668977,10.298245,11.626928,10.883679,12.058338,11.640843,12.136314,11.567891,11.540305
2005-01-12,9.594697,9.4750595,9.357949,9.87739,9.410016,9.744073,9.754114,9.530529,9.988831,9.800369
2005-01-13,7.8724113,7.8428426,7.3828974,7.6507335,7.405177,7.8251305,7.7123284,8.030966,7.8305006,8.271252
2005-01-14,7.857203,8.20238,8.204506,7.599271,7.5562406,8.05597,7.7920704,7.934653,7.453927,7.717216
2005-01-15,9.377816,9.034896,8.947758,9.452375,9.431719,9.215141,9.8321295,9.44672,9.41394,9.544512
2005-01-16,7.6841316,8.006984,7.981018,7.646013,7.7023544,7.6348696,7.6276846,7.6202226,7.7243233,7.3900857
2005-01-17,10.337993,10.074113,11.000747,10.576095,10.281701,10.281357,10.202219,10.669653,10.063496,10.66906
2005-01-18,13.137659,13.3367405,13.274236,13.698978,13.319468,12.824873,13.14368,12.508738,13.40211,12.993541
2005-01-19,9.646665,10.142968,9.868451,9.861069,10.003158,9.719122,10.133975,9.854367,9.834977,10.013357
2005-01-20,8.4346,8.884218,9.085493,8.95903,8.611788,8.712935,8.879313,8.726812,8.733002,8.697949
2005-01-21,9.841107,9.66516,9.784157,9.400477,9.284135,9.418596,10.198085,10.006651,9.438189,9.425688
2005-01-22,25.900139,26.07836,26.499737,26.10989,27.386946,27.233948,25.671583,26.652002,26.735273,26.010986
2005-01-23,16.167707,16.435263,16.477224,16.268602,16.280142,16.30971,16.80367,16.189432,16.98575,16.725086
2005-01-24,11.049112,11.7179785,12.005637,11.688484,11.428512,11.824635,11.49146,12.13215,11.762816,11.574823
2005-01-25,9.840369,10.365693,10.662581,10.611181,10.250289,10.484165,10.111024,10.713601,10.237347,10.143462
2005-01-26,8.745572,9.070188,9.295152,9.186206,9.030829,9.1621275,9.042993,9.27873,9.049545,8.859276
2005-01-27,7.851014,8.085735,8.139307,8.258284,8.131445,8.136113,8.027144,8.206676,8.112881,7.9560947
2005-01-28,6.964836,7.35117,7.249139,7.454209,7.330653,7.2868423,7.2445173,7.3809185,7.126401,7.24292
2005-01-29,6.306759,6.5658746,6.5926547,6.8180413,6.4866223,6.532216,6.4966025,6.7847533,6.328903,6.47457
2005-01-30,5.590295,5.9281783,5.930315,5.9828696,5.7684026,5.843075,5.769034,6.035517,5.6710706,5.785781
2005-01-31,5.2371836,5.4213915,5.5106244,5.5077386,5.3596625,5.3899603,5.3582573,5.5527864,5.2653193,5.409723
2005-02-01,4.9042435,5.022351,5.1125593,5.1007276,5.0102496,5.0297484,5.020376,5.147692,4.926137,5.077871
2005-02-02,4.587091,4.653896,4.736069,4.71933,4.6761713,4.722847,4.687961,4.775707,4.633521,4.7559023
2005-02-03,4.329332,4.350842,4.423081,4.407471,4.424566,4.4280405,4.40577,4.471214,4.414068,4.498941
2005-02-04,4.1281776,4.3868337,4.5220895,4.56027,4.533278,4.4415994,4.562933,4.3295026,4.263572,4.367018
2005-02-05,4.848641,4.762695,4.853123,5.0318007,5.057518,4.5610824,4.9245963,4.657106,4.8062105,4.938124
2005-02-06,4.049463,4.051793,4.073938,4.1147013,4.029383,4.1896634,4.1550655,4.105067,4.134727,4.1304183
2005-02-07,3.7713678,3.7710638,3.878898,3.8288255,3.8590426,3.8765292,3.813364,3.860514,3.8561382,3.8942494
2005-02-08,3.5026202,3.616112,3.4779153,3.6108325,3.6238334,3.4973364,3.5208552,3.6766279,3.6296124,3.6290832
2005-02-09,3.4248927,3.41999,3.5371926,3.673848,3.556511,3.379498,3.6046908,3.5633495,3.3836627,3.5029507
2005-02-10,4.0392795,4.283153,3.9760044,4.2485375,4.1663156,4.401706,4.123696,3.798905,4.174343,3.986613
2005-02-11,6.8516684,6.812803,6.9731393,6.9793305,7.01463,6.7501287,6.6375237,6.4364934,7.2408605,6.9376245
2005-02-12,9.100797,8.568283,9.045575,9.380298,8.925642,8.585661,9.173651,8.945637,9.2844515,8.1604595
2005-02-13,6.093915,5.9123664,5.6161904,5.74023,5.8615727,5.6003404,6.276111,6.020319,5.755456,6.1212654
2005-02-14,4.9285874,5.121763,4.748148,4.546411,5.219777,4.5167933,4.5238576,4.1770496,4.735065,4.643806
2005-02-15,4.130993,3.9879673,4.2359548,4.2462754,4.092315,4.2888923,4.170793,3.9121788,4.065934,3.966254
2005-02-16,3.6400068,3.6474147,3.653354,3.6165752,3.6676192,3.5957775,3.8209012,3.7024872,3.6300516,3.7564895
2005-02-17,3.7205632,3.617597,3.7432563,3.5836246,3.8283064,3.6410494,3.7601213,3.520354,3.6150913,3.7740543
2005-02-18,3.6117568,3.515022,3.558489,3.6562796,3.7080746,3.63411,3.6626194,3.6550887,3.4728096,3.5468948
2005-02-19,3.511512,3.5810943,3.614072,3.527606,3.604007,3.594297,3.5151227,3.4260108,3.5986066,3.6621528
2005-02-20,3.1933491,3.2123613,3.1254728,3.2126133,3.145105,3.2365513,3.2424834,3.1721513,3.2417703,3.3320112
2005-02-21,3.031546,3.0789306,3.0641732,3.063691,3.158967,3.0523186,3.0361698,2.9981716,3.108227,3.184733
2005-02-22,2.870975,2.9536033,2.9094512,2.9092102,2.966665,2.8985758,2.8672884,2.860195,2.9218082,2.9816658
2005-02-23,2.7701666,2.8167439,2.8076663,2.819184,2.8500953,2.8068337,2.7604907,2.7557435,2.785645,2.836903
2005-02-24,2.7009997,2.7198524,2.769616,2.7926428,2.7831259,2.716502,2.7259438,2.754047,2.7285872,2.7244115
2005-02-25,2.6867714,2.6285703,2.5683017,2.744824,2.7757142,2.6996737,2.811228,2.6291487,2.6862204,2.8104677
2005-02-26,2.6011853,2.5405462,2.6541731,2.5399182,2.474054,2.56244,2.4348412,2.5422733,2.5373893,2.6554906
2005-02-27,2.4306848,2.4465544,2.4395082,2.44994,2.4728184,2.439445,2.4995124,2.5239382,2.4568267,2.512201
2005-02-28,2.391095,2.3247023,2.3961954,2.488371,2.5392125,2.2926152,2.54603,2.3245842,2.4627771,2.4734216
2005-04-04,2.7029622,2.7774222,2.7635994,2.8620775,2.7210717,2.8328543,2.6774664,2.8479974,2.5933437,2.7141354
2005-04-05,2.4144773,2.6338573,2.4881294,2.5635483,2.4676542,2.5177593,2.4645057,2.515457,2.5787916,2.399147
2005-04-06,3.063911,3.2811775,3.3149507,3.2708728,3.0752373,3.3500566,3.18874,3.1474686,3.0797477,2.9447198
2005-04-07,3.812118,4.0932984,3.9501185,3.4514985,3.5653195,3.9539192,3.7076752,4.035637,4.0015473,3.5809994
