,34010,orig
1981-08-19,0.101,0.101
1981-08-20,0.108,0.108
1981-08-21,0.103,0.103
1981-08-22,0.098,0.098
1981-08-23,0.089,0.089
1981-08-24,0.088,0.088
1981-08-25,0.092,0.092
1981-08-26,0.091,0.091
1981-08-27,0.093,0.093
1981-08-28,0.092,0.092
1981-08-29,0.09,0.09
1981-08-30,0.08,0.08
1981-08-31,0.08,0.08
1981-09-01,0.078,0.078
1981-09-02,0.081,0.081
1981-09-03,0.084,0.084
1981-09-04,0.08,0.08
1981-09-05,0.077,0.077
1981-09-06,0.073,0.073
1981-09-07,0.074,0.074
1981-09-08,0.082,0.082
1981-09-09,0.084,0.084
1981-09-10,0.081,0.081
1981-09-11,0.084,0.084
1981-09-12,0.081,0.081
1981-09-13,0.076,0.076
1981-09-14,0.074,0.074
1981-09-15,0.095,0.095
1981-09-16,0.099,0.099
1981-09-17,0.097,0.097
1981-09-18,0.101,0.101
1981-09-19,0.112,0.112
1981-09-20,0.139,0.139
1981-09-21,0.115,0.115
1981-09-22,0.104,0.104
1981-09-23,0.097,0.097
1981-09-24,0.105,0.105
1981-09-25,0.169,0.169
1981-09-26,0.228,0.228
1981-09-27,0.23,0.23
1981-09-28,0.192,0.192
1981-09-29,0.193,0.193
1981-09-30,0.188,0.188
1981-10-01,0.193,0.193
1981-10-02,0.178,0.178
1981-10-03,0.158,0.158
1981-10-04,0.272,0.272
1981-10-05,0.325,0.325
1981-10-06,0.346,0.346
1981-10-07,0.444,0.444
1981-10-08,0.319,0.319
1981-10-09,0.259,0.259
1981-10-10,0.227,0.227
1981-10-11,0.32,0.32
1981-10-12,0.294,0.294
1981-10-13,0.258,0.258
1981-10-14,0.225,0.225
1981-10-15,0.207,0.207
1981-10-16,0.191,0.191
1981-10-17,0.176,0.176
1981-10-18,0.166,0.166
1981-10-19,0.189,0.189
1981-10-20,1.28,1.28
1981-10-21,0.931,0.931
1981-10-22,0.549,0.549
1981-10-23,0.437,0.437
1981-10-24,0.402,0.402
1981-10-25,0.812,0.812
1981-10-26,0.623,0.623
1981-10-27,0.552,0.552
1981-10-28,0.51,0.51
1981-10-29,0.457,0.457
1981-10-30,0.574,0.574
1981-10-31,0.919,0.919
1981-11-01,0.681,0.681
1981-11-02,0.573,0.573
1981-11-03,0.486,0.486
1981-11-04,0.38,0.38
1981-11-05,0.322,0.322
1981-11-06,0.293,0.293
1981-11-07,0.268,0.268
1981-11-08,0.259,0.259
1981-11-09,0.262,0.262
1981-11-10,0.258,0.258
1981-11-11,0.268,0.268
1981-11-12,0.27,0.27
1981-11-13,0.258,0.258
1981-11-14,0.24,0.24
1981-11-15,0.249,0.249
1981-11-16,0.279,0.279
1981-11-17,0.462,0.462
1981-11-18,0.479,0.479
1981-11-19,0.483,0.483
1981-11-20,1.14,1.14
1981-11-21,1.04,1.04
1981-11-22,0.769,0.769
1981-11-23,0.702,0.702
1981-11-24,0.591,0.591
1981-11-25,0.476,0.476
1981-11-26,0.433,0.433
1981-11-27,0.47,0.47
1981-11-28,0.427,0.427
1981-11-29,0.367,0.367
1981-11-30,0.498,0.498
1981-12-01,0.683,0.683
1981-12-02,0.579,0.579
1981-12-03,0.515,0.515
1981-12-04,0.592,0.592
1981-12-05,0.627,0.627
1981-12-06,0.624,0.624
1981-12-07,0.614,0.614
1981-12-08,0.579,0.579
1981-12-09,0.476,0.476
1981-12-10,0.414,0.414
1981-12-11,0.375,0.375
1981-12-12,0.315,0.315
1981-12-13,0.259,0.259
1981-12-14,0.318,0.318
1981-12-15,0.475,0.475
1981-12-16,0.486,0.486
1981-12-17,0.42,0.42
1981-12-18,0.377,0.377
1981-12-19,0.333,0.333
1981-12-20,0.333,0.333
1981-12-21,0.395,0.395
1981-12-22,0.42,0.42
1981-12-23,0.41,0.41
1981-12-24,0.416,0.416
1981-12-25,0.406,0.406
1981-12-26,0.412,0.412
1981-12-27,0.527,0.527
1981-12-28,1.06,1.06
1981-12-29,5.51,5.51
1981-12-30,13.9,13.9
1981-12-31,13.8,13.8
1982-01-01,7.44,7.44
1982-01-02,5.13,5.13
1982-01-03,4.71,4.71
1982-01-04,3.02,3.02
1982-01-05,3.42,3.42
1982-01-06,3.97,3.97
1982-01-07,2.14,2.14
1982-01-08,1.72,1.72
1982-01-09,1.33,1.33
1982-01-10,1.15,1.15
1982-01-11,0.948,0.948
1982-01-12,0.782,0.782
1982-01-13,0.616,0.616
1982-01-14,0.586,0.586
1982-01-15,0.596,0.596
1982-01-16,0.604,0.604
1982-01-17,0.578,0.578
1982-01-18,0.577,0.577
1982-01-19,0.587,0.587
1982-01-20,0.696,0.696
1982-01-21,1.0,1.0
1982-01-22,1.33,1.33
1982-01-23,1.75,1.75
1982-01-24,1.5,1.5
1982-01-25,1.59,1.59
1982-01-26,2.72,2.72
1982-01-27,2.24,2.24
1982-01-28,1.71,1.71
1982-01-29,1.49,1.49
1982-01-30,1.33,1.33
1982-01-31,1.09,1.09
1982-02-01,0.982,0.982
1982-02-02,0.946,0.946
1982-02-03,0.874,0.874
1982-02-04,0.763,0.763
1982-02-05,0.723,0.723
1982-02-06,0.693,0.693
1982-02-07,0.711,0.711
1982-02-08,0.893,0.893
1982-02-09,0.851,0.851
1982-02-10,0.829,0.829
1982-02-11,0.78,0.78
1982-02-12,0.743,0.743
1982-02-13,0.773,0.773
1982-02-14,0.688,0.688
1982-02-15,0.627,0.627
1982-02-16,0.601,0.601
1982-02-17,0.592,0.592
1982-02-18,0.609,0.609
1982-02-19,0.568,0.568
1982-02-20,0.531,0.531
1982-02-21,0.506,0.506
1982-02-22,0.507,0.507
1982-02-23,0.49,0.49
1982-02-24,0.479,0.479
1982-02-25,0.478,0.478
1982-02-26,0.48,0.48
1982-02-27,0.493,0.493
1982-02-28,0.493,0.493
1982-03-01,0.767,0.767
1982-03-02,0.833,0.833
1982-03-03,0.92,0.92
1982-03-04,0.766,0.766
1982-03-05,0.598,0.598
1982-03-06,0.58,0.58
1982-03-07,0.561,0.561
1982-03-08,0.528,0.528
1982-03-09,0.563,0.563
1982-03-10,0.829,0.829
1982-03-11,0.663,0.663
1982-03-12,1.11,1.11
1982-03-13,1.03,1.03
1982-03-14,0.81,0.81
1982-03-15,0.838,0.838
1982-03-16,0.957,0.957
1982-03-17,0.904,0.904
1982-03-18,0.804,0.804
1982-03-19,0.797,0.797
1982-03-20,1.42,1.42
1982-03-21,1.22,1.22
1982-03-22,0.985,0.985
1982-03-23,0.777,0.777
1982-03-24,0.684,0.684
1982-03-25,0.666,0.666
1982-03-26,0.616,0.616
1982-03-27,0.589,0.589
1982-03-28,0.563,0.563
1982-03-29,0.507,0.507
1982-03-30,0.438,0.438
1982-03-31,0.395,0.395
1982-04-01,0.408,0.408
1982-04-02,0.436,0.436
1982-04-03,0.402,0.402
1982-04-04,0.345,0.345
1982-04-05,0.34,0.34
1982-04-06,0.404,0.404
1982-04-07,0.413,0.413
1982-04-08,0.395,0.395
1982-04-09,0.33,0.33
1982-04-10,0.324,0.324
1982-04-11,0.304,0.304
1982-04-12,0.319,0.319
1982-04-13,0.302,0.302
1982-04-14,0.283,0.283
1982-04-15,0.26,0.26
1982-04-16,0.252,0.252
1982-04-17,0.246,0.246
1982-04-18,0.235,0.235
1982-04-19,0.235,0.235
1982-04-20,0.21,0.21
1982-04-21,0.203,0.203
1982-04-22,0.202,0.202
1982-04-23,0.211,0.211
1982-04-24,0.206,0.206
1982-04-25,0.202,0.202
1982-04-26,0.208,0.208
1982-04-27,0.208,0.208
1982-04-28,0.209,0.209
1982-04-29,0.161,0.161
1982-04-30,0.194,0.194
1982-05-01,0.235,0.235
1982-05-02,0.229,0.229
1982-05-03,0.24,0.24
1982-05-04,0.228,0.228
1982-05-05,0.218,0.218
1982-05-06,0.417,0.417
1982-05-07,0.395,0.395
1982-05-08,0.264,0.264
1982-05-09,0.229,0.229
1982-05-10,0.223,0.223
1982-05-11,0.212,0.212
1982-05-12,0.196,0.196
1982-05-13,0.192,0.192
1982-05-14,0.19,0.19
1982-05-15,0.176,0.176
1982-05-16,0.167,0.167
1982-05-17,0.179,0.179
1982-05-18,0.186,0.186
1982-05-19,0.185,0.185
1982-05-20,0.183,0.183
1982-05-21,0.179,0.179
1982-05-22,0.183,0.183
1982-05-23,0.184,0.184
1982-05-24,0.185,0.185
1982-05-25,0.177,0.177
1982-05-26,0.166,0.166
1982-05-27,0.43,0.43
1982-05-28,0.468,0.468
1982-05-29,0.306,0.306
1982-05-30,0.233,0.233
1982-05-31,0.198,0.198
1982-06-01,0.183,0.183
1982-06-02,0.182,0.182
1982-06-03,0.189,0.189
1982-06-04,0.166,0.166
1982-06-05,0.14,0.14
1982-06-06,0.122,0.122
1982-06-07,0.135,0.135
1982-06-08,0.137,0.137
1982-06-09,0.141,0.141
1982-06-10,0.129,0.129
1982-06-11,0.152,0.152
1982-06-12,0.2,0.2
1982-06-13,0.22,0.22
1982-06-14,0.173,0.173
1982-06-15,0.161,0.161
1982-06-16,0.157,0.157
1982-06-17,0.151,0.151
1982-06-18,0.195,0.195
1982-06-19,0.183,0.183
1982-06-20,0.155,0.155
1982-06-21,0.154,0.154
1982-06-22,0.196,0.196
1982-06-23,0.37,0.37
1982-06-24,0.275,0.275
1982-06-25,0.241,0.241
1982-06-26,0.988,0.988
1982-06-27,0.95,0.95
1982-06-28,0.835,0.835
1982-06-29,0.987,0.987
1982-06-30,0.779,0.779
1982-07-01,0.535,0.535
1982-07-02,0.456,0.456
1982-07-03,0.456,0.456
1982-07-04,0.349,0.349
1982-07-05,0.297,0.297
1982-07-06,0.27,0.27
1982-07-07,0.222,0.222
1982-07-08,0.2,0.2
1982-07-09,0.192,0.192
1982-07-10,0.211,0.211
1982-07-11,0.187,0.187
1982-07-12,0.169,0.169
1982-07-13,0.169,0.169
1982-07-14,0.163,0.163
1982-07-15,0.163,0.163
1982-07-16,0.151,0.151
1982-07-17,0.134,0.134
1982-07-18,0.116,0.116
1982-07-19,0.112,0.112
1982-07-20,0.113,0.113
1982-07-21,0.111,0.111
1982-07-22,0.111,0.111
1982-07-23,0.121,0.121
1982-07-24,0.138,0.138
1982-07-25,0.124,0.124
1982-07-26,0.117,0.117
1982-07-27,0.116,0.116
1982-07-28,0.114,0.114
1982-07-29,0.112,0.112
1982-07-30,0.112,0.112
1982-07-31,0.107,0.107
1982-08-01,0.153,0.153
1982-08-02,0.119,0.119
1982-08-03,0.095,0.095
1982-08-04,0.092,0.092
1982-08-05,0.107,0.107
1982-08-06,0.117,0.117
1982-08-07,0.108,0.108
1982-08-08,0.104,0.104
1982-08-09,0.091,0.091
1982-08-10,0.083,0.083
1982-08-11,0.083,0.083
1982-08-12,0.081,0.081
1982-08-13,0.087,0.087
1982-08-14,0.098,0.098
1982-08-15,0.118,0.118
1982-08-16,0.112,0.112
1982-08-17,0.103,0.103
1982-08-18,0.11,0.11
1982-08-19,0.112,0.112
1982-08-20,0.108,0.108
1982-08-21,0.1,0.1
1982-08-22,0.087,0.087
1982-08-23,0.084,0.084
1982-08-24,0.094,0.094
1982-08-25,0.105,0.105
1982-08-26,0.101,0.101
1982-08-27,0.097,0.097
1982-08-28,0.09,0.09
1982-08-29,0.08,0.08
1982-08-30,0.083,0.083
1982-08-31,0.095,0.095
1982-09-01,0.098,0.098
1982-09-02,0.096,0.096
1982-09-03,0.092,0.092
1982-09-04,0.082,0.082
1982-09-05,0.1,0.1
1982-09-06,0.169,0.169
1982-09-07,0.148,0.148
1982-09-08,0.124,0.124
1982-09-09,0.111,0.111
1982-09-10,0.105,0.105
1982-09-11,0.097,0.097
1982-09-12,0.088,0.088
1982-09-13,0.086,0.086
1982-09-14,0.091,0.091
1982-09-15,0.093,0.093
1982-09-16,0.092,0.092
1982-09-17,0.09,0.09
1982-09-18,0.086,0.086
1982-09-19,0.081,0.081
1982-09-20,0.087,0.087
1982-09-21,0.11,0.11
1982-09-22,0.133,0.133
1982-09-23,0.117,0.117
1982-09-24,0.128,0.128
1982-09-25,0.119,0.119
1982-09-26,0.129,0.129
1982-09-27,0.118,0.118
1982-09-28,0.124,0.124
1982-09-29,0.135,0.135
1982-09-30,0.124,0.124
1982-10-01,0.121,0.121
1982-10-02,0.258,0.258
1982-10-03,0.558,0.558
1982-10-04,0.394,0.394
1982-10-05,1.57,1.57
1982-10-06,0.902,0.902
1982-10-07,0.76,0.76
1982-10-08,0.988,0.988
1982-10-09,0.702,0.702
1982-10-10,0.509,0.509
1982-10-11,0.415,0.415
1982-10-12,0.367,0.367
1982-10-13,0.387,0.387
1982-10-14,0.447,0.447
1982-10-15,0.391,0.391
1982-10-16,0.324,0.324
1982-10-17,0.362,0.362
1982-10-18,0.387,0.387
1982-10-19,0.409,0.409
1982-10-20,0.389,0.389
1982-10-21,0.743,0.743
1982-10-22,5.86,5.86
1982-10-23,6.37,6.37
1982-10-24,2.46,2.46
1982-10-25,1.46,1.46
1982-10-26,1.02,1.02
1982-10-27,0.784,0.784
1982-10-28,0.64,0.64
1982-10-29,0.571,0.571
1982-10-30,0.506,0.506
1982-10-31,0.472,0.472
1982-11-01,0.447,0.447
1982-11-02,0.412,0.412
1982-11-03,0.389,0.389
1982-11-04,0.398,0.398
1982-11-05,0.373,0.373
1982-11-06,0.36,0.36
1982-11-07,0.36,0.36
1982-11-08,0.429,0.429
1982-11-09,0.411,0.411
1982-11-10,0.368,0.368
1982-11-11,0.329,0.329
1982-11-12,0.464,0.464
1982-11-13,0.498,0.498
1982-11-14,0.636,0.636
1982-11-15,1.69,1.69
1982-11-16,2.25,2.25
1982-11-17,2.26,2.26
1982-11-18,1.74,1.74
1982-11-19,1.23,1.23
1982-11-20,1.04,1.04
1982-11-21,1.11,1.11
1982-11-22,2.9,2.9
1982-11-23,2.56,2.56
1982-11-24,4.14,4.14
1982-11-25,6.03,6.03
1982-11-26,4.09,4.09
1982-11-27,2.23,2.23
1982-11-28,1.45,1.45
1982-11-29,1.1,1.1
1982-11-30,0.932,0.932
1982-12-01,0.886,0.886
1982-12-02,0.831,0.831
1982-12-03,0.72,0.72
1982-12-04,0.651,0.651
1982-12-05,0.661,0.661
1982-12-06,0.659,0.659
1982-12-07,0.784,0.784
1982-12-08,1.13,1.13
1982-12-09,6.72,6.72
1982-12-10,16.7,16.7
1982-12-11,9.57,9.57
1982-12-12,4.22,4.22
1982-12-13,2.4,2.4
1982-12-14,1.78,1.78
1982-12-15,1.92,1.92
1982-12-16,1.6,1.6
1982-12-17,1.32,1.32
1982-12-18,1.07,1.07
1982-12-19,1.43,1.43
1982-12-20,2.28,2.28
1982-12-21,1.55,1.55
1982-12-22,1.18,1.18
1982-12-23,0.914,0.914
1982-12-24,0.964,0.964
1982-12-25,0.964,0.964
1982-12-26,0.981,0.981
1982-12-27,0.952,0.952
1982-12-28,0.847,0.847
1982-12-29,0.789,0.789
1982-12-30,0.742,0.742
1982-12-31,0.712,0.712
1983-01-01,0.745,0.745
1983-01-02,0.725,0.725
1983-01-03,0.847,0.847
1983-01-04,1.73,1.73
1983-01-05,2.56,2.56
1983-01-06,2.64,2.64
1983-01-07,2.67,2.67
1983-01-08,1.72,1.72
1983-01-09,1.4,1.4
1983-01-10,1.16,1.16
1983-01-11,1.05,1.05
1983-01-12,0.971,0.971
1983-01-13,0.941,0.941
1983-01-14,2.02,2.02
1983-01-15,1.95,1.95
1983-01-16,1.34,1.34
1983-01-17,1.13,1.13
1983-01-18,0.975,0.975
1983-01-19,0.725,0.725
1983-01-20,0.64,0.64
1983-01-21,0.618,0.618
1983-01-22,0.582,0.582
1983-01-23,0.588,0.588
1983-01-24,0.76,0.76
1983-01-25,0.858,0.858
1983-01-26,0.806,0.806
1983-01-27,0.816,0.816
1983-01-28,0.831,0.831
1983-01-29,0.755,0.755
1983-01-30,0.733,0.733
1983-01-31,1.12,1.12
1983-02-01,1.6,1.6
1983-02-02,1.01,1.01
1983-02-03,0.841,0.841
1983-02-04,0.8,0.8
1983-02-05,1.8,1.8
1983-02-06,2.25,2.25
1983-02-07,4.33,4.33
1983-02-08,3.72,3.72
1983-02-09,2.45,2.45
1983-02-10,1.88,1.88
1983-02-11,1.99,1.99
1983-02-12,2.48,2.48
1983-02-13,2.05,2.05
1983-02-14,1.63,1.63
1983-02-15,1.37,1.37
1983-02-16,1.33,1.33
1983-02-17,1.21,1.21
1983-02-18,1.16,1.16
1983-02-19,1.08,1.08
1983-02-20,0.967,0.967
1983-02-21,0.874,0.874
1983-02-22,0.821,0.821
1983-02-23,0.771,0.771
1983-02-24,0.705,0.705
1983-02-25,0.711,0.711
1983-02-26,0.824,0.824
1983-02-27,0.883,0.883
1983-02-28,1.08,1.08
1983-03-01,0.913,0.913
1983-03-02,0.815,0.815
1983-03-03,0.76,0.76
1983-03-04,0.724,0.724
1983-03-05,0.65,0.65
1983-03-06,0.641,0.641
1983-03-07,0.606,0.606
1983-03-08,0.595,0.595
1983-03-09,0.562,0.562
1983-03-10,0.52,0.52
1983-03-11,0.504,0.504
1983-03-12,0.46,0.46
1983-03-13,0.484,0.484
1983-03-14,0.532,0.532
1983-03-15,0.464,0.464
1983-03-16,0.41,0.41
1983-03-17,0.409,0.409
1983-03-18,0.404,0.404
1983-03-19,0.428,0.428
1983-03-20,0.461,0.461
1983-03-21,0.559,0.559
1983-03-22,0.546,0.546
1983-03-23,0.683,0.683
1983-03-24,0.851,0.851
1983-03-25,1.01,1.01
1983-03-26,1.42,1.42
1983-03-27,1.51,1.51
1983-03-28,1.36,1.36
1983-03-29,1.13,1.13
1983-03-30,1.09,1.09
1983-03-31,1.02,1.02
1983-04-01,2.0,2.0
1983-04-02,2.72,2.72
1983-04-03,2.22,2.22
1983-04-04,2.02,2.02
1983-04-05,2.03,2.03
1983-04-06,2.05,2.05
1983-04-07,2.31,2.31
1983-04-08,2.2,2.2
1983-04-09,1.62,1.62
1983-04-10,1.6,1.6
1983-04-11,4.7,4.7
1983-04-12,7.2,7.2
1983-04-13,3.52,3.52
1983-04-14,2.16,2.16
1983-04-15,1.55,1.55
1983-04-16,1.31,1.31
1983-04-17,1.26,1.26
1983-04-18,3.05,3.05
1983-04-19,3.68,3.68
1983-04-20,2.59,2.59
1983-04-21,2.7,2.7
1983-04-22,1.9,1.9
1983-04-23,1.41,1.41
1983-04-24,1.08,1.08
1983-04-25,1.14,1.14
1983-04-26,0.943,0.943
1983-04-27,0.817,0.817
1983-04-28,0.701,0.701
1983-04-29,0.63,0.63
1983-04-30,0.622,0.622
1983-05-01,0.923,0.923
1983-05-02,0.753,0.753
1983-05-03,0.634,0.634
1983-05-04,0.554,0.554
1983-05-05,0.501,0.501
1983-05-06,0.574,0.574
1983-05-07,0.877,0.877
1983-05-08,1.5,1.5
1983-05-09,1.86,1.86
1983-05-10,1.45,1.45
1983-05-11,1.24,1.24
1983-05-12,1.18,1.18
1983-05-13,1.18,1.18
1983-05-14,0.919,0.919
1983-05-15,1.8,1.8
1983-05-16,2.07,2.07
1983-05-17,1.42,1.42
1983-05-18,1.03,1.03
1983-05-19,1.45,1.45
1983-05-20,2.33,2.33
1983-05-21,2.07,2.07
1983-05-22,3.44,3.44
1983-05-23,2.54,2.54
1983-05-24,1.5,1.5
1983-05-25,1.02,1.02
1983-05-26,0.769,0.769
1983-05-27,0.636,0.636
1983-05-28,0.576,0.576
1983-05-29,0.51,0.51
1983-05-30,0.457,0.457
1983-05-31,0.468,0.468
1983-06-01,0.983,0.983
1983-06-02,0.725,0.725
1983-06-03,0.59,0.59
1983-06-04,0.559,0.559
1983-06-05,0.431,0.431
1983-06-06,0.375,0.375
1983-06-07,0.354,0.354
1983-06-08,0.321,0.321
1983-06-09,0.277,0.277
1983-06-10,0.258,0.258
1983-06-11,0.226,0.226
1983-06-12,0.194,0.194
1983-06-13,0.22,0.22
1983-06-14,0.209,0.209
1983-06-15,0.198,0.198
1983-06-16,0.203,0.203
1983-06-17,0.201,0.201
1983-06-18,0.196,0.196
1983-06-19,0.176,0.176
1983-06-20,0.171,0.171
1983-06-21,0.176,0.176
1983-06-22,0.237,0.237
1983-06-23,0.45,0.45
1983-06-24,0.296,0.296
1983-06-25,0.323,0.323
1983-06-26,0.257,0.257
1983-06-27,0.206,0.206
1983-06-28,0.191,0.191
1983-06-29,0.208,0.208
1983-06-30,0.277,0.277
1983-07-01,0.211,0.211
1983-07-02,0.177,0.177
1983-07-03,0.153,0.153
1983-07-04,0.147,0.147
1983-07-05,0.142,0.142
1983-07-06,0.157,0.157
1983-07-07,0.166,0.166
1983-07-08,0.168,0.168
1983-07-09,0.153,0.153
1983-07-10,0.14,0.14
1983-07-11,0.136,0.136
1983-07-12,0.134,0.134
1983-07-13,0.128,0.128
1983-07-14,0.122,0.122
1983-07-15,0.118,0.118
1983-07-16,0.113,0.113
1983-07-17,0.104,0.104
1983-07-18,0.101,0.101
1983-07-19,0.108,0.108
1983-07-20,0.108,0.108
1983-07-21,0.108,0.108
1983-07-22,0.106,0.106
1983-07-23,0.114,0.114
1983-07-24,0.125,0.125
1983-07-25,0.141,0.141
1983-07-26,0.138,0.138
1983-07-27,0.126,0.126
1983-07-28,0.117,0.117
1983-07-29,0.113,0.113
1983-07-30,0.101,0.101
1983-07-31,0.099,0.099
1983-08-01,0.125,0.125
1983-08-02,0.121,0.121
1983-08-03,0.121,0.121
1983-08-04,0.112,0.112
1983-08-05,0.107,0.107
1983-08-06,0.099,0.099
1983-08-07,0.093,0.093
1983-08-08,0.092,0.092
1983-08-09,0.091,0.091
1983-08-10,0.091,0.091
1983-08-11,0.093,0.093
1983-08-12,0.101,0.101
1983-08-13,0.089,0.089
1983-08-14,0.076,0.076
1983-08-15,0.074,0.074
1983-08-16,0.074,0.074
1983-08-17,0.08,0.08
1983-08-18,0.078,0.078
1983-08-19,0.081,0.081
1983-08-20,0.075,0.075
1983-08-21,0.07,0.07
1983-08-22,0.06,0.06
1983-08-23,0.075,0.075
1983-08-24,0.083,0.083
1983-08-25,0.087,0.087
1983-08-26,0.116,0.116
1983-08-27,0.097,0.097
1983-08-28,0.075,0.075
1983-08-29,0.077,0.077
1983-08-30,0.086,0.086
1983-08-31,0.082,0.082
1983-09-01,0.09,0.09
1983-09-02,0.093,0.093
1983-09-03,0.137,0.137
1983-09-04,0.127,0.127
1983-09-05,0.104,0.104
1983-09-06,0.095,0.095
1983-09-07,0.09,0.09
1983-09-08,0.095,0.095
1983-09-09,0.1,0.1
1983-09-10,0.106,0.106
1983-09-11,0.107,0.107
1983-09-12,0.113,0.113
1983-09-13,0.116,0.116
1983-09-14,0.126,0.126
1983-09-15,0.159,0.159
1983-09-16,0.135,0.135
1983-09-17,0.13,0.13
1983-09-18,0.282,0.282
1983-09-19,0.176,0.176
1983-09-20,0.132,0.132
1983-09-21,0.209,0.209
1983-09-22,0.25,0.25
1983-09-23,0.168,0.168
1983-09-24,0.149,0.149
1983-09-25,0.133,0.133
1983-09-26,0.12,0.12
1983-09-27,0.126,0.126
1983-09-28,0.129,0.129
1983-09-29,0.129,0.129
1983-09-30,0.125,0.125
1983-10-01,0.122,0.122
1983-10-02,0.122,0.122
1983-10-03,0.131,0.131
1983-10-04,0.129,0.129
1983-10-05,0.116,0.116
1983-10-06,0.11,0.11
1983-10-07,0.133,0.133
1983-10-08,0.135,0.135
1983-10-09,0.133,0.133
1983-10-10,0.174,0.174
1983-10-11,0.186,0.186
1983-10-12,0.15,0.15
1983-10-13,0.162,0.162
1983-10-14,0.165,0.165
1983-10-15,0.159,0.159
1983-10-16,0.163,0.163
1983-10-17,0.146,0.146
1983-10-18,0.149,0.149
1983-10-19,0.144,0.144
1983-10-20,0.136,0.136
1983-10-21,0.13,0.13
1983-10-22,0.117,0.117
1983-10-23,0.114,0.114
1983-10-24,0.121,0.121
1983-10-25,0.124,0.124
1983-10-26,0.125,0.125
1983-10-27,0.129,0.129
1983-10-28,0.13,0.13
1983-10-29,0.12,0.12
1983-10-30,0.114,0.114
1983-10-31,0.126,0.126
1983-11-01,0.128,0.128
1983-11-02,0.141,0.141
1983-11-03,0.145,0.145
1983-11-04,0.138,0.138
1983-11-05,0.133,0.133
1983-11-06,0.125,0.125
1983-11-07,0.129,0.129
1983-11-08,0.134,0.134
1983-11-09,0.136,0.136
1983-11-10,0.137,0.137
1983-11-11,0.132,0.132
1983-11-12,0.13,0.13
1983-11-13,0.118,0.118
1983-11-14,0.125,0.125
1983-11-15,0.134,0.134
1983-11-16,0.138,0.138
1983-11-17,0.158,0.158
1983-11-18,0.15,0.15
1983-11-19,0.14,0.14
1983-11-20,0.135,0.135
1983-11-21,0.139,0.139
1983-11-22,0.139,0.139
1983-11-23,0.137,0.137
1983-11-24,0.14,0.14
1983-11-25,0.172,0.172
1983-11-26,0.393,0.393
1983-11-27,2.15,2.15
1983-11-28,0.914,0.914
1983-11-29,0.541,0.541
1983-11-30,0.39,0.39
1983-12-01,0.33,0.33
1983-12-02,0.287,0.287
1983-12-03,0.251,0.251
1983-12-04,0.23,0.23
1983-12-05,0.231,0.231
1983-12-06,0.222,0.222
1983-12-07,0.206,0.206
1983-12-08,0.264,0.264
1983-12-09,0.533,0.533
1983-12-10,0.567,0.567
1983-12-11,0.457,0.457
1983-12-12,0.424,0.424
1983-12-13,0.389,0.389
1983-12-14,0.366,0.366
1983-12-15,0.366,0.366
1983-12-16,0.352,0.352
1983-12-17,0.379,0.379
1983-12-18,0.361,0.361
1983-12-19,0.581,0.581
1983-12-20,0.583,0.583
1983-12-21,0.541,0.541
1983-12-22,0.505,0.505
1983-12-23,0.511,0.511
1983-12-24,0.673,0.673
1983-12-25,0.766,0.766
1983-12-26,0.687,0.687
1983-12-27,0.617,0.617
1983-12-28,0.569,0.569
1983-12-29,0.488,0.488
1983-12-30,0.47,0.47
1983-12-31,0.414,0.414
1984-01-01,0.424,0.424
1984-01-02,0.521,0.521
1984-01-03,0.88,0.88
1984-01-04,0.78,0.78
1984-01-05,0.771,0.771
1984-01-06,0.874,0.874
1984-01-07,1.25,1.25
1984-01-08,1.03,1.03
1984-01-09,0.76,0.76
1984-01-10,0.702,0.702
1984-01-11,0.883,0.883
1984-01-12,0.891,0.891
1984-01-13,1.35,1.35
1984-01-14,1.46,1.46
1984-01-15,1.02,1.02
1984-01-16,1.16,1.16
1984-01-17,1.36,1.36
1984-01-18,0.959,0.959
1984-01-19,0.791,0.791
1984-01-20,0.636,0.636
1984-01-21,0.56,0.56
1984-01-22,0.678,0.678
1984-01-23,1.01,1.01
1984-01-24,1.08,1.08
1984-01-25,0.8,0.8
1984-01-26,5.14,5.14
1984-01-27,14.9,14.9
1984-01-28,14.5,14.5
1984-01-29,8.1,8.1
1984-01-30,5.05,5.05
1984-01-31,5.11,5.11
1984-02-01,3.33,3.33
1984-02-02,3.87,3.87
1984-02-03,3.81,3.81
1984-02-04,4.11,4.11
1984-02-05,5.62,5.62
1984-02-06,6.32,6.32
1984-02-07,7.64,7.64
1984-02-08,4.76,4.76
1984-02-09,2.47,2.47
1984-02-10,1.88,1.88
1984-02-11,1.58,1.58
1984-02-12,1.26,1.26
1984-02-13,1.22,1.22
1984-02-14,1.02,1.02
1984-02-15,0.916,0.916
1984-02-16,0.873,0.873
1984-02-17,0.815,0.815
1984-02-18,0.732,0.732
1984-02-19,0.707,0.707
1984-02-20,0.709,0.709
1984-02-21,0.736,0.736
1984-02-22,0.626,0.626
1984-02-23,0.554,0.554
1984-02-24,0.507,0.507
1984-02-25,0.503,0.503
1984-02-26,0.571,0.571
1984-02-27,0.575,0.575
1984-02-28,0.573,0.573
1984-02-29,0.558,0.558
1984-03-01,0.558,0.558
1984-03-02,0.646,0.646
1984-03-03,0.564,0.564
1984-03-04,0.469,0.469
1984-03-05,0.475,0.475
1984-03-06,0.458,0.458
1984-03-07,0.447,0.447
