,34010,orig,nn_m,nn_std
1969-10-06,0.16,0.16,0.1332557418771185,0.021620386140128994
1969-10-07,0.145,0.145,0.1264831113319796,0.01888362339173128
1969-10-08,0.14300000000000002,0.14300000000000002,0.13465214465582137,0.01844156682085231
1969-10-09,0.138,0.138,0.1469751793891739,0.017177827375468406
1969-10-10,0.136,0.136,0.14332853900504303,0.01613461113910982
1969-10-11,0.134,0.134,0.14018822425139132,0.014996991075698303
1969-10-12,0.134,0.134,0.14367571099545204,0.011869645012021144
1969-10-13,0.131,0.131,0.15261221482496937,0.012019635274966202
1969-10-14,0.134,0.134,0.14740442088037592,0.00894983311513455
1969-10-15,0.134,0.134,0.1394008743206089,0.009388044967484636
1969-10-16,0.134,0.134,0.1409450260395492,0.011703156006139177
1969-10-17,0.134,0.134,0.14130216504893958,0.010407291746915296
1969-10-18,0.134,0.134,0.14062060745424276,0.014017132334485014
1969-10-19,0.134,0.134,0.14907923230078662,0.008051732958650014
1969-10-20,0.134,0.134,0.15047507323188547,0.00829839629127809
1969-10-21,0.14300000000000002,0.14300000000000002,0.15309732469692963,0.012235583040874921
1969-10-22,0.151,0.151,0.1504426218125605,0.011410226658091547
1969-10-23,0.149,0.149,0.15027932805565516,0.010479151051865317
1969-10-24,0.14300000000000002,0.14300000000000002,0.154802219131495,0.011451893553943842
1969-10-25,0.141,0.141,0.1461956778749284,0.0130658079209836
1969-10-26,0.138,0.138,0.14477604400724955,0.011599919078639212
1969-10-27,0.14,0.14,0.1574035712088678,0.012284282183610837
1969-10-28,0.134,0.134,0.15305564530473423,0.012076417735296994
1969-10-29,0.131,0.131,0.14923179320520588,0.012702535851420801
1969-10-30,0.131,0.131,0.1425601086652568,0.01431996994595652
1969-10-31,0.128,0.128,0.133494035773618,0.013518966439990324
1969-11-01,0.124,0.124,0.12964153399075445,0.012528348899854349
1969-11-02,0.121,0.121,0.1285318766970665,0.011494245458387072
1969-11-03,0.124,0.124,0.13270802497108686,0.012129875766087045
1969-11-04,0.138,0.138,0.16731506681352107,0.011631946616203337
1969-11-05,0.138,0.138,0.16849681071439027,0.012158114629317289
1969-11-06,0.138,0.138,0.1549085307139948,0.013279180895762629
1969-11-07,0.142,0.142,0.15962963073158676,0.01037934086096799
1969-11-08,0.149,0.149,0.14832753667269866,0.009048768652763866
1969-11-09,0.17300000000000001,0.17300000000000001,0.19585731862480574,0.016598924395326085
1969-11-10,0.195,0.195,0.217835479517635,0.015467531726141516
1969-11-11,0.184,0.184,0.1862146856345937,0.01747343888783162
1969-11-12,0.182,0.182,0.18713522334126942,0.01722019054092614
1969-11-13,0.184,0.184,0.19798816478228853,0.022700974897581744
1969-11-14,0.19399999999999998,0.19399999999999998,0.23536206492083342,0.025459500111767064
1969-11-15,0.33,0.33,0.4012289757481257,0.04559166749483476
1969-11-16,0.281,0.281,0.3255557593493324,0.03374821125279159
1969-11-17,0.45,0.45,0.5849766568922089,0.07950004637500172
1969-11-18,0.45,0.45,0.42483377646396475,0.06467801277970459
1969-11-19,0.348,0.348,0.29217645654846114,0.05819768029669062
1969-11-20,0.34299999999999997,0.34299999999999997,0.26470085809974636,0.0959849561487078
1969-11-21,0.309,0.309,0.30616956090418745,0.045268696429679636
1969-11-22,0.968,0.968,0.4289973882151587,0.06992794271149208
1969-11-23,0.982,0.982,0.36162909691409123,0.03723885460014605
1969-11-24,0.33,0.33,0.29419928831580205,0.02031629026118475
1969-11-25,0.48700000000000004,0.48700000000000004,0.42718953653383723,0.07125083795252554
1969-11-26,0.982,0.982,0.9118210786453793,0.10818148265290044
1969-11-27,1.04,1.04,0.8972254447419901,0.10549939669762273
1969-11-28,1.5,1.5,1.0362698515059277,0.1671796117789845
1969-11-29,1.24,1.24,0.8415756121638788,0.1410630895800704
1969-11-30,0.857,0.857,0.7643630098224516,0.1083750712064481
1969-12-01,0.778,0.778,0.664136989007002,0.11290607216955668
1969-12-02,1.25,1.25,1.0200153596300285,0.1966656122257801
1969-12-03,3.34,3.34,3.443016563916665,0.2620583545199139
1969-12-04,2.48,2.48,3.9802878556995926,0.3359356673802934
1969-12-05,1.59,1.59,2.5486857904738196,0.24701820773112212
1969-12-06,1.57,1.57,1.7495126848518048,0.11004935453940638
1969-12-07,1.55,1.55,1.458756307240551,0.20975802051039313
1969-12-08,4.6,4.6,3.3721474545096624,0.3328059795135295
1969-12-09,5.57,5.57,4.085249270253686,0.3647188610790833
1969-12-10,2.9,2.9,2.0823384646170044,0.3647734662023035
1969-12-11,1.86,1.86,1.6789784877315392,0.16454652462287633
1969-12-12,2.14,2.14,1.76449810808509,0.15202737823610898
1969-12-13,2.04,2.04,1.7709711695882526,0.17700601250917353
1969-12-14,1.93,1.93,1.4273654560345719,0.2044795206980388
1969-12-15,4.38,4.38,3.496769085782225,0.32565130756095495
1969-12-16,5.76,5.76,5.551698099094487,0.2773573120075458
1969-12-17,2.92,2.92,2.9534108023927845,0.23940102072020886
1969-12-18,1.68,1.68,1.835211762483132,0.18502623515062386
1969-12-19,1.24,1.24,1.4509522359910723,0.16788557199672993
1969-12-20,1.06,1.06,1.0167751660584607,0.081643679899196
1969-12-21,1.66,1.66,1.6045227683958143,0.1378349623300362
1969-12-22,2.43,2.43,2.221175695642307,0.11924785838778357
1969-12-23,2.26,2.26,2.1303498814768305,0.075802627597087
1969-12-24,1.95,1.95,1.8447157644864238,0.10358681208994668
1969-12-25,1.84,1.84,1.7998393907548724,0.10491343017773608
1969-12-26,1.45,1.45,1.6649906904181404,0.0862488651747046
1969-12-27,1.22,1.22,1.35837642440836,0.0658689752529526
1969-12-28,1.19,1.19,1.18244855344445,0.07621130732160852
1969-12-29,1.06,1.06,1.0636447317340438,0.06031076147902478
1969-12-30,0.857,0.857,0.8597406079009253,0.046198609223797565
1969-12-31,0.778,0.778,0.7655051744617364,0.04824253056681349
1970-01-01,0.746,0.746,0.71071898440623,0.04677192447254955
1970-01-02,0.715,0.715,0.6831547396659129,0.043254217724638826
1970-01-03,0.703,0.703,0.6710163250395894,0.03480357908190253
1970-01-04,0.585,0.585,0.5802207706403144,0.03553274306950351
1970-01-05,0.515,0.515,0.5467010851929971,0.03150460525438504
1970-01-06,0.49,0.49,0.503610398891205,0.02888080744068378
1970-01-07,0.42200000000000004,0.42200000000000004,0.4097509432087907,0.04834968705528942
1970-01-08,0.444,0.444,0.39321298796492193,0.04322637763256067
1970-01-09,1.06,1.06,1.330295467608665,0.07088670885149624
1970-01-10,2.46,2.46,3.5589000888098914,0.27357161924342865
1970-01-11,3.36,3.36,3.696395284960335,0.25850073635987736
1970-01-12,2.14,2.14,2.52097799394316,0.14764446492673622
1970-01-13,1.55,1.55,1.7603787573826861,0.14671140849469916
1970-01-14,1.76,1.76,2.061777273604512,0.2062406865421413
1970-01-15,2.87,2.87,3.2090117183911904,0.25296711987800796
1970-01-16,8.44,8.44,7.234119532709048,0.5129161634599511
1970-01-17,8.12,8.12,6.155481215301966,0.4386409523405376
1970-01-18,3.28,3.28,3.346896887066843,0.21897084274909687
1970-01-19,2.72,2.72,2.376894285649739,0.20597633194871015
1970-01-20,2.36,2.36,2.11728598651253,0.1717725246912265
1970-01-21,2.34,2.34,1.9511444399639952,0.1252125616711701
1970-01-22,2.13,2.13,1.6352209645380924,0.09408287319868634
1970-01-23,2.62,2.62,1.7329417459545797,0.21384353015392082
1970-01-24,3.47,3.47,3.3601727124285294,0.18375647356043784
