,23011,nn_m,nn_std,orig
1992-03-04,1.16,1.0574237791870555,0.10599136452163052,1.16
1992-03-05,0.924,1.0806533933411562,0.11536073762999954,0.924
1992-03-06,1.19,1.1938942896149969,0.13308416169846715,1.19
1992-03-07,2.05,1.2169509907711424,0.12521681722221215,2.05
1992-03-08,1.16,1.3236686917933325,0.0861934496668457,1.16
1992-03-09,5.22,4.334364955503221,0.1413458016141751,5.22
1992-03-10,4.06,5.1358713167101735,0.31304937199596466,4.06
1992-03-11,3.72,3.2730344536539246,0.22914744773246198,3.72
1992-03-12,3.91,4.631245632077227,0.3772165560119231,3.91
1992-03-13,1.85,1.950342180425696,0.18817605693888567,1.85
1992-03-14,1.22,0.9980739684582384,0.12088953746813508,1.22
1992-03-15,1.01,0.9725372578267176,0.09326862864337658,1.01
1992-03-16,1.11,0.8543840399116016,0.06709718279502445,1.11
1992-03-17,0.917,0.9367052067263226,0.03801574330728138,0.917
1992-03-18,1.81,1.5011742274736684,0.20002379665692366,1.81
1992-03-19,1.53,1.829481629714784,0.1420428509171042,1.53
1992-03-20,2.03,1.9362717461472656,0.1117308441348614,2.03
1992-03-21,2.2,2.2475448945578043,0.10140951029510464,2.2
1992-03-22,1.28,1.3712091421018668,0.12474443961394308,1.28
1992-03-23,1.52,1.4381519579891662,0.1577263872286735,1.52
1992-03-24,2.62,1.925883073368238,0.1999097777210822,2.62
1992-03-25,1.76,1.6046511938971455,0.10323942606834956,1.76
1992-03-26,1.49,1.5911208351512212,0.1330397997168057,1.49
1992-03-27,1.06,1.1883347962542512,0.0828478809164863,1.06
1992-03-28,0.9,0.8711664168093486,0.0758139774054049,0.9
1992-03-29,4.71,2.6385154266976514,0.4030254890615742,4.71
1992-03-30,5.5,8.280429248993247,1.1653716208152525,5.5
1992-03-31,25.1,21.793461015996105,1.7868598095008692,25.1
1992-05-04,0.963,0.8978427710544075,0.08820046354016557,0.963
1992-05-05,0.99,0.9272489426143886,0.12965832571634392,0.99
1992-05-06,0.8640000000000001,0.7244359696128441,0.06530289855161417,0.8640000000000001
1992-05-07,0.93,0.7885386664878289,0.04748777630843545,0.93
1992-05-08,0.927,0.9779631222743236,0.12997787582162018,0.927
1992-05-09,0.84,1.3025275725578471,0.08321868454663689,0.84
1992-05-10,0.748,0.8049205389460077,0.1455975379102933,0.748
1992-05-11,4.44,4.244025431256202,0.35154417075384703,4.44
1992-05-12,3.98,3.7095792794178815,0.23342117422342876,3.98
1992-05-13,1.3,1.1393108045401334,0.08682765221694155,1.3
1992-05-14,0.858,0.8266944183837284,0.1251429633206505,0.858
1992-05-15,0.6920000000000001,0.7061838259891606,0.1423869557557862,0.6920000000000001
1992-05-16,0.626,0.6303888510563792,0.04714146826671075,0.626
1992-05-17,0.574,0.5506271239497726,0.02850502074134105,0.574
1992-05-18,0.532,0.5157738319669817,0.02378826382941724,0.532
1992-05-19,0.516,0.4789365585223847,0.029251424334959083,0.516
1992-05-20,3.78,5.838651601742178,0.2903164629978756,3.78
1992-05-21,4.21,3.891886559054195,0.4054603324836816,4.21
1992-05-22,1.14,1.2242987372939405,0.17665209433347315,1.14
1992-05-23,0.7979999999999999,0.8990883894419562,0.1046952675230723,0.7979999999999999
1992-05-24,0.685,0.6853283273737208,0.13941551412594586,0.685
1992-05-25,0.605,0.6252625406828201,0.029166387865550064,0.605
1992-05-26,0.524,0.5415370346756749,0.0314793453814486,0.524
