,49006,orig,nn_m,nn_std
2006-09-18,0.040999999999999995,0.040999999999999995,0.05450332620669275,0.011283237344151329
2006-09-19,0.04,0.04,0.04855529900290112,0.0111208936369187
2006-09-20,0.04,0.04,0.0582782230686048,0.010964856584012877
2006-09-21,0.040999999999999995,0.040999999999999995,0.05799052664704714,0.011142087572445997
2006-09-22,0.044000000000000004,0.044000000000000004,0.051600371443433615,0.010918306788757095
2006-09-23,0.044000000000000004,0.044000000000000004,0.05352351857371799,0.01038177123467737
2006-09-24,0.045,0.045,0.052711900163853624,0.010490614195376594
2006-09-25,0.045,0.045,0.05609161905110693,0.010860206580676384
2006-09-26,0.045,0.045,0.058588805560407624,0.010602310294669917
2006-09-27,0.046,0.046,0.06394345361140405,0.013692135308047918
2006-09-28,0.047,0.047,0.04126359284919245,0.013377382514295261
2006-09-29,0.06,0.06,0.09024982416036048,0.01616919369063139
2006-09-30,0.055999999999999994,0.055999999999999994,0.05476135627361135,0.030693174512859647
2006-10-01,0.055999999999999994,0.055999999999999994,0.07174711919265352,0.03773599330122952
2006-10-02,0.048,0.048,0.0827209523498769,0.03420555042392619
2006-10-03,0.048,0.048,0.06592856118723843,0.017766606050228687
2006-10-04,0.052000000000000005,0.052000000000000005,0.007426755430109586,0.034708545705399066
2006-10-05,0.092,0.092,0.05211358686219559,0.028863524300525658
2006-10-06,0.106,0.106,0.13564595665797413,0.03314521634501068
2006-10-07,0.048,0.048,0.05655362553497074,0.028996005568830304
2006-10-08,0.049,0.049,0.06811049289514068,0.02205584604064576
2006-10-09,0.049,0.049,0.03790228179715588,0.021035331073822737
2006-10-10,0.105,0.105,0.14990278067727394,0.11191399226060395
2006-10-11,0.10800000000000001,0.10800000000000001,0.09775722582078862,0.06182850753513754
2006-10-12,0.07,0.07,0.07963595510945654,0.051240852499838514
2006-10-13,0.057999999999999996,0.057999999999999996,-0.007819020018605854,0.06093988513072331
2006-10-14,0.055,0.055,0.07630852520461266,0.05981181841376201
2006-10-15,0.052000000000000005,0.052000000000000005,0.05795775239588482,0.06119780781889781
2006-10-16,0.06,0.06,0.06452575236628603,0.039241917378708205
2006-10-17,0.096,0.096,0.0771026976785032,0.03599727575526181
2006-10-18,0.16,0.16,0.07423348807854471,0.022324367911951144
2006-10-19,0.11,0.11,0.11911434220069424,0.03996432159354235
2006-10-20,0.066,0.066,0.09422151761932002,0.03207514358237961
2006-10-21,0.064,0.064,0.09804227515826282,0.03478531080344339
2006-10-22,0.33299999999999996,0.33299999999999996,0.31255037104576017,0.044481201891238
2006-10-23,0.192,0.192,0.20305259222002445,0.07270272825000411
2006-10-24,0.16699999999999998,0.16699999999999998,0.21863217622649095,0.059801587332389924
2006-10-25,0.23399999999999999,0.23399999999999999,0.3649169731419499,0.09087437353360577
2006-10-26,0.198,0.198,0.27435255916452816,0.0565857086821876
2006-10-27,0.19899999999999998,0.19899999999999998,0.2755102977286357,0.06580158551117495
2006-10-28,0.212,0.212,0.2893641695748673,0.07614080013464443
2006-10-29,0.207,0.207,0.2786960996990245,0.02727918477965777
2006-10-30,0.20199999999999999,0.20199999999999999,0.24421522663134032,0.026142440879429213
2006-10-31,0.185,0.185,0.2605145997513562,0.026015884285387435
2006-11-01,0.17,0.17,0.23347556033801178,0.026420539604669727
2006-11-02,0.163,0.163,0.23322561038332912,0.025777768446629292
