,39056
2018-08-20,0.094
2018-08-21,0.09
2018-08-22,0.08800000000000001
2018-08-23,0.111
2018-08-24,0.249
2018-08-25,0.122
2018-08-26,0.72
2018-08-27,0.1
2018-08-28,0.09699999999999999
2018-08-29,0.537
2018-08-30,0.10800000000000001
2018-08-31,0.087
2018-09-01,0.08900000000000001
2018-09-02,0.087
2018-09-03,0.092
2018-09-04,0.096
2018-09-05,0.096
2018-09-06,0.083
2018-09-07,0.08
2018-09-08,0.078
2018-09-09,0.077
2018-09-10,0.076
2018-09-11,0.133
2018-09-12,0.127
2018-09-13,0.091
2018-09-14,0.081
2018-09-15,0.08199999999999999
2018-09-16,0.083
2018-09-17,0.09699999999999999
2018-09-18,0.1
2018-09-19,0.08900000000000001
2018-09-20,0.41
2018-09-21,0.11599999999999999
2018-09-22,0.593
2018-09-23,1.38
2018-09-24,0.13
2018-09-25,0.098
2018-09-26,0.099
2018-09-27,0.10099999999999999
2018-09-28,0.087
2018-09-29,0.09
2018-09-30,0.095
2018-10-01,0.08800000000000001
2018-10-02,0.091
2018-10-03,0.095
2019-04-01,0.213
2019-04-02,0.299
2019-04-03,0.21899999999999997
2019-04-04,0.31
2019-04-05,0.22399999999999998
2019-04-06,0.20800000000000002
2019-04-07,0.19899999999999998
2019-04-08,0.519
2019-04-09,0.34299999999999997
2019-04-10,0.20199999999999999
2019-04-11,0.182
2019-04-12,0.177
2019-04-13,0.18600000000000005
2019-04-14,0.17800000000000002
2019-04-15,0.177
2019-04-16,0.175
2019-04-17,0.16699999999999998
2019-04-18,0.16699999999999998
2019-04-19,0.16399999999999998
2019-04-20,0.16399999999999998
2019-04-21,0.166
2019-04-22,0.16899999999999998
2019-04-23,0.17
2019-04-24,0.17
2019-04-25,0.163
2019-04-26,0.16899999999999998
2019-04-27,0.161
2019-04-28,0.158
2019-04-29,0.145
2019-04-30,0.149
2019-05-01,0.15
2019-05-02,0.305
2019-05-03,0.25
2019-05-04,0.19
2019-05-05,0.14300000000000002
2019-05-06,0.138
2019-05-07,0.18
2019-05-08,0.8240000000000001
2019-05-09,0.688
2019-05-10,0.18
2019-05-11,0.154
2019-05-12,0.134
2019-05-13,0.132
2019-05-14,0.129
2019-05-15,0.132
2019-05-16,0.132
2019-05-17,0.141
2019-05-18,0.14300000000000002
2019-05-19,0.142
2019-05-20,0.14400000000000002
2019-05-21,0.136
2019-05-22,0.122
2019-05-23,0.11699999999999999
2019-05-24,0.121
2019-05-25,0.10800000000000001
2019-05-26,0.124
2019-05-27,0.105
2019-05-28,0.10099999999999999
2019-05-29,0.10300000000000001
2019-05-30,0.098
2019-05-31,0.105
2019-06-01,0.111
2019-06-02,0.11599999999999999
2019-06-03,0.107
2019-06-04,0.165
2019-06-05,0.107
2019-06-06,0.107
2019-06-07,0.292
2019-06-08,0.159
2019-06-09,0.363
2019-06-10,7.17
2019-06-11,1.23
2019-06-12,1.52
2019-06-13,0.441
2019-06-14,0.26899999999999996
2019-06-15,0.212
2019-06-16,0.188
2019-06-17,0.153
