,34018,orig,nn_m,nn_std
1976-07-18,0.055999999999999994,0.055999999999999994,0.06515865300048228,0.06672826286147326
1976-07-19,0.053,0.053,0.06706347941305932,0.023046842330562797
1976-07-20,0.062,0.062,0.07079336216730364,0.019367574518380917
1976-07-21,0.065,0.065,0.09983034849202939,0.025964860113638015
1976-07-22,0.068,0.068,0.10212972262580994,0.03672557413799063
1976-07-23,0.059000000000000004,0.059000000000000004,0.091791174976713,0.026854845373336426
1976-07-24,0.07,0.07,0.0724087539791955,0.0204005374406423
1976-07-25,0.059000000000000004,0.059000000000000004,0.08341604583925806,0.01989466156107841
1976-07-26,0.057,0.057,0.07360477692614949,0.021450194166101937
1976-07-27,0.048,0.048,0.07714877908175241,0.018286810597198146
1976-07-28,0.038,0.038,0.06617990137129977,0.018731297581896632
1976-07-29,0.038,0.038,0.06717176750611552,0.02337549964198114
1976-07-30,0.052000000000000005,0.052000000000000005,0.07553239495515933,0.01761883340503316
1976-07-31,0.11,0.11,0.087182745586667,0.01258401017144464
1976-08-01,0.086,0.086,0.1120085173464108,0.021833365432952292
1976-08-02,0.059000000000000004,0.059000000000000004,0.0679704458144882,0.020948662509157306
1976-08-03,0.067,0.067,0.0630602287635414,0.0248889302765995
1976-08-04,0.071,0.071,0.0869682949043488,0.021918582438506216
1976-08-05,0.061,0.061,0.07689913976510447,0.020758461764084055
1976-08-06,0.064,0.064,0.06138335002708378,0.021458917457957312
1976-08-07,0.064,0.064,0.05840520133033765,0.018190344630886597
1976-08-08,0.06,0.06,0.06783551738280555,0.023849718183039253
1976-08-09,0.065,0.065,0.05383943952283624,0.023349631288661004
1976-08-10,0.078,0.078,0.060088190437918895,0.0198784774477388
1976-08-11,0.08,0.08,0.06398272970528923,0.0234754981509396
1976-08-12,0.076,0.076,0.06250679135795975,0.02236953434240396
1976-08-13,0.073,0.073,0.04919585064796216,0.027445702150337967
1976-08-14,0.063,0.063,0.04096240470959276,0.019408506212059362
1976-08-15,0.068,0.068,0.05361354702902462,0.021719945728397812
1976-08-16,0.051,0.051,0.036325928736713524,0.020061821813943954
1976-08-17,0.045,0.045,0.04074493487224655,0.020290129396811026
1976-08-18,0.053,0.053,0.08242796448918642,0.02027052433012787
1976-08-19,0.055,0.055,0.021148680519759145,0.01864863654075371
1976-08-20,0.047,0.047,0.03652166692457611,0.017046176294071503
1976-08-21,0.057999999999999996,0.057999999999999996,0.06231785090951399,0.024100619141230073
1976-08-22,0.05,0.05,0.04154125308090733,0.023394308810058148
1976-08-23,0.051,0.051,0.03166833599660067,0.024152262101631475
1976-08-24,0.042,0.042,0.02663300881300093,0.024046376903129746
1976-08-25,0.039,0.039,0.02271124955210038,0.027436767937465776
1976-08-26,0.040999999999999995,0.040999999999999995,0.02111120419108704,0.022245627757123677
1976-08-27,0.048,0.048,0.024420745798946913,0.017848195902966185
1976-08-28,0.162,0.162,0.09511711243262266,0.024506313186619427
1976-08-29,0.12300000000000001,0.12300000000000001,0.1297696960376242,0.04048416081581472
1976-08-30,0.35,0.35,0.184042282797828,0.07725816472915552
1976-08-31,0.341,0.341,0.2541981947997723,0.1073378073095233
1976-09-01,0.187,0.187,0.161603462262327,0.06774028412637409
1976-09-02,0.215,0.215,0.15248589305354207,0.07057559526832384
1976-09-03,0.184,0.184,0.1508422752244234,0.0649130685923726
1976-09-04,0.158,0.158,0.1294172679373469,0.05667567147405729
1976-09-05,0.149,0.149,0.10526646644380833,0.03696786301856045
1976-09-06,0.14300000000000002,0.14300000000000002,0.0922094407256449,0.033588385645831616
1976-09-07,0.142,0.142,0.06397827450218109,0.025733516011444225
1976-09-08,0.14,0.14,0.10028372887661559,0.0259792590065947
1976-09-09,0.14300000000000002,0.14300000000000002,0.10998310220207651,0.027323835907966124
1976-09-10,0.152,0.152,0.10382008585543469,0.02974532410669087
1976-09-11,0.235,0.235,0.187241630990891,0.039756409148876924
1976-09-12,0.24100000000000002,0.24100000000000002,0.21866380568584384,0.04485772332030638
1976-09-13,0.205,0.205,0.2254538155967395,0.0466148245833824
1976-09-14,0.184,0.184,0.17797647564501012,0.033406191410985
1976-09-15,0.175,0.175,0.1526834586111646,0.03378199237305172
1976-09-16,0.195,0.195,0.15437222401402398,0.02391617765910088
1976-09-17,0.312,0.312,0.25971203823476036,0.03644354006099721
1976-09-18,0.27699999999999997,0.27699999999999997,0.2676653779216874,0.04243021005099346
1976-09-19,0.22699999999999998,0.22699999999999998,0.21865470552148233,0.027717447659149345
1976-09-20,0.20600000000000002,0.20600000000000002,0.20149362444022997,0.03670487704564006
1976-09-21,0.192,0.192,0.18097682222601,0.03894183166459587
1976-09-22,0.187,0.187,0.1679735339360816,0.026003768335451153
1976-09-23,0.187,0.187,0.14546562582345673,0.031471825925704786
1976-09-24,0.182,0.182,0.13619822932000322,0.027978710570284164
1976-09-25,0.25,0.25,0.19304004387656915,0.06548720058696214
1976-09-26,0.262,0.262,0.22803450436112993,0.07108279356032195
1976-09-27,0.23399999999999999,0.23399999999999999,0.18290347976660337,0.05533725314824019
1976-09-28,0.221,0.221,0.16110546947648488,0.060620352992322
1976-09-29,0.312,0.312,0.17754700003245508,0.045557329305299016
1976-09-30,0.285,0.285,0.19854296295470272,0.03401405006902822
1976-10-01,0.32299999999999995,0.32299999999999995,0.3125254470774826,0.06900720917304823
1976-10-02,0.43799999999999994,0.43799999999999994,0.3969668709802904,0.04615966930844951
1976-10-03,0.344,0.344,0.28812024706293576,0.0591049368967276
1976-10-04,0.358,0.358,0.37874951117534156,0.09233806966481549
1976-10-05,0.32299999999999995,0.32299999999999995,0.344400714086239,0.06345937618960674
1976-10-06,0.325,0.325,0.30936261337663273,0.07664767565829513
1976-10-07,0.33799999999999997,0.33799999999999997,0.2832896819382343,0.07767397124527856
1976-10-08,0.34600000000000003,0.34600000000000003,0.3065728017201956,0.05982701522612804
1976-10-09,0.469,0.469,0.515509338842545,0.0885882900361669
1976-10-10,0.392,0.392,0.42317190140363303,0.06791385194254639
1976-10-11,0.36200000000000004,0.36200000000000004,0.36883942022043087,0.05557383782913775
1976-10-12,0.33,0.33,0.32049072190679795,0.050672406623939716
1976-10-13,0.306,0.306,0.28116744555744555,0.046392705663106465
1976-10-14,0.33799999999999997,0.33799999999999997,0.2984834666086253,0.06577338891620965
1976-10-15,0.354,0.354,0.3367671043574848,0.056441795637533106
1976-10-16,0.335,0.335,0.3619935157625995,0.04510180401637287
1976-10-17,0.32,0.32,0.32593480024164023,0.0420137247155202
1976-10-18,0.313,0.313,0.28040084734909676,0.05844460748286726
1976-10-19,0.36,0.36,0.3625374193023069,0.059248998972302715
1976-10-20,0.364,0.364,0.33358928535617616,0.0613416300313426
1976-10-21,0.384,0.384,0.35272619240050435,0.06577478471781117
1976-10-22,0.425,0.425,0.40834377828694457,0.05639735169099612
1976-10-23,0.439,0.439,0.4045203444221365,0.04576748009215921
1976-10-24,0.385,0.385,0.36249968342218636,0.05976476669940982
1976-10-25,0.49,0.49,0.4418418541935916,0.08516791154140468
1976-10-26,0.838,0.838,0.7185594526061512,0.1175222957670711
1976-10-27,0.643,0.643,0.6275830447926138,0.09235250317293216
1976-10-28,0.5720000000000001,0.5720000000000001,0.565234981866647,0.06743380335047743
1976-10-29,0.535,0.535,0.5893150466603745,0.07026077186389214
1976-10-30,0.67,0.67,0.6681735115593932,0.08581845113773962
1976-10-31,0.599,0.599,0.6490928763879629,0.10866761192256619
1976-11-01,0.608,0.608,0.6746346363395629,0.07649399356927783
1976-11-02,0.626,0.626,0.665545575874245,0.06938107021636837
1976-11-03,0.551,0.551,0.6296310832332298,0.10176434692665187
1976-11-04,0.506,0.506,0.5775359543284724,0.07028577979537533
1976-11-05,0.498,0.498,0.5282850468582506,0.058911926840299875
1976-11-06,0.5,0.5,0.5307054733577791,0.05049847616319435
1976-11-07,0.496,0.496,0.5252859559294994,0.06074837770211354
1976-11-08,0.47200000000000003,0.47200000000000003,0.49737704498511537,0.054080749318334106
1976-11-09,0.456,0.456,0.47696346673575885,0.0385736986375774
1976-11-10,0.439,0.439,0.49402089893052065,0.04494420142359668
1976-11-11,0.444,0.444,0.4827239171725718,0.04978450968632669
1976-11-12,0.982,0.982,0.9562602199706105,0.11916029927390805
1976-11-13,1.21,1.21,1.1677394020091008,0.12480674892034808
1976-11-14,0.805,0.805,0.8074195080212233,0.12450746465326622
1976-11-15,0.6920000000000001,0.6920000000000001,0.6874557016716563,0.09978241492096344
1976-11-16,0.736,0.736,0.6858655694235577,0.10231208824520566
