,29002,nn_m,nn_std
1979-11-10,0.419,0.39240039018939293,0.00974565996250351
1979-11-11,0.405,0.4225106637675187,0.008229442123842795
1979-11-12,0.406,0.4206031194412149,0.011761324598589655
1979-11-13,0.39399999999999996,0.40122614189027245,0.011896979573157043
1979-11-14,0.429,0.41148632215408465,0.010771175519556433
1979-11-15,0.584,0.5115284496708173,0.011586656981380592
1979-11-16,0.514,0.5555750056026386,0.012968727850753514
1979-11-17,0.473,0.47443258796131105,0.016651022900127797
1979-11-18,0.473,0.4609259624295423,0.018709853537534057
1979-11-19,0.447,0.453369832864065,0.010780242791770133
1979-11-20,0.423,0.42990022669746336,0.00649730956326114
1979-11-21,0.42200000000000004,0.41815523161752594,0.005420849365343836
1979-11-22,0.41100000000000003,0.4057884425143918,0.0037384773143430733
1979-11-23,0.39799999999999996,0.4012988248555995,0.004644884499053683
1979-11-24,0.396,0.3908433161357383,0.003738671811627647
1979-11-25,0.401,0.3988477649758167,0.008463803340574148
1979-11-26,0.392,0.3872974925312688,0.0060995002417754355
1979-11-27,0.39399999999999996,0.3879217979154397,0.012442811416432897
1979-11-28,0.39299999999999996,0.3839927675001415,0.0075100596308245735
1979-11-29,0.392,0.3876240768438019,0.0049642578904283184
1979-11-30,0.385,0.3874804356037214,0.004286709244143073
1979-12-01,0.38,0.37930592437141347,0.004518996783463375
1979-12-02,0.38,0.37618475871551066,0.004455101307267148
1979-12-03,0.38299999999999995,0.3796229564926702,0.008338768396773376
1979-12-04,0.376,0.3824294574153083,0.007726037116965164
1979-12-05,0.4270000000000001,0.4105977919881015,0.008189618354159225
1979-12-06,0.41600000000000004,0.4002443713186,0.010625937012433417
1979-12-07,0.409,0.4089861486464358,0.013009532530251515
1979-12-08,0.405,0.4102424412854411,0.014969987002820291
1979-12-09,0.65,0.6464722504318798,0.03150678698665947
1979-12-10,0.847,0.8654161910493519,0.034755323609559075
1979-12-11,0.845,0.8287451664987635,0.042340002845504855
1979-12-12,0.897,0.8961527967140619,0.05366534898802224
1979-12-13,1.36,1.413117762091903,0.04031601412549245
1979-12-14,2.3,2.082367900278402,0.09996768896150666
1979-12-15,1.28,1.3379517326663892,0.07380995321173311
1979-12-16,0.8959999999999999,0.9277003291757008,0.05756637491583676
1979-12-17,0.764,0.7366102255095516,0.0238866963851174
1979-12-18,0.6679999999999999,0.6690857826387704,0.026390540717765056
1979-12-19,0.726,0.6789220405576916,0.017070288873551342
1979-12-20,0.815,0.7673779890342762,0.027252634057674877
1979-12-21,0.821,0.8031026770945104,0.023312033571657752
1979-12-22,0.737,0.7725753888912992,0.018403997427724705
1979-12-23,0.674,0.7090489240385061,0.019424786928701497
1979-12-24,0.648,0.6663702545242156,0.018238479965334994
1979-12-25,0.632,0.6196784858269881,0.009812537967261567
1979-12-26,0.624,0.6613556900519271,0.017789993968469746
1979-12-27,1.61,1.4854267931128209,0.04136856262540083
1979-12-28,1.54,1.4376942492669607,0.06945673026948562
1979-12-29,1.01,1.0092255093924754,0.03932704392080906
1979-12-30,0.846,0.8668438918958702,0.024039034925717663
1979-12-31,0.775,0.7623556838427693,0.025468700779171356
1980-01-01,0.733,0.7310277350475751,0.008753943574232646
1980-01-02,0.6759999999999999,0.7104231487341566,0.0071729285122575604
1980-01-03,1.12,1.2284795572754739,0.059225016772050595
1980-01-04,1.45,1.4622577485635826,0.04273189824403125
