,54017
2018-08-20,0.287
2018-08-21,0.282
2019-03-31,0.99
2019-04-01,0.9620000000000001
2019-04-03,1.12
2019-04-06,3.12
2019-04-08,1.95
2019-04-11,2.4
2019-04-12,1.84
2019-04-13,1.53
2019-04-14,1.39
2019-04-15,1.33
2019-04-16,1.27
2019-04-17,1.18
2019-04-18,1.11
2019-04-19,1.04
2019-04-20,0.9790000000000001
2019-04-21,0.9840000000000001
2019-04-22,1.01
2019-04-23,0.997
2019-04-24,1.03
2019-04-25,1.05
2019-04-26,0.986
2019-04-27,0.9359999999999999
2019-04-28,0.82
2019-04-29,0.777
2019-04-30,0.772
2019-05-01,0.8109999999999999
2019-05-02,1.04
2019-05-03,1.03
2019-05-04,0.985
2019-05-05,0.777
2019-05-06,0.736
2019-05-07,0.7440000000000001
2019-05-08,2.14
2019-05-09,2.33
2019-05-10,1.82
2019-05-11,1.57
2019-05-12,0.97
2019-05-13,0.813
2019-05-14,0.7490000000000001
2019-05-15,0.73
2019-05-16,0.711
2019-05-17,0.705
2019-05-18,0.7120000000000001
2019-05-19,0.69
2019-05-20,0.6629999999999999
2019-05-21,0.606
2019-05-22,0.575
2019-05-23,0.5539999999999999
2019-05-24,0.521
2019-05-25,0.508
2019-05-26,0.493
2019-05-27,0.55
2019-05-28,0.583
2019-05-29,0.519
2019-05-30,0.517
2019-05-31,0.486
2019-06-01,0.46299999999999997
2019-06-02,0.465
2019-06-03,0.47
2019-06-04,0.509
2019-06-05,0.6759999999999999
2019-06-06,0.496
2019-06-07,1.64
2019-06-08,5.38
2019-06-09,2.31
2019-06-10,2.14
2019-06-11,6.43
2019-06-12,7.68
2019-06-13,16.2
2019-06-14,32.9
2019-06-15,21.4
2019-06-16,9.61
2019-06-17,6.17
2019-06-18,4.44
2019-06-19,3.38
2019-06-20,2.65
2019-06-21,1.79
2019-06-22,1.2
2019-06-23,0.986
2019-06-24,1.09
2019-06-25,5.09
2019-06-26,5.75
2019-06-27,3.02
2019-06-28,2.03
2019-06-29,1.39
2019-06-30,1.01
2019-07-01,0.797
2019-07-02,0.71
2019-07-03,0.687
2019-07-04,0.635
2019-07-05,0.601
2019-07-06,0.575
2019-07-07,0.595
2019-07-08,0.556
2019-07-09,0.539
2019-07-10,0.526
2019-07-11,0.53
2019-07-12,0.519
2019-07-13,0.495
2019-07-14,0.499
2019-07-15,0.49
2019-07-16,0.493
2019-07-17,0.4920000000000001
2019-07-18,0.486
2019-07-19,0.56
2019-07-20,0.888
2019-07-21,0.621
2019-07-22,0.522
2019-07-23,0.491
2019-07-24,0.52
2019-07-25,0.455
2019-07-26,0.413
2019-07-27,0.42
2019-07-28,0.415
2019-07-29,0.402
2019-07-30,0.433
2019-07-31,0.612
2019-08-01,0.467
2019-08-02,0.43
2019-08-03,0.41600000000000004
2019-08-04,0.42100000000000004
2019-08-05,0.41100000000000003
2019-08-06,0.392
2019-08-07,0.40299999999999997
2019-08-08,0.46799999999999997
2019-08-09,2.52
2019-08-10,2.17
2019-08-11,2.21
2019-08-12,3.0
2019-08-13,0.909
2019-08-14,0.8590000000000001
2019-08-15,1.05
2019-08-16,0.6459999999999999
2019-08-17,0.893
2019-08-18,0.738
2019-08-19,0.511
2019-08-20,0.45899999999999996
2019-08-21,0.41100000000000003
2019-08-22,0.391
2019-08-23,0.405
2019-08-24,0.405
2019-08-25,0.371
2019-08-26,0.374
2019-08-27,0.385
2019-08-28,0.444
2019-08-29,0.66
2019-08-30,0.524
2019-08-31,0.39899999999999997
2019-09-01,0.3720000000000001
2019-09-02,0.363
2019-09-03,0.35700000000000004
2019-09-04,0.376
2019-09-05,0.3670000000000001
2019-09-06,0.365
2019-09-07,0.365
2019-09-08,0.386
2019-09-09,0.449
2019-09-10,0.662
2019-09-11,0.475
2019-09-12,0.40700000000000003
2019-09-13,0.37799999999999995
2019-09-14,0.353
2019-09-15,0.349
2019-09-16,0.35600000000000004
2019-09-17,0.358
2019-09-18,0.348
2019-09-19,0.331
2019-09-20,0.317
2019-09-21,0.313
2019-09-22,0.38
2019-09-23,0.586
2019-09-24,1.8
2019-09-25,2.58
2019-09-26,1.7
2019-09-27,1.56
2019-09-28,1.99
2019-09-29,4.41
2019-09-30,3.68
2019-10-01,3.84
2019-10-02,3.06
2019-10-03,1.46
2019-10-04,0.85
2019-10-05,0.7240000000000001
2019-10-06,2.74
2019-10-07,2.36
2019-10-08,1.15
2019-10-09,0.722
2019-10-10,0.605
2019-10-11,0.7040000000000001
2019-10-12,0.8440000000000001
2019-10-13,2.27
2019-10-14,3.11
2019-10-15,3.7
2019-10-16,2.97
2019-10-17,2.34
2019-10-18,7.34
2019-10-19,12.1
2019-10-20,6.37
2019-10-21,3.61
2019-10-22,2.33
2019-10-23,1.38
2019-10-24,1.17
2019-10-25,1.44
2019-10-26,35.7
2019-11-04,7.78
2019-11-05,5.85
2019-11-06,4.29
2019-11-07,5.53
2019-11-08,4.93
2019-11-09,4.43
2019-11-10,9.82
2019-11-11,10.6
2019-11-12,7.76
2019-11-13,6.07
2019-11-14,49.3
