,0,1,2,3,4,5,6,7,8,9
1993-08-07,0.03830888,0.034020774,0.033831492,0.03479851,0.038615163,0.03802896,0.03868959,0.04091312,0.036657326,0.03352852
1993-08-08,0.037431188,0.037798516,0.034074284,0.03280144,0.04032324,0.038324673,0.0377373,0.038980428,0.035097077,0.033465385
1993-08-09,0.03520698,0.029245809,0.030309323,0.030625021,0.033687174,0.03420037,0.04649859,0.031354014,0.026894199,0.03430549
1993-08-10,0.03261541,0.03400431,0.028581241,0.030573135,0.039375648,0.03886358,0.03754976,0.035145998,0.032499157,0.035125457
1993-08-11,0.044773087,0.029871944,0.056974433,0.009418329,0.03762308,0.035536986,0.048960075,0.044246808,0.05134263,0.034977846
1993-08-12,0.046032876,-0.010132472,-0.008108616,0.020042015,0.062653266,0.11643399,0.076667875,0.023504509,0.09841149,0.004223129
1993-08-13,0.024707781,0.06583667,0.06266773,0.026337346,0.03401818,0.024888601,0.050265685,0.038238674,0.051733263,0.021257808
1993-08-14,0.030459834,0.041641522,0.040694803,0.010610914,0.049453557,0.021260064,0.0358691,0.061417185,0.0456729,0.040399544
1993-08-15,0.03980968,0.029163487,0.03259668,0.037599467,0.036090128,0.035798263,0.041611195,0.04722491,0.03500469,0.03579994
1993-08-16,0.03306056,0.01939777,0.028363958,0.03442382,0.034211442,0.031376474,0.037809484,0.036975756,0.030760871,0.030811263
1993-08-17,0.03321646,0.018825788,0.03258534,0.035547934,0.033866424,0.03137921,0.037800178,0.040765427,0.033227123,0.035106167
1993-08-18,0.035163596,0.025294742,0.03021849,0.034981377,0.03664031,0.03367791,0.037358895,0.044039905,0.0353925,0.03613673
1993-08-19,0.035406,0.028545897,0.03079772,0.03285777,0.035487596,0.029681234,0.03321753,0.040162265,0.0341791,0.031100836
1993-08-20,0.036786042,0.029318798,0.02969978,0.03381733,0.034918815,0.029532012,0.03345322,0.040267058,0.033810683,0.02753588
1993-08-21,0.049303994,0.035399083,0.024268057,0.02252092,0.049584925,0.038716484,0.045132153,0.054893695,0.0353001,0.031007206
