,orig
2018-12-24,48.6
2018-12-25,42.1
2018-12-26,38.3
2018-12-27,34.4
2018-12-28,31.3
2018-12-29,32.6
2018-12-30,36.8
2018-12-31,31.8
2019-01-01,28.3
2019-01-02,25.5
2019-01-03,23.7
2019-01-04,22.2
2019-01-05,21.0
2019-01-06,20.1
2019-01-07,20.0
2019-01-08,20.1
2019-01-09,18.7
2019-01-10,18.0
2019-01-11,17.4
2019-01-12,18.0
2019-01-13,20.9
2019-01-14,19.0
2019-01-15,17.9
2019-01-16,19.0
2019-01-17,20.5
2019-01-18,18.0
2019-01-19,17.3
2019-01-20,16.8
2019-01-21,16.7
2019-01-22,20.6
2019-01-23,20.1
2019-01-24,18.7
2019-01-25,32.1
2019-01-26,44.3
2019-01-27,63.8
2019-01-28,38.3
2019-01-29,40.4
2019-01-30,37.3
2019-01-31,30.3
2019-02-01,26.3
2019-02-02,23.4
2019-02-03,21.6
2019-02-04,90.0
2019-02-05,50.7
2019-02-06,64.5
2019-02-07,49.2
2019-02-08,185.0
2019-02-09,202.0
2019-02-10,107.0
2019-02-11,68.8
2019-02-12,55.4
2019-02-13,51.3
2019-02-14,44.3
2019-02-15,38.2
2019-02-16,34.2
2019-02-17,31.1
2019-02-18,29.5
2019-02-19,31.3
2019-02-20,36.7
2019-02-21,54.9
2019-02-22,40.6
2019-02-23,34.8
2019-02-24,30.7
2019-02-25,27.9
2019-02-26,25.6
2019-02-27,23.8
2019-02-28,22.4
2019-03-01,20.8
2019-03-02,23.6
2019-03-03,60.5
2019-03-04,83.4
2019-03-05,74.8
2019-03-06,162.0
2019-03-07,116.0
2019-03-08,98.1
2019-03-09,125.0
2019-03-10,90.9
2019-03-11,82.1
2019-03-12,309.0
2019-03-13,183.0
2019-03-14,181.0
2019-03-15,110.0
2019-03-16,306.0
2019-03-17,145.0
2019-03-18,88.8
2019-03-19,68.8
2019-03-20,56.5
2019-03-21,48.5
2019-03-22,43.6
2019-03-23,41.0
2019-03-24,35.8
2019-03-25,31.8
2019-03-26,28.8
2019-03-27,26.3
2019-03-28,24.0
2019-03-29,22.2
2019-03-30,20.9
2019-03-31,19.9
2019-04-01,20.2
2019-04-02,29.4
2019-04-03,38.0
2019-04-04,42.3
2019-04-05,36.1
2019-04-06,28.0
2019-04-07,24.0
2019-04-08,21.6
2019-04-09,21.7
2019-04-10,18.7
2019-04-11,17.6
2019-04-12,16.7
2019-04-13,16.0
2019-04-14,15.4
2019-04-15,14.9
2019-04-16,14.3
2019-04-17,13.9
2019-04-18,13.2
2019-04-19,12.9
2019-04-20,12.5
2019-04-21,12.2
2019-04-22,11.7
2019-04-23,11.3
2019-04-24,11.1
2019-04-25,11.4
2019-04-26,11.7
2019-04-27,14.3
2019-04-28,21.2
2019-04-29,16.9
2019-04-30,14.8
2019-05-01,14.2
2019-05-02,14.2
2019-05-03,14.2
2019-05-04,13.6
2019-05-05,12.8
2019-05-06,12.8
2019-05-07,13.5
2019-05-08,14.8
2019-05-09,20.7
2019-05-10,18.8
2019-05-11,18.3
2019-05-12,15.5
2019-05-13,13.6
2019-05-14,12.6
2019-05-15,12.2
2019-05-16,11.0
2019-05-17,10.4
2019-05-18,10.3
2019-05-19,10.1
2019-05-20,9.66
2019-05-21,9.44
2019-05-22,9.3
2019-05-23,8.45
2019-05-24,8.24
2019-05-25,8.33
2019-05-26,11.1
2019-05-27,10.4
2019-05-28,9.79
2019-05-29,9.22
2019-05-30,14.5
2019-05-31,18.7
2019-06-01,16.8
2019-06-02,13.9
2019-06-03,12.8
2019-06-04,12.2
2019-06-05,19.4
2019-06-06,16.7
2019-06-07,14.4
2019-06-08,64.4
2019-06-09,38.0
2019-06-10,22.5
2019-06-11,18.6
2019-06-12,17.6
2019-06-13,44.3
2019-06-14,38.5
2019-06-15,26.9
2019-06-16,23.7
2019-06-17,37.3
2019-06-18,25.4
2019-06-19,20.7
2019-06-20,18.8
2019-06-21,16.4
2019-06-22,14.9
2019-06-23,13.7
2019-06-24,17.7
2019-06-25,17.5
2019-06-26,14.7
2019-06-27,13.1
2019-06-28,11.9
2019-06-29,11.4
2019-06-30,11.0
2019-07-01,10.7
2019-07-02,10.2
2019-07-03,9.73
2019-07-04,9.27
2019-07-05,9.06
2019-07-06,8.83
2019-07-07,8.4
2019-07-08,8.24
2019-07-09,8.31
2019-07-10,8.31
2019-07-11,8.28
2019-07-12,8.04
2019-07-13,7.7
2019-07-14,7.46
2019-07-15,7.3
2019-07-16,7.2
2019-07-17,7.13
2019-07-18,7.23
2019-07-19,7.41
2019-07-20,10.8
2019-07-21,11.5
2019-07-22,22.2
2019-07-23,18.4
2019-07-24,21.1
2019-07-25,19.1
2019-07-26,17.7
2019-07-27,32.6
2019-07-28,75.0
2019-07-29,31.2
2019-07-30,32.9
2019-07-31,59.0
2019-08-01,41.5
2019-08-02,25.0
2019-08-03,19.8
2019-08-04,17.3
2019-08-05,21.3
2019-08-06,37.5
2019-08-07,41.1
2019-08-08,24.7
2019-08-09,108.0
2019-08-10,191.0
2019-08-11,197.0
2019-08-12,105.0
2019-08-13,82.2
2019-08-14,56.6
2019-08-15,52.9
2019-08-16,45.3
2019-08-17,80.1
2019-08-18,56.2
2019-08-19,50.3
2019-08-20,52.5
2019-08-21,42.5
2019-08-22,104.0
2019-08-23,69.7
2019-08-24,48.3
2019-08-25,38.3
2019-08-26,32.2
2019-08-27,28.1
2019-08-28,25.4
2019-08-29,23.1
2019-08-30,24.4
2019-08-31,30.1
2019-09-01,26.8
2019-09-02,26.3
2019-09-03,32.8
2019-09-04,47.0
2019-09-05,42.3
2019-09-06,35.7
2019-09-07,32.0
2019-09-08,26.0
2019-09-09,23.9
2019-09-10,22.1
2019-09-11,26.0
2019-09-12,24.8
2019-09-13,29.2
2019-09-14,21.8
2019-09-15,19.6
2019-09-16,18.1
2019-09-17,16.8
2019-09-18,15.6
2019-09-19,14.8
2019-09-20,14.1
2019-09-21,13.4
2019-09-22,15.1
2019-09-23,16.8
2019-09-24,22.8
2019-09-25,45.7
2019-09-26,45.8
2019-09-27,129.0
2019-09-28,119.0
2019-09-29,152.0
2019-09-30,112.0
2019-10-01,155.0
2019-10-02,79.2
2019-10-03,55.8
2019-10-04,65.1
2019-10-05,47.6
2019-10-06,120.0
2019-10-07,70.1
2019-10-08,61.9
2019-10-09,54.0
2019-10-10,48.7
2019-10-11,127.0
2019-10-12,61.0
2019-10-13,64.9
2019-10-14,63.3
2019-10-15,49.2
2019-10-16,42.3
2019-10-17,36.3
2019-10-18,35.1
2019-10-19,32.2
2019-10-20,33.2
2019-10-21,27.8
2019-10-22,24.9
2019-10-23,22.9
2019-10-24,21.3
2019-10-25,21.9
2019-10-26,42.8
2019-10-27,30.9
2019-10-28,25.0
2019-10-29,22.2
2019-10-30,20.4
2019-10-31,19.2
2019-11-01,20.1
2019-11-02,65.5
2019-11-03,55.3
2019-11-04,50.9
2019-11-05,51.5
2019-11-06,36.6
2019-11-07,34.2
2019-11-08,39.7
2019-11-09,29.6
2019-11-11,73.5
2019-11-12,82.8
2019-11-13,50.4
2019-11-14,39.1
2019-11-15,37.8
2019-11-16,36.3
