,orig
2018-08-20,27.6
2018-08-21,24.0
2018-08-22,21.0
2018-08-23,22.7
2018-08-24,30.8
2018-08-25,31.0
2018-08-26,22.4
2018-08-27,25.0
2018-08-28,21.6
2018-08-29,18.3
2018-08-30,16.1
2018-08-31,14.1
2018-09-01,12.6
2018-09-02,11.8
2018-09-03,12.9
2018-09-04,13.7
2018-09-05,12.5
2018-09-06,11.9
2018-09-07,11.5
2018-09-08,11.1
2018-09-09,11.7
2018-09-10,16.8
2018-09-11,49.0
2018-09-12,28.4
2018-09-13,21.9
2018-09-14,22.0
2018-09-15,25.4
2018-09-16,34.2
2018-09-17,32.0
2018-09-18,32.3
2018-09-19,35.2
2018-09-20,53.0
2018-09-21,186.0
2018-09-22,60.1
2018-09-23,41.6
2018-09-24,32.8
2018-09-25,27.7
2018-09-26,24.6
2018-09-27,22.5
2018-09-28,19.5
2018-09-29,17.4
2018-09-30,15.9
2018-10-01,14.7
2018-10-02,14.5
2018-10-03,14.0
2018-10-04,14.1
2018-10-05,41.8
2018-10-06,31.4
2018-10-07,22.8
2018-10-08,20.0
2018-10-09,19.5
2018-10-10,17.4
2018-10-11,16.2
2018-10-12,82.6
2018-10-13,419.0
2018-10-14,192.0
2018-10-15,97.7
2018-10-16,69.7
2018-10-17,56.8
2018-10-18,45.1
2018-10-19,37.6
2018-10-20,32.3
2018-10-21,28.8
2018-10-22,26.3
2018-10-23,23.4
2018-10-24,22.0
2018-10-25,20.1
2018-10-26,19.5
2018-10-27,17.7
2018-10-28,16.4
2018-10-29,15.7
2018-10-30,15.3
2018-10-31,15.1
2018-11-01,17.4
2018-11-02,16.9
2018-11-03,20.6
2018-11-04,60.8
2018-11-05,43.4
2018-11-06,35.1
2018-11-07,32.4
2018-11-08,35.6
2018-11-09,39.5
2018-11-10,81.9
2018-11-11,59.5
2018-11-12,90.4
2018-11-13,108.0
2018-11-14,89.2
2018-11-15,70.5
2018-11-16,53.8
2018-11-17,44.0
2018-11-18,37.0
2018-11-19,32.2
2018-11-20,35.0
2018-11-21,75.6
2018-11-22,39.4
2018-11-23,32.7
2018-11-24,28.6
2018-11-25,25.7
2018-11-26,23.8
2018-11-27,27.0
2018-11-28,79.7
2018-11-29,150.0
2018-11-30,132.0
2018-12-01,92.0
2018-12-02,94.4
2018-12-03,99.1
2018-12-04,62.8
2018-12-05,62.8
2018-12-06,65.1
2018-12-07,110.0
2018-12-08,92.8
2018-12-09,77.1
2018-12-10,56.5
2018-12-11,47.4
2018-12-12,41.0
2018-12-13,35.9
2018-12-14,31.8
2018-12-15,45.2
2018-12-16,84.2
2018-12-17,62.0
2018-12-18,107.0
2018-12-19,88.4
2018-12-20,79.8
2018-12-21,88.0
2018-12-22,68.2
2018-12-23,56.9
