date,0,1,2,3,4,5,6,7,8,9
1995-12-04,62.6124,62.86564,62.72489,62.492413,62.999336,62.878883,63.031635,62.957764,62.663498,61.93524
1995-12-05,61.422768,61.34436,61.882263,61.46183,61.991314,61.61807,61.86282,61.68916,61.433563,60.8917
1995-12-06,55.675133,55.73352,56.134453,55.776516,56.002254,55.87686,55.779053,56.174065,55.734512,55.073936
1995-12-07,49.867065,50.17269,50.215927,50.198708,50.179573,50.340874,50.120106,50.83245,50.216404,49.931698
1995-12-08,45.04487,45.30006,45.087547,45.102192,45.337227,45.48955,45.361435,45.93618,45.027645,45.214447
1995-12-09,42.305595,42.197742,42.276047,42.30347,42.48392,42.45704,42.494705,42.86622,41.87461,42.07412
1995-12-10,38.087273,37.827545,37.92897,38.021137,38.172283,38.00999,38.04592,38.36259,37.715992,37.72013
1995-12-11,35.52147,35.150826,35.2573,35.257843,35.66486,35.32592,35.458344,35.65729,35.1368,35.160454
1995-12-12,34.158787,33.690613,33.93133,33.87263,34.14634,33.90992,33.97131,34.023705,33.71587,33.734505
1995-12-13,33.302258,33.06147,33.15032,33.11801,33.247654,33.15671,32.974934,33.07514,32.808605,32.832912
1995-12-14,32.085217,31.927256,32.049187,31.873995,32.061657,31.966187,31.77038,31.789896,31.714386,31.681055
1995-12-15,31.993546,31.899813,31.960907,31.789692,32.012394,31.901934,31.781916,31.667063,31.573986,31.607504
1995-12-16,30.608925,30.594479,30.63345,30.445597,30.532377,30.497164,30.395704,30.351587,30.213318,30.321516
1995-12-17,31.849377,31.877756,31.887226,31.516342,31.92841,31.717903,31.760149,31.652721,31.386463,31.528725
1995-12-18,34.69003,35.23928,34.362114,34.421097,35.229145,34.35792,34.8077,34.06169,35.3814,34.742634
1995-12-19,51.683792,43.2462,49.446938,51.059166,50.39183,49.874992,46.907413,48.288544,55.39133,52.343662
1995-12-20,130.45476,133.2247,127.48108,129.63145,129.867,128.89656,126.451225,129.91588,127.23912,127.282974
1995-12-21,174.2569,171.35704,159.56639,175.09744,174.20576,177.46764,166.66368,179.02284,172.4335,182.13261
1995-12-22,270.5097,274.46594,268.94565,272.19498,268.22205,272.09723,272.07452,267.14008,267.3334,266.80377
1995-12-23,391.00827,386.8699,384.59326,388.0293,386.23083,382.73032,384.21304,387.07074,382.1356,392.33273
1995-12-24,438.79327,444.2516,433.79388,440.25623,439.05603,447.07483,446.18674,438.8432,440.91733,445.08936
1995-12-25,413.70584,412.8467,412.9771,408.30023,409.49207,410.0005,408.79114,407.6751,409.4666,406.313
1995-12-26,337.29117,330.25882,334.50015,333.4738,329.43594,333.42474,331.5862,334.01727,331.80756,329.83484
1995-12-27,209.07417,208.4374,207.55902,211.32825,206.73724,209.17561,206.96968,205.77223,209.1261,206.79688
1995-12-28,131.01387,131.68535,133.93689,135.44133,131.39868,132.60304,133.95941,131.19301,134.03767,131.36092
1995-12-29,101.1006,96.337,102.14428,99.4046,105.64674,102.605446,104.05546,101.80935,103.38279,103.027916
