date,54017,nn_m,nn_std
1995-12-04,0.935,1.0678661055827723,0.040430671313746454
1995-12-05,0.879,0.8543314291233023,0.055825010178057806
1995-12-06,0.833,0.8344201334947735,0.06472173292779894
1995-12-07,0.7829999999999999,0.8179387388217528,0.056544559442055706
1995-12-08,0.703,0.7659007367652437,0.04462257404250857
1995-12-09,0.645,0.6695657326704288,0.03977891701212317
1995-12-10,0.648,0.6398703776963506,0.03529593867079605
1995-12-11,0.6920000000000001,0.6510114390147225,0.029779341533050292
1995-12-12,0.648,0.6801241317410913,0.035112780326500115
1995-12-13,0.643,0.6360579942259099,0.028678031160256898
1995-12-14,0.613,0.6511925555647885,0.028909066236185645
1995-12-15,0.597,0.6211220715551586,0.022964122130606935
1995-12-16,0.63,0.6110371259395747,0.02969317046582585
1995-12-17,0.657,0.6899516993290481,0.025131121625123303
1995-12-18,2.36,0.6767712856642236,0.0367044994234438
1995-12-19,11.0,4.288471859306695,0.30401909632892177
1995-12-20,6.93,11.664609548522364,1.2372720138178963
1995-12-21,19.6,7.623928096627425,2.282097028710248
1995-12-22,20.2,23.297135940043265,1.397134118908192
1995-12-23,10.3,13.953557803398317,1.159558155491558
1995-12-24,4.66,6.766702671218795,0.9434555730935219
1995-12-25,2.6,3.852402695051353,0.7606729800765151
1995-12-26,2.01,1.2857542461448075,0.3404697266816258
1995-12-27,1.72,0.8692231674383213,0.43635100120496984
1995-12-28,1.53,1.1252346504860884,0.4128500465208694
1995-12-29,1.53,1.021970402935551,0.3612806005130398
1995-12-30,1.67,1.5619764989826328,0.20956728812323877
1995-12-31,2.43,1.6870797769262529,0.24969786920532386
1996-01-01,2.64,2.5960760877611095,0.2697126141185912
1996-01-02,2.9,2.49347049996771,0.21417871421560816
1996-01-03,3.54,2.946068139290313,0.15813026174126052
1996-01-04,3.73,4.026947645909607,0.1925603926056894
1996-01-05,5.31,4.497201743984772,0.27183651735926984
1996-01-06,9.92,7.093354126513156,0.4866196065652626
1996-01-07,11.6,8.524862430148163,0.49586725888134087
1996-01-08,17.9,9.00767578030012,0.6964714096926065
1996-01-09,9.35,14.581920353555935,0.8977938259517043
1996-01-10,6.37,5.669382291578706,0.6889078916324282
1996-01-11,8.91,6.432637364477162,0.6901442533271279
1996-01-12,8.85,10.34143876190818,0.7128667300617401
1996-01-13,4.92,7.805515839269343,0.645483060894746
1996-01-14,3.54,4.5838518765707805,0.5515766908593802
1996-01-15,3.1,3.5967704750963367,0.31841109062441697
1996-01-16,2.78,3.23037308247413,0.27221163479947263
1996-01-17,2.53,2.7140110424851165,0.22237514287646404
1996-01-18,2.34,2.3691820590408366,0.17054458993650262
1996-01-19,2.17,2.2743941562860557,0.12442225900040524
1996-01-20,1.92,2.0986221322310783,0.11736515265039639
1996-01-21,1.82,1.8103276977862017,0.15204582327951507
1996-01-22,1.84,1.75412617830446,0.18140161468915353
1996-01-23,2.01,2.0159500325723942,0.1891346905374403
1996-01-24,1.86,1.9357907415245608,0.18314490323520285
1996-01-25,1.65,1.7054917773298408,0.1504908745256241
1996-01-26,1.59,1.469082433036846,0.14416126839612217
1996-01-27,1.5,1.5664404177018552,0.12795046085278036
1996-01-28,1.45,1.5053891802274122,0.08109312238319294
1996-01-29,1.39,1.4632375766416756,0.06970594845615713
1996-01-30,1.35,1.4019262273886344,0.06166836632853404
1996-01-31,1.35,1.4088825188298657,0.05885763681780947
1996-02-01,1.33,1.493971423976984,0.08615197822169067
1996-02-02,1.27,1.3739507163568043,0.0748406110145119
1996-02-03,1.23,1.349765289098309,0.11300021275024595
1996-02-04,1.3,1.333290947064965,0.12010361181852829
1996-02-05,1.4,1.3924635739624385,0.12225647192250173
1996-02-06,1.3,1.5619686802491508,0.12888234510757893
1996-02-07,1.19,1.3409377585371576,0.12007123653170959
1996-02-08,8.86,1.3031882945451605,0.1574670790598868
